EVTOPTC1000109162;Однажды, все наши памятники будут лежать в руинах, как и этот.;;;;;;;;;;;x
EVTDESC1000109163;Сегодня купцы из далеких стран прибыли на местный рынок и уже разложили свой товар: вкусные фрукты, медовые орехи, кексы, кондитерские изделия и прочую выпечку. Особенно торговцы рекламируют свои сладкие рулеты.;;;;;;;;;;;x
EVTOPTA1000109163;Я куплю фруктов и миндаля!;;;;;;;;;;;x
EVTOPTB1000109163;Я люблю сладкие рулеты! Я куплю их все!;;;;;;;;;;;x
EVTOPTC1000109163;Я просто немножко попробую.;;;;;;;;;;;x
EVTOPTD1000109163;Кухня каджитов особенно восхитительна. Я куплю немного вкусностей.;;;;;;;;;;;x
EVTDESC1000109165;Во время ночной грозы в ваш замок прибывает грязный авантюрист. Он говорит, что путешествует уже в течение многих лет в поисках счастья и приключений, но решает, что из вас выйдет достойный господин. Таким образом он предлагает вам свои услуги.;;;;;;;;;;;x
EVTOPTA1000109165;Я не хочу, чтобы мне служил такой скверный воин.;;;;;;;;;;;x
EVTOPTB1000109165;Очень хорошо! Но сначала прими ванну...;;;;;;;;;;;x
EVTDESC1000109170;После долгих месяцев трудной борьбы вашим стражникам удалось раздавить шайку бандитов возле столицы. Однако, это стоило большой цены - из-за ваших беспощадных методов многие местные жители погибли в этой борьбе.;;;;;;;;;;;x
EVTOPTA1000109170;Обеспечьте их семьи компенсацией.;;;;;;;;;;;x
EVTOPTB1000109170;Цель оправдывает средства!;;;;;;;;;;;x
EVTOPTC1000109170;Подвергните пыткам любого, кто осмелится противится моей воле.;;;;;;;;;;;x
EVTOPTD1000109170;Почтим павших героев.;;;;;;;;;;;x
EVTDESC1000109171;Во время путешествия по округе, ваша свита находит маленькую заброшенную крепость. Любопытство берёт вверх, и, зайдя внутрь, вы тут же попадаете в засаду бандитов. Но вместо того, чтобы убежать, вы решили атаковать бандитов в лоб, размахивая мечом направо и налево!;;;;;;;;;;;x
EVTOPTA1000109171;Получи, сволочь!;;;;;;;;;;;x
EVTOPTB1000109171;Нет, подождите, я не смогу справиться в одиночку!;;;;;;;;;;;x
EVTDESC1000109172;Женщина кричит и проклинает вас, когда её тащат к плахе. "Моя семья отомстит за мою смерть и даже призовет Тёмное Братство! Ты тиран!" Игнорируя её крики, вы киваете палачу, и он одним махом отделяет её голову от тела.;;;;;;;;;;;x
EVTOPTA1000109172;Любой, кто идет против моей власти, заслуживает смерти.;;;;;;;;;;;x
EVTDESC1000109173;Люди всегда смеются надо мной из-за моих странностей.;;;;;;;;;;;x
EVTOPTA1000109173;Меня не волнует, что они говорят.;;;;;;;;;;;x
EVTOPTB1000109173;Я накажу тех, кто осмеливается оскорблять меня!;;;;;;;;;;;x
EVTOPTC1000109173;Следует уважать все мнения.;;;;;;;;;;;x
EVTOPTD1000109173;Пусть лучше говорят правду, чем лгут.;;;;;;;;;;;x
EVTDESC1000109174;Сегодня я хочу купить какой-нибудь новый и экзотический наряд на местном рынке. Какие цвета мне подходят?;;;;;;;;;;;x
EVTOPTA1000109174;Красный показывает мою силу.;;;;;;;;;;;x
EVTOPTB1000109174;Синий смотрится безмятежно и величественно!;;;;;;;;;;;x
EVTOPTC1000109174;Как насчет желтого - золотого и успешного?;;;;;;;;;;;x
EVTDESC1000109175;Вы и ваша свита нашли полупохороненного в грязи скелета. Вы опечалены тем, что этот человек не получил надлежащие похороны, поэтому решаете сами похоронить скелета как следует. Этой же ночью его дух приходит к вам во сне. Поблагодарив за доброту, он говорит о местонахождении его зарытых сокровищ.;;;;;;;;;;;x
EVTOPTA1000109175;Так... он сказал:  идти пятьсот шагов на север...;;;;;;;;;;;x
EVTOPTB1000109175;Было бы бесчестно украсть такое сокровище.;;;;;;;;;;;x
EVTDESC1000109176;Во время патрулирования дорог вы и ваша свита сталкнулись с ужасной картиной: весь караван торговцев убит бандитами или некромантами - даэдра знает кем! Но вместо того, чтобы похоронить купцов, вы решили бесчестно забрать всё их оставшееся имущество.;;;;;;;;;;;x
EVTOPTA1000109176;Что? Они же мертвы.;;;;;;;;;;;x
EVTOPTB1000109176;Я... Я возьму совсем малость.;;;;;;;;;;;x
EVTDESC1000109177;Я случайно подслушал, как один из моих охранников рассказывает другому о моем ужасном внешнем виде. Понимая, что я рядом, охранник извиняется. Однако меня действительно не заботит то, что он думает о моей внешности.;;;;;;;;;;;x
EVTOPTA1000109177;У правителя есть более важные проблемы.;;;;;;;;;;;x
EVTOPTB1000109177;Только мелочные заботятся о своей внешности.;;;;;;;;;;;x
EVTDESC1000109178;Ваша резиденция начинает разваливаться. Будучи весьма трудолюбивым, вы не можете терпеть, пока ситуация с вашим жилищем будет ухудшаться дальше, поэтому желаете сами восстановить здание.;;;;;;;;;;;x
EVTOPTA1000109178;Приведите для помощи парочку местных ребят.;;;;;;;;;;;x
EVTOPTB1000109178;Наймите нескольких мастеров издалека.;;;;;;;;;;;x
EVTDESC1000109179;Сегодня важный день. Я должен завершить свою работу над... о, смотрите, на улице грязекраб! Взгляните на него! Ужасная тварь, не так ли? Право... а, подождите... о боги, даэдра побери, я такой рассеянный! Ещё раз, что я собирался сделать?;;;;;;;;;;;x
EVTOPTA1000109179;Пойти и молиться [Root.Holder.Religion.GetRandomGodName].;;;;;;;;;;;x
EVTOPTB1000109179;Скушать сладкий рулет.;;;;;;;;;;;x
EVTOPTC1000109179;Найти того, кто украл мой сладкий рулет.;;;;;;;;;;;x
EVTOPTD1000109179;Собрать двор.;;;;;;;;;;;x
EVTDESC1000109005;Я выхожу в этот мир!;;;;;;;;;;;x
EVTOPTA1000109005;Ааах!;;;;;;;;;;;x
EVTDESC1000109006;После рождения ребенка, вы чувствуете, как истощается ваша энергия и пропадают силы. Всё потемнело, и даже голоса людей, кричащих вокруг вас, исчезают в небытие. Скоро вы начнете свой путь в Этериус...;;;;;;;;;;;x
EVTOPTA1000109006;О [Root.Religion.GetRandomGodName], пусть живет мой ребенок!;;;;;;;;;;;x
EVTDESC1000109007;Я умерла вскоре после родов.;;;;;;;;;;;x
EVTOPTA1000109007;Может [Root.Religion.GetRandomGodName] смилуется над моей душой.;;;;;;;;;;;x
