#CODE;ENGLISH;x
warrior_lodge_inspire_warriors_power_desc;Позволяет, кликнув §Gправой кнопкой мыши§! по поселению, мгновенно заполнить его гарнизон.;x
#warrior_lodge_war_sacrifice;War Sacrifice;x
#warrior_lodge_war_sacrifice_desc;Sacrifice to the gods, to gain a boon in upcoming battles.;x
#warrior_lodge_war_sacrifice_power_desc;Enables §Gright-clicking§! your character portrait, to perform a religious sacrifice in the hopes of a boon in upcoming battles.;x
warrior_lodge_indomitable;Несокрушимость;x
warrior_lodge_indomitable_power_desc;Командуя войсками, вы больше не будете получать смертельных ранений на поле боя.;x
#warrior_lodge_call_to_glory;Call to Glory;x
#warrior_lodge_call_to_glory_power_desc;As long as you are at war and leading troops, you can activate a decision in the §YIntrigue§! menu, which will continuously grant soldiers to your troops, appearing at your current location. Once peace is established, the regiments will take their leave.;x
warrior_lodge_choose_military_aspect;Выбрать военную специализацию;x
warrior_lodge_choose_military_aspect_desc;Выберите один из трёх аспектов воинского искусства. Это позволит Вам получить одну из черт жизненного пути.;x
warrior_lodge_choose_military_aspect_power_desc;Позволяет, кликнув §Gправой кнопкой мыши§! на своём портрете, выбрать одну из трёх военных специализаций.;x
EVTDESC_HFP_10101_default;— Всё кончено! — крикнул[Root.GetEndA] я. Cмертельно ранен[combatant_2.GetAyaYy] [combatant_2.GetTitledFirstName] отшатну[combatant_2.GetLasLsya] в сторону, прикрывая рукой живот. Я поверну[Root.GetLasLsya] к толпе, ожидая признания своей победы.\n— Сдавайся или... — кровь заполнила мой рот, не дав возможность договорить.\n— Вот теперь кончено... — пробормотал[combatant_2.GetEndA] [combatant_2.GetSheHe], выпустив из рук св[combatant_2.GetMyDuelWeaponNoHandsACC], и мы об[combatant_2.GetRootEndEA] рухнул[combatant_2.GetEndA] на землю.;x
EVTDESC_HFP_10101_clumsy;[combatant_2.GetTitledFirstName] держал[combatant_2.GetEndA] оружие наготове. Я броси[Root.GetLasLsya] на н[combatant_2.GetHersHis], но на полпути споткну[Root.GetLasLsya] о камень! Безуспешно пытаясь вернуть себе равновесие, я налетел[Root.GetEndA] прямо на [combatant_2.GetHersHis] клинок. В отчаянии я вцепи[Root.GetLasLsya] мёртвой хваткой в [combatant_2.GetHersHis] горло, истекая кровью. Застывший ужас в [combatant_2.GetHersHis] глазах - последнее, что я увидел[Root.GetEndA]...;x
EVTDESC_HFP_10101_elegant;Я держал[Root.GetEndA] оружие наготове, дожидаясь момента, когда [combatant_2.GetTitledFirstName] сделает первый шаг, а затем броси[Root.GetLasLsya] в атаку. [combatant_2.GetHersHisCap] движения были столь же точны и быстры, как и мои. Наш поединок напоминал танец, и толпа заворожённо наблюдала за этим смертельным представлением. И все же я допустил[Root.GetEndA] ошибку - [combatant_2.GetHersHis] оружие достало меня. Я взмахнул[Root.GetEndA] св[Root.GetMyDuelWeaponNoHandsNoGunINS] в последний раз и рухнул[Root.GetEndA] на землю. Перед смертью я видел[Root.GetEndA] залитое кровью лицо умирающего противника.;x
EVTOPTA_HFP_10101_default;Я умираю.;x
EVTOPTA_HFP_10101_clumsy;Жив[combatant_2.GetAyaOy] или мёртв[combatant_2.GetAyaYy] ты идёшь со мной!;x
EVTOPTA_HFP_10101_elegant;Ты славно сража[combatant_2.GetLasLsya], [combatant_2.GetFirstName].;x
EVTDESC_HFP_10102_default;— Сдавайся! — крикнул[combatant_1.GetEndA] [combatant_1.GetTitledFirstName]. Я схвати[Root.GetLasLsya] за живот, истекая кровью. Слишком много крови... Рана смертельная. [combatant_1.GetSheHeCap] отверну[combatant_1.GetLasLsya] к толпе, ожидая признания своей победы. И я в последний раз броси[Root.GetLasLsya] на н[combatant_1.GetHersHis].\n[combatant_1.GetHersHisCap] последняя фраза застряла у н[combatant_1.GetHersHis] в горле. Моё оружие вошло [combatant_1.GetHerHim] в шею по рукоятку. Последний мой вздох был с улыбкой на губах - я уходил[Root.GetEndA] не од[Root.GetNaIn].;x
EVTDESC_HFP_10102_clumsy;[combatant_1.GetTitledFirstName] броси[combatant_1.GetLasLsya] на меня, размахивая св[combatant_1.GetMyDuelWeaponNoPistolACC], но споткну[combatant_1.GetLasLsya] о камень и налетел[combatant_1.GetEndA] прямо на мой клинок. В приступе ярости, истекая кровью, [combatant_1.GetSheHe] вцепи[combatant_1.GetLasLsya] мне в горло мёртвой хваткой. Я пыта[Root.GetLasLsya] сопротивляться, но [combatant_1.GetSheHe] всё сильнее сдавливал[combatant_1.GetEndA] мою шею, пока я не умер[Root.GetNoneE].;x
EVTDESC_HFP_10102_elegant;[combatant_1.GetTitledFirstName] броси[combatant_1.GetLasLsya] в атаку. [combatant_1.GetHersHisCap] движения были столь же точны и быстры, как и мои. Наш поединок напоминал танец, и толпа заворожённо наблюдала за этим смертельным представлением. И все же я допустил[Root.GetEndA] ошибку - [combatant_1.GetHersHis] оружие достало меня. Я взмахнул[Root.GetEndA] св[Root.GetMyDuelWeaponNoHandsNoGunINS] в последний раз и рухнул[Root.GetEndA] на землю. Перед смертью я видел[Root.GetEndA] залитое кровью лицо умирающего противника.;x
EVTOPTA_HFP_10102_default;Я не сдаюсь...;x
EVTOPTA_HFP_10102_clumsy;...;x
EVTOPTA_HFP_10102_elegant;Ты славно сража[combatant_1.GetLasLsya], [combatant_1.GetFirstName].;x
no_one_wins_the_duel_tt;Никто не победит в поединке.\n;x
you_win_the_duel_tt;Вы победите в поединке.\n;x
you_lose_the_duel_tt;Вы потерпите поражение в поединке.\n;x
EVTDESC_HFP_10105_default_E;В порыве слепой ярости я размахивал[Root.GetEndA] св[Root.GetMyDuelWeaponNoHandsNoGunINS]. Когда пелена спала с моих глаз, я огляде[Root.GetLasLsya]. [other_combatant.GetTitledFirstName] больше не атаковал[other_combatant.GetEndA]. Я сумел[Root.GetEndA] [other_combatant.GetWeaponInjuringBlowAfterEffect].;x
EVTDESC_HFP_10105_mock_duel_A;Поединок продолжался несколько часов, и я уже растерял[Root.GetEndA] ту уверенность, которую поначалу чувствовал[Root.GetEndA]. Казалось, что земля уходит из-под ног. [other_combatant.GetTitledFirstName] ухмыльну[other_combatant.GetLasLsya] в предвкушении своей победы. "Сейчас или никогда", — подумал[Root.GetEndA] я. Собравшись с силами, я сделал[Root.GetEndA] резкое движение в сторону и [other_combatant.GetWeaponInjuringBlow].;x
EVTDESC_HFP_10105_mock_duel_B;Поединок начался. [other_combatant.GetTitledFirstName] самоуверенно ухмыля[other_combatant.GetLasLsya] и неспешно приближа[other_combatant.GetLasLsya] ко мне. И это была ошибка - я успел[Root.GetEndA] всё обдумать и атаковать [other_combatant.GetHersHis] перв[Root.GetOyYm]. Я сразу же [other_combatant.GetWeaponInjuringBlow].;x
EVTDESC_HFP_10105_mock_duel_C;Я двига[Root.GetLasLsya] молниеносно, мои удары были точны. Толпа ревела от восторга, и каждый мой выпад поддерживала овациями. Все закончилось быстро. [other_combatant.GetTitledFirstName] лежал[other_combatant.GetEndA] на земле, и я поверну[Root.GetLasLsya] к толпе.;x
EVTOPTA_HFP_10105_default;Я победил[Root.GetEndA]!;x
EVTOPTA_HFP_10105_lunatic;Вы видели кровь?.. Она... такая... красная...;x
EVTOPTA_HFP_10105_cruel;Ты просто ничтожество!;x
EVTOPTA_HFP_10105_kind;Прости, у меня не было выбора...;x
EVTOPTB_HFP_10105_default;Пощады не будет!;x
EVTOPTB_HFP_10105_lunatic;Смерть - это только начало...;x
EVTOPTB_HFP_10105_rival;Я давно ждал[Root.GetEndA] этого момента!;x
EVTDESC_HFP_10106_default_E;В порыве слепой ярости [other_combatant.GetTitledFirstName] размахивал[other_combatant.GetEndA] св[other_combatant.GetMyDuelWeaponNoHandsNoGunINS]. Я пыта[Root.GetLasLsya] увернуться, но [other_combatant.GetHerHim] удалось [Root.GetWeaponInjuringBlowOnMeAfterEffect].;x
EVTDESC_HFP_10106_mock_duel_A;Поединок продолжался несколько часов, и трудно было не заметить, как вымотан[other_combatant.GetEndA] [other_combatant.GetTitledFirstName]. Казалось, [other_combatant.GetSheHe] еле держится на ногах. Я ухмыльну[Root.GetLasLsya] в предвкушении своей победы. Вдруг [other_combatant.GetFirstName] сделал[other_combatant.GetEndA] резкое движение в сторону и [Root.GetWeaponInjuringBlowOnMe].;x
EVTDESC_HFP_10106_mock_duel_B;Поединок начался. [other_combatant.GetTitledFirstName] занял[other_combatant.GetEndA] боевую стойку, пока я неспешно приближа[Root.GetLasLsya] к [other_combatant.GetHerHim], самоуверенно ухмыляясь. И это была ошибка - [other_combatant.GetSheHe] атаковал[other_combatant.GetEndA] перв[other_combatant.GetOyYm] и [Root.GetWeaponInjuringBlowOnMe].;x
EVTDESC_HFP_10106_mock_duel_C;[other_combatant.GetTitledFirstName] двига[other_combatant.GetLasLsya] молниеносно, [other_combatant.GetHersHis] удары были точны. Толпа ревела от восторга, и каждый [other_combatant.GetHersHis] выпад поддерживала овациями. Все закончилось быстро. Я лежал[Root.GetEndA] на земле, не в силах пошевелиться.;x
EVTOPTA_HFP_10106;Что-то мне нехорошо...;x
EVTOPTA_HFP_10106_stubborn;Я с тобой ещё поквитаюсь!;x
EVTOPTA_HFP_10106_mock_duel;Ты победил[other_combatant.GetEndA], на этот раз.;x
EVTDESC_HFP_10112_default;Иногда, когда я вижу, как солдаты практикуются с мечом на тренировочной площадке, в моей памяти всплывают образы недавнего поединка, и кажется, что сердце выпрыгнет из груди. [other_combatant.GetTitledFirstName]... [other_combatant.GetHersHis] лицо преследует меня в ночных кошмарах. Я не смог[Root.GetNoneE] защитить свою честь. Какой позор...;x
EVTOPTA_HFP_10112;[other_combatant.GetSheHe] за это заплатит!;x
EVTOPTB_HFP_10112;Это пройдёт, со временем...;x
#EVTDESC_HFP_10115_default;I have recently found myself talking with [other_combatant.GetTitledFirstName], often about [other_combatant.GetRootMatchingPersonalityStreak]. I have to laugh, however, when the [other_combatant.GetManWoman] attempts to compliment my fighting technique – we both know that I didn't do very well, last time we sparred.;x
EVTOPTA_HFP_10115;Нет ничего постыдного в признании достойного противника.;x
EVTOPTB_HFP_10115;Кого я обманываю? Это слишком унизительно для меня.;x
EVTDESC_HFP_10116;Недавно [From.GetTitledFirstName] заговорил[From.GetEndA] со мной [From.GetRootMatchingPersonalityStreak], и наша беседа продлилась несколько часов. Мы смеялись и шутили, но когда я сделал[Root.GetEndA] [From.GetHerHim] комплимент по поводу [From.GetHersHis] военных навыков, мы об[From.GetRootEndEA] почувствовали неловкость, ведь я победил[Root.GetEndA] [From.GetHersHis] в недавнем поединке. Однако, [From.GetSheHe] наш[From.GetLaYol] в себе силы переступить через свою гордость и честно признал[From.GetEndA], что в этом деле [From.GetHerHim] до меня далеко.;x
EVTOPTA_HFP_10116_honest;Вот это честность! Я впечатлен[Root.GetEndA].;x
EVTOPTA_HFP_10116_default;О, не будь так строг[From.GetEndA] к себе!;x
is_member_of_roots_warrior_lodge_tt;§Y[Root.GetTitledFirstName]§! и §Y[From.GetTitledFirstName]§! состоят в одной и той же §Yвоинской ложе§!.\n;x
is_member_of_any_warrior_lodge_tt;Состоит в §Yвоинской ложе§!\n;x
String_age;весьма стар[This.GetEndA];x
String_venerable_age;преклонного возраста;x
String_young_age;слишком молод[This.GetEndA];x
String_very_young_age;- ещё ребёнок;x
String_physical_condition;не в состоянии сражаться;x
String_unfortunate_physical_condition;- несчастн[This.GetAyaYy] калека;x
String_poor_health;бол[This.GetSoftNaEn];x
String_very_poor_health;серьёзно бол[This.GetSoftNaEn];x
String_sparring_match;тренировочный поединок;x
String_duel_for_honor;дуэль за честь;x
String_fight_for_glory;поединок ради славы;x
String_duel_to_the_death;смертельную битву;x #Вин падеж
String_demonstration_duel;показательный поединок;x
String_duel;дуэль;x
String_blood_is_drawn;не прольётся кровь;x
String_one_of_us_lay_dead;кто-нибудь из нас не умрёт;x
String_one_of_us_yields_from_injury;кто-нибудь из нас не получит будет ранен;x
String_only_one_of_us_remain_standing;не останется только один;x
String_the_heavens_are_satisfied;небеса не ответят нам;x
dishonorable_duel_minor_tooltip;§Y[This.GetTitledFirstName]§! [This.GetDuelWeakness]. Это выставит поединок в дурном свете.;x
dishonorable_duel_medium_tooltip;§Y[This.GetTitledFirstName]§! [This.GetDuelWeakness]. Некоторые посчитают, что этот поединок ниже Вашего достоинства.;x
dishonorable_duel_major_tooltip;§Y[This.GetTitledFirstName]§! [This.GetDuelWeakness]. Некоторые посчитают этот поединок бесчестным.;x
EVTDESC_HFP_10095_default;[combatant_1.GetTitledFirstNameWithNick] вызвал[combatant_1.GetEndA] Вас на [combatant_1.GetDuelType]. Если дорожите своей честью, примите этот вызов.;x
EVTDESC_HFP_10096;[From.GetTitledFirstNameWithNick] решил[From.GetEndA] принять Ваш вызов. Поединок состоится в ближайшие дни.;x
EVTDESC_HFP_10097;Бесхребетн[From.GetAyaYy] [From.GetTitledFirstName] отказа[From.GetLasLsya] от поединка.;x
EVTOPTA_HFP_10097;Я просто так от н[From.GetHersHis] не отстану!;x
EVTOPTA_HFP_10097_TT;Вы сделаете всё возможное, чтобы §Y[combatant_2.GetTitledFirstName]§! был[combatant_2.GetEndA] вынужден[combatant_2.GetEndA] сразиться с Вами.\n;x
duel_tooltip_rivals;§Y[From.GetTitledFirstName]§! и §Y[Root.GetTitledFirstName]§! - соперники.\n;x
duel_tooltip_foes;§Y[From.GetTitledFirstName]§! и §Y[Root.GetTitledFirstName]§! - враги.\n;x
duel_tooltip_excommunicated;§Y[From.GetTitledFirstName]§! §Yнабожн[From.GetAyaYy]§!, а §Y[Root.GetTitledFirstName]§! §Yотлучен[Root.GetEndA]§! от той же церкви.\n;x
duel_tooltip_decadent;§Y[From.GetTitledFirstName]§! §Yнабожн[From.GetAyaYy]§! [From.GetMuslimPerson], а §Y[Root.GetTitledFirstName]§! - §Yдекадент[Root.GetEndKa]§!.\n;x
duel_tooltip_sickness;Убедитесь, что дуэлянты НЕ имеют модификаторы §YПрикован к постели§! или §YТяжёлая болезнь§!\n;x
duel_tooltip_valid_target;Убедитесь, что §Y[Root.GetTitledFirstName]§! - достойн[Root.GetAyaYy] участни[Root.GetTsaK] поединка (той же религии и культуры)\n;x
duel_tooltip_challenged_before;Убедитесь, что раньше эти дуэлянты НЕ вызывали друг друга на поединок.\n;x
duel_tooltip_recent_duel;Убедитесь, что никто из предполагаемых дуэлянтов не участвовал в недавнем поединке\n;x
duel_tooltip_busy;Убедитесь, что никто из предполагаемых дуэлянтов не занят и не участвует в войне.\n;x
opinion_dishonorable_duel_minor;Бесчестная дуэль;x
opinion_dishonorable_duel_major;Бесчестная дуэль;x
String_face_description_fallback;добр;x
String_eye;глаз;x
String_hand;рука;x
String_leg;нога;x
String_face;лицо;x
String_chest;грудь;x
String_body;тело;x
String_shoulder;плечо;x
String_wooden_staff;деревянный посох;x
String_practice_spear;тупое копьё;x
String_spear;копьё;x
String_bare_hands;кулаки;x
String_my_artifact_weapon_1;[dueling_weapon_1.GetArtifactWeaponName];x
String_my_artifact_weapon_2;[dueling_weapon_2.GetArtifactWeaponName];x
String_injure_them;ранил[Root.GetEndA] [This.GetHersHis];x
String_cut_body_part_off;отсек[Root.GetNoneE] [This.GetHerHim] [This.GetBodyPartInjuredACC];x
String_cut_their_body_part_out;рассек[Root.GetNoneE] [This.GetHerHim] лицо;x
String_sever_their_body_part_from_body;вспорол[Root.GetEndA] [This.GetHerHim] [This.GetBodyPartInjuredACC];x
String_sever_their_head_from_their_body;одним ударом отделил[Root.GetEndA] [This.GetHersHis] голову от тела;x
String_crush_their_body_part;раскроил[Root.GetEndA] [This.GetHerHim] [This.GetBodyPartInjuredACC];x
String_crush_their_head;одним точным ударом раскроил[Root.GetEndA] [This.GetHerHim] череп;x
String_pierce_body_part_through;пронзил[Root.GetEndA] [This.GetHersHis] [This.GetBodyPartInjuredACC];x
String_take_body_part_out;выколол[Root.GetEndA] [This.GetHerHim] глаз;x
String_stick_body_part_out;полоснул[Root.GetEndA] [This.GetHerHim] по лицу, задев глаза;x
String_crack_bones_of_body_part;одним ударом переломал[Root.GetEndA] [This.GetHerHim] пару костей;x
String_crack_ribs;мощным ударом сломал[Root.GetEndA] [This.GetHerHim] рёбра;x
String_smack_across_body_part;ударил[Root.GetEndA] св[Root.GetMyDuelWeaponINS] [This.GetHerHim] в [This.GetBodyPartInjuredACC];x
String_trip_them;замахну[Root.GetLasLsya] св[Root.GetMyDuelWeaponINS] и сбил[Root.GetEndA] [This.GetHersHis] с ног, повалив на спину;x
String_hit_them_in_body_part;ударил[Root.GetEndA] со всей силы [This.GetHerHim] прямо в [This.GetBodyPartInjuredACC];x
String_hit_them_in_the_face;со всей силы ударил[Root.GetEndA] [This.GetHerHim] в челюсть, повалив [This.GetHersHis] на землю;x
String_knock_them_out;нанес[Root.GetNoneE] [This.GetHerHim] сильный удар в живот;x
String_shoot_them_dead;выстрелил[Root.GetEndA] [This.GetHerHim] прямо в [This.GetBodyPartInjuredACC];x
String_injure_me;ранил[other_combatant.GetEndA] меня;x
String_cut_my_body_part_off;отсек[other_combatant.GetNoneE] мне [This.GetBodyPartInjuredACC];x
String_cut_my_body_part_out;рассек[other_combatant.GetNoneE] мне лицо;x
String_sever_my_body_part_from_body;вспорол[other_combatant.GetEndA] мне [This.GetBodyPartInjuredACC];x
#String_sever_my_head_from_their_body;sever my head from [This.GetHerHis] body;x
String_crush_my_body_part;раскроил[other_combatant.GetEndA] мне [This.GetBodyPartInjuredACC];x
String_crush_my_head;разможжил[other_combatant.GetEndA] мне голову;x
#String_pierce_my_body_part_through;thrust [other_combatant.GetHerHis] [other_combatant.GetDuelWeapon] expertly, and pierced through my [This.GetBodyPartInjured];x
#String_take_my_body_part_out;jab [other_combatant.GetHerHis] weapon at my face, finally taking my [This.GetBodyPartInjured] out;x
String_stick_my_body_part_out;полоснул[other_combatant.GetEndA] мне по лицу, задев глаза;x
String_crack_bones_of_my_body_part;сломал[other_combatant.GetEndA] мне пару костей;x
String_crack_my_ribs;мощным ударом сломал[other_combatant.GetEndA] мне рёбра;x
String_smack_across_my_body_part;ударил[other_combatant.GetEndA] св[other_combatant.GetMyDuelWeaponINS] мне в [This.GetBodyPartInjuredACC];x
String_trip_me;замахну[other_combatant.GetLasLsya] св[other_combatant.GetMyDuelWeaponINS] и сбил[other_combatant.GetEndA] меня с ног, повалив на спину;x
String_hit_me_in_body_part;ударил[other_combatant.GetEndA] со всей силы мне прямо в [This.GetBodyPartInjuredACC];x
String_hit_me_in_the_face;со всей силы ударил[other_combatant.GetEndA] мне прямо в челюсть;x
String_knock_me_out;нанес[other_combatant.GetNoneE] мне сильный удар в живот;x
String_shoot_me_dead;выстрелил[other_combatant.GetEndA] мне прямо в [This.GetBodyPartInjuredACC];x
they_crawl_off_and_die_tt;§Y[other_combatant.GetTitledFirstName]§! выглядит очень плохо и наверяка умрёт от нанесённого [other_combatant.GetHerHim] урона.\n;x
you_crawl_off_and_die_tt;Похоже, что вы умрёте от нанесённого Вам урона.\n;x
black_eye;Синяк под глазом;x
black_eye_desc;Похоже, эт[GetEtaEtot] [GetAgedPerson] недавно участвовал[GetEndA] в драке.;x
badly_bruised;Жестокое избиение;x
badly_bruised_desc;Эт[GetUOgo] [GetAgedPersonACC] сильно избили.;x
swollen_wrist;Опухшее запястье;x
swollen_wrist_desc;Эт[GetEtaEtot] [GetAgedPerson] повредил[GetEndA] запястье.;x
swollen_ankle;Опухшее колено;x
swollen_ankle_desc;Эт[GetEtaEtot] [GetAgedPerson] повредил[GetEndA] колено и теперь немного прихрамывает.;x
sore_muscles;Боль в мышцах;x
sore_muscles_desc;Эт[GetEtaEtot] [GetAgedPerson] слишком часто разминает свои плечи.;x
cracked_ribs;Сломанные рёбра;x
cracked_ribs_desc;Эт[GetEtaEtot] [GetAgedPerson] старается не делать резких движений или глубоко дышать.;x
concussion;Сотрясение;x
concussion_desc;Эт[GetEtaEtot] [GetAgedPerson] недавно получил[GetEndA] удар по голове.;x
fueled_by_rage;В ярости;x
fueled_by_rage_desc;Эт[GetEtaEtot] [GetAgedPerson] жаждет мести, и с трудом сдерживает себя.;x
carrying_torch;Тайное обожание;x
carrying_torch_desc;Эт[GetEtaEtot] [GetAgedPerson] испытывает необычные эмоции и прилив сил.;x
IS_NOT_CONNECTED_TRIGGER;Округ НЕ соединён с округом $TARGET|Y$;x
IS_CONNECTED_TRIGGER;Округ соединён с округом $TARGET|Y$;x
CONNECTED_PROVINCE_STARTS;Любой соединённый округ;x
NOT_CONNECTED_PROVINCE_STARTS;Любой соединённый округ НЕ;x
DISCONNECTED_PROVINCE_STARTS;Любой несоединённый округ;x
NOT_DISCONNECTED_PROVINCE_STARTS;Любой несоединённый округ НЕ;x
NAVAL_PATH_DISTANCE_TRIGGER;Расстояние по морю до округа $TO|Y$ $COMPARISON|Y$ $VALUE|Y$;x
NOT_NAVAL_PATH_TRIGGER;НЕ существует морского пути до округа $TO|Y$;x
NAVAL_PATH_TRIGGER;Существует морской путь до округа $TO|Y$;x
OLD_SAVE_WARNING;§YФайл сохранения устарел, могут быть непредвиденные результаты§!;x
ALT_START_RESET;Удаление истории;x
ALT_START_GENERATE_CHARS;Раскол мира;x
ALT_START_SAVING;Сохранение;x
ALT_START_LOADING;Загрузка;x
setting_tier;Ранги правителей;x
setting_tier_tooltip;Определяет титулы каких рангов будут созданы на старте игры.;x
setting_tier_counts;Графы;x
setting_tier_counts_tooltip;Для каждого округа (графства) будет создан свой правитель (граф);x
setting_tier_dukes;Герцоги;x
setting_tier_dukes_tooltip;Случайный граф в каждом де-юре герцогстве получит герцогский титул, а прочие графы станут его вассалами.;x
setting_tier_dukes_consolidated;Только герцоги;x
setting_tier_dukes_consolidated_tooltip;Для каждого герцогства будет создан лишь один правитель;x
ALTERNATE_START;Альтернативный старт;x
ALT_GENERATE;Создать;x
ALT_SETTINGS;Настройки;x
ALTERNATE_START_TOOLTIP;§YАльтернативный старт§!;x
ALTERNATE_START_TOOLTIP_DELAYED;Придайте игре разнообразие, расколов мир или создав его альтернативную версию.;x
ALT_CANCEL_TOOLTIP;§YОтмена§!;x
ALT_GENERATE_TOOLTIP;§YСоздать мир§!;x
ALT_GENERATE_TOOLTIP_DELAYED;Измените стартовые условия игры на основе настроек;x
SHATTERED_SAVE_TOOLTIP;Это сохранение было создано при §Yрасколе мира§!;x
NOT_ALTERNATE_START_TRIGGER;НЕ альтернативный старт игры;x
ALTERNATE_START_TRIGGER;Альтернативный старт игры;x
NOT_SHATTERED_WORLD_TRIGGER;НЕ расколотый мир;x
SHATTERED_WORLD_TRIGGER;Расколотый мир;x
NOT_ALTERNATE_START_SETTING_TRIGGER;Настройка $SETTING|Y$ НЕ соответствует указанным параметрам;x
ALTERNATE_START_SETTING_TRIGGER;Настройка $SETTING|Y$ соответствует указанным параметрам;x
NOT_ALTERNATE_START_PARAMETER_TRIGGER;Значение параметра $KEY|Y$ НЕ равно $VALUE|Y$;x
ALTERNATE_START_PARAMETER_TRIGGER;Значение параметра $KEY|Y$ равно $VALUE|Y$;x
SHATTERED_REQUIRES_HOLY_FURY;§RЭто сохранение изначально было создано при "расколе мира" и требует дополнение "Holy Fury".§!;x
setting_female_ruler_percentage;Процент женщин-правителей;x
setting_female_ruler_percentage_tooltip;Определяет шанс создания правителей женского пола на фоне общего числа правителей.;x
setting_age_span;Разброс возраста;x
setting_age_span_tooltip;Определяет максимальный и минимальный возраст созданных правителей.;x
setting_num_of_children;Число детей;x
