aedra_DESC;Оригинальный пантеон послеалессианской эры, состоящий из Акатоша, Аркея, Дибеллы, Джулианоса, Кинарет, Мары, Стендарра и Зенитара. Поклонение Восьмерым введено императрицей Алессией в самом начале Первой Эры. Это был тщательно разработанный компромисс между изначальными верованиями альдмери и представлениями людей, ведь население Сиродиила почитало как айлейдских богов, так и пришлых божеств нордов. Этот компромисс привёл к расколу, так как имперцы и норды восприняли Восемь как извращение изначальной сущности их богов. Восемь надолго стали камнем преткновения, вызывая острые религиозные споры. В конце-концов, завоевания Алессианского Ордена и последующей Сиродиильской Империи принесли свет Восьмерых в каждый уголок Тамриэля. Бывший компромисс вошёл в число самых распространённых религий Тамриэля.;;;;;;;;;;;;;x;
eight_divines_DESC;Оригинальный пантеон послеалессианской эры, состоящий из Акатоша, Аркея, Дибеллы, Джулианоса, Кинарет, Мары, Стендарра и Зенитара. Поклонение Восьмерым введено императрицей Аллесией в самом начале Первой Эры. Это был тщательно разработанный компромисс между изначальными верованиями альдмери и представлениями людей, ведь население Сиродиила почитало как айлейдских богов, так и пришлых божеств нордов. Этот компромисс привёл к расколу, так как имперцы и норды восприняли Восемь как извращение изначальной сущности их богов. Восемь надолго стали камнем преткновения, вызывая острые религиозные споры. В конце-концов, завоевания Алессианского Ордена и последующей Сиродиильской Империи принесли свет Восьмерых в каждый уголок Тамриэля. Бывший компромисс вошёл в число самых распространённых религий Тамриэля.;;;;;;;;;;;;;x;
nine_divines_DESC;Культ Девятерых основан на предыдущем пантеоне, включая все те же Восемь Божеств, и дополнен вознёсшимся на небеса человеком, Талосом. Поклонение Девяти стало императорской религией, после гибели Тайбера Септима. Новый бог принял его нордское имя. Под руководством Имперской Церкви, вера быстро распространялась, приносимая на сандалиях легионеров в каждый край Тамриэля. В конце-концов, Восемь-и-Один заняли место предыдущей религии, полностью поглотив былые традиции. Талос, крайне популярный в Скайриме, является богом воинов, защитником Человечества. Не удивительно, что эльфы восприняли появление человека в сонме изначально эльфийских богов как оскорбление. Они не желали, чтобы старые божества альдмери находились бок-о-бок с потомком людей. Талос стал поводом для многочисленных дебатов и конфликтов, в которых самое активное участие принимали и принимают сторонники традиционных верований и, разумеется, фанатики Аури-Эля.;;;;;;;;;;;;;x;
nord_divines;Нордский Пантеон;;;;;;;;;;;;;x;
nord_divines_DESC;Первоначальным божествам континента Атморы до сих пор поклоняется огромное количество нордов. Это анимистическое верование, где особое, мистическое место, занимают Драконы.;;;;;;;;;;;;;x;
breton_divines;Бретонский Пантеон;;;;;;;;;;;;;x;
breton_divines_DESC;Последователи бретонского пантеона поклоняются изначальным божествам народа бретонцев, следуя традициям своих предков.;;;;;;;;;;;;;x;
pyandoneaic_DESC;В основе религиозных и культурных практик маормеров лежит многотысячелетний культ, во главе с богом-королём Оргнумом, последним из народа альдмери, расы Тринимака и Аури-Эля. Последователи пантеона Оргнума следуют изначальным традициям меров, а так же шести философским школам Пиандонеи, которые основал Оргнум. Их основные божества: Оргнум, Аури-Эль, Тринимак, Ануи-Эль, Магнус, Сирабан и Меридия.;;;;;;;;;;;;;x;
orphidian_DESC;Ересь Орфидия бросает вызов самим основам пантеона маормеров, желая опровергнуть происхождение Оргнума. С правоверными они расходятся даже в представлениях о мироустройстве и создании Вселенной.;;;;;;;;;;;;;x;
aipysurian_DESC;Ересь Айпсирия практически потеряла изначальные традиции, и полностью отвергла толкования оргнумистов. Для маормеров она является самой крайней степенью религиозного извращения. Основным вопросом айпсириитов считается судьба Тринимака. Всякие ритуальные благовония и дурманы для айпсиритов запретны.;;;;;;;;;;;;;x;
postorgnumic_DESC;Посторгнумская мысль полностью отвергает Божественного короля, и все его заслуги. По большей части это верование является реставрацией пантеона Альдмери, но так же вобрало в себя представления радикального Культа Змея, задумки реформаторов и революционеров.;;;;;;;;;;;;;x;
GOD_BRIARHEART;Вересковые Сердца;;;;;;;;;;;;;x;
GOD_NIRNI;Нирни;;;;;;;;;;;;;x;
GOD_SHEOR;Шеор;;;;;;;;;;;;;x;
GOD_LORKHAJ;Лорхадж;;;;;;;;;;;;;x;
GOD_RAJHIN;Раджин;;;;;;;;;;;;;x;
GOD_MORIHAUS;Морихаус;;;;;;;;;;;;;x;
GOD_HAGRAVEN;Ворожеи;;;;;;;;;;;;;x;
GOD_STUHN;Стун;;;;;;;;;;;;;x;
GOD_TSUN;Тсун;;;;;;;;;;;;;x;
GOD_JHUNAL;Джунал;;;;;;;;;;;;;x;
GOD_ORKEY;Оркей;;;;;;;;;;;;;x;
GOD_SAINTORGNUM;Святой Оргнум;;;;;;;;;;;;;x;
GOD_TUWHACCA;Ту'вакка;;;;;;;;;;;;;x;
GOD_OLDGODS;Старые Боги;;;;;;;;;;;;;x;
GOD_SEP;Сеп;;;;;;;;;;;;;x;
AKAVIRI_OLD_STELE;Древние;;;;;;;;;;;;;x;
anuic_religions;Первые Двое;;;;;;;;;;;;;x;
anu;Ану;;;;;;;;;;;;;x;
anu_DESC;Ану, или Ану Вездесущий, считается квинтэссенцией стабильности и материи, антропоморфное представление одной из двух изначальных сил мироздания (его противником является Падомай, Изменения). Ану или его аналог присутствует в каждой культуре. Например, каджиты называют его Анурра, котёнок одного помёта с Фадомаем. Конфессия  Двоих дуалистична, и разделена на Ануик (Закон) и Падомаик (Хаос). Последователи первого зачастую являются фанатичными рыцарями Порядка и Закона.;;;;;;;;;;;;;x;
GOD_THE_EVERYTHING;Вездесущий;;;;;;;;;;;;;x;
alikr;Алик'р;;;;;;;;;;;;;x;
alikr_mod;Культ Алик'р;;;;;;;;;;;;;x;
almsivi;Альмсиви;;;;;;;;;;;;;x;
GOD_ANU;Ану;;;;;;;;;;;;;x;
GOD_ANUI_EL;Ануи-Эль;;;;;;;;;;;;;x;
GOD_SAINT_ALESSIA;Святая Алессия;;;;;;;;;;;;;x;
GOD_THE_ENLIGHTENED_ONE;Просветлённый;;;;;;;;;;;;;x;
GOD_MARUHK;Марук;;;;;;;;;;;;;x;
GOD_THE_PROPHET;Пророк;;;;;;;;;;;;;x;
GOD_ANUIEL;Ануиэль;;;;;;;;;;;;;x;
GOD_THE_ANCESTORS;Предки;;;;;;;;;;;;;x;
GOD_THE_ALLFATHER;Всеотец;;;;;;;;;;;;;x;
GOD_THE_ALLMAKER;Всесоздатель;;;;;;;;;;;;;x;
GOD_LORKHAN;Лорхан;;;;;;;;;;;;;x;
GOD_SHOR;Шор;;;;;;;;;;;;;x;
GOD_SHEZARRINE;Шезаррин;;;;;;;;;;;;;x;
GOD_REMAN;Реман;;;;;;;;;;;;;x;
GOD_EMPEROR_ZERO;Император Ноль;;;;;;;;;;;;;x;
GOD_YSMIR;Исмир;;;;;;;;;;;;;x;
GOD_WULFHARTH;Вульфхарт;;;;;;;;;;;;;x;
GOD_TALOS;Талос;;;;;;;;;;;;;x;
GOD_DYNAMIC;[nd_dynamic_god.GetFirstName];;;;;;;;;;;;;x;
GOD_BAAN_DAR;Баан Дар;;;;;;;;;;;;;x;
GOD_EBONARM;Эбонарм;;;;;;;;;;;;;x;
GOD_BLACKKNIGHT;Чёрный Рыцарь;;;;;;;;;;;;;x;
GOD_NEREVARINE;Нереварин;;;;;;;;;;;;;x;
GOD_AKULAKHAN;Акулахан;;;;;;;;;;;;;x;
GOD_SHARMAT;Шармат;;;;;;;;;;;;;x;
GOD_DAGOTH;Дагот-Ур;;;;;;;;;;;;;x;
GOD_VORYN;Лорд Верховный Советник Ворин;;;;;;;;;;;;;x;
GOD_ST_VELOTH;Святой Велот;;;;;;;;;;;;;x;
GOD_ST_ALMALEXIA;Святая Альмалексия;;;;;;;;;;;;;x;
GOD_ST_SOTHA_SIL;Святой Сота Сил;;;;;;;;;;;;;x;
GOD_ST_VIVEC;Святой Вивек;;;;;;;;;;;;;x;
GOD_MIRAAK;Мирак;;;;;;;;;;;;;x;
GOD_JYGGALAG;Джиггалаг;;;;;;;;;;;;;x;
GOD_STARS;Звёзды;;;;;;;;;;;;;x;
GOD_ANUMIDUM;Нумидиум;;;;;;;;;;;;;x;
GOD_UNDERKING;Подземный Король;;;;;;;;;;;;;x;
GOD_ANRIEL;Ан-Риэль;;;;;;;;;;;;;x;
GOD_GREAT_MOTH;Великий Мотылек;;;;;;;;;;;;;x;
GOD_NECROMANCERS_MOON;Луна Некроманта;;;;;;;;;;;;;x;
GOD_KING_OF_WORMS;Король Червей;;;;;;;;;;;;;x;
GOD_PELINAL;Пелинал Вайтстрейк;;;;;;;;;;;;;x;
DAEDRA;Даэдра;;;;;;;;;;;;;x;
DEMONS;Демоны;;;;;;;;;;;;;x;
GOD_YFFER;Й'ффер;;;;;;;;;;;;;x;
HIST_SAP;Сок Хиста;;;;;;;;;;;;;x;
HIST_SAP_DESC;Эта религиозная группа считает, что сок Хиста должен использоваться не только для религиозных мистерий, но применим в науке и медицине.;;;;;;;;;;;;;x;
OUTSIDE_GODS;Чужие Боги;;;;;;;;;;;;;x;
GOD_PADOMAY;Падомай;;;;;;;;;;;;;x;
NEW_GODS;Новые Боги;;;;;;;;;;;;;x;
DAEDRIC_PRINCES;Даэдрические Принцы;;;;;;;;;;;;;x;
GOD_THE_EMPEROR;Император;;;;;;;;;;;;;x ;
ALESSIAN_DOCTRINES;Алессианские Доктрины;;;;;;;;;;;;;x;
DIBELLAN_ARTS;Искусство Дибеллы;;;;;;;;;;;;;x;
ARCTURIAN_HERESY;Арктурианская ересь;;;;;;;;;;;;;x;
BOOK_MAGNUS;Фолиант Магнуса;;;;;;;;;;;;;x;
PROGRESS_OF_TRUTH;Деяние Истины;;;;;;;;;;;;;x;
DOORS_OF_THE_SPIRIT;Врата Духа;;;;;;;;;;;;;x;
SCROLLS_BAAN_DAR;Свитки Баан Дара;;;;;;;;;;;;;x;
THE_SEVEN_VISIONS;Семь Видений;;;;;;;;;;;;;x;
THE_DREAMS;Видения;;;;;;;;;;;;;x;
THE_RECORDED_DREAMS;Записанные Видения;;;;;;;;;;;;;x;
THE_ANTICIPATIONS;Предтечи;;;;;;;;;;;;;x;
THE_RECLAMATIONS;Истребования;;;;;;;;;;;;;x;
MOON_AND_STAR_REBORN;Луна-и-Звезда;;;;;;;;;;;;;x;
ACCORDS_OF_ORDER;Аккорды Порядка;;;;;;;;;;;;;x;
KAGRENACS_JOURNAL;Записи Кагренака;;;;;;;;;;;;;x;
NGASTA;Н'Гаста! Квата! Квакис!;;;;;;;;;;;;;x;
VOICE_OF_THE_EMPEROR;Голос Императора;;;;;;;;;;;;;x;
eight_ysmir;Культ Исмира;;;;;;;;;;;;;x;
eight_ysmir_DESC;Подобно Культу Императора в Сиродиле, норды почитают своих королей. Самым великим среди правителей прошлого, и наиболее почитаемым, является Исмир Вульфхарт, Кровь Атморы, Верховный Король Скайрима. Он пытался вернуть Скайрим к традициям нордского пантеона, огнём и мечом уничтожая прибежища алессианского культа, разоряя храмы и заставив жречество прятаться в пещерах. Многие сектанты считают его не только человеком, но и аватаром Шора, Шезаррином.;;;;;;;;;;;;;x;
eight_ysmir_mod;Последователь Исмира;;;;;;;;;;;;;x;
divines_akatosh;Культ Часа;;;;;;;;;;;;;x;
divines_akatosh_DESC;Приверженцами Культа Часа  называют набожных последователей Акатоша, Бога-Дракона Времени. Акатош считается верховным божеством в большинстве эльфийских культов, и покровителем меров, но присутствует практически в каждой религии Тамриэля. Служители Часа видят его как повелителя всех аэдра. Они особенно популярны в Сиродииле, ибо Кровь Акатоша стала основной для зарождающейся империи Человечества. Именно Акатош даровал Амулет Королей святой Алессии. Культисты Часа так же обитают в Даггерфолле, в основном рядом с часовнями Акатоша.;;;;;;;;;;;;;x;
divines_akatosh_mod;Последователь Культа Часа;;;;;;;;;;;;;x;
divines_arkay;Культ Круга;;;;;;;;;;;;;x;
divines_arkay_DESC;Культ Круга - набожные последователи Аркея, Бога Рождения и Смерти, Циклов Сущего. Он является божеством похорон и погребальных обрядов, зачастую ассоциируется с временами года. Его жрецы - решительные противники некромантии и всякой формы нежити. Предполагается, что Аркея ранее не существовало, и он был создан богами как надзиратель, по совету/обману/лжи Лорхана. Посему его часто называют Смертным Богом, или Божеством Смертных.;;;;;;;;;;;;;x;
divines_arkay_mod;Культист Круга;;;;;;;;;;;;;x;
divines_dibella;Лилия;;;;;;;;;;;;;x;
divines_dibella_DESC;Это набожные последователи Дибеллы, богини красоты. Лилия завлекает в себя огромное количество женщин, художников и практиков эротического обучения. В отличии от многих других конфессий, поклонение Дибелле считается очень личным и интимным. Огромное место в этом религиозном обществе занимают Сивиллы (Пророчицы) Дибеллы, которые выступают связующим звеном в общении между верующими и Богиней.;;;;;;;;;;;;;x;
divines_dibella_mod;Поклонник Лилии;;;;;;;;;;;;;x;
divines_julianos;Читающие;;;;;;;;;;;;;x;
divines_julianos_DESC;Читающие - круг ближайших последователей Джулианоса, бога знания. Джулианос в сиродильских представлениях занимает место бога литературы, законотворчества, истории и всяких противоречий. Кроме того, он сильно связан с магией и многие чародеи поклоняются ему, желая обрести большую силу. Читающие уделяют огромное место обучению, и посему их храмы зачастую являются училищами или школами.;;;;;;;;;;;;;x;
divines_julianos_mod;Читающий;;;;;;;;;;;;;x;
divines_kynareth;Кинаретиты;;;;;;;;;;;;;x;
divines_kynareth_DESC;Кинаретиты - закрытая группа последователей Кинарет, богини Природы и Неба. К ней часто взывают, прося о благоприятном схождении звёзд при рождении, и удачи в повседневной жизни. В некоторых легендах указывается, что она первой согласилась на план Лорхана, который подразумевал сотворение Мундуса, и обеспечила начальную площадку для строительства Мира. Кроме того, она связана с дождём, который появился в Нирне в момент удаления божественной искры из Лорхана.;;;;;;;;;;;;;x;
divines_kynareth_mod;Кинаретит;;;;;;;;;;;;;x;
divines_mara;Благодетели;;;;;;;;;;;;;x;
divines_mara_DESC;"Благодетелями называют самых преданных сторонников Мары, богини брака и сострадания. Мара - крайне популярное божество, покровительствующая всяким проявлениям быта, земледелию, а так же деторождению. В Скайриме она почитается как служанка Кин. В Империи, она Богиня-Мать. Она иногда связывается с Нир из Ануада"", женским началом космоса, давшего начало акту творения. В зависимости от религии, она либо жена Акатоша или Лорхана, или наложница их обоих.""";;;;;;;;;;;;;x;
divines_mara_mod;Благодетель;;;;;;;;;;;;;x;
divines_stendarr;Дозорные Стендарра;;;;;;;;;;;;;x;
divines_stendarr_DESC;Дозорные, или Смотрящие - круг воинственных фанатиков Стендарра, божества Справедливости и Закона. Не смотря на то, что Стендарр считается ещё и богом милосердия, Смотрящие считают наивысшей добродетелью быструю смерть, даруемую врагам. Это культ святых ратников, которые дают торжественные обеты искоренить всякое проявление даэдра, мерзости, и любого кто смеет им поклонятся. Дозорные крайне агрессивны, и готовы даровать благословение всякому борцу за их идеи. Но навряд ли приключенцы и охотники за головами смогут принять участие в их Священной Войне.;;;;;;;;;;;;;x;
divines_stendarr_mod;Дозорный Стендарра;;;;;;;;;;;;;x;
divines_zenithar;Законники З'ен;;;;;;;;;;;;;x;
divines_zenithar_DESC;Законники  или постановляющие - группа преданных поклонников Зенитара, Бога Труда. Зенитар так же считается покровителем торговли и среднего дворянства. Его священники учат, что только тяжёлый труд является правильным путём к миру и процветанию, отрицая всякую войну и кровопролития. Зенитара считают богом-воином, но таким, кто перековывает мечи на орала. Его поклонники верят, что Зенитар является божеством, которое всегда будет побеждать.;;;;;;;;;;;;;x;
divines_zenithar_mod;Законник;;;;;;;;;;;;;x;
GOD_SHEZARR;Шезарр;;;;;;;;;;;;;x;
nine_lorkhan;Культ Лорхана;;;;;;;;;;;;;x;
nine_lorkhan_DESC;"Культы Лорхана, Духа Нирна и Бога Всех Смертных, существовали ещё до начала летописных периодов. Хотя Лорхан давно умер, ему поклоняются почти в каждом пантеоне как Потерянному Богу"". Лорханиты, однако, почитают его как защитника человечества. Лорханитом был и Талос, а по другой версии - его божественным воплощением. Меры испытывают к Лорхану нескрываемую ненависть, и сам факт существования его культа несёт обиду в сердца древних эльфов.""";;;;;;;;;;;;;x;
nine_lorkhan_mod;Лорханит;;;;;;;;;;;;;x;
nine_shezarrine;Культ Шезаррина;;;;;;;;;;;;;x;
nine_shezarrine_DESC;Шеззарином называют великого, бессмертного героя, воплощение Лорхана. Считается, что они посланы в час крайней нужды, для защиты Человечества от всяких бед. Культ Шеззарина пропитан духом мессианства, ожидая прихода Спасителя. Их верование распространяется крайне быстро. Как следствие -- огромное количество лже-Шеззаринов. Талос считается истинным воплощением Лорхана, и в нём последователи этой секты видят доказательство духовного могущества человечества.;;;;;;;;;;;;;x;
nine_talos;Культ Талоса;;;;;;;;;;;;;x;
nine_talos_DESC;"В отличии от изначальных сект, Культ Талоса не только религиозная, но и политическая организация. Его последователи воспринимают Талоса в первую очередь как бога-воина, защитника людей, завоевателя Тамриэля. Перед вступлением в орден, новобранцы произносят следующую клятву: Я должен умереть, и положить свою душу к ногам истинного правителя, достойного Престола"".Культисты Талоса фанатичны, и готовы уничтожить любого слабого (по их скромному мнению) вождя, в попытке заменить его более сильным лидером.""";;;;;;;;;;;;;x;
nine_talos_mod;Культист Талоса;;;;;;;;;;;;;x;
alikr_ebonarm;Эбонарм;;;;;;;;;;;;;x;
alikr_ebonarm_DESC;Эбонарм, известный так же как Чёрный Рыцарь - бог войны, спутник, защитник всех воинов. Он восседает верхом на златом жеребце. Его эбонитовый меч слит с правой рукой - результат ранения в титанической битве далёкого прошлого. Его символом является красная роза. Практически все бойцовские гильдии Алик'ра на самом деле мечети тех, кто посвятил свою жизнь Эбонарму. Он враг большинства даэдрических принцев (кроме Шеогората), а так же противник Стендарра. Союзников не имеет. Чёрный Рыцарь происходит из изначального пантеона Йокуды, и ныне является одним из самых почитаемых божеств среди редгардов.;;;;;;;;;;;;;x;
psijic_mysticism;Псиджики;;;;;;;;;;;;;x;
psijic_mysticism_DESC;Старый Путь, или Мистики - наиболее известная за пределами островов Саммерсет философская школа, таинственная секта монашеского ордена Псиджиков, что обитает на острове Артеум. Псиджики сохранили изначальные верования своих альдмерских предков, не допустив никаких искажений, и обладают огромным могуществом. Среди прочих эльфов они считаются странными или даже опасными. Мало кто следует их Пути, но таких меров можно найти среди дворянства и прочей элиты.;;;;;;;;;;;;;x;
psijic_mysticism_mod;Монах-псиджик;;;;;;;;;;;;;x;
aedric_the_beautiful;Анриэль;;;;;;;;;;;;;x;
aedric_the_beautiful_DESC;Прекрасные (также известные под альтмерским именем Ан-Риэль) были жестокой группой воинов-иконоборцев, активность которых достигла своего пика в Третьей Эре. Радикальное движение, основанное на отрицании наследия альтмеров и их традиций. Они стремились уничтожить памятники прошлого (например, Кристальную Башню) и уничтожить традиционные институты власти, в попытке модернизировать общество высоких эльфов.;;;;;;;;;;;;;x;
aedric_ancestor_worship;Альдмерик;;;;;;;;;;;;;x;
aedric_ancestor_worship_DESC;Ересь Альдмерик берёт начало из традиций, верований и организаций, существовавших в самом начале истории высоких эльфов. Они ставят поклонение богам гораздо  выше светских законов и обычаев.;;;;;;;;;;;;;x;
aedric_reformer;Малатумельды;;;;;;;;;;;;;x;
aedric_reformer_DESC;Малатумельды (Носители Истины) реформистская и революционная ересь, которой следуют многочисленные секты и культы. Они стремятся изменить общество альтмеров, в соответствии со своими понятиями о Правде.;;;;;;;;;;;;;x;
aedric_reaction;Лалориак;;;;;;;;;;;;;x;
aedric_reaction_DESC;Лалориак (Тёмные Времена) - общество нечестивцев, которое считает нынешнее течение истории неправильным и стремятся вернутся к порядку, который существовал во времена Золотого Века, Мифической Эры.;;;;;;;;;;;;;x;
aedric_magnus;Магнус;;;;;;;;;;;;;x;
aedric_magnus_DESC;Магнус был богом, что покинул мир смертных до конца его сотворения. После того, как основная работа была завершена, он удалился в Этериус. При этом он разорвал ткань времени-пространства, и через это отверстие магия до сих пор поступает в Мундус из Этериуса. Этим отверстием оказалось солнце, которое и называют ныне Магнусом. Ему поклоняются как богу Зрения, Света, Сияния, солнца. Он - источник волшебства для всех эльфов, а человеческие легенды говорят, что Магнус может вселятся в тела волшебников, даруя им огромную власть. Он таинственным образом связан с Подземным Королём. Верующие в Магнуса считают его истинным повелителем всех аэдра, и часто обвиняют другие культы в примитивном толковании волшебства. Наибольшее число сторонников этот бог имеет среди меров и бретонцев. Адамантитовая Башня в первую очередь считается его творением.;;;;;;;;;;;;;x;
aedric_anuiel;Ануи-Эль;;;;;;;;;;;;;x ;
aedric_anuiel_DESC;Ещё до появления людей Ану Вездесущий сотворил Ануи-Эля, воплощение своей души, и души всех вещей. Он считается воплощением Аурбиса, покровителем сохранения и стабильности. Особенно его почитали древние альдмеры. Ануи-Эль рассматривается как равный по силе, но противоположный Ситису бог. Он часто описывается воплощением Света и Порядка, но верующие в Ситиса считают его демоном, который приводит всё сущее в застой и останавливает развитие.;;;;;;;;;;;;;x;
void_anuiel;Ануиэль;;;;;;;;;;;;;x ;
void_anuiel_DESC;Ещё до появления людей Ану Вездесущий сотворил Ануиэля, воплощение своей души, и души всех вещей. Он считается воплощением Аурбиса, покровителем сохранения и стабильности. Особенно его почитали древние альдмеры. Ануиэль рассматривается как равный по силе, но противоположный Ситису бог. Он часто описывается воплощением Света и Порядка, но верующие в Ситиса считают его демоном, который приводит всё сущее в застой и останавливает развитие.;;;;;;;;;;;;;x;
THE_ANUAD;Ануад;;;;;;;;;;;;;x ;
pact_fundamentalist;Культ Рассказчика;;;;;;;;;;;;;x ;
pact_fundamentalist_DESC;Культ Рассказчика считается экстремистским среди босмеров, и он был объявлен еретическим в далёком прошлом. И'ффре считается родоначальником этой секты, ибо его иногда именуют Рассказчиком, за первые уроки, что он преподал босмерам в далёкие времена.;;;;;;;;;;;;;x;
baan_dar;Баан Дар;;;;;;;;;;;;;x ;
baan_dar_DESC;Баан Дар, Разбойничий Бог - неясная сущность, которой практически не поклоняются в Тамриэле, исключая Валенвуд и Эльсвейр. Доказательств его существования крайне мало. В большинстве провинций он считается трикстером, покровителем мошенников, воров, духом нищих. Баан Дар так же почитается каджитами, как бог их отчаянного и многострадального гения. В последний момент его невероятно хитроумные планы разрушают противники каджитского рода (эльфы или люди).;;;;;;;;;;;;;x;
anuic_skaal;Всесоздатель;;;;;;;;;;;;;x ;
