ekanseiaftereffects_permanent;Те, кто выжил, но был очевидцем Панкратомеча, всё равно пострадают от своей гордыни, либо лишившись зрения от его блеска, либо их кожа будет сожжена его палящим прикосновением, и даже те, кто спрятались от него, все же могут стать жертвами загадочной болезни.\n Удивительная чистая сила, выпущенная на свободу, тем не менее будет иметь гораздо худшие последствия для земель. Все, что здесь когда либо росло - увянет, и умрет, животные покинут это место, и ни кто не вернется, чтобы почувствовать стальные объятия длительного магического разрушения ландшафта.;;;;;;;;;;;;;x;
38452desc;Я мог бы поклясться, что оставил свои очки где-то здесь. Минутку, что это у меня на голове? Ах, вот же они.;;;;;;;;;;;;;x;
38452option;Я стал рассеянным.;;;;;;;;;;;;;x;
ekansei.100.d1;Использовав технику Хайрадидж, [Root.GetBestName] нарушил(а) законы природы. Те, кто находился в эпицентре энергетического взрыва, не почувствовали и не увидели ужасающей силы, так как их плоть и кости мгновенно испарились, вместе со всеми остальными в провинции, включая [Root.GetBestName]. В то время не было более мощной силы, чем комбинированная техника Панкратомеча Хайрадидж, которая стала причиной затопления Йокуды. Сила, использованная здесь, была во истину разрушительной, навсегда повредив пейзаж и повлияв даже на соседние провинции, отныне жуткая тишина царит на пострадавших землях, все виды животных и насекомых погибли, или сбежали. Тех немногих людей, которым удалось пережить уничтожение, едва ли можно назвать счастливчиками, ибо никто из них из них не избежал урона. Те, кто не был ослеплен вспышкой, будут страдать от недугов и болезней всю оставшуюся часть жизни. Эти болезни не могут вылечить даже самые сильные из магов.;;;;;;;;;;;;;x;
ekansei.100.d2;Использовав технику Хайрадидж, [Root.GetBestName] выпустил(а) на свободу разрушительную магическую силу. Яркая вспышка, огонь и высокая температура, которая жарче, чем любые магические огни, поглотили большую часть этого региона, уничтожая армии, невинных жителей и их города, превращая всё в прах. [Root.HirdirgeStatusAfterNuke].;;;;;;;;;;;;;x;
ekansei.100.d3;Использовав технику Хайрадидж, [Root.GetBestName] выпустил(а) на свободу обжигающую магическую силу. Яркая вспышка, пламя и сильный жар, более мощный, чем любая магия огня, охватили часть этого региона, уничтожая армии, и превращая в прах любого несчастного, которому не повезло оказаться в радиусе взрыва. [Root.HirdirgeStatusAfterNuke].;;;;;;;;;;;;;x;
ekansei.100.d4;Использовав технику Хайрадидж, [Root.GetBestName] выпустил(а) на свободу ужасающую магическую силу. После ярко-белой вспышки, армия, окружающая Ансея, мгновенно испарилась. Те, кто не были в эпицентре взрыва, но являлись его свидетелями, либо получили ожоги, либо лишились зрения, либо сгорели. [Root.HirdirgeStatusAfterNuke].;;;;;;;;;;;;;x;
ekansei.100.d5;Использовав технику Хайрадидж, [Root.GetBestName] выпустил(а) на свободу страшную магическую силу. Мастерски используя Панкратомеч, [Root.GetBestName] направив взрыв на противников, уничтожил(а) их. Все, кроме некоторых страдальцев, выживают, и даже те, кто пострадали получили лишь ожоги и болезни. Сопутствующий ущерб землям, и собственно, влиянию [Root.GetBestName] был минимальным. [Root.GetBestName] тоже пережил собственную ужасающую мощь, благодаря своей мастерской технике.;;;;;;;;;;;;;x;
ekansei.100.d6;Использовав технику Хайрадидж, [Root.GetBestName] уничтожил(а) себя впечатляющим образом. Энергия, которую он(а) пробовал(а) использовать, обернулась против своего мастера, и уничтожила его в яркой вспышке. Всё, что осталось, это большой выжженный кратер, ставший памятником суицидальной жертве [Root.GetBestName]. В кратере ничего не растет, этот участок земли навсегда испорчен.;;;;;;;;;;;;;x;
ekansei.100.t;Использовать Панкратомеч;;;;;;;;;;;;;x;
ekansei.104.d1;Использовав технику Хайрадидж, [From.GetBestName] нарушил(а) законы природы. Те, кто находился в эпицентре энергетического взрыва, не почувствовали и не увидели ужасающей силы, так как их плоть и кости мгновенно испарились, вместе со всеми остальными в провинции, включая [From.GetBestName]. В то время не было более мощной силы, чем комбинированная техника Панкратомеча Хайрадидж, которая стала причиной затопления Йокуды. Сила, использованная здесь, была во истину разрушительной, навсегда повредив пейзаж и повлияв даже на соседние провинции, отныне жуткая тишина царит на пострадавших землях, все виды животных и насекомых погибли, или сбежали. Тех немногих людей, которым удалось пережить уничтожение, едва ли можно назвать счастливчиками, ибо никто из них из них не избежал урона. К счастью, вам удалось пережить это ужасное событие,  не получив физических повреждений, по крайней мере, внешних. Хотя у вас все ещё есть зрение, и ваша кожа цела, вы чувствуете странное покалывание на коже и слабую тошноту в своем кишечнике.;;;;;;;;;;;;;x;
ekansei.104.d2;Использовав технику Хайрадидж, [From.GetBestName] выпустил(а) на свободу разрушительную магическую силу. Яркая вспышка, огонь и высокая температура, которая жарче, чем любые магические огни, поглотили большую часть этого региона, уничтожая армии, невинных жителей и их города, превращая всё в прах. Те, кто не находился в зоне взрыва, но были его свидетелями - стали слепыми, получили ожоги или ещё хуже, и даже жители соседних земель, в ближайшие дни и недели, почувствуют на себе последствия Панкратомеча. К счастью, вам удалось пережить ужасные события, оставшись физически здоровым, по крайней мере, внешне. Хотя у вас все ещё есть зрение, и ваша кожа цела, вы чувствуете странное покалывание на коже и слабую тошноту в своем кишечнике.;;;;;;;;;;;;;x;
ekansei.104.d3;Использовав технику Хайрадидж, [From.GetBestName] выпустил(а) на свободу обжигающую магическую силу. Яркая вспышка, пламя и сильный жар, более мощный, чем любая магия огня, охватили часть этого региона, уничтожая армии, и превращая в прах любого несчастного, которому не повезло оказаться в радиусе взрыва. Те кто не попал в непосредственный радиус взрыва, а лишь стали свидетелями его опустошения, ослепли, получив ожоги или ещё хуже, а всплеск магической энергии проник в почву и повредил её на долгие годы. К счастью, вам удалось пережить ужасные события, оставшись физически здоровым, по крайней мере, внешне. Хотя у вас все ещё есть зрение, и ваша кожа цела, вы чувствуете странное покалывание на коже и слабую тошноту в своем кишечнике.;;;;;;;;;;;;;x;
ekansei.104.d4;Использовав технику Хайрадидж, [From.GetBestName] выпустил(а) на свободу яркую и ужасающую магическую силу. После ярко-белой вспышки армия, окружающая Ансея, мгновенно испарилась. Те, кто не оказались в радиусе взрыва, но были его свидетелями, получили ожоги, их глаза были ослеплены ярким светом, и кожа покрылась пузырями. В ближайшие недели, болезнь распространиться по провинции среди оставшихся в живых, хотя сама земля уцелела и те, кто достаточно вынослив, выживут. К счастью, вы не находились в пределах действия самых разрушительных эффектов Панкратомеча, хотя вы чувствуете странное слабое покалывание на своей коже. Возможно, это просто нервы.;;;;;;;;;;;;;x;
ekansei.104.d5;Использовав технику Хайрадидж, [From.GetBestName] выпустил(а) на своих врагов страшную магическую силу. Мастерски применив запрещенные техники, [From.GetBestName] направил(а) свой Панкратомеч на вражескую армию, мгновенно уничтожив её. Все, кроме нескольких страдальцев, сумели выжить, и даже те, кто пострадали, в основном получили лишь болезни и ожоги. Ущерб, нанесенный земле и [Root.GetBestName], был минимальным, и выжженный ландшафт со временем восстановится. [Root.GetBestName] тоже пережил(а) свою ужасающую технику, благодаря своему мастерству. К счастью, вы также выжили, находясь вдали от опасного Панкратомеча, когда его сила была высвобождена.;;;;;;;;;;;;;x;
ekansei.104.d6;Использовав технику Хайрадидж, [From.GetBestName] уничтожил(а) себя впечатляющим образом. Энергия, которую он(а) пробовал(а) использовать, обернулась против своего мастера, и уничтожила его в яркой вспышке. Всё, что осталось, это большой выжженный кратер, ставший памятником суицидальной жертве [From.GetBestName]. В кратере ничего не растет, этот участок земли навсегда испорчен. К счастью, вас не было рядом с [From.GetBestName], когда он(а) погиб(ла), хотя вы уверены, что это было захватывающим зрелищем.;;;;;;;;;;;;;x;
ekansei.104.o2;Я надеюсь, что никогда больше не увижу нечто столь же разрушительное!;;;;;;;;;;;;;x;
ekansei.104.o1;Я чувствую себя не так уж хорошо.;;;;;;;;;;;;;x;
hiradirge_pankratosword;Активировать Панкратомеч;;;;;;;;;;;;;x;
hiradirge_pankratosword_desc;Используйте свою технику Панкратомеча, чтобы расщепить атомы и уничтожить врагов.;;;;;;;;;;;;;x;
ekansei.104.o3;Какая глупость, хорошо что он(а) пал(а) сегодня, и не будет повторять свои попытки!;;;;;;;;;;;;;x;
ekansei.102.d1;Использовав технику Хайрадидж, [From.GetBestName] нарушил(а) законы природы. Те, кто находился в эпицентре энергетического взрыва, не почувствовали и не увидели ужасающей силы, так как их плоть и кости мгновенно испарились, вместе со всеми остальными в провинции, включая [From.GetBestName]. В то время не было более мощной силы, чем комбинированная техника Панкратомеча Хайрадидж, которая стала причиной затопления Йокуды. Сила, использованная здесь, была во истину разрушительной, навсегда повредив пейзаж и повлияв даже на соседние провинции, отныне жуткая тишина царит на пострадавших землях, все виды животных и насекомых погибли, или сбежали. Тех немногих людей, которым удалось пережить уничтожение, едва ли можно назвать счастливчиками, ибо никто из них из них не избежал урона. К сожалению, вы не успели вовремя отвернуться, и ваши глаза в полной мере увидели творящуюся жестокость.;;;;;;;;;;;;;x;
ekansei.102.d2;Использовав технику Хайрадидж, [From.GetBestName] выпустил(а) на свободу разрушительную магическую силу. Яркая огненная вспышка, и сильный жар, еще более мощный, чем любая магия огня, поглотил большую часть этого региона, уничтожая армии, невинных жителей и их города, превращая всё в прах. Те, кто не находился в зоне самого взрыва, но были свидетелями опустошения - ослепли, получили ожоги, или ещё хуже, и даже жители соседних земель, в ближайшее время, почувствуют последствия использования Панкратомеча. К сожалению, вы не успели вовремя отвернуться, и ваши глаза в полной мере увидели творящуюся жестокость.;;;;;;;;;;;;;x;
ekansei.102.d3;Использовав технику Хайрадидж, [From.GetBestName] выпустил(а) на свободу обжигающую магическую силу. Яркая вспышка, пламя и сильный жар, более мощный, чем любая магия огня, охватили часть этого региона, уничтожая армии, и превращая в прах любого несчастного, которому не повезло оказаться в радиусе взрыва.Те, кто не оказались в эпицентре взрыва, став лишь свидетелями опустошения, либо ослепли, либо получили ожоги или ещё хуже, а высвободившаяся магическая энергия просочилась в землю, разрушив её на долгие годы. К сожалению, вы не успели вовремя отвернуться, и ваши глаза в полной мере увидели творящуюся жестокость.;;;;;;;;;;;;;x;
ekansei.102.d4;Использовав технику Хайрадидж, [From.GetBestName] выпустил(а) на свободу яркую и ужасающую магическую силу. После ярко-белой вспышки, армия, окружающая Ансея, мгновенно испарилась.Те, кто не оказались в эпицентре взрыва, но были его свидетелями, получили ожоги, их глаза ослепли от яркого света, а кожа покрылась пузырями. В ближайшие недели, болезнь распространиться по провинции среди оставшихся в живых, хотя сама земля уцелела и те, кто достаточно вынослив, выживут. К сожалению, вы не успели вовремя отвернуться, и ваши глаза в полной мере увидели творящуюся жестокость.;;;;;;;;;;;;;x;
ekansei.102.d5;Использовав технику Хайрадидж, [From.GetBestName] выпустил(а) на своих врагов страшную магическую силу. Мастерски применив запрещенные техники, [From.GetBestName] направил(а) свой Панкратомеч на вражескую армию, мгновенно уничтожив её. Все, кроме нескольких несчастных, сумели выжить и даже те, кто пострадал, отделались лишь ожогами и болячками. Ущерб, нанесённый землям и владениям  [Root.GetBestName] был минимальным, и выжженный ландшафт, со временем восстановится.[Root.GetBestName] тоже пережил(а) свою ужасающую технику, благодаря своему мастерству. К сожалению, вы не успели вовремя отвернуться, и ваши глаза в полной мере увидели творящуюся жестокость.;;;;;;;;;;;;;x;
ekansei.102.d6;Использовав технику Хайрадидж, [From.GetBestName] уничтожил(а) себя впечатляющим образом. Энергия, которую он(а) пробовал(а) использовать, обернулась против своего мастера, и уничтожила его в яркой вспышке.Всё, что осталось, это большой выжженный кратер, ставший памятником суицидальной жертве [From.GetBestName]. В кратере ничего не растет, этот участок земли навсегда испорчен. К сожалению, вы не успели вовремя отвернуться, и ваши глаза в полной мере увидели творящуюся жестокость.;;;;;;;;;;;;;x;
ekansei.102.o2;Я надеюсь, что никогда больше не увижу нечто столь же разрушительное!;;;;;;;;;;;;;x;
ekansei.150.d;Болезнь поразившая на вас, после применения Панкратомеча, быстро прогрессирует. Сначала вы почувствовали тошноту, потом вас одолела жгучая лихорадка и неконтролируемая диарея.;;;;;;;;;;;;;x;
ekansei.150.o1;Что со мной происходит?;;;;;;;;;;;;;x;
ekansei.151.d;Сначала была рвота, потом температура и понос. Теперь ваша голова чувствует себя так, словно вот-вот взорвется, блестящие фиолетовые пятна появились по всему вашему телу, и вы не в состоянии подняться с постели из-за хронической слабости.;;;;;;;;;;;;;x;
ekansei.151.o1;Мне кажется, что я умираю медленной, мучительной смертью.;;;;;;;;;;;;;x;
ekansei.152.d;Ваша болезнь прогрессирует ещё сильнее, и ваша кожа покрылась гноящимися волдырями.Вся энергия, которой вы когда-то обладали, была уничтожена в борьбе с болезнью,  и теперь вы лежите в своей грязной постели, практически без движения. Врачи, маги и мистики, которых нанял ваш Совет, не в состоянии вылечить симптомы, и относят ваши недуги к повреждениям, нанесённым Панкратомечом.;;;;;;;;;;;;;x;
ekansei.152.o1;Я пережил(а) огонь, и тем не менее, он все равно задел меня...;;;;;;;;;;;;;x;
ekansei.153.d;Вы были заражены так называемой панкратоболезнью, являющейся следствием ужасной техники, которой вы были свидетелем.Хотя вы пережили её, некоторые скажут, что лучшей судьбой была бы гибель. По крайней мере, теперь вы освободились бы от боли и страданий.;;;;;;;;;;;;;x;
ekansei.153.o1;Наконец-то мои страдания закончились.;;;;;;;;;;;;;x;
ekansei.154.d;Поразившая вас болезнь, прошла также быстро, как и началась, и вы с каждым днём чувствуете себя все сильнее. Ваши врачи объявили это чудом, ибо считают, что это действительно так, поскольку они не могли вас вылечить. Хотя болезнь прошла сама, следы от неё навсегда останутся с вами.;;;;;;;;;;;;;x;
ekansei.102.o1;Я чувствую себя не очень хорошо.;;;;;;;;;;;;;x;
ekansei154tt1;Болезнь, от которой вы пострадали, оставила шрамы на вашей коже.;;;;;;;;;;;;;x;
ekansei154tt2;Болезнь, от которой вы пострадали, оставила гниющий след.;;;;;;;;;;;;;x;
ekansei154tt3;Травма, нанесённая вашему разуму и телу, была огромной, и болезнь ослабила ваши умственные способности.;;;;;;;;;;;;;x;
ekansei154tt4;Травма, нанесённая вашему уму и телу, была огромной, и болезнь лишила вас многих физических сил.;;;;;;;;;;;;;x;
ekansei154tt5;Несмотря на восстановление от худших симптомов, вы, вероятно, будете немощны всю оставшуюся жизнь.;;;;;;;;;;;;;x;
DEATH_PANKRATOSICKNESS;Умер(ла) от страшной боли и страданий, вызванных загадочной панкрато-болезнью.;;;;;;;;;;;;;x;
ekansei.102.o3;Какая глупость, хорошо что он(а) пал(а) сегодня, и не будет повторять свои попытки!;;;;;;;;;;;;;x;
ekansei.103.d1;Использовав технику Хайрадидж, [From.GetBestName] нарушил(а) законы природы. Те, кто находился в эпицентре энергетического взрыва, не почувствовали и не увидели ужасающей силы, так как их плоть и кости мгновенно испарились, вместе со всеми остальными в провинции, включая [From.GetBestName]. В то время не было более мощной силы, чем комбинированная техника Панкратомеча Хайрадидж, которая стала причиной затопления Йокуды. Сила, использованная здесь, была во истину разрушительной, навсегда повредив пейзаж и повлияв даже на соседние провинции, отныне жуткая тишина царит на пострадавших землях, все виды животных и насекомых погибли, или сбежали. Тех немногих людей, которым удалось пережить уничтожение, едва ли можно назвать счастливчиками, ибо никто из них из них не избежал урона. В последние минуты, перед вспышкой, вы смогли защитить глаза. К сожалению, вы всё ещё были слишком близко к радиусу взрыва и ваша кожа горит, отрываясь от вашего тела, когда врачи пытаются успокоить ваш крик.;;;;;;;;;;;;;x;
ekansei.103.d2;Использовав технику Хайрадидж, [From.GetBestName] выпустил(а) на свободу разрушительную магическую силу. Яркая огненная вспышка, и сильный жар, еще более мощный, чем любая магия огня, поглотил большую часть этого региона, уничтожая армии, невинных жителей и их города, превращая всё в прах. Те, кто не находился в зоне самого взрыва, но были свидетелями опустошения - ослепли, получили ожоги, или ещё хуже, и даже жители соседних земель, в ближайшее время, почувствуют последствия использования Панкратомеча. В последние минуты, перед вспышкой, вы смогли защитить глаза.  К сожалению, вы всё ещё были слишком близко к радиусу взрыва и ваша кожа горит, отрываясь от вашего тела, когда врачи пытаются успокоить ваш крик. ;;;;;;;;;;;;;x;
ekansei.103.d3;Использовав технику Хайрадидж, [From.GetBestName] выпустил(а) на свободу обжигающую магическую силу. Яркая вспышка, пламя и сильный жар, более мощный, чем любая магия огня, охватили часть этого региона, уничтожая армии, и превращая в прах любого несчастного, которому не повезло оказаться в радиусе взрыва. Те, кто не оказались в эпицентре взрыва, став лишь свидетелями опустошения, либо ослепли, либо получили ожоги или ещё хуже, а высвободившаяся магическая энергия просочилась в землю, разрушив её на долгие годы. В последние минуты, перед вспышкой, вы смогли защитить глаза. К сожалению, вы всё ещё были слишком близко к радиусу взрыва и ваша кожа горит, отрываясь от вашего тела, когда врачи пытаются успокоить ваш крик.;;;;;;;;;;;;;x;
ekansei.103.d4;Использовав технику Хайрадидж, [From.GetBestName] выпустил(а) на свободу яркую и ужасающую магическую силу. После ярко-белой вспышки, армия, окружающая Ансея, мгновенно испарилась. Те, кто не оказались в эпицентре взрыва, но были его свидетелями, получили ожоги, их глаза ослепли от яркого света, а кожа покрылась пузырями. В ближайшие недели, болезнь распространиться по провинции среди оставшихся в живых, хотя сама земля уцелела и те, кто достаточно вынослив, выживут. В последние минуты, перед вспышкой, вы смогли защитить глаза. К сожалению, вы всё ещё были слишком близко к радиусу взрыва и ваша кожа горит, отрываясь от вашего тела, когда врачи пытаются успокоить ваш крик.;;;;;;;;;;;;;x;
ekansei.103.d5;Использовав технику Хайрадидж, [From.GetBestName] выпустил(а) на своих врагов страшную магическую силу. Мастерски применив запрещенные техники, [From.GetBestName] направил(а) свой Панкратомеч на вражескую армию, мгновенно уничтожив её. Все, кроме нескольких несчастных, сумели выжить и даже те, кто пострадал, отделались лишь ожогами и болячками. Ущерб, нанесённый землям и владениям  [Root.GetBestName] был минимальным, и выжженный ландшафт, со временем восстановится. [Root.GetBestName] тоже пережил(а) свою ужасающую технику, благодаря своему мастерству. В последние минуты, перед вспышкой, вы смогли защитить глаза. К сожалению, вы всё ещё были слишком близко к радиусу взрыва и ваша кожа горит, отрываясь от вашего тела, когда врачи пытаются успокоить ваш крик.;;;;;;;;;;;;;x;
ekansei.103.d6;Использовав технику Хайрадидж, [From.GetBestName] уничтожил(а) себя впечатляющим образом. Энергия, которую он(а) пробовал(а) использовать, обернулась против своего мастера, и уничтожила его в яркой вспышке. Всё, что осталось, это большой выжженный кратер, ставший памятником суицидальной жертве [From.GetBestName]. В кратере ничего не растет, этот участок земли навсегда испорчен. В последние минуты, перед вспышкой, вы смогли защитить глаза. К сожалению, вы всё ещё были слишком близко к радиусу взрыва и ваша кожа горит, отрываясь от вашего тела, когда врачи пытаются успокоить ваш крик.;;;;;;;;;;;;;x;
ekansei.103.o1;Как больно! Я не могу это терпеть, пожалуйста, убейте меня!;;;;;;;;;;;;;x;
ekansei103tt;В добавок к вашему ужасающему обезвоживанию, взрыв был очень силен, и ваша близость к нему,  правела к тому, что вы заболели неизвестной болезнью...\n;;;;;;;;;;;;;x;
ekansei.102.o1;Мои глаза! Верните мои глаза!;;;;;;;;;;;;;x;
ekansei102tt;Помимо потери зрения, взрыв был очень силен, и ваша близость к нему, правела к тому, что вы заболели неизвестной болезнью...\n;;;;;;;;;;;;;x;
ekansei.100.o1;Теперь я стал(а) смертью, разрушителем миров.;;;;;;;;;;;;;x;
ekansei.100.o2.4;А могущество такое же удивительное и устрашающее.;;;;;;;;;;;;;x;
ekansei.100.o2.1;Необходимое зло для достижения победы.;;;;;;;;;;;;;x;
ekansei.100.o2.2;Смерть, разрушение. Я Бог!;;;;;;;;;;;;;x;
ekansei.100.o2.3;Все мои враги падут.;;;;;;;;;;;;;x;
ekansei.100.o3;Я лучше с треском провалюсь, чем увижу собственное поражение!;;;;;;;;;;;;;x;
ekansei.101.o1;Я - всего лишь пыль на ветру.;;;;;;;;;;;;;x;
ekansei.101.d1;Использовав технику Хайрадидж, [From.GetBestName] нарушил(а) законы природы.Те, кто находился в эпицентре энергетического взрыва, не почувствовали и не увидели ужасающей силы, так как их плоть и кости мгновенно испарились, вместе со всеми остальными в провинции, включая [From.GetBestName]. В то время не было более мощной силы, чем комбинированная техника Панкратомеча Хайрадидж, которая стала причиной затопления Йокуды. Сила, использованная здесь, была во истину разрушительной, навсегда повредив пейзаж и повлияв даже на соседние провинции, отныне жуткая тишина царит на пострадавших землях, все виды животных и насекомых погибли, или сбежали. Тех немногих людей, которым удалось пережить уничтожение, едва ли можно назвать счастливчиками, ибо никто из них из них не избежал урона.  К сожалению, вы стали одной из жертв этой ужасной силы, ваше тело исчезло, а дух выброшен в Обливион.;;;;;;;;;;;;;x;
ekansei.101.d2;Использовав технику Хайрадидж, [From.GetBestName] выпустил(а) на свободу разрушительную магическую силу. Яркая огненная вспышка, и сильный жар, еще более мощный, чем любая магия огня, поглотил большую часть этого региона, уничтожая армии, невинных жителей и их города, превращая всё в прах. Те, кто не находился в зоне самого взрыва, но были свидетелями опустошения - ослепли, получили ожоги, или ещё хуже, и даже жители соседних земель, в ближайшее время, почувствуют последствия использования Панкратомеча. К сожалению, вы стали одной из жертв этой ужасной силы, ваше тело исчезло, а дух выброшен в Обливион.;;;;;;;;;;;;;x;
ekansei.101.d3;Использовав технику Хайрадидж, [From.GetBestName] на свободу обжигающую магическую силу. Яркая вспышка, пламя и сильный жар, более мощный, чем любая магия огня, охватили часть этого региона, уничтожая армии, и превращая в прах любого несчастного, которому не повезло оказаться в радиусе взрыва. Те, кто не оказались в эпицентре взрыва, став лишь свидетелями опустошения, либо ослепли, либо получили ожоги или ещё хуже, а высвободившаяся магическая энергия просочилась в землю, разрушив её на долгие годы.  К сожалению, вы стали одной из жертв этой ужасной силы, ваше тело исчезло, а дух выброшен в Обливион.;;;;;;;;;;;;;x;
ekansei.101.d4;Использовав технику Хайрадидж, [From.GetBestName] на свободу яркую и ужасающую магическую силу. После ярко-белой вспышки, армия, окружающая Ансея, мгновенно испарилась. Те, кто не оказались в эпицентре взрыва, но были его свидетелями, получили ожоги, их глаза ослепли от яркого света, а кожа покрылась пузырями. В ближайшие недели, болезнь распространиться по провинции среди оставшихся в живых, хотя сама земля уцелела и те, кто достаточно вынослив, выживут. К сожалению, вы стали одной из жертв этой ужасной силы, ваше тело исчезло, а дух выброшен в Обливион.;;;;;;;;;;;;;x;
