N_DAEDRA_HIRCINE12D;Мне удалось убежать от Дикой охоты, но когда я прятался, я упал с дерева и сильно поранился. ;;;;;;;;;;;;;x
N_DAEDRA_HIRCINE12O;Проклятье!;;;;;;;;;;;;;x
N_DAEDRA_HIRCINE13D;Дикая Охота догнала меня. Мне удалось вырваться, но одна из собак все же укусила меня. ;;;;;;;;;;;;;x
N_DAEDRA_HIRCINE13O;Проклятье!;;;;;;;;;;;;;x
N_DAEDRA_HIRCINE14D;Дикая Охота догнала меня. Мне удалось вырваться, но мою лошадь покалечили. Мне пришлось избавить её от страданий. ;;;;;;;;;;;;;x
N_DAEDRA_HIRCINE14O;Проклятье!;;;;;;;;;;;;;x
N_DAEDRA_HIRCINE15D;Дикая Охота догнала меня и разорвала меня на куски. ;;;;;;;;;;;;;x
N_DAEDRA_HIRCINE15O;Проклятый Хирсин!;;;;;;;;;;;;;x
N_DAEDRA_HIRCINE16D;Мне удалось убежать от Дикой Охоты… пока. В следующий раз мне может удача может отвернуться от меня. ;;;;;;;;;;;;;x
N_DAEDRA_HIRCINE16O;Ух!;;;;;;;;;;;;;x
N_DAEDRA_HIRCINE17D;Моя охота была крайне успешной. Птица поймала так много кроликов, что часть их слугам пришлось продать на рынке. ;;;;;;;;;;;;;x
N_DAEDRA_HIRCINE17O;Хорошая птица!;;;;;;;;;;;;;x
N_DAEDRA_HIRCINE18D;Моя охота была не очень удачной. Кроликов хватить только на одно рагу...;;;;;;;;;;;;;x
N_DAEDRA_HIRCINE18O;Ладно;;;;;;;;;;;;;x
N_DAEDRA_HIRCINE19D;Охотник Князей доволен моей охотой. Он дает мне подарок.;;;;;;;;;;;;;x
N_DAEDRA_HIRCINE19O;Слава Хирсину!;;;;;;;;;;;;;x

# EVENT ONE
N_DAEDRA_SANGUINE1D;Даэдрический лорд Сангвин сказал мне, что он хочет использовать мой замок для небольшого пира, дабы немного разбавить серые будни красками праздника. Он сказал, что ныне это место реально скучное. Я могу отказаться, но это вполне может его разозлить. Кроме того, маленький пир не повредит, верно? А что, если он станет слишком диким?;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE1O1;Я не могу устоять!;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE1O2;Нет, спасибо!;;;;;;;;;;;;;x


# EVENT THREE (THE SECOND ONE)
N_DAEDRA_SANGUINE3D;Мой тронный зал постепенно перевоплощается в банкетный. Декораторы привезли огромный букет цветов, яркие гирлянды и позолоченные клетки с двумя живыми павлинами, которые повесили в центре зала над столами. Самую вкусную еду и самые крепкие напитки доставляют со всего мира. Мне только что передали счет...;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE3O;М-да... Он мог бы предупредить меня...;;;;;;;;;;;;;x


# EVENT FOUR
N_DAEDRA_SANGUINE4D;Отлично! Украшения… просто изумительны. Это так замечательно! - восклицает Сангвин, увидев ваш новый банкетный зал. - Теперь, о гостях: давай пригласим весь мир на парочку недель веселья! ;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE4O;Повеселимся! Подожди… что?!;;;;;;;;;;;;;x

N_DAEDRA_SANGUINE45D;AI;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE45O;OK;;;;;;;;;;;;;x

# EVENT FIVE
N_DAEDRA_SANGUINE5D;Кажется, все присутствующие хорошо проводят время. Еда обильна и вкусна, вино прекрасно, и все веселятся. Кроме одного человека, который смотрит на меня и хмурится... Как же [From.GetTitledName] может так скучать?!;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE5O;[From.GetFirstName] смущается.;;;;;;;;;;;;;x

N_DAEDRA_SANGUINE55D;AI;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE55O;OK;;;;;;;;;;;;;x

# EVENT SIX
N_DAEDRA_SANGUINE6D;[From.GetTitledName] ищет драки со случайными людьми. Я надеюсь, никто действительно не поднимается, чтобы ответить на [From.GetHerHis] травлю, ведь это может привести к кровопролитию. До сих пор на пиру было так спокойно! ;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE6O;Проклятье, кто-то всё же поднялся!;;;;;;;;;;;;;x

N_DAEDRA_SANGUINE65D;AI;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE65O;OK;;;;;;;;;;;;;x

# EVENT SEVEN (SIX PART TWO)
# this really needs FromFromFrom.GetTitledName, which is broken
N_DAEDRA_SANGUINE7D;Как ты смотришь на меня?! Если ты не сотрешь эту ухмылку прямо сейчас, я дам тебе по роже! - Услышали вы голос [From.GetTitledName]. И затем последовал удар, а после появление в руках спорщика кинжала. Кто-нибудь, остановите их!;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE7O;Ай!;;;;;;;;;;;;;x


# EVENT EIGHT
N_DAEDRA_SANGUINE8D;Кто-то прочитал свиток под названием "Суровая реальность", который делает всех вокруг обнаженными. Я уверен, что к этому приложил руки сам Сангвин. Людям стоит перестать читать случайные свитки вслух... - Посмотрите на этих красивых людей (и некоторые из них не очень красивы, но морщинисты и... Тьфу! Лучше смотреть на красивых)! ;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE8O;О Боги!;;;;;;;;;;;;;x

# EVENT EIGHT POINT FIVE: I AM SANGUINE
N_DAEDRA_SANGUINE85D;AI;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE85O;OK;;;;;;;;;;;;;x

# EVENT RANDOM
N_DAEDRA_SANGUINE9D;На пиру я встретил очень красивую девушку. Я слышу сам себя, как я предлагаю ей отойти в безлюдное место для небольшой забавы. Я чувствую, будто я под заклинанием! Это безумие, но я не могу себя контролировать!;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE9O;Давай повеселимся, крошка. ;;;;;;;;;;;;;x

# EVENT RANDOM PART TWO
N_DAEDRA_SANGUINE10D;На пиру ко мне подошел очень красиввый мужчина. Он предложил мне отойти в отдельную комнатку в боковом крыле замке... я чувствую, как будто я под заклинанием! Это безумие, но я не могу устоять от предложения. ;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE10O;О да!;;;;;;;;;;;;;x


# EVENT ELEVEN
N_DAEDRA_SANGUINE11D;Очень пьяный Сангвин в одежде придворного подходит ко мне в конце пира и тащит меня в укромный уголок. - Ты такая красивая. Но нам нужно повеселиться побольше, - пристает он. - Не нужно бояться, я не Молаг Бал.;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE11O1;Пока никто не видит нас…;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE11O2;Отойди от меня!;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE11T1;Ваше окружение отреагирует на это;;;;;;;;;;;;;x


# EVEN TWO (THE LAST ONE)
N_DAEDRA_SANGUINE2D;Это был невероятно зажигательный пир, надо сказать! Молодец, смертный, это стоило моего времени... пока. И вот кое-что за твои усилия. Может быть, мы когда-нибудь снова попразднуем вместе... - говорит Сангвин, показывая мне, что он может предложить.;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE2O1;Я возьму золото.;;;;;;;;;;;;;x
N_DAEDRA_SANGUINE2O2;Роза! Как красиво!;;;;;;;;;;;;;x
