#custgovts.b.108;Только сильный может править!;;;;;;;;;;;;;x
#custgovts.desc.challenger.109;Вы отчаянно сражались за свою жизнь, но ваш отец оказался лучшим бойцом. В конце концов, вы упали у его ног побитым и окровавленным. Пока вы беспомощно лежали, он нанёс последний удар.;;;;;;;;;;;;;x
#custgovts.desc.opponent.109;Сын наносит вам один удар за другим. Вы быстро устаёте, и прежде чем пытаетесь атаковать, вы видите как смертельный удар приближается к вам...;;;;;;;;;;;;;x
#custgovts.a.109;Я отправляюсь к Малакату.;;;;;;;;;;;;;x
custgovts.100.desc;Мой(я) [GetFromRelation], [From.GetTitledFirstName], имел(а) смелость подвергнуть сомнению моё право управлять нашим народом, перед всем двором. Кодекс Малаката требует, чтобы я сражался с честью, но учитывая мой статус и полномочия, я могу отложить дуэль на неопределенное время.;;;;;;;;;;;;;x
custgovts.100.accept;Посмотрим, кто достоин вести наш народ!;;;;;;;;;;;;;x
custgovts.100.refuse;Твоё время пока не пришло.;;;;;;;;;;;;;x
custgovts.101;[From.GetBestName] принял мой вызов, касающийся права [From.GetHerHis] управлять. Самые выдающиеся воины окрестностей собираются, чтобы стать свидетелями нашего сражения..;;;;;;;;;;;;;x
custgovts.101.fight;Пусть победит сильнейший.;;;;;;;;;;;;;x
custgovts.102.desc;[From.GetBestName] отказался от моего вызова, касающегося лидерства [From.GetHerHis], заявив, что я еще не готов править.  Хотя я пока не могу требовать власти, многие воины были явно возмущены трусостью [From.GetHerHis].;;;;;;;;;;;;;x
custgovts.102.pathetic;Этот трус думает, что я еще не готов править?;;;;;;;;;;;;;x
HFP.10103.desc.orsimer;[other_combatant.GetTitledFirstName] и я некоторое время кружимся вокург друг друга. Без предупреждения, [other_combatant.GetSheHe] набрасывается на меня с яростным рёвом. После нескольких минут энергичных столкновений , [From.GetSheHe] едва удерживает своё оружие, которое не успевает поднять в последний миг перед моим ударом.;;;;;;;;;;;;;x
HFP.10103.kill.true_orsimer;Никто не победит настоящего орка!;;;;;;;;;;;;;x
HFP.10103.kill.orsimer;Никто не одолеет орка!;;;;;;;;;;;;;x
HFP.10103.spare;Отступи и я пощяжу тебя.;;;;;;;;;;;;;x
HFP.10104.accept;У меня есть еще время исправиться.;;;;;;;;;;;;;x
HFP.10104.refuse;Я должен заплатить Цену Крови.;;;;;;;;;;;;;x
HFP.10104.player;Ты поведешь наш народ к величию.;;;;;;;;;;;;;x
orsimer_unproven_ruler;Недоказанный [Root.GetTitle];;;;;;;;;;;;;x
orsimer_unproven_ruler_desc;Этот правитель еще не проявил себя как достойный вести народ Малаката.;;;;;;;;;;;;;x
orsimer_cowardly_ruler;Опозоренный Малакат;;;;;;;;;;;;;x
orsimer_cowardly_ruler_desc;Этот правитель нарушил Кодекс Малаката своей трусостью.;;;;;;;;;;;;;x
orsimer_leadership_duel_decision;Вызов Лидерства;;;;;;;;;;;;;x
orsimer_leadership_duel_decision_desc;[Root.GetBestName] достаточно правил народом [Root.PrimaryTitle.GetName]. Настало время для истинного избранника Малаката принять правление.;;;;;;;;;;;;;x
impstab.dec.1;Имперская Стабильность уменьшится на §Y1§!;;;;;;;;;;;;;x
impstab.dec.2;Имперская Стабильность уменьшится на §Y2§!;;;;;;;;;;;;;x
impstab.dec.3;Имперская Стабильность уменьшится на §Y3§!;;;;;;;;;;;;;x
impstab.dec.4;Имперская Стабильность уменьшится на §Y4§!;;;;;;;;;;;;;x
impstab.dec.5;Имперская Стабильность уменьшится на §Y5§!;;;;;;;;;;;;;x
impstab.dec.6;Имперская Стабильность уменьшится на §Y6§!;;;;;;;;;;;;;x
impstab.dec.7;Имперская Стабильность уменьшится на §Y7§!;;;;;;;;;;;;;x
impstab.dec.8;Имперская Стабильность уменьшится на §Y8§!;;;;;;;;;;;;;x
impstab.dec.9;Имперская Стабильность уменьшится на §Y9§!;;;;;;;;;;;;;x
impstab.dec.10;Имперская Стабильность уменьшится на §Y10§!;;;;;;;;;;;;;x
impstab.inc.1;Имперская Стабильность уменьшится на §Y1§!;;;;;;;;;;;;;x
impstab.inc.2;Имперская Стабильность уменьшится на §Y2§!;;;;;;;;;;;;;x
impstab.inc.3;Имперская Стабильность уменьшится на §Y3§!;;;;;;;;;;;;;x
impstab.inc.4;Имперская Стабильность уменьшится на §Y4§!;;;;;;;;;;;;;x
impstab.inc.5;Имперская Стабильность уменьшится на §Y5§!;;;;;;;;;;;;;x
impstab.inc.6;Имперская Стабильность уменьшится на §Y6§!;;;;;;;;;;;;;x
impstab.inc.7;Имперская Стабильность уменьшится на §Y7§!;;;;;;;;;;;;;x
impstab.inc.8;Имперская Стабильность уменьшится на §Y8§!;;;;;;;;;;;;;x
impstab.inc.9;Имперская Стабильность уменьшится на §Y9§!;;;;;;;;;;;;;x
impstab.inc.10;Имперская Стабильность уменьшится на §Y10§!;;;;;;;;;;;;;x
imp_stab_neg_50;Имперская Стабильность: §Y-50§!;;;;;;;;;;;;;x
imp_stab_neg_49;Имперская Стабильность: §Y-49§!;;;;;;;;;;;;;x
imp_stab_neg_48;Имперская Стабильность: §Y-48§!;;;;;;;;;;;;;x
imp_stab_neg_47;Имперская Стабильность: §Y-47§!;;;;;;;;;;;;;x
imp_stab_neg_46;Имперская Стабильность: §Y-46§!;;;;;;;;;;;;;x
imp_stab_neg_45;Имперская Стабильность: §Y-45§!;;;;;;;;;;;;;x
imp_stab_neg_44;Имперская Стабильность: §Y-44§!;;;;;;;;;;;;;x
imp_stab_neg_43;Имперская Стабильность: §Y-43§!;;;;;;;;;;;;;x
imp_stab_neg_42;Имперская Стабильность: §Y-42§!;;;;;;;;;;;;;x
imp_stab_neg_41;Имперская Стабильность: §Y-41§!;;;;;;;;;;;;;x
imp_stab_neg_40;Имперская Стабильность: §Y-40§!;;;;;;;;;;;;;x
imp_stab_neg_39;Имперская Стабильность: §Y-39§!;;;;;;;;;;;;;x
imp_stab_neg_38;Имперская Стабильность: §Y-38§!;;;;;;;;;;;;;x
imp_stab_neg_37;Имперская Стабильность: §Y-37§!;;;;;;;;;;;;;x
imp_stab_neg_36;Имперская Стабильность: §Y-36§!;;;;;;;;;;;;;x
imp_stab_neg_35;Имперская Стабильность: §Y-35§!;;;;;;;;;;;;;x
imp_stab_neg_34;Имперская Стабильность: §Y-34§!;;;;;;;;;;;;;x
imp_stab_neg_33;Имперская Стабильность: §Y-33§!;;;;;;;;;;;;;x
imp_stab_neg_32;Имперская Стабильность: §Y-32§!;;;;;;;;;;;;;x
imp_stab_neg_31;Имперская Стабильность: §Y-31§!;;;;;;;;;;;;;x
imp_stab_neg_30;Имперская Стабильность: §Y-30§!;;;;;;;;;;;;;x
imp_stab_neg_29;Имперская Стабильность: §Y-29§!;;;;;;;;;;;;;x
imp_stab_neg_28;Имперская Стабильность: §Y-28§!;;;;;;;;;;;;;x
imp_stab_neg_27;Имперская Стабильность: §Y-27§!;;;;;;;;;;;;;x
imp_stab_neg_26;Имперская Стабильность: §Y-26§!;;;;;;;;;;;;;x
imp_stab_neg_25;Имперская Стабильность: §Y-25§!;;;;;;;;;;;;;x
imp_stab_neg_24;Имперская Стабильность: §Y-24§!;;;;;;;;;;;;;x
imp_stab_neg_23;Имперская Стабильность: §Y-23§!;;;;;;;;;;;;;x
imp_stab_neg_22;Имперская Стабильность: §Y-22§!;;;;;;;;;;;;;x
imp_stab_neg_21;Имперская Стабильность: §Y-21§!;;;;;;;;;;;;;x
imp_stab_neg_20;Имперская Стабильность: §Y-20§!;;;;;;;;;;;;;x
imp_stab_neg_19;Имперская Стабильность: §Y-19§!;;;;;;;;;;;;;x
imp_stab_neg_18;Имперская Стабильность: §Y-18§!;;;;;;;;;;;;;x
imp_stab_neg_17;Имперская Стабильность: §Y-17§!;;;;;;;;;;;;;x
imp_stab_neg_16;Имперская Стабильность: §Y-16§!;;;;;;;;;;;;;x
imp_stab_neg_15;Имперская Стабильность: §Y-15§!;;;;;;;;;;;;;x
imp_stab_neg_14;Имперская Стабильность: §Y-14§!;;;;;;;;;;;;;x
imp_stab_neg_13;Имперская Стабильность: §Y-13§!;;;;;;;;;;;;;x
imp_stab_neg_12;Имперская Стабильность: §Y-12§!;;;;;;;;;;;;;x
imp_stab_neg_11;Имперская Стабильность: §Y-11§!;;;;;;;;;;;;;x
imp_stab_neg_10;Имперская Стабильность: §Y-10§!;;;;;;;;;;;;;x
imp_stab_neg_9;Имперская Стабильность: §Y-9§!;;;;;;;;;;;;;x
imp_stab_neg_8;Имперская Стабильность: §Y-8§!;;;;;;;;;;;;;x
imp_stab_neg_7;Имперская Стабильность: §Y-7§!;;;;;;;;;;;;;x
imp_stab_neg_6;Имперская Стабильность: §Y-6§!;;;;;;;;;;;;;x
imp_stab_neg_5;Имперская Стабильность: §Y-5§!;;;;;;;;;;;;;x
imp_stab_neg_4;Имперская Стабильность: §Y-4§!;;;;;;;;;;;;;x
imp_stab_neg_3;Имперская Стабильность: §Y-3§!;;;;;;;;;;;;;x
imp_stab_neg_2;Имперская Стабильность: §Y-2§!;;;;;;;;;;;;;x
imp_stab_neg_1;Имперская Стабильность: §Y-1§!;;;;;;;;;;;;;x
imp_stab_0;Имперская Стабильность: §Y0§!;;;;;;;;;;;;;x
imp_stab_1;Имперская Стабильность: §Y1§!;;;;;;;;;;;;;x
imp_stab_2;Имперская Стабильность: §Y2§!;;;;;;;;;;;;;x
imp_stab_3;Имперская Стабильность: §Y3§!;;;;;;;;;;;;;x
imp_stab_4;Имперская Стабильность: §Y4§!;;;;;;;;;;;;;x
imp_stab_5;Имперская Стабильность: §Y5§!;;;;;;;;;;;;;x
imp_stab_6;Имперская Стабильность: §Y6§!;;;;;;;;;;;;;x
imp_stab_7;Имперская Стабильность: §Y7§!;;;;;;;;;;;;;x
imp_stab_8;Имперская Стабильность: §Y8§!;;;;;;;;;;;;;x
imp_stab_9;Имперская Стабильность: §Y9§!;;;;;;;;;;;;;x
imp_stab_10;Имперская Стабильность: §Y10§!;;;;;;;;;;;;;x
imp_stab_11;Имперская Стабильность: §Y11§!;;;;;;;;;;;;;x
imp_stab_12;Имперская Стабильность: §Y12§!;;;;;;;;;;;;;x
imp_stab_13;Имперская Стабильность: §Y13§!;;;;;;;;;;;;;x
imp_stab_14;Имперская Стабильность: §Y14§!;;;;;;;;;;;;;x
imp_stab_15;Имперская Стабильность: §Y15§!;;;;;;;;;;;;;x
imp_stab_16;Имперская Стабильность: §Y16§!;;;;;;;;;;;;;x
imp_stab_17;Имперская Стабильность: §Y17§!;;;;;;;;;;;;;x
imp_stab_18;Имперская Стабильность: §Y18§!;;;;;;;;;;;;;x
imp_stab_19;Имперская Стабильность: §Y19§!;;;;;;;;;;;;;x
imp_stab_20;Имперская Стабильность: §Y20§!;;;;;;;;;;;;;x
imp_stab_21;Имперская Стабильность: §Y21§!;;;;;;;;;;;;;x
imp_stab_22;Имперская Стабильность: §Y22§!;;;;;;;;;;;;;x
imp_stab_23;Имперская Стабильность: §Y23§!;;;;;;;;;;;;;x
imp_stab_24;Имперская Стабильность: §Y24§!;;;;;;;;;;;;;x
imp_stab_25;Имперская Стабильность: §Y25§!;;;;;;;;;;;;;x
imp_stab_26;Имперская Стабильность: §Y26§!;;;;;;;;;;;;;x
imp_stab_27;Имперская Стабильность: §Y27§!;;;;;;;;;;;;;x
imp_stab_28;Имперская Стабильность: §Y28§!;;;;;;;;;;;;;x
imp_stab_29;Имперская Стабильность: §Y29§!;;;;;;;;;;;;;x
imp_stab_30;Имперская Стабильность: §Y30§!;;;;;;;;;;;;;x
imp_stab_31;Имперская Стабильность: §Y31§!;;;;;;;;;;;;;x
imp_stab_32;Имперская Стабильность: §Y32§!;;;;;;;;;;;;;x
imp_stab_33;Имперская Стабильность: §Y33§!;;;;;;;;;;;;;x
imp_stab_34;Имперская Стабильность: §Y34§!;;;;;;;;;;;;;x
imp_stab_35;Имперская Стабильность: §Y35§!;;;;;;;;;;;;;x
imp_stab_36;Имперская Стабильность: §Y36§!;;;;;;;;;;;;;x
imp_stab_37;Имперская Стабильность: §Y37§!;;;;;;;;;;;;;x
imp_stab_38;Имперская Стабильность: §Y38§!;;;;;;;;;;;;;x
imp_stab_39;Имперская Стабильность: §Y39§!;;;;;;;;;;;;;x
imp_stab_40;Имперская Стабильность: §Y40§!;;;;;;;;;;;;;x
imp_stab_41;Имперская Стабильность: §Y41§!;;;;;;;;;;;;;x
imp_stab_42;Имперская Стабильность: §Y42§!;;;;;;;;;;;;;x
imp_stab_43;Имперская Стабильность: §Y43§!;;;;;;;;;;;;;x
imp_stab_44;Имперская Стабильность: §Y44§!;;;;;;;;;;;;;x
imp_stab_45;Имперская Стабильность: §Y45§!;;;;;;;;;;;;;x
imp_stab_46;Имперская Стабильность: §Y46§!;;;;;;;;;;;;;x
imp_stab_47;Имперская Стабильность: §Y47§!;;;;;;;;;;;;;x
imp_stab_48;Имперская Стабильность: §Y48§!;;;;;;;;;;;;;x
imp_stab_49;Имперская Стабильность: §Y49§!;;;;;;;;;;;;;x
imp_stab_50;Имперская Стабильность: §Y50§!;;;;;;;;;;;;;x
PROVINCIAL_REBELLION;[Root.Holder.GetOnlyDynastyName] Восстание;;;;;;;;;;;;;x
tamriel_government;Имперское Управление;;;;;;;;;;;;;x
tamriel_government_desc;Империя Тамриэль обладает системой правления, похожей на феодализм. Тем не менее, управление такой большой и разнообразной империей и решение её проблем, и в конечном итоге, судьба Империи, в значительной степени зависит от Имперской Стабильности.;;;;;;;;;;;;;x
title_elder_councillor;Член Совета Старейшин;;;;;;;;;;;;;x
title_elder_councillor_kvatch;Член Совета Старейшин из Кватча;;;;;;;;;;;;;x
title_elder_councillor_anvil;Член Совета Старейшин из Анвила;;;;;;;;;;;;;x
title_elder_councillor_bravil;Член Совета Старейшин из Бравила;;;;;;;;;;;;;x
title_elder_councillor_bruma;Член Совета Старейшин из Брумы;;;;;;;;;;;;;x
title_elder_councillor_cheydinhal;Член Совета Старейшин из Чейдинхола;;;;;;;;;;;;;x
title_elder_councillor_chorrol;Член Совета Старейшин из Коррола;;;;;;;;;;;;;x
title_elder_councillor_leyawiin;Член Совета Старейшин из Лейавина;;;;;;;;;;;;;x
title_elder_councillor_skingrad;Член Совета Старейшин из Скинграда;;;;;;;;;;;;;x
title_elder_councillor_haafingar;Член Совета Старейшин из Солитьюда;;;;;;;;;;;;;x
title_elder_councillor_hjaalmarch;Член Совета Старейшин из Морфала;;;;;;;;;;;;;x
title_elder_councillor_thepale;Член Совета Старейшин из Данстара;;;;;;;;;;;;;x
title_elder_councillor_winterhold;Член Совета Старейшин из Винтерхолда;;;;;;;;;;;;;x
title_elder_councillor_eastmarch;Член Совета Старейшин из Виндхельма;;;;;;;;;;;;;x
title_elder_councillor_therift;Член Совета Старейшин из Рифтена;;;;;;;;;;;;;x
title_elder_councillor_whiterun;Член Совета Старейшин из Вайтрана;;;;;;;;;;;;;x
title_elder_councillor_falkreath;Член Совета Старейшин из Фолкрита;;;;;;;;;;;;;x
title_elder_councillor_markarth;Член Совета Старейшин из Маркарта;;;;;;;;;;;;;x
title_elder_councillor_morrowind;Член Совета Старейшин из Морровинда;;;;;;;;;;;;;x
title_elder_councillor_skyrim;Член Совета Старейшин из Скайрима;;;;;;;;;;;;;x
title_elder_councillor_cyrodiil;Член Совета Старейшин из Сиродиила;;;;;;;;;;;;;x
title_elder_councillor_highrock;Член Совета Старейшин из Хай Рока;;;;;;;;;;;;;x
title_elder_councillor_hammerfell;Член Совета Старейшин из Хаммерфелла;;;;;;;;;;;;;x
title_elder_councillor_elsweyr;Член Совета Старейшин из Эльсвейра;;;;;;;;;;;;;x
title_elder_councillor_mane;Грива в Совете Старейшин;;;;;;;;;;;;;x
title_elder_councillor_argonia;Член Совета Старейшин из Аргонии;;;;;;;;;;;;;x
title_elder_councillor_vvardenfell;Член Совета Старейшин из Вварденфелла;;;;;;;;;;;;;x
title_elder_councillor_yokuda;Член Совета Старейшин из Йокуды;;;;;;;;;;;;;x
title_elder_councillor_valenwood;Член Совета Старейшин из Валенвуда;;;;;;;;;;;;;x
title_elder_councillor_pyandonea;Член Совета Старейшин из Пиандонеи;;;;;;;;;;;;;x
title_elder_councillor_summerset;Член Совета Старейшин из Саммерсета;;;;;;;;;;;;;x
title_elder_councillor_islands;Член Совета Старейшин с Островов;;;;;;;;;;;;;x
title_elder_councillor_religious_head;Член Совета Старейшин от [Root.Religion.GetName];;;;;;;;;;;;;x
title_high_chancellor;Верховный Канцлер;;;;;;;;;;;;;x
title_high_chancellor;Верховный Канцлер Совета Старейшин является одной из наиболее влиятельных фигур в Империи.;;;;;;;;;;;;;x
organise_imperial_watch;Сформировать Дозор Имперского Города;;;;;;;;;;;;;x
organise_imperial_watch_desc;Дозорные Имперского Города происходят от старых легионов Алессианской Империи, когда пожилые легионеры, близкие к отставке, были расквартированы в качестве постоянного гарнизона Имперского города. В течение этого времени, они служили больше в качестве стражников и сил правопорядка, чем как военная сила. Однако, в случае необходимости, мы можем реформировать Городской Дозор в специальную армию и использовать их, чтобы вместо охраны улиц славного сердца Тамриэля, они штурмовали ворота противника.;;;;;;;;;;;;;x
confederacy_elective;Конфедеративные Выборы;;;;;;;;;;;;;x
confederacy_elective_desc;Все графы и выше получают право избрать следующего правителя конфедерации из числа любых персонажей имеющих землю в королевстве и первенцев нынешнего правителя. Предпочтение отдается избирателям более высокого ранга, которые имеют ту же культуру и религию, что и установлена в государстве.;;;;;;;;;;;;;x
succ_confederacy_elective;Конфедеративные Выборы;;;;;;;;;;;;;x
succ_confederacy_elective_desc;Все графы и выше получают право избрать следующего правителя конфедерации из числа любых персонажей имеющих землю в королевстве и первенцев нынешнего правителя. Предпочтение отдается избирателям более высокого ранга, которые имеют ту же культуру и религию, что и установлена в государстве.;;;;;;;;;;;;;x
imperial_commune_elective;Выборы Имперской Коммуны;;;;;;;;;;;;;x
imperial_commune_elective_desc;Нынешний правитель Коммуны, все члены совета сюзерена и все члены Совета Старейшин имеют возможность выдвигать кандидатуры и голосовать за преемника между собой, также как и законные братья, сестры и дети нынешнего правителя. Избиратели в Коммуне предпочитают кандидатов той же культуры, той же религии с исключительными навыками лидерства, предпочитая тех, кто способен руководить государством несмотря на все трудности Сиродильского Междуцарствия.;;;;;;;;;;;;;x
succ_imperial_commune_elective;Выборы Имперской Коммуны;;;;;;;;;;;;;x
