GetOblivion_Malacath;Зольник;;;;;;;;;;;;;x;;
GetOblivion_Mehrunes;Мертвые Земли;;;;;;;;;;;;;x;;
GetOblivion_Mephala;Спиральный Моток;;;;;;;;;;;;;x;;
GetOblivion_Meridia;Цветные Комнаты;;;;;;;;;;;;;x;;
GetOblivion_Molag;Хладная Гавань;;;;;;;;;;;;;x;;
GetOblivion_Namira;Рассеивающая Пустота;;;;;;;;;;;;;x;;
GetOblivion_Nocturnal;Вечнотень;;;;;;;;;;;;;x;;
GetOblivion_Peryite;Ямы Периайта;;;;;;;;;;;;;x;;
GetOblivion_Sanguine;Очаги Наслаждения;;;;;;;;;;;;;x;;
GetOblivion_Sheogorath;Дрожащие острова;;;;;;;;;;;;;x;;
GetOblivion_Vaermina;Трясина;;;;;;;;;;;;;x;;
almalexia_almalexia;Альмалексия;;Альмалексия;;;;;;;x;;;;x;;
almalexia_almalexia_full;Альмалексия;;;;;;;x;;;;;;;;
sothasil_sothasil;Сота Сил;;Сота Сил;;;;;;;x;;;;;;
sothasil_sothasil_full;Сота Сил;;;;;;;x;;;;;;;;
vivec_vivec;Вивек;;Вивек;;;;;;;x;;;;;;
vivec_vivec_full;Вивек;;;;;;;x;;;;;;;;
thras_thras;Трас;Thras;;;;;;;x;;;;;;;
thras_thras_full;Королевства Траса;;;;;;;x;;;;;;;;
azura_azura;Азура;;;;;;;;;;;;;;x;
azura_azura_full;Азура;;;;;;;;;;;;;x;;
boethiah_boethiah;Боэтия;;Боэтия;;;;;;;;;;;;;x
boethiah_boethiah_full;Боэтия;;Боэтия;;;;;;;;;;;;;x
clavicus_clavicus;Клавикус Вайл;;Клавикус Вайл;;;;;;;;;;;;;x
clavicus_clavicus_full;Клавикус Вайл;;Клавикус Вайл;;;;;;;;;;;;;x
hermaeus_hermaeus;Хермеус Мора;;Хермеус Мора;;;;;;;;;;;;;x
hermaeus_hermaeus_full;Хермеус Мора;;Хермеус Мора;;;;;;;;;;;;;x
hircine_hircine;Хирсин;;Хирсин ;;;;;;;;;;;;;x
hircine_hircine_full;Хирсин;;Хирсин;;;;;;;;;;;;;x
malacath_malacath;Малакат;;Малакат;;;;;;;;;;;;;x
malacath_malacath_full;Малакат;;Малакат;;;;;;;;;;;;;x
mehrunes_mehrunes;Мерунес Дагон;;Мерунес Дагон;;;;;;;;;;;;;x
mehrunes_mehrunes_full;Мерунес Дагон;;Мерунес Дагон;;;;;;;;;;;;;x
mephala_mephala;Мефала;;Мефала;;;;;;;;;;;;;x
mephala_mephala_full;Мефала;;Мефала;;;;;;;;;;;;;x
meridia_meridia;Меридия;;Меридия;;;;;;;;;;;;;x
meridia_meridia_full;Меридия;;Меридия;;;;;;;;;;;;;x
molag_molag;Молаг Бал;;Молаг Бал;;;;;;;;;;;;;x
molag_molag_full;Молаг Бал;;Молаг Бал;;;;;;;;;;;;;x
namira_namira;Намира;;Намира;;;;;;;;;;;;;x
namira_namira_full;Намира;;Намира;;;;;;;;;;;;;x
nocturnal_nocturnal;Ноктюрнал;;Ноктюрнал;;;;;;;;;;;;;x
nocturnal_nocturnal_full;Ноктюрнал;;Ноктюрнал;;;;;;;;;;;;;x
peryite_peryite;Периайт;;Периайт;;;;;;;;;;;;;x
peryite_peryite_full;Периайт;;Периайт;;;;;;;;;;;;;x
sanguine_sanguine;Сангвин;;Сангвин;;;;;;;;;;;;;x
sanguine_sanguine_full;Сангвин;;Сангвин;;;;;;;;;;;;;x
sheogorath_sheogorath;Шеогорат;;Шеогорат;;;;;;;;;;;;;x
sheogorath_sheogorath_full;Шеогорат;;Шеогорат;;;;;;;;;;;;;x
vaermina_vaermina;Вермина;;Вермина;;;;;;;;;;;;;x
vaermina_vaermina_full;Вермина;;Вермина;;;;;;;;;;;;;x
title_oblivion_azura;Принц;;Принц;;;;;;;;;;;;;x
title_oblivion_azura_female;Принцесса;;Принцесса;;;;;;;;;;;;;x
title_oblivion_boethiah;Принц;;Принц;;;;;;;;;;;;;x
title_oblivion_boethiah_female;Принцесса;;Принцесса;;;;;;;;;;;;;x
title_oblivion_clavicus;Принц;;Принц;;;;;;;;;;;;;x
title_oblivion_clavicus_female;Принцесса;;Принцесса;;;;;;;;;;;;;x
title_oblivion_hermaeus;Принц;;Принц;;;;;;;;;;;;;x
title_oblivion_hermaeus_female;Принцесса;;Принцесса;;;;;;;;;;;;;x
title_oblivion_hircine;Принц;;Принц;;;;;;;;;;;;;x
title_oblivion_hircine_female;Принцесса;;Принцесса;;;;;;;;;;;;;x
title_oblivion_malacath;Принц;;Принц;;;;;;;;;;;;;x
title_oblivion_malacath_female;Принцесса;;Принцесса;;;;;;;;;;;;;x
title_oblivion_mehrunes;Принц;;Принц;;;;;;;;;;;;;x
title_oblivion_mehrunes_female;Принцесса;;Принцесса;;;;;;;;;;;;;x
title_oblivion_mephala;Принц;;Принц;;;;;;;;;;;;;x
title_oblivion_mephala_female;Принцесса;;Принцесса;;;;;;;;;;;;;x
title_oblivion_meridia;Принц;;Принц;;;;;;;;;;;;;x
title_oblivion_meridia_female;Принцесса;;Принцесса;;;;;;;;;;;;;x
title_oblivion_molag;Принц;;Принц;;;;;;;;;;;;;x
title_oblivion_molag_female;Принцесса;;Принцесса;;;;;;;;;;;;;x
title_oblivion_namira;Принц;;Принц;;;;;;;;;;;;;x
title_oblivion_namira_female;Принцесса;;Принцесса;;;;;;;;;;;;;x
title_oblivion_nocturnal;Принц;;Принц;;;;;;;;;;;;;x
title_oblivion_nocturnal_female;Принцесса;;Принцесса;;;;;;;;;;;;;x
title_oblivion_peryite;Принц;;Принц;;;;;;;;;;;;;x
title_oblivion_peryite_female;Принцесса;;Принцесса;;;;;;;;;;;;;x
title_oblivion_sanguine;Принц;;Принц;;;;;;;;;;;;;x
title_oblivion_sanguine_female;Принцесса;;Принцесса;;;;;;;;;;;;;x
title_oblivion_sheogorath;Принц;;Принц;;;;;;;;;;;;;x
title_oblivion_sheogorath_female;Принцесса;;Принцесса;;;;;;;;;;;;;x
title_oblivion_vaermina;Принц;;Принц;;;;;;;;;;;;;x
title_oblivion_vaermina_female;Принцесса;;Принцесса;;;;;;;;;;;;;x
title_tribunal_almalexia;Трибун;;;;;;;x;;;;;;;;
title_tribunal_almalexia_female;Трибун;;;;;;;x;;;;;;;;
title_tribunal_sothasil;Трибун;;;;;;;x;;;;;;;;
title_tribunal_sothasil_female;Трибун;;;;;;;x;;;;;;;;
title_tribunal_vivec;Трибун;;;;;;;x;;;;;;;;
title_tribunal_vivec_female;Трибун;;;;;;;x;;;;;;;;
title_offmap_thras;Высокое Величество;;;;;;;x;;;;;;;;
title_offmap_thras_female;Высокое Величество;;;;;;;x;;;;;;;;
confucian_bureaucracy;План даэдра;;;;;;;;;;;;;x;;
confucian_bureaucracy_desc;План даэдра - это сам даэдрический принц, это не государство со смертным правителем, а план Обливиона, расположенный далеко за пределами Мундуса. Правящий принц обычно полностью контролирует все, что происходит внутри, за исключением вмешательств извне.;;;;;;;;;;;;;x;;
TXT_ARDOR;Благосклонность;;Благосклонность;;;;;;;;;;;;;x
TXT_INFLUENCE;Влияние;;;;;;;x;;;;;;;;
monthly_ardor;Ежемесячная благосклонность;;Ежемесячная благосклонность;;;;;;;;;;;;;x
monthly_influence;Ежемесячное влияние;;;;;;;x;;;;;;;;
oblivion_isolationist;Равнодушие;;Равнодушие;;;;;;;;;;;;;x
oblivion_isolationist_desc;По какой то причине этот даэдрический Принц стал совершенно равнодушен к делам смертных и полностью ушел в Обливион. Связаться с ним практически невозможно.;;;;;;;;;;;;;;;x
oblivion_interactive;Открытость;;;;;;;;;;;;;;;x
oblivion_interactive_desc;Этот даэдрический Принц в настоящее время интересуется происходящим в Нирне и готов заключать сделки со смертными. С большой вероятностью принц откликнется на дары и призывы.;;;;;;;;;;;;;;;x
oblivion_interventionist;Вторжение;;;;;;;;;;;;;;;x
oblivion_interventionist_desc;Этот даэдрический Принц в настоящее время чрезвычайно заинтересован в делах смертных и стремится расширить свое влияние любыми способами. Это может происходить через видения или же взятие под полный контроль разума.;;;;;;;;;;;;;;;x
oblivion_normal;Господство;;;;;;;;;;;;;;;x
oblivion_normal_desc;Этот даэдрический принц упивается своей мощью и влиянием, его царство стабильно и ему поклоняют бесчисленные смертные. В его владениях сохраняется статус-кво, армия готова к войне, однако для бойни нет причины.;;;;;;;;;;;;;;x;
oblivion_apogee;Торжествующий;;;;;;;;;;;;;;;x
oblivion_apogee_desc;Этот план Обливиона процветает. Правящий Принц жаждет контролировать весь Нирн. Могущество Принца сосредоточено в войсках и дарах, которые он способен предоставить смертным, чья преданность будет непоколебимой.;;;;;;;;;;;;;;;x
oblivion_convalescing;Восстановление;;;;;;;;;;;;;;;x
oblivion_convalescing_desc;Этот даэдрический Принц восстанавливает свои владения и стремится вернуть утраченное могущество. Его План был дестабилизирован вмешательством в Нирн или внутренним катаклизмом. Сила Принца уменьшена.;;;;;;;;;;;;;;;x
oblivion_cataclysm;Катастрофа;;;;;;;;;;;;;;;x
oblivion_cataclysm_desc;План этого Принца находится в катастрофическом состоянии. Разрешение этого кризиса - лишь вопрос времени, однако внимание Принца полностью сосредоточено на этом.;;;;;;;;;;;;;;;x
oblivion_isolationist_effect_desc;§Y*§! Может сделать подношения, чтобы увеличить рвение\n§Y*§! Может не получать никаких благ;;;;;;;;;x;;;;;;
oblivion_interactive_effect_desc;§Y*§! Может сделать подношения, чтобы увеличить рвение\n§Y*§! Может получить большинство благ\n§Y*§! Может вызвать Даэдрическое Вторжение\n§Y*§! Может не призывать Малые Даэдрические Орды;;;;;;;;;x;;;;;;
oblivion_interventionist_effect_desc;§Y*§! Может сделать подношения, чтобы увеличить рвение\n§Y*§! Все блага доступны, если их статус не конфликтует;;;;;;;;;x;;;;;;
oblivion_cataclysm_effect_desc;§Y*§! Может сделать подношения, чтобы увеличить рвение\n§Y*§! Может получить только уникальные блага и кинмаршеров;;;;;;;;;x;;;;;;
oblivion_convalescing_effect_desc;§Y*§! Может сделать подношения, чтобы увеличить рвение\n§Y*§! Может получить большинство благ\n§Y*§! Не может вызывать Даэдрические Вторжения или малые орды даэдра;;;;;;;;;x;;;;;;
oblivion_normal_effect_desc;§Y*§! Может сделать подношения, чтобы увеличить рвение\n§Y*§! Может получить большинство благ\n§Y*§! Может вызвать Даэдрическое Вторжение\n§Y*§! Может не призывать Малые Даэдрические Орды;;;;;;;;;x;;;;;;
oblivion_apogee_effect_desc;§Y*§! Может сделать подношения, чтобы увеличить рвение\n§Y*§! Все блага доступны, если их политика не конфликтует;;;;;;;;;x;;;;;;
thras_open;Открытость;;;;;;;x;;;;;;;;
thras_open_desc;Трассианские королевтсва в мире и заинтересованы в поддержании связи с землевладельцами. Тем, кто вызывает их интерес, проще убедить их принять участие во внешней политике.;;;;;;;;;x;;;;;;
thras_isolationist;Изоляционизм;;;;;;;x;;;;;;;;
thras_isolationist_desc;Сложно поддерживать линии связи с королевтсвами Траса. Посольство практически закрыто, и хотя линии связи не были полностью разорваны, взаимодействие с королевтсвами Траса является более сложной задачей.;;;;;;;;;x;;;;;;
thras_expansionist;Экспансионизм;;;;;;;x;;;;;;;;
thras_expansionist_desc;Слоады приняли агрессивную военную политику, готовы к территориальной экспансии и покорению (или истреблению) обитателей поверхности. Субъектам проще втянуть их в войны, в то время, как соседи, отказывающиеся подчиняться, могут стать целью их вторжений.;;;;;;;;;x;;;;;;
thras_stable;Стабильность;;;;;;;x;;;;;;;;
thras_stable_desc;В данный момент, слоады переживают статус-кво. Трассианские королевства раздроблены, но достаточно скоординированы, чтобы представлять угрозу любому, кто вызовет их гнев. Незначительные экономические, или военные изменения могут привести к существенному сдвигу в их статусеезначитедльН.;;;;;;;;;x;;;;;;
thras_booming;Процветание;;;;;;;x;;;;;;;;
thras_booming_desc;Один правитель получил рычаги давления на других Трассианских королей и королев, временно объединив их под одним знаменем, неизвестно, как долго это продлится. Пока сохранияется эта ситуация, Коралловые Королевства представляют значительную угрозу для любых  соседей, которые отказываются подчиняться. ;;;;;;;;;x;;;;;;
thras_internal_war;Междоусобица;;;;;;;x;;;;;;;;
thras_internal_war_desc;Различные Трассианские королевства погрязли в всеобщей войне. Сообщения от Траса ненадежны, но из их отчетов следует, что жестокость конфликта серьезно ослабила даже самую могущественную Слоадскую монархию.;;;;;;;;;x;;;;;;
thras_invaded;Вторжение;;;;;;;x;;;;;;;;
thras_invaded_desc;Кто-то, или что-то вторглось в королевства Траса, атакуя непосредственно их родные земли. Слоады были вынуждены перевести рабочие и магические ресурсы в Трас, и они будут рады любым союзникам, которые помогут им изменить ситуацию в лучшую сторону.;;;;;;;x;;;;;;;;
thras_recovering;Восстановление;;;;;;;x;;;;;;;;
thras_recovering_desc;Сильно ослабленный в результате военного конфликта, Трас находится в процессе восстановления. Маловероятно, что Трас будет учавствовать в каких-либо военных экспедициях в ближайшее время, а также он не обладает финансовой и экономической мощью. Пройдет несколько лет, прежде чем статус-кво будет восстановлен.;;;;;;;x;;;;;;;;
tribunal_warlike;Воинственный;;;;;;;x;;;;;;;;
tribunal_warlike_desc;Этот член Трибунала проводит политику агрессивного милитаризма, призывая Храм и всех последователей Альмсиви взять в руки оружие и начать войну.;;;;;;;;;x;;;;;;
tribunal_convivial;Общительный;;;;;;;x;;;;;;;;
tribunal_convivial_Desc;Верующие Храма ликуют из-за деятельности этого члена Трибунала, который бродит по миру в поисках приключений, проповедуя добродетели Храма, и, по возможности, помогая простому народу. Характер этого члена Трибунала таков, что он проявляет дружелюбие даже к язычникам-иноземцам, приветствуя этих путешественников в своём Храме.;;;;;;;;;x;;;;;;
tribunal_cordial;Приветливый;;;;;;;x;;;;;;;;
tribunal_cordial_desc;Не увлекаясь ни войнами, ни путешествиями по миру, этот член Трибунала в основном прибывает в своём Храме, но встречает посещающих его паломников, и без всяких сомнений вмешивается в мирские дела, если это необходимо.;;;;;;;x;;;;;;;;
tribunal_withdrawn;Замкнутый;;;;;;;x;;;;;;;;
tribunal_withdrawn_desc;Изолированный в своем внутреннем святилище, и желающий говорить только со своими ближайшими доверенными лицами и слугами, этот член Трибунала проявляет  весьма малый интерес к происходящему во внешнем мире, и менее эффективно влияет на него.;;;;;;;x;;;;;;;;
tribunal_hidden;Скрытый;;;;;;;x;;;;;;;;
tribunal_hidden_desc;В данный момент, этот член Трибунала полностью недоступен. Никто не смог установить с ним какие-либо контакты.;;;;;;;x;;;;;;;;
tribunal_10;Могущество - 10;;;;;;;x;;;;;;;;
tribunal_10_desc;Этот член Трибунала, несомненно находится на пике своего могущества.;;;;;;;x;;;;;;;;
tribunal_9;Могущество - 9;;;;;;;x;;;;;;;;
tribunal_9_desc;Этот член Трибунала обладает ужасающей силой.;;;;;;;x;;;;;;;;
tribunal_8;Могущество - 8;;;;;;;x;;;;;;;;
tribunal_8_desc;Этот член Трибунала - очень сильный.;;;;;;;x;;;;;;;;
tribunal_7;Могущество - 7;;;;;;;x;;;;;;;;
tribunal_7_desc;Этот член Трибунала - сильный.;;;;;;;x;;;;;;;;
tribunal_6;Могущество - 6;;;;;;;x;;;;;;;;
tribunal_6_desc;Этот член Трибунала обладает значительным могуществом.;;;;;;;x;;;;;;;;
tribunal_5;Могущество - 5;;;;;;;x;;;;;;;;
tribunal_5_desc;Могущество этого члена Трибунала находится под сомнением.;;;;;;;x;;;;;;;;
tribunal_4;Могущество - 4;;;;;;;x;;;;;;;;
tribunal_4_desc;Могущество этого члена Трибунала - неустойчиво.;;;;;;;x;;;;;;;;
tribunal_3;Могущество - 3;;;;;;;x;;;;;;;;
tribunal_3_desc;Могущество этого члена Трибунала - уменьшается.;;;;;;;x;;;;;;;;
tribunal_2;Могущество - 2;;;;;;;x;;;;;;;;
tribunal_2_desc;Могущество этого члена Трибунала - слабое.;;;;;;;x;;;;;;;;
tribunal_1;Могущество - 1;;;;;;;x;;;;;;;;
tribunal_1_desc;Могущество этого члена Трибунала как у обычного смертного.;;;;;;;x;;;;;;;;
tribunal_0;Умерший;;;;;;;x;;;;;;;;
tribunal_0_desc;Этот член Трибунала мёртв.;;;;;;;x;;;;;;;;
emperor_likes_THIS_tt;Этот персонаж любит...;;;;;;;x;;;;;;;;
emperor_dislikes_THIS_tt;Этот персонаж не любит...;;;;;;;x;;;;;;;;
emperor_has_ambiguous_feelings_of_THIS_tt;(§G[Root.GetFirstName] нравится [This.GetLike]§! но §R[Root.GetFirstName] [This.GetDislike]§!);;;;;;;;;;;;;x;;
OFFMAP_TRIBUTARIES_TOOLTIP_DESCEMPEROR_LIKES_LABEL;Этому персонажу нравятся;;;;;;;;;;;;;x;;
EMPEROR_LIKES_LABEL;Этому персонажу нравятся;;;;;;;;;x;;;;;;
EMPEROR_DISLIKES_LABEL;Этот персонаж не любит;;;;;;;;;;;;;x;;
OFFMAP_TRIBUTARIES_TOOLTIP_DESC;Этот персонаж не имеет данников. Однако, у него есть преданные последователи.;;;;;;;;;x;;;;;;
OFFMAP_VIEW_BUTTON_INSTANT;$OFFMAP|Y$\nВзаимодействовать с $OFFMAP|Y$.;;;;;;;;;;;;;x;;
OFFMAP_GIFTS_DESC;Если [From.GetFirstName] интересуется делами смертных, возможно добиться расположения [From.GetHerHim] и увеличить §YArdor§!.;;;;;;;;;;;;;x;;
OFFMAP_BOONS_DESC;Если [From.GetFirstName] интересуется делами смертных, вы можете попросить у него могущественные дары, которые Принц может предоставить вам за определенную §YArdor§!.;;;;;;;;;;;;;x;;
OFFMAP_GRACE_TOOLTIP;Это ваш текущий уровень [Root.GetCurrency] с [Root.GetName].;;;;;;;;;;;;;x;;
OFFMAP_GRACE_TOOLTIP_GAIN;Ежемесячный прирост:;;;;;;;;;;;;;x;;
OFFMAP_GRACE_TOOLTIP_DESC;[Root.GetCurrency] может быть получена путем предоставления дани [Root.GetFullName], и может быть использована для получения могущественных даров.;;;;;;;;;;;;;x;;
OFFMAP_LIKES_TOOLTIP;Этому персонажу нравятся...;;;;;;;;;;;;;x;;
OFFMAP_LIKES_AND_DISLIKES_DESC;Этоти персонажи имеют разные интересы и вкусы, но всех их объединяет одно - желание взаимодействовать со смертными, обладающими исключительным потенциалом. Эти люди всегда привлекают их внимание...;;;;;;;;;;;;;x;;
OFFMAP_DISLIKES_TOOLTIP;Этот персонаж не любит...;;;;;;;;;;;;;x;;
offmap_openly_worship;Открытое поклонение [From.GetFirstName];;;;;;;;;;;;;x;;
offmap_secretly_worship;Тайное поклонение [From.GetFirstName];;;;;;;;;;;;;x;;
offmap_pantheon_worship;Поклонение [From.GetFirstName] в пределах пантеона;;;;;;;;;;;;;x;;
offmap_likes_patron_almalexia;Последователь [From.GetFirstName];;;;;;;;;x;;;;;;
offmap_likes_patron_sothasil;Последователь [From.GetFirstName];;;;;;;;;x;;;;;;
offmap_likes_patron_vivec;Последователь [From.GetFirstName];;;;;;;;;x;;;;;;
offmap_offering;Предложение оценено;;;;;;;;;;;;;x;;
offmap_mural;Художественное произведение оценено;;;;;;;;;x;;;;;;
offmap_likes_khajiit;Вы - каджит;;;;;;;;;;;;;x;;
offmap_likes_argonians;Вы - аргонианец;;;;;;;;;;;;;x;;
offmap_likes_bretons;Вы - бретонец;;;;;;;;;;x;;;;;
offmap_likes_colovians;Вы - коловианец;;;;;;;;;;;;;x;;
offmap_likes_imperials;Вы - имперец;;;;;;;;;;;;;x;;
offmap_likes_nibeneans;Вы - нибенеец;;;;;;;;;;;;;x;;
offmap_likes_nords;Вы - норд;;;;;;;;;;;;;x;;
offmap_likes_reachmen;Вы - ричмен;;;;;;;;;;;;;x;;
offmap_likes_redguards;Вы - редгард;;;;;;;;;;;;;x;;
offmap_likes_altmer;Вы - альтмер;;;;;;;;;;;;;x;;
offmap_likes_bosmer;Вы - босмер;;;;;;;;;;;;;x;;
offmap_likes_dunmer;Вы - данмер;;;;;;;;;;;;;x;;
offmap_likes_orsimer;Вы - орсимер;;;;;;;;;;;;;x;;
offmap_likes_ayleids;Вы - айлейд;;;;;;;;;;;;;x;;
offmap_likes_chimer;Вы - кимер;;;;;;;;;;;;;x;;
offmap_likes_dwemer;Вы - двемер;;;;;;;;;;;;;x;;
offmap_likes_falmer;Вы - фалмер;;;;;;;;;;;;;x;;
offmap_likes_maormer;Вы - маормер;;;;;;;;;;;;;x;;
offmap_likes_akaviri;Вы - акавирец;;;;;;;;;;;;;x;;
offmap_likes_kamal;Вы - камаль;;;;;;;;;;;;;x;;
offmap_likes_potun;Вы - По Тун;;;;;;;;;;;;;x;;
offmap_likes_tangmo;Вы - Танг Мо;;;;;;;;;;;;;x;;
offmap_likes_tsaesci;Вы - цаэски;;;;;;;;;;;;;x;;
offmap_likes_quey;Вы - квей;;;;;;;;;;;;;x;;
offmap_likes_dremora;Вы - дремора;;;;;;;;;;;;;x;;
offmap_likes_sload;Вы - слоад;;;;;;;;;;;;;x;;
offmap_likes_undead;Вы - нежить;;;;;;;;;;;;;x;;
offmap_likes_lustful;Вы похотливы;;;;;;;;;;;;;x;;
offmap_likes_chaste;Вы целомудренны;;;;;;;;;;;;;x;;
offmap_likes_gluttonous;Вы прожорливы;;;;;;;;;;;;;x;;
offmap_likes_temperate;Вы умеренны;;;;;;;;;;;;;x;;
offmap_likes_greedy;Вы жадны;;;;;;;;;;;;;x;;
offmap_likes_charitable;Вы щедры;;;;;;;;;;;;;x;;
offmap_likes_slothful;Вы ленивы;;;;;;;;;;;;;x;;
offmap_likes_diligent;Вы прилежны;;;;;;;;;;;;;x;;
offmap_likes_envious;Вы завистливы;;;;;;;;;;;;;x;;
offmap_likes_kind;Вы добры;;;;;;;;;;;;;x;;
offmap_likes_wroth;Вы гневный;;;;;;;;;;;;;x;;
offmap_likes_patient;Вы терпеливы;;;;;;;;;;;;;x;;
offmap_likes_proud;Вы горделивы;;;;;;;;;;;;;x;;
offmap_likes_humble;Вы смиренны;;;;;;;;;;;;;x;;
offmap_likes_deceitful;Вы лживы;;;;;;;;;;;;;x;;
offmap_likes_honest;Вы честны;;;;;;;;;;;;;x;;
offmap_likes_craven;Вы малодушны;;;;;;;;;;;;;x;;
offmap_likes_brave;Вы храбры;;;;;;;;;;;;;x;;
offmap_likes_shy;Вы застенчивы;;;;;;;;;;;;;x;;
offmap_likes_gregarious;Вы общительны;;;;;;;;;;;;;x;;
offmap_likes_ambitious;Вы амбициозны;;;;;;;;;;;;;x;;
offmap_likes_content;Вы удовлетворены;;;;;;;;;;;;;x;;
offmap_likes_arbitrary;Вы самодур;;;;;;;;;;;;;x;;
offmap_likes_just;Вы справедливы;;;;;;;;;;;;;x;;
offmap_likes_cynical;Вы циничны;;;;;;;;;;;;;x;;
offmap_likes_zealous;Вы набожны;;;;;;;;;;;;;x;;
offmap_likes_paranoid;Вы параноик;;;;;;;;;;;;;x;;
offmap_likes_trusting;[FromFromFromFrom.GetFirstName] доверчив(а);;;;;;;;;;;;;x;;
offmap_likes_cruel;Вы жестоки;;;;;;;;;;;;;x;;
offmap_likes_ruthless;Вы беспощадны;;;;;;;;;;;;;x;;
offmap_likes_reckless;Вы опрометчивы;;;;;;;;;;;;;x;;
offmap_likes_absent_minded;Вы рассеянны;;;;;;;;;;;;;x;;
offmap_likes_vain;Вы тщеславны;;;;;;;;;;;;;x;;
offmap_likes_slovenly;Вы неряшливы;;;;;;;;;;;;;x;;
offmap_likes_erudite;Вы эрудит;;;;;;;;;;;;;x;;
offmap_likes_stubborn;Вы тупы;;;;;;;;;;;;;x;;
offmap_likes_celibate;Вы приняли целибат;;;;;;;;;;;;;x;;
offmap_likes_groomed;Вы неопрятны;;;;;;;;;x
offmap_likes_uncouth;Вы неотосяны;;;;;;;;;x
offmap_likes_diseased;Вы больны;;;;;;;;;x
offmap_likes_vow_1;Обет позорного убожества;;;;;;;;;x
offmap_likes_vow_2;Обет жалкого убожества;;;;;;;;;x
offmap_likes_vow_3;Обет удручающеего убожества;;;;;;;;;x
offmap_likes_poets;Вы - поэт;;;;;;;;;;;;;x;;
offmap_likes_falconers;Вы - сокольничий;;;;;;;;;;;;;x;;
offmap_likes_gardeners;Вы - садовник;;;;;;;;;;;;;x;;
offmap_likes_administrators;Вы - администратор;;;;;;;;;;;;;x;;
offmap_likes_architects;Вы - архитектор;;;;;;;;;;;;;x;;
offmap_likes_blacksmiths;Вы - кузнец;;;;;;;;;;;;;x;;
offmap_likes_engineers;Вы - инженер;;;;;;;;;;;;;x;;
offmap_likes_impalers;Вы - колосажатель;;;;;;;;;;;;;x;;
offmap_likes_seducers;Вы - соблазнитель;;;;;;;;;;;;;x;;
offmap_likes_seductresses;Вы - соблазнительница;;;;;;;;;;;;;x;;
offmap_likes_schemers;Вы - интриган;;;;;;;;;;;;;x;;
offmap_likes_smugglers;Вы - контрабандист;;;;;;;;;;;;;x;;
offmap_likes_saboteurs;Вы - саботажник;;;;;;;;;;;;;x;;
offmap_likes_pirates;Вы - пират;;;;;;;;;;;;;x;;
offmap_likes_duelists;Вы - дуэлянт;;;;;;;;;;;;;x;;
offmap_likes_hunters;Вы - охотник;;;;;;;;;;;;;x;;
offmap_likes_strategists;Вы - стратег;;;;;;;;;;;;;x;;
offmap_likes_adventurers;Вы - путешественник;;;;;;;;;;;;;x;;
offmap_likes_gladiators;Вы - гладиатор;;;;;;;;;;;;;x;;
offmap_likes_equestrians;Вы - наездник;;;;;;;;;;;;;x;;
offmap_likes_hedonists;Вы - гедонист;;;;;;;;;;;;;x;;
