#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
alchemy2d;[From.GetBestName], которому вы поручили выполнить алхимические опыты, подошел вам с результатами [From.GetHerHis] последнего эксперимента. По-видимому, это довольно мощная микстура фертильности в небольшой синей бутылке.;;;;;;;;;;;;;x
alchemy31d;[From.GetBestName], ваш алхимик приготовил зелье, увеличивающее ваш навык интриги, во время выполнения алхимических экспериментов в [From.Location.GetName].;;;;;;;;;;;;;x
alchemy32d;Зелье улучшения интриги, которые вы выпили, похоже, дало малый эффект, если дало его вообще.;;;;;;;;;;;;;x
alchemy36d;[From.GetBestName], ваш алхимик приготовил зелье, увеличивающее ваш навык образованности, во время выполнения алхимических экспериментов в [From.Location.GetName].;;;;;;;;;;;;;x
alchemy37d;Зелье улучшения образованности, которые вы выпили, похоже, дало малый эффект, если дало его вообще.;;;;;;;;;;;;;x
alchemy3d;Кажется, зелье фертильности, приготовленное для вас алхимиком, не оказало должного эффекта. Во всяком случае, вы чувствуете, что ваше либидо понизилось...;;;;;;;;;;;;;x
alchemy3o;Я просто не чувствую себя больше сексуальным...;;;;;;;;;;;;;x
alchemy41d;"[From.GetBestName], ваш алхимик, врывается в комнату с диким ликующим взглядом в своих глазах. """"Я сделал это! Я сделал это!"""" он с восклицанием, танцевал вокруг, держа в руке прижатую к груди светящуюся бутылку. Кажется, [From.GetBestName] создал то, что он называет 'Особое варево', которое по его заверению, будет постоянно увеличивать один из параметров ваших навыков.";;;;;;;;;;;;;x
alchemy42d;Зелье, которое [From.GetBestName] дал вам, конечно, было 'Особым варевом'. Вы уже чувствуете себя сильнее, и когда вы смотрите на карты, планы сражений формируются  в вашем уме. Также вам стало легче держать меч в руке.;;;;;;;;;;;;;x
alchemy43d;Зелье, которое [From.GetBestName] дал вам, конечно, было 'Особым варевом'. Похоже, вы теперь способны лучше убеждать других выполнять ваши приказы. Ваше красноречие и дипломатические способности, кажется значительно возросли.;;;;;;;;;;;;;x
alchemy44d;Зелье, которое [From.GetBestName] дал вам, конечно, было 'Особым варевом'. Вы получили более полное представление об управлении людьми, и, кажется, осознали тонкости административной работы в вашем государстве.;;;;;;;;;;;;;x
alchemy45d;Зелье, которое [From.GetBestName] дал вам, конечно, было 'Особым варевом'. Вы получили практически сверхъестественное восприятие происходящего вокруг вас, теперь вы в состоянии видеть закономерности в движениях народных масс и их речах. Интриги, кажется даются  вам также легко, как и нарезка хлеба.;;;;;;;;;;;;;x
alchemy46d;Зелье, которое [From.GetBestName] дал вам, конечно, было 'Особым варевом'. Вы уже чувствуете себя образованней, и ваш разум обрел невиданную ранее остроту.;;;;;;;;;;;;;x
alchemy4d;Ваш сюзерен отказался от сваренного вами зелья.;;;;;;;;;;;;;x
alchemy4o;Ну, я полагаю, что оно не для каждого.;;;;;;;;;;;;;x
alchemy51d;[From.GetBestName], ваш алхимик ошибся в одном из [From.GetHerHis] экспериментальных рецептов, и в итоге создал партию целебных зелий с незначительным эффектом. Они мало пригодны при дворе, но солдаты могли бы извлечь из них большую пользу.;;;;;;;;;;;;;x
alchemy53d;[From.GetBestName], ваш алхимик ошибся в одном из [From.GetHerHis] экспериментальных рецептов, и в итоге создал партию укрепляющих зелий с незначительным эффектом. Они мало пригодны при дворе,  но солдаты могли бы извлечь из них большую пользу.;;;;;;;;;;;;;x
alchemy61d;[From.GetBestName], ваш алхимик, изготовил редкое зелье изменения. [From.GetSheHe] утверждает, что зелье может быстро  убрать любые уродства у человека и приблизить его внешность к идеальной, лишенной всяческих ужасных уродств. [From.GetSheHe] говорит, что зелье может также улучшить уже измененную внешность...;;;;;;;;;;;;;x
alchemy62d;Через несколько минут, после того как вы приняли зелье, всё ваше тело наполняется страшной болью. Вы падаете на пол и чувствуете себя так, словно части вашего тела рвут на части и они покидают ваше тело. В конце концов,  боль прекращается и вы встаёте и смотрите в зеркало, чтобы увидеть своё уродство... которое исчезло!;;;;;;;;;;;;;x
alchemy63d;Вот проклятье! Этот дурак-алхимик дал вам неправильное зелье полиморфа! Оно превратило вас в курицу!;;;;;;;;;;;;;x
alchemy64d;После нескольких часов ожиданий, [From.GetBestName], ваш алхимик выходит из комнаты, глядя очень злым взглядом на [From.GetHerselfHimself]. Похоже, зелье Полиморфа не оказало заметного влияния на вашу личность...;;;;;;;;;;;;;x
alchemy66d;Через несколько дней, после того как вы приняли зелье Полиморфа от вашего алхимика, у вас произошла драка серьезно больным человеком. Слуги, которые сожгли вашу одежду, вскоре после этого умерли от той же болезни, в то время как у вас проявился иммунитет. Похоже, зелье дало непреднамеренный эффект. Вы также, кажется, не постарели ни на день с тех пор как выпили его...;;;;;;;;;;;;;x
alchemy67d;Наконец, зелье Полиморфа словно хочет вас предупредить - ваше тело растягивается и быстро возвращается в свою первоначальную форму, прежде чем вы употребили это испорченное зелье.;;;;;;;;;;;;;x
alchemy6d;[From.GetBestName], ваш алхимик, подошел к вам с результатами своего последнего эксперимента. По-видимому [From.GetBestName] создал довольно мощное зелье здоровья.;;;;;;;;;;;;;x
alchemy7d;Зелье здоровья, изготовленное вашим алхимиком, кажется не возымело должного эффекта.;;;;;;;;;;;;;x
aldmeris_opinion;Альдмерское мнение;;;;;;;;;;;;;x
alikr_opinion;Мнение Алик'р;;;;;;;;;;;;;x
alkosh_opinion;Мнение Алкоша;;;;;;;;;;;;;x
almsivi_old_velothi_opinion;Велотианское Мнение;;;;;;;;;;;;;x
almsivi_opinion;Мнение Альмсиви;;;;;;;;;;;;;x
altmer_opinion;Альтмерское Мнение;;;;;;;;;;;;;x
amulet_draconian_madstone;Драконий Камень;;;;;;;;;;;;;x
amulet_draconian_madstone_desc;Драконий Камень - это древний амулет цаэски, сделанный чтобы защитить своего владельца от болезней и ядов. Он был ценным артефактом змеелюдей, принадлежащий их императрицам, символом их власти, подобно Амулету Королей, который символизировал авторитет Императоров Тамриэля. Он был подарен  императрицей своему сыну, генералу цаэски в конце Первой Эпохи, в надежде что амулет защитит его в этой грандиозной военной компании. К сожалению, амулет был утерян во мгле веков, вместе с генералом и его армией, до сих пор.;;;;;;;;;;;;;x
amulet_of_infectious_charm;Амулет Заразительного Очарования;;;;;;;;;;;;;x
amulet_of_infectious_charm_desc;Легендарный и весьма известный артефакт. Этот амулет обладает возможностью сделать своего владельца практически неотразимым перед противоположным поло. Тот, кто носит его на шее благословляется способностями к внушению и соблазнению, правда ценой  снижения здоровья и большей уязвимости к болезням.;;;;;;;;;;;;;x
amulet_of_necromancer;Амулет Некроманта;;;;;;;;;;;;;x
amulet_of_necromancer_desc;Амулет Некроманта - это легендарный артефакт, созданный самим Маннимарко - Королем червей. Внешне он зачастую выглядит как изысканный амулет, украшенный черепом. Хотя, похоже,  его форма меняется с каждым новым владельцем. Он даёт носящему практически равную доспехам защиту, но без дополнительной нагрузки, так как регенерирует здоровье своего носителя. Владелец амулета также становится не по годам мудрым и гораздо более способным магом. Это, однако имеет свою цену, так как амулет медленно высасывает здоровье своего носителя, до тех пор, пока тот не истощается. Амулет нестабилен в этом мире, и обречен исчезнуть из одного места, чтобы появится в других местах, далеких от его прежнего местопребывания. Хотя некоторые говорят, что это сделано специально и амулет отказывается от своего старого владельца, когда высасывает из него последние капли жизненной силы.;;;;;;;;;;;;;x
amulet_of_necromancy;Амулет Некромантии;;;;;;;;;;;;;x
amulet_of_necromancy_desc;Темный амулет, призванный удерживать власть над нежитью. Хотя он может быть чрезвычайно могущественным в руках правильного мага, известно, что его удерживают только те, кто может претендовать на владение некромантией. Некоторые говорят, что это просто бледная имитация гораздо более мощного Амулета Некроманта, созданного самим Королем Червей...;;;;;;;;;;;;;x
amulet_dark;Тёмный Амлует;;;;;;;;;;;;;x
amulet_dark_desc;Странный амулет, обладающий достаточной силой, чтобы удержать власть некроманта над нежитью.;;;;;;;;;;;;;x
amulet_tainted;Испорченный амулет;;;;;;;;;;;;;x
amulet_tainted_desc;Несмотря на свою силу, этот амулет истощает жизнь своего владельца...;;;;;;;;;;;;;x
amulet_of_unity;Амулет Единства;;;;;;;;;;;;;x
amulet_of_unity_desc;Зачарованный амулет высокой ценности, эти безделушки были изготовлены неизвестным человеком во время правления потентата, до периода Междуцарствия. Первоначально они были созданы, чтобы помочь потентату в управлении страной, чтобы отправить их в качестве подарков местным правителя. Эти артефакты усиливают преданность непослушных дворян и крестьян по отношению к их сюзерену. И нынче эти амулеты пользуются большим спросом среди торговцев, дворян и других личностей, которых прельщает власть над слугами и вассалами.;;;;;;;;;;;;;x
animism_opinion;Мнение Анимизма;;;;;;;;;;;;;x
anuic_skaal_opinion;Ануикское Мнение;;;;;;;;;;;;;x
appeased_religious;Местные жители считают, что они и их правитель благословлены богами. Следовательно, они менее склонны к восстаниямt.;;;;;;;;;;;;;x
appoint_local_magistrate;Назначить местным магистратом;;;;;;;;;;;;;x
appoint_local_magistrate_desc;Назначить магистрата из числа местных жителей. Это позволит назначить нового правителя для нужного баронства с культурой, соответствующей местной культуре провинции.;;;;;;;;;;;;;x
arch_curator;Архикуратор;;;;;;;;;;;;;x
arch_primate;Архипримас;;;;;;;;;;;;;x
archcanon;Архиканоник;;;;;;;;;;;;;x
archein_opinion;Мнение Аркейн;;;;;;;;;;;;;x
arghsabrecat;Аргх!;;;;;;;;;;;;;x
argonian_opinion;Аргонианское Мнение;;;;;;;;;;;;;x
artifact_count;Принадлежащие Артефакты;;;;;;;;;;;;;x
ashlander_opinion;Мнение Эшлендеров;;;;;;;;;;;;;x
ASK_FOR_EXCOMMUNICATION_INTERACTION_0;§Y[ThirdPartyCharacter.GetBestName]§W стоит у нас на пути. Спросить, согласится ли §Y[Recipient.GetTitledFirstName]§W отлучить [ThirdPartyCharacter.GetHersHis]. Данное прошение уменьшит Вашу благосклонность на §R$COST$§W и, если оно будет удовлетворенно, сильно разозлит родственников отлучённого лица.;;;;;;;;;;;;;x              ;;;;;;;;;;;;;;
ASK_FOR_EXCOMMUNICATION_INTERACTION_DESC;§Y[ThirdPartyCharacter.GetBestName]§W стоит у нас на пути. Спросить, согласится ли §Y[Actor.RelHead.GetTitledFirstName]§W отлучить [ThirdPartyCharacter.GetHersHis]. Данное прошение уменьшит Вашу благосклонность на §R100§W и, если оно будет удовлетворено, сильно разозлит родственников отлучённого лица.;;;;;;;;;;;;;x
ask_for_land_desc;Я могу попросить сюзерена дать немного земли своему безземельному ребенку. Это можно делать не чаще чем каждые два года.;;;;;;;;;;;;;x
ask_friend_loan;Прошение о займе;;;;;;;;;;;;;x
ask_friend_loan_desc;Просьба о кредите от Вашего друга, §G[This.GetFirstName]§!.;;;;;;;;;;;;;x
ask_merchant_loan;Прошение о займе;;;;;;;;;;;;;x
ask_merchant_loan_desc;Просьба о кредите от §Y[This.GetTitledFirstName]§!, Главы §Y[This.GetTitle]§!.;;;;;;;;;;;;;x
atlastmeagain;Наконец-то, я снова стал собой! ... *радость*;;;;;;;;;;;;;x
atmoran_opinion;Атморское Мнение;;;;;;;;;;;;;x
atmoran_pantheon_opinion;Мнение Атморского Пантеона;;;;;;;;;;;;;x
auriel_opinion;Мнение Аури-Эля;;;;;;;;;;;;;x
awildbardappears;Мастерский Бард появляется при дворе.;;;;;;;;;;;;;x
awildbmageappears;Мастерский Боевой Маг появляется при дворе.;;;;;;;;;;;;;x
awildknightappears;Мастерский Рыцарь появляется при дворе.;;;;;;;;;;;;;x
awildmageappears;Мастерский Маг появляется при дворе.;;;;;;;;;;;;;x
awildmonkappears;Выдающийся Монах появляется при дворе.;;;;;;;;;;;;;x
awildnightbladeappears;Выдающийся Ночной Клинок появляется при дворе.;;;;;;;;;;;;;x
awildpilgrimappears;Выдающийся Пилигрим появляется при дворе.;;;;;;;;;;;;;x
awildpriestappears;Выдающийся Священник появляется при дворе.;;;;;;;;;;;;;x
awildthiefappears;Выдающийся Вор появляется при дворе.;;;;;;;;;;;;;x
awildwarriorappears;Выдающийся Воин появляется при дворе.;;;;;;;;;;;;;x
ayleid_opinion;Айлейдское Мнение;;;;;;;;;;;;;x
b_alacantir;Алакантир;;;;;;;;;;;;;x
b_nerva;Нерва;;;;;;;;;;;;;x
baan_dar_opinion;Мнение Баан Дар;;;;;;;;;;;;;x
block_all_seduction_toggle;Разрешать переключить соблазнение;;;;;;;;;;;;;x
block_all_seduction_toggle_desc;При включении этой опции [From.GetFullName] может быть объектом соблазнения. Это относится только к персонажам игрока.;;;;;;;;;;;;;x
block_seduction_tt;§KЗапретить§! §G[From.GetFullName]§! быть объектом действий по соблазнению.;;;;;;;;;;;;;x
bosmer_opinion;Босмерское Мнение;;;;;;;;;;;;;x
breton_opinion;Бретонское Мнение;;;;;;;;;;;;;x
build_mausoleum_tt;Ваш главный архитектор приступил к грандиозной задаче по проектированию и строительству вашего личного мавзолея, который станет домом для вашего тела, после того, как ваша душа отправится в Этериус.... или в Обливион. В то место, где она найдет себе пристанище в загробной жизни.;;;;;;;;;;;;;x
CAN_HOLD_MORE_ARTIFACTS;Можно владеть большим количеством артефактов;;;;;;;;;;;;;x
cancelpotion;Я не думаю, что мой сюзерен будет заинтересован.;;;;;;;;;;;;;x
cancelpotiontt;Попытаться продать зелье на местном рынке.;;;;;;;;;;;;;x
captain;Капитан;;;;;;;;;;;;;x
cb_install_antiking_desc;Сделать королем другого персонажа;;;;;;;;;;;;;x
Chairman;Председатель;;;;;;;;;;;;;x
champion;Чемпион;;;;;;;;;;;;;x
chancellor10d;Мои попытки принести нашу славную культуру в [Location.GetName] оказались успешными. Жители [Location.GetName] в настоящее время в большинстве своем [Root.Culture.GetName], или, по крайней мере, используют наши обычаи и традиции в своей повседневной жизни.;;;;;;;;;;;;;x
chancellor10t;Культура в провинции изменилась;;;;;;;;;;;;;x
chancellor11d;Мои попытки принести нашу славную культуру в [From.Location.GetName] оказались успешными. Жители [From.Location.GetName] в настоящее время в большинстве своем [Root.Culture.GetName], или, по крайней мере, используют наши обычаи и традиции в своей повседневной жизни.;;;;;;;;;;;;;x
chancellor1d;Местных жителей все больше возмущает, то что они считают посягательством на свои земли со стороны новых колонистов, недавно привезенных мною в [Location.GetName].;;;;;;;;;;;;;x
chancellor1o;Сообщить сюзерену об этих тревожных событиях.;;;;;;;;;;;;;x
chancellor1t;Местные жители недовольны;;;;;;;;;;;;;x
chancellor2d;Мой повелитель, я должен сообщить Вам о неприятностях в [From.Location.GetName]. Мои попытки поселить в провинции наших собственных людей и привить местным жителям наш образ жизни и культуру встретили сильное сопротивление. Люди злятся, и мы можем вскоре столкнуться с открытым бунтом.;;;;;;;;;;;;;x
chancellor4d;Мои попытки привлечь поселенцев из других наших провинций, чтобы они помогли в преобразовании [Location.GetName] оказались успешными. Несколько небольших анклавов нашей культуры были созданы и некоторые из туземцев начали перенимать наши обычаи и традиции.;;;;;;;;;;;;;x
chancellor4t;Созданы культурные анклавы;;;;;;;;;;;;;x
chancellor5d;Мои попытки привлечь поселенцев из других наших провинций, чтобы они помогли в преобразовании [From.Location.GetName] оказались успешными. Несколько небольших анклавов нашей культуры были созданы и некоторые из туземцев начали перенимать наши обычаи и традиции.;;;;;;;;;;;;;x
cheese_everywhere;Изобилие Сыра;;;;;;;;;;;;;x
cheese_everywhere_desc;Миллион кругов сыра посыпались с неба в этой провинции. Произошло несколько смертей, но в целом народ в экстазе из-за обильного урожая сыра. Они, безусловно, не умрут от голода в ближайшем будущем.;;;;;;;;;;;;;x
chimer_opinion;Кимерское Мнение;;;;;;;;;;;;;x
chimeris_opinion;Кимеристское Мнение;;;;;;;;;;;;;x
choosebigbox;Выбрать большой, грубо отесанный сундук.;;;;;;;;;;;;;x
chooselittlebox;Выбрать небольшой, обычный сундук.;;;;;;;;;;;;;x
choosemediumbox;Выбрать средних размеров, богато украшенный сундук.;;;;;;;;;;;;;x
cleanse_impure;Очистить Нечистых;;;;;;;;;;;;;x
cleanse_impure_desc;[Root.GetTitledFirstName] чистота является недостаточной. Как добропорядочный альтмер, я должен выполнить соответствующие ритуалы, и удалить его из бытия.;;;;;;;;;;;;;x
cluckcluck;*Кудкудах Кукареку!* *Кококо!*;;;;;;;;;;;;;x
colovian_opinion;Коловианское Мнение;;;;;;;;;;;;;x
Company_of;Компания;;;;;;;;;;;;;x
convert_to_castle;Преобразовать в Замок;;;;;;;;;;;;;x
convert_to_castle_desc;Преобразовать это владение в замок.;;;;;;;;;;;;x;
convert_to_city;Преобразовать в Город;;;;;;;;;;;;;x
convert_to_city_desc;Преобразовать это владение в город.;;;;;;;;;;;;;x
convert_to_temple;Преобразовать в Храм;;;;;;;;;;;;;x
convert_to_temple_desc;Преобразовать это владение в храм.;;;;;;;;;;;;;x
create_tamriel_tt_0;Только тот, кто доминирует способен создать Империю Тамриэль. Для выполнения этого решения необходимо удовлетворять всем следующим требованиям.\n - Владеть тремя королевскими титулами, в том числе по крайней мере,\n - Верховное Королевство Сиродиила\n - По крайней мере одно другое Верховное Королевство\n;;;;;;;;;;;;;x
create_tamriel_tt_1;Лишь те, кому суждено править могут создать Империю Тамриэль. Для выполнения этого решения нужно соответствовать одному из следующих требований.\n - Получить Амулет Королей\n - Получить законную претензию на Империю\n - Иметь Божественную или Императорскую родословную\n - Быть Драконорожденным\n;;;;;;;;;;;;;x
crown_opinion;Мнение Венценосцев;;;;;;;;;;;;;x
CULLING;Отбор;;;;;;;;;;;;;x
cult_greybeards_opinion;Мнение Голоса;;;;;;;;;;;;;x
curse_of_arkay_death;смерть от осложнений, полученных от Божественного Проклятия.;;;;;;;;;;;;;x
daedra_azura_opinion;Мнение Культа Азуры;;;;;;;;;;;;;x
daedra_boethiah_opinion;Мнение Культа Боэтии;;;;;;;;;;;;;x
daedra_clavicus_opinion;Мнение Культа Клавикуса Вайла;;;;;;;;;;;;;x
daedra_hermaeus_opinion;Мнение Культа Хермеуса Моры;;;;;;;;;;;;;x
daedra_hircine_opinion;Мнение Культа Хирсина;;;;;;;;;;;;;x
daedra_jyggalag_opinion;Мнение Культа Джиггалага;;;;;;;;;;;;;x
daedra_malacath_opinion;Мнение Культа Малаката;;;;;;;;;;;;;x
daedra_mehrunes_opinion;Мнение Культа Мерунеса Дагона;;;;;;;;;;;;;x
daedra_mephala_opinion;Мнение Культа Мефалы;;;;;;;;;;;;;x
daedra_meridia_opinion;Мнение Культа Меридии;;;;;;;;;;;;;x
daedra_molag_opinion;Мнение Культа Молаг Бала;;;;;;;;;;;;;x
known_vampire_opinion;Мнение Известных вампиров;;;;;;;;;;;;;x
house_telvanni_opinion;Мнение Дома Телванни;;;;;;;;;;;;;x
daedra_namira_opinion;Мнение Культа Намиры;;;;;;;;;;;;;x
daedra_nocturnal_opinion;Мнение Культа Ноктюрнал;;;;;;;;;;;;;x
daedra_opinion;Мнение Даэдра;;;;;;;;;;;;;x
daedra_opinion;Мнение Даэдрических Культов;;;;;;;;;;;;;x
daedra_peryite_opinion;Мнение Культа Периайта;;;;;;;;;;;;;x
daedra_sanguine_opinion;Мнение Культа Сангвина;;;;;;;;;;;;;;;;;;;;;;;;;;;
daedra_sheogorath_opinion;Мнение Культа Шеогората;;;;;;;;;;;;;x
daedra_vaermina_opinion;Мнение Культа Вермины;;;;;;;;;;;;;x
daedric;Даэдра;;;;;;;;;;;;;x
daedric_opinion;Даэдрическое Мнение;;;;;;;;;;;;;x
development_investment;Развитая Инфраструктура;;;;;;;;;;;;;x
development_investment_desc;Инвестиции позволили значительно улучшить инфраструктуру в этой провинции.;;;;;;;;;;;;;x
disable_colonization;Отключить Колонизацию;;;;;;;;;;;;;x
disable_colonization_desc;Отключить Колонизацию;;;;;;;;;;;;;x
diseasecured;Ваши болезни излечиваются!;;;;;;;;;;;;;x
distributethem;Распространять их среди солдат.;;;;;;;;;;;;;x
donotformtheorder;Я не хочу спонсировать создание Ордена.;;;;;;;;;;;;;x
dontbecrazycrazyman;Что это за сумасшествие?;;;;;;;;;;;;;x
draconian_madstone_tt;\nОбеспечивает защиту от покушений.\nОбеспечивает защиту от болезней и недугов.\n;;;;;;;;;;;;;x
dragon;Дракон;;;;;;;;;;;;;x
dragon_cult_opinion;Мнение Культа Дракона;;;;;;;;;;;;;x
dragon_modifier;Модификатор Дракона;;;;;;;;;;;;;x
DRAGONGUARD_TAMRIEL;Драконья Стража;;;;;;;;;;;;;x
DRAGONGUARD_TAMRIEL_ADJ;Драконья Стража;;;;;;;;;;;;;x
draugr_opinion;Драугрское Мнение;;;;;;;;;;;;;x
dremora_opinion;Дреморское Мнение;;;;;;;;;;;;;x
drinkup;Хм, я мог бы реально использовать одно из этих!;;;;;;;;;;;;;x
drinkuptt;Вы залпом выпиваете горькое зелье.\n;;;;;;;;;;;;;x
dunmer_opinion;Данмерское Мнение;;;;;;;;;;;;;x
dwemer_opinion;Двемерское Мнение;;;;;;;;;;;;;x
eight_divines_opinion;Мнение Восьми Богов;;;;;;;;;;;;;x
sea_worship_opinion;Мнение Культа Ктулхута;;;;;;;;;;;;;x
ekartifactdaedra.0.d;"Огма Инфиниум лежит перед вами. Кажется, что она пульсирует вихрями и струями магической энергии. До сих пор вы читали только небольшие отрывки, предоставляющие вам лишь ограниченную часть силы Огмы, но у вас есть выбор - поглотить полностью знания и силу Огмы. Это уничтожит"" артефакт, но даст вам силу, близкую к божественной.""";;;;;;;;;;;;;x
ekartifactdaedra.0.o1a;Я раскрою все тайны и стану Богом в своем собственном праве!;;;;;;;;;;;;;x
ekartifactdaedra.0.o1b;Я раскрою все тайны и стану Богом в своем собственном праве!;;;;;;;;;;;;;x
ekartifactdaedra.0.o1tt;Чёрные Щупальца, словно пряди холодной энергии, появляются из книги, пробиваясь к вашему разуму.;;;;;;;;;;;;;x
ekartifactdaedra.0.o2;Мне следует сдерживать себя, Огма Инфиниум слишком драгоценная вещь, чтобы потерять её.;;;;;;;;;;;;;x
ekartifactdaedra.0.t;Использовать Огма Инфиниум;;;;;;;;;;;;;x
ekartifactdaedra.1.d1;Чёрные Щупальца, словно пряди холодной энергии, появляются из книги. Вы испытываете страдание, когда они пронзают ваш разум, проникая в ваши мысли. Ваши глаза застилает тьма, вы моргаете и, открыв глаза, взираете на бесконечную звездную бездну. Вы снова моргнули, и почувствовали, как ваш мозг словно кипит в черепе, как тысячи знаков, изображений, звуков и мыслей проносятся эхом через бездну...\nНесколько часов спустя, испуганный слуга будит вас, когда вы лежали на твердом полу без сознания, пуская слюни.\nКогда вы поднимаетесь на ноги, то почувствовали себя обновленным, сильным и могущественным. Все знания тысячи миров свободно движутся в вашем разуме, и вы, смотря на окружающий мир, понимаете, что всё это на самом деле иллюзия, подделка. Это всего лишь игра, и теперь вы игрок.;;;;;;;;;;;;;x
ekartifactdaedra.1.d2;Чёрные Щупальца, словно пряди холодной энергии, появляются из книги. Вы испытываете страдание, когда они пронзают ваш разум, проникая в ваши мысли. Ваши глаза застилает тьма, вы моргаете и, открыв глаза, взираете на бесконечную звездную бездну. Вы снова моргнули, и почувствовали, как ваш мозг словно кипит в черепе, как тысячи знаков, изображений, звуков и мыслей проносятся эхом через бездну...\nНесколько часов спустя, испуганный слуга обнаружил ваш труп. Слюна пенилась из вашего рта, а грязная и вонючая серо-коричневая жидкость сочилась из вашего носа и ушей. Ваш разум оказался не в состоянии принять всё, что могла дать вам Огма Инфиниум.;;;;;;;;;;;;;x
ekartifactdaedra.1.d3;"Чёрные Щупальца, словно пряди холодной энергии, появляются из книги. Вы испытываете страдание, когда они пронзают ваш разум, проникая в ваши мысли. Ваши глаза застилает тьма, вы моргаете и, открыв глаза, взираете на бесконечную звездную бездну. Вы снова моргнули, и почувствовали, как ваш мозг словно кипит в черепе, как тысячи знаков, изображений, звуков и мыслей проносятся эхом через бездну...\nНесколько часов спустя, испуганный слуга обнаруживает вас в углу, пускающим слюни и бормочущим про ""Крестоносцев"",  ""Парадоксов""  и кого-то по имени ""Тодд Лжец"". К сожалению, кажется,  Огма Инфиниум  навсегда сломила вас, какими бы тайнами она не поделилась, увы, они потеряны где-то в этом повреждённом разуме.";;;;;;;;;;;;;x
ekartifactdaedra.1.o1;Теперь мне всё ясно.;;;;;;;;;;;;;x
ekartifactdaedra.1.o3;На каждую гору можно подняться! Бесконечные приключения!;;;;;;;;;;;;;x
ekartifactdaedra.1.o4;Теперь мне всё ясно и понятно.;;;;;;;;;;;;;x
