EVTDESCC_ZE_13082;Юному [From.GetFirstName] похоже, с трудом удаётся быть сосредоточенным на чём-либо, что  [From.GetSheHe] должен сделать.;;;;;;;;;;;;;x
EVTDESCC_ZE_13084;[From.GetTitledFirstName] говорит, что праведная цель, к которой нужно стремиться, позволит мне сосредоточиться.;;;;;;;;;;;;;x
EVTOPTD_ZE_13084;Нет, я справлюсь с этим. Честно!;;;;;;;;;;;;;x
EVTDESCD_ZE_13111;Мне нравится изучать магию. Есть другие вещи, которые я должен делать - хлопоты, игры, купание, но у меня нет времени на это!;;;;;;;;;;;;;x
EVTOPTD_ZE_13111;Позвольте мне учиться!;;;;;;;;;;;;;x
EVTDESCD_ZE_13112;Юный [From.GetFirstName] любит изучать магию, но, похоже, не заботится ни о чем другом - даже о личной гигиене!  Это демонстрирует явное отсутствие уважения к другим, а также к [From.GetHerHim] самому.;;;;;;;;;;;;;x
EVTDESCD_ZE_13114;[From.GetTitledFirstName] думает, что я превращаюсь в ходячий беспорядок, и, что это говорит о слабости личного характера и отсутствию уважения к другим. [From.GetFirstName] хочет, чтобы я отмазался от всего этого - буквально.;;;;;;;;;;;;;x
EVTOPTE_ZE_13004;Не вороти свой нос передо мной!;;;;;;;;;;;;;x
EVTDESCDHFP20800_HAUGHTY_VAIN;Никто не лучше меня. И, конечно, никто не более [Root.GetBeautifulHandsome] чем я!;;;;;;;;;x;;;;
EVTOPTAHFP20800_HAUGHTY_VAIN;Я всегда выгляжу на все сто — и мое лучшее — самое лучшее.;;;;;;;;;x;;;;
EVTDESCDHFP20800_HAUGHTY_VAIN_ED;[From.GetFirstName] не перестает следить за внешним видом [From.GetHerHis]. Будь то при дворе, во время, учебы, или даже при игре с другими детьми, [From.GetFirstName] кажется, одержим желанием рассказать всем, как [From.GetBeautifulHandsome] [From.GetSheHe] считает [From.GetSheHe].;;;;;;;;;x;;;;
EVTDESCDHFP20800_HAUGHTY_VAIN_RESP;[From.GetFirstName] Говорит мне, что я должен перестать быть таким высокомерным по поводу своей внешности, и вместо этого сосредоточить свою энергию на выполнении других задач.;;;;;;;;;x;;;;
EVTOPTAHFP20800_HAUGHTY_VAIN_RESP;[From.GetFirstName] просто пытается разрушить меня.;;;;;;;;;x;;;;
EVTDESCDHFP20800_TIMID_GROOMED;Куда бы я не шел, я чувствую себя одиноким. Таким... незаметным. Может быть, если бы я выглядел лучше, люди бы заметили меня?;;;;;;;;;x;;;;
EVTOPTAHFP20800_TIMID_GROOMED;Пришло время заявить о себе!;;;;;;;;;x;;;;
EVTDESCDHFP20800_TIMID_GROOMED_ED;Я подслушал Юного [From.GetFirstName] разговаривающего с [From.GetHerHim] о том, что если [From.GetSheHe] будет более опрятным, и более модным [From.GetSheHe] то его будут больше уважать другие дети.;;;;;;;;;x;;;;
EVTDESCDHFP20800_TIMID_GROOMED_RESP;[From.GetFirstName] говорит, что я должен прекратить пытаться произвести впечатление на других детей, делая их такими, как я, и чувствовать себя более комфортно с тем, кто я есть. ;;;;;;;;;x;;;;
EVTOPTAHFP20800_TIMID_GROOMED_RESP;[From.GetFirstName] не понимает? Это тот кто я есть!;;;;;;;;;x;;;;
EVTDESCDHFP20800_WILLFUL_UNCOUTH;Глупые правила. Почему я должен расчесывать волосы? Почему я должен мыться перед едой? Почему моя комната должна быть чистой? Это пустая трата времени!;;;;;;;;;x;;;;
EVTOPTAHFP20800_WILLFUL_UNCOUTH;Никто не будет указывать мне, что мне делать.;;;;;;;;;x;;;;
EVTDESCDHFP20800_WILLFUL_UNCOUTH_ED;[From.GetFirstName] начал выходить из [From.GetHerHis] чтобы не повиноваться надлежащим правилам о чистоте и содержании в чистоте жилого пространства.;;;;;;;;;x;;;;
EVTDESCDHFP20800_WILLFUL_UNCOUTH_RESP;[From.GetFirstName] сказал мне, что я должен больше гордиться тем, кто я есть, и более серьезно относиться к своей гигиене.;;;;;;;;;x;;;;
EVTOPTAHFP20800_WILLFUL_UNCOUTH_RESP;Спасибо, не надо.;;;;;;;;;x;;;;
EVTDESCDHFP20800_PLAYFUL_SLOVENLY;Я люблю играть с другими детьми! Лазить по деревьям, драться, ловить жуков, есть грязь, играть в пятнашки в канализации...;;;;;;;;;x;;;;
EVTOPTAHFP20800_PLAYFUL_SLOVENLY;Не думаю, что когда-нибудь устану от этого;;;;;;;;;x;;;;
EVTDESCDHFP20800_PLAYFUL_SLOVENLY_ED;Юный [From.GetFirstName] полностью игнорирует чистоту [From.GetHerHis] и даже безопасность [From.GetHerHis].;;;;;;;;;x;;;;
EVTDESCDHFP20800_PLAYFUL_SLOVENLY_RESP;[From.GetTitledFirstName] не одобряет моего беззаботного отношения и пытается выбить его из меня.;;;;;;;;;x;;;;
EVTOPTAHFP20800_PLAYFUL_SLOVENLY_RESP;Я получил больше синяков от игры в пятнашки!;;;;;;;;;x;;;;
EVTDESCDHFP20800_IDOLIZER_UNCOUTH;Изучение вопросов веры, великих мужчин и женщин, мистических тайн... Я слишком занят учебой. У меня нет времени на гигиену, игру, или даже еду!;;;;;;;;;x;;;;
EVTOPTAHFP20800_IDOLIZER_UNCOUTH;Разве они не видят, что я очень занят?;;;;;;;;;x;;;;
EVTDESCDHFP20800_IDOLIZER_UNCOUTH_ED;Маленький [From.GetFirstName] вкладывает столько энергии в учебу [From.GetHerHis], что [From.GetSheHe] становится все более грубым, отдаленным, и странным...;;;;;;;;;x;;;;
EVTDESCDHFP20800_IDOLIZER_UNCOUTH_RESP;[From.GetTitledFirstName] думает, что я должен уделять меньше времени учебе, а также быть более вежливым и чутким.;;;;;;;;;x;;;;
EVTOPTAHFP20800_IDOLIZER_UNCOUTH_RESP;Нет! Оставь меня в покое!;;;;;;;;;x;;;;
