EVTDESC39225;Тайный посланник от [From.GetTitledFirstName] прибыл, сообщив мне, что [Root.RelHead.GetTitle] ничем не может мне помочь...;Un messager secret [From.Get_du_Title][From.GetTitledFirstName] est venu m'annoncer que le [Root.RelHead.GetTitle] ne peut rien pour moi.;Ein Geheimbote von [From.GetTitledFirstName] hat mir berichtet, dass der [Root.RelHead.GetTitle] mir nicht helfen kann ...;;Ha llegado un mensajero secreto de [From.GetTitledFirstName] y me ha dicho que el [Root.RelHead.GetTitle] no puede ayudarme...;;;;;;;;;x
EVTOPTA39225;[Root.Religion.GetRandomGodName], почему ты оставил(а) меня?;[Root.Religion.GetRandomGodName], pourquoi m'avez-vous abandonnй[Root.GetNoneE] ?;[Root.Religion.GetRandomGodName], warum hast du mich verlassen?;;[Root.Religion.GetRandomGodName], їpor quй me has abandonado?;;;;;;;;;x
EVTDESC39226;Прибыло письмо от [Root.RelHead.GetTitle], требующего, чтобы мы выпустили [From.GetTitledFirstName] из нашей тюрьмы и подчинились воле [Root.Religion.GetRandomGodName].;Une lettre du [Root.RelHead.GetTitle] est arrivйe. Il nous demande de libйrer [From.Get_le_Title][From.GetTitledFirstName] et de nous soumettre а la volontй de [Root.Religion.GetRandomGodName].;Ein Brief des [Root.RelHead.GetTitle] ist eingetroffen. Er verlangt, dass wir [From.GetTitledFirstName] aus unserem Kerker freilassen und ihm dem Willen [Root.Religion.GetRandomGodName] ьberstellen.;;Ha llegado una carta del [Root.RelHead.GetTitle]. Pide que liberemos a [From.GetTitledFirstName] y le sometamos a la voluntad de [Root.Religion.GetRandomGodName].;;;;;;;;;x
EVTOPTA39226;Я преклоняю колено ради [Root.RelHead.GetTitle].;Je m'agenouille devant le [Root.RelHead.GetTitle].;Ich knie vor dem [Root.RelHead.GetTitle] nieder;;Me arrodillo ante el [Root.RelHead.GetTitle];;;;;;;;;x
EVTOPTB39226;Я [Root.PrimaryTitle.GetRulerTitle]!;Je suis [Root.PrimaryTitle.GetRulerTitle] !;Ich bin [Root.PrimaryTitle.GetRulerTitle]!;;ЎSoy [Root.PrimaryTitle.GetRulerTitle]!;;;;;;;;;x
EVTOPTA50006;Да пусть [From.GetObjectPronoun] хоть сгниёт там!;;;;;;;;;;;;;x
EVTOPTB50006;Ладно, я проявлю милосердие.;;;;;;;;;;;;;x
EVTOPTB64055;Может, это пройдёт.;;;;;;;;;;;;;x
EVTOPTC64055;Разделите их.;;;;;;;;;;;;;x
EVTOPTC71000;Отказать им!;;;;;;;;;;;;;x
EVTOPTA72003;Я не буду даже задумываться об экономии на еде.;;;;;;;;;;;;;x
EVTOPTB72003;Потрачу на еду столько, чтобы удовлетворить голод каждого.;;;;;;;;;;;;;x
EVTOPTC72003;Я не хочу тратить слишком много на еду.;;;;;;;;;;;;;x
EVTOPTB72007;Ничего особенного, дешевые трюки!;;;;;;;;;;;;;x
EVTOPTA72008;[Root.GetMarshalName] [Root.job_marshal.GetFirstName] сделает это.;;;;;;;;;;;;;x
EVTOPTB72008;Послать моего сына.;;;;;;;;;;;;;x
EVTOPTD72008;Заставим охотиться крестьян.;;;;;;;;;;;;;x
EVTOPTA72010;Я приглашаю вас...;;;;;;;;;;;;;x
EVTOPTA72023;Хорошо сказано, спасибо вам.;;;;;;;;;;;;;x
EVTOPTA72110;Я получил огромное удовольствие, как и все остальные.;;;;;;;;;;;;;x
EVTOPTA72112;Будем надеяться.;;;;;;;;;;;;;x
EVTOPTB72120;Славное веселье. Но мои гости слишком стары для этого.;;;;;;;;;;;;;x
#EVTOPTA73231;[From.GetSheHeCap] станет моим новым [Root.GetLordSpiritualName].;;;;;;;;;;;;;x
#EVTOPTA73234;[From.GetSheHeCap] станет моим новым [Root.GetLordSpiritualName].;;;;;;;;;;;;;x
EVTOPTA73003;Мы можем себе это позволить...;;;;;;;;;;;;;x
EVTOPTA74047;Было очень весело.;;;;;;;;;;;;;x
EVTOPTA75095;[Root.job_treasurer.GetTitledFirstName] должен ответить на пару вопросов.;;;;;;;;;;;;;x
EVTOPTB75095;Мне всё равно.;;;;;;;;;;;;;x
EVTOPTB100201;Бросьте Вы это дело. Это явно не для Вас.;;;;;;;;;;;;;x
EVTOPTC100201;Я рискую своей жизнью, хотелось бы компенсацию.;;;;;;;;;;;;;x
EVTTOOLTIP100203;[This.GetTitledFirstName] разочарован, но принимает то, что [Root.GetTitledFirstName] отказывается обучать его.;;;;;;;;;;;;;x
EVTTOOLTIP100204;обдумывает просьбу персонажа [Root.GetTitledFirstName].;;;;;;;;;;;;;x
EVTOPTC100231;Хотите мой совет? Но это будет кое-чего Вам стоить.;;;;;;;;;;;;;x
EVTDESC100230;Жрецы [Root.Religion.GetName] постоянно преследуют меня со своими речами про религию, [Root.Religion.GetRandomGodName] и религиозные пожертвования. Что бы я не делал, они не оставляют меня в покое!;;;;;;;;;;;;;x
EVTOPTB100230;О [Root.Religion.GetRandomGodName], помоги мне и стану лучшим(ей) [Root.GetManWoman]!;;;;;;;;;;;;;x
EVTOPTA_WOL_2300;Пора шпионить за шпионом.;;;;;;;;;;;;;x
EVTOPTB_WOL_2300;Нет, я доверяю [intrigue_spymaster.GetObjectPronoun].;;;;;;;;;;;;;x
EVTDESC_WoL_6020;Вы провели много ночей, наблюдая за небесными телами в своей обсерватории. Это воистину увлекательно, столько новых вопросов...;;;;;;;;;;;;;x
EVTOPTA_WoL_6020;Как луны движутся вокруг Мундуса?;;;;;;;;;x;;;;
EVTOPTB_WoL_6020;Какие секреты скрыты за вратами Обливиона?;;;;;;;;;x;;;;
EVTDESC_WoL_6100;Наблюдая за движениями лун ночью, вы начали видеть новые закономерности. Однако эти едва уловимые движения вызвали множество новых вопросов. Вы поражаетесь тому, как на самом деле сложны фазы лун.;;;;;;;;;x;;;;
EVTDESC_WoL_6122;"Однажды утром ваш(а) [GetFromRelation] [From.GetTitledFirstName] приходит к вам. [From.GetSheHeCap] говорит: ""Я волнуюсь. Ходят слухи, что вы проводите поздние ночи, изучая небо. Разве вы не знаете, что подобные вещи почти всегда приводят к безумию и гибели?""";;;;;;;;;x;;;;
EVTOPTA_WoL_6140;Терпение и труд...;;;;;;;;;;;;;x
EVTDESC_WoL_6152;Дорогой [Root.GetTitledName],\nI пташка начирикала мне, что вы слишком усердствовали в изучении лун, вместо того, чтобы полагаться на учение [Root.Religion.GetRandomGodName]. Я уверен, что  слухи являются лишь клеветой и  вы никогда  не пойдёте по такому пути. Однако, если это правда, я буду очень разочарован.\n\nIn во имя [Root.Religion.GetRandomGodName],\n[From.GetTitledName];;;;;;;;;x;;;;
EVTDESC_WoL_6160;Вы изучаете небесные сферы, исследование идёт хорошо. Вы видите движения и соотношения, о которых вы никогда не смели помыслить. Теперь вам кажется очевидным, что законы, которые направляют движения Массера и Секунды, должны иметь глубокое влияние на состояние Нирна. Неясно только, каким образом оказывается это влияние.;;;;;;;;;x;;;;
EVTOPTA_WoL_6160;Как поведёт себя Нирн, если Луны…;;;;;;;;;x;;;;
EVTDESC_WoL_6170;Вы уверены, что сделали прорыв в своих исследованиях. Да, иначе это не описать. Вы смогли построить импровизированный планетарий, который вы сможете использовать, для изучения силы Двух Лун.;;;;;;;;;x;;;;
heliocentrist_scholar;Учится в планетарии;;;;;;;;;x;;;;
EVTDESC_WoL_6300;В  лаборатории вы перечитываете один за другим древние тома о царствах Обливиона. Истории, древние, как мир - амбициозные правители и герои-победители совершают удачные сделки и удивительные подвиги для того, чтобы получить невероятные блага. Разве вы  не можете сделать то же самое?;;;;;;;;;x;;;;
EVTOPTA_WoL_6300;В моей хватке есть истинная сила ...;;;;;;;;;x;;;;
EVTDESC_WoL_6110_EK;В пыльных текстах, которые вы просматривали ранее, была полезная информация, но ничего важного. Чтобы действительно углубиться в тайны Забвения, вам нужно нанять ученого, специализирующегося на исследовании Князей Даэдра.;;;;;;;;;x;;;;
EVTOPTA_WoL_6110_EK;Я сделаю это.;;;;;;;;;x;;;;
EVTOPTB_WoL_6110_EK;Пожалуй, нет.;;;;;;;;;x;;;;
EVTTOOLTIPWOL10302;Ваша §YДинастия§! оценит этот жест.\n;;;;;;;;;;;;;x
EVTOPTA_WOL_11102;Пора отчитать этих бездельников.;;;;;;;;;;;;;x 
EVTOPTB_WOL_11102;Не стоит лезть в чужую жизнь и портить отношения.;;;;;;;;;;;;;x
CHAR_IMPRISONED_LOG;§Y$VICTIM$§! отправляется в тюрьму, как велит §Y$ACTOR$§!.;;;;;;;;;;;;;x
CLAIM_LOST_LOG;§Y$TOCHARACTER$§! не наследует претензию на титулы и земли $CLAIM$, которые имеет §Y$FROMCHARACTER$§!;;;;;;;;;;;;;x
EXILE_FROM_PLAYER_LOG;§Y$NAME$§! покидает Ваш двор. Новое место - §Y$TARGET$§!;;;;;;;;;;;;;x
EXILE_TO_PLAYER_SETUP;Персонаж прибывает ко двору;;;;;;;;;;;;;x
EXILE_TO_PLAYER_LOG;§Y$NAME$§! прибывает ко двору;;;;;;;;;;;;;x
EXILE_FROM_PLAYER_SETUP;Придворный покидает нас;;;;;;;;;;;;;x
EVTOPTA3425;Приговор приведен в исполнение.;;;;;;;;;;;;;x
feudal_government_desc;Феодальная система построена на клятве между сюзереном и его вассалом. Феодал непосредственно обладает земельными титулами (владениями), которые вынужден передавать своим вассалам, чтобы заручиться их шаткой поддержкой. При феодализме есть несколько законов Наследования, каждый со своими особенностями. Законы Централизации устанавливают размер домена (вотчины) и количество прямых вассалов.;;;;;;;;;;;;;x
focus_hunting_desc;[This.GetTitledFirstName] путешествует по стране, заводя друзей и убивая [This.Religion.GetRandomGodName] животных.;;;;;;;;;;;;;x
haughty_desc;Этот ребенок горделив и тщеславен, убежденный в собственном превосходстве. Может вырасти: §Yвысокомерным§!, §Yсамодуром§! или §Yжестоким§!.;L'enfant est de nature fiиre et vaniteuse. Ceci peut conduire aux traits §YOrgueil§!, §YPartialitй§! ou §YCruautй§!.;Das Kind ist voller Stolz und Eitelkeit und ьberzeugt von der eigenen Ьberlegenheit. Mцgliche Entwicklungen: §YStolz§!, §YЬberheblich§! oder §YGrausam§!.;;Este niсo es orgulloso/a y vanidoso/a, convencido de su propia superioridad. Puede desarrollarse como: §YOrgulloso§!, §YArrogante§! o §YCruel§!.;;;;;;;;;x
affectionate_desc;Этот ребенок охотно проявляет любовь и ласку. Может вырасти: §Yдобрым§!, §Yудовлетворённым§! или §Yдоверчивым§!.;L'enfant est de nature gentille et affectueuse. Ceci peut conduire aux traits §YGentillesse§!, §YContentement§! ou §YConfiance§!.;Das Kind ist freundlich und zeigt schnell seine Liebe und Zuneigung. Mцgliche Entwicklungen: §YGьtig§!, §YZufrieden§! oder §YTreuherzig§!.;;Este niсo es bueno/a y es rбpido en mostrar amor y afecto. Puede desarrollarse como:  §YAmable§!, §YContento§! o §YConfiado§!.;;;;;;;;;x
timid_desc;Этот ребенок тихий и скромный, он обычно избегает открытых конфликтов. Может вырасти: §Yскромным§!, §Yзастенчивым§! или §Yтрусливым§!.;L'enfant est de nature timide et discrиte. Ceci peut conduire aux traits §YHumilitй§!, §YTimiditй§! ou §YLвchetй§!.;Das Kind ist schьchtern und still und geht der offenen Konfrontation aus dem Weg. Mцgliche Entwicklungen: §YBescheiden§!, §YSchьchtern§! oder §YFeige§!.;;Este niсo es tнmido y reservado y evita generalmente los conflictos. Puede desarrollarse como: §YHumilde§!, §YTнmido§! o §YCobarde§!.;;;;;;;;;x
rowdy_desc;Этот ребенок шумный и неугомонный, он редко может усидеть на месте, предпочитая спокойным занятиям физическую активность. Может вырасти: §Yмускулистым§!, §Yчестным§!, §Yтупым§! или §Yбезрассудным§!.;L'enfant est de nature bruyante et chahuteuse. Ceci peut conduire aux traits §YRobuste§!, §YHonnкtetй§!, §YSimplet§! ou §YReckless§!.;Das Kind ist laut und quirlig und geht am liebsten kцrperlich fordernden Aktivitдten nach. Mцgliche Entwicklungen: §YMuskulцs§!, §YEhrlich§!, §YStumpfsinnig§! oder §YReckless§!.;;Este niсo es fuerte y vivaz y generalmente prefiere actividad fнsica dura sobre actividades mбs tranquilas. Puede desarrollarse como:  §YFornido§!, §YHonesto§!, §YTonto§! o §YReckless§!.;;;;;;;;;x
willful_desc;У этого ребенка сильный характер, его нелегко подчинить или сбить с пути. Может вырасти: §Yамбициозным§!, §Yхрабрым§! или §Yупрямым§!.;L'enfant est de nature tкtue et dйterminйe. Ceci peut conduire aux traits §YForte ambition§!, §YBravoure§! ou §YEntкtement§!.;Das Kind ist stur und eigensinnig. Es gehorcht selten und gibt ungern nach. Mцgliche Entwicklungen: §YEhrgeizig§!, §YTapfer§! oder §YStur§!.;;Este niсo es testarudo/a y voluntarioso/a y no obedece ni cede fбcilmente. Puede desarrollarse como: §YAmbicioso§!, §YValiente§! o §YTerco§!;;;;;;;;;x
brooding_desc;Играм на свежем воздухе этот ребенок предпочитает тихие уединённые размышления. Может вырасти: §Yсправедливым§!, §Yгневным§!, §Yзавистливым§! или §YБеспощадным§!.;L'enfant est de nature calme, prйfйrant cogiter dans son coin plutфt que jouer avec les autres dehors. Ceci peut conduire aux traits §YSens de la justice§!, §YColиre§!, §YEnvie§! ou §YRuthless§!.;Das Kind hat einen Hang zur stillen Betrachtung und ьberlдsst das Herumtoben im Freien gerne den anderen. Mцgliche Entwicklungen: §YGerecht§!, §YZornig§!, §YNeidisch§! oder §YRuthless§!.;;Este niсo es un pensador tranquilo, a menudo se sienta en profundas reflexiones mientras otros juegan al sol. Puede desarrollarse como: §YJusto§!, §YAirado§!, §YEnvidioso§! o §YRuthless§!.;;;;;;;;;x
indolent_desc;Этот ребенок не любит напрягаться и избегает любых нагрузок. Может вырасти: §Yщедрым§!, §Yленивым§!, §Yобжорой§! или §Yтщеславным§!.;L'enfant se refuse а tout effort, mental ou physique. Ceci peut conduire aux traits §YCharitй§!, §YParesse§! §YGourmandise§!, ou §YVain§!.;Das Kind hat eine Abneigung gegen Anstrengung jeder Form, ganz gleich ob kцrperlicher oder geistiger Natur. Mцgliche Entwicklungen: §YWohltдtig§!, §YFaul§! §YGefrдЯig§!, oder §YVain§!.;;Este niсo es muy reacio a cualquier tipo de esfuerzo, ya sea mental o fнsico. Puede desarrollarse como: §YCaritativo§!, §YPerezoso§! §YGlotуn§!, o §YVain§!.;;;;;;;;;x
playful_desc;Этот ребенок любит игры и развлечения, нередко превращая любое удобное занятие в забаву. Может вырасти: §Yобщительным§!, §Yковарным§! или (редко) §Yсумасшедшим§!.;L'enfant est de nature joueuse, faisant de chaque activitй un jeu. Ceci peut conduire aux traits §YSociabilitй§!, §YFourberie§! ou plus rarement §YLunatique§!.;Das Kind liebt Spiele und das Vergnьgen und hat einen spielerischen Zugang zur Welt. Mцgliche Entwicklungen: §YGesellig§!, §YHinterlistig§! oder (selten) §YVerrьckt§!.;;Este niсo quiere participar en diversiones y juegos, convertir casi siempre cualquier actividad en una excusa para jugar. Puede desarrollarse como:  §YGregario§!, §YEmbustero§! o (raramente) §YLunбtico§!.;;;;;;;;;x
conscientious_desc;Этот ребенок необычайно ответственный и скрупулезно выполняет любые задачи, доводя их до совершенства. Может вырасти: §Yусердным§!, §Yумеренным§! или §YРассеянным§!.;L'enfant est de nature mйticuleuse et responsable. Ceci peut conduire aux traits §YDiligence§!, §YTempйrance§! ou §YAbsent-Minded§!.;Das Kind ist auЯergewцhnlich pflichtbewusst und mцchte ihm gestellte Aufgaben mцglichst perfekt erledigen. Mцgliche Entwicklungen: §YFleiЯig§!, §YGemдЯigt§! oder §YAbsent-Minded§!.;;Este niсo es inusualmente escrupuloso/a y responsable, tomando placer en la realizaciуn de los quehaceres y tareas a la perfecciуn. Puede desarrollarse como: §YDiligente§!, §YModerado§! o §YAbsent-Minded§!;;;;;;;;;x
