opinion_kidnapped_family;Похищение семьи;;;;;;;;;;;;;x
opinion_kidnapped_me;Похищение меня;;;;;;;;;;;;;x
kplot10d;Один из заговорщиков сообщает о возможности похитить цель в то время, когда она дремлет в своих покоях.;;;;;;;;;;;;;x
kplot11d;[From.GetBestName] (лидер заговора) сообщает заговорщику, что будет предпринята попытка похитить цель в то время, когда она дремлет в своих покоях.;;;;;;;;;;;;;x
kvamps1d;Как-то ночью, в один безбожно тёмный час, вы оказались в полном одиночестве, посреди мрачной улицы. Вы слышите шорох из тени, перед вами быстро мелькнул силуэт, и вы чувствуете острую боль в шее. Через мгновенье вы погружаетесь во мрак...;;;;;;;;;;;;;x
kvamps1o;Ох!;;;;;;;;;;;;;x
EKPlots80;Поездка в карете по сельской местности может быть такой мирной, такой расслабляющей ... и такой далекой от любопытных глаз городской стражи. Это открывает удивительные возможности для похитителей.;;;;;;;;;;;;;x
EKPlots80Accept;Великолепно.;;;;;;;;;;;;;x
EKPlots82;[From.GetFirstName] заключил сделку с местными бандитами, чтобы [plot_target.GetFirstName] похитил [plot_target.GetSheHe] во время следующего вояжа.;;;;;;;;;;;;;x
EKPlots82Accept;Следующий шаг - подземелья [Root.Capital.GetName]!;;;;;;;;;;;;;x
EKPlots83;Во время путешествия моя карета внезапно останавливается. Я смотрю на улицу, и вижу маленькую армию бандитов, убивающих моих стражников! Я выхожу из кареты и сражаюсь за свою жизнь ... но нападавшие оглушают меня! Они хватают меня, связывают и запихивают в огромный мешок. Удалившись от места битвы, главарь бандитов сообщает, что я теперь пленник [From.GetBestName]!;;;;;;;;;;;;;x
EKPlots83Accept;Будь ты проклят, [From.GetFirstName]!;;;;;;;;;;;;;x
EKPlots84;Во время путешествия моя карета внезапно останавливается. Я смотрю на улицу, и вижу маленькую армию бандитов, убивающих моих стражников! Я выхожу из кареты и сражаюсь за свою жизнь. Вместе с моими слугами, плечом к плечом, мы побеждаем каждого разбойника. Все враги мертвы.;;;;;;;;;;;;;x
EKPlots84Accept;Это должно сделать дороги немного более безопасными ...;;;;;;;;;;;;;x
EKPlots85;Во время путешествия моя карета внезапно останавливается. Я смотрю на улицу, и вижу маленькую армию бандитов, убивающих моих стражников! Я выхожу из кареты и сражаюсь за свою жизнь. Вместе с моими слугами, плечом к плечом, мы побеждаем разбойников. Мы допрашиваем одинокого, тяжело раненного бандита, оставшегося в живых. "Мы были отправлены [From.GetBestName], чтобы похитить вас", - утверждает он. "Клянусь, это была идея [From.GetHerHis] - не моя!";;;;;;;;;;;;;x
EKPlots85Accept;[From.GetFirstName] заплатит за это!;;;;;;;;;;;;;x
EKPlots86;Разбойники, нанятые для похищения [plot_target.GetFirstName], сообщили, что [plot_target.GetSheHe] теперь заперт в застенках моего дома!;;;;;;;;;;;;;x
EKPlots86Accept;Чудесно!;;;;;;;;;;;;;x
EKPlots87;Разбойники, нанятые для похищения [plot_target.GetFirstName], были найдены мертвыми, их трупы оставили падальщикам. К счастью, [plot_target.GetFirstName] не знает о моем участии.;;;;;;;;;;;;;x
EKPlots87Accept;Увы!;;;;;;;;;;;;;x
EKPlots88;Разбойники, нанятые для похищения [plot_target.GetFirstName], были побеждены, и один из них был достаточно труслив, чтобы раскрыть мою причастность к этому инциденту!;;;;;;;;;;;;;x
EKPlots88Accept;Проклятье!;;;;;;;;;;;;;x
do_not_hire_me;Отказать просьбам сеньора;;;;;;;;;;;;;x
do_not_hire_me_desc;Откажитесь от всех запросов сюзерена. Это идеально подходит для тех, кто остался бы дома, не желая заниматься чем либо. Это также убирает у вашего сеньора  возможность поставить Вас во главе войска.;;;;;;;;;;;;;x
please_hire_me;Принять просьбы сеньора;;;;;;;;;;;;;x
please_hire_me_desc;Вы решили сделать себя доступным для просьб сюзерена. Теперь вы сможете получать запросы на работу и вести свои собственные войска.;;;;;;;;;;;;;x
faction_houseless;Лишённый Дома;;;;;;;;;;;;;x
faction_houseless_title;Лишённый Дома является изгнанником в обществе благородных данмеров.;;;;;;;;;;;;;x
faction_veloth;Дом Велот;;;;;;;;;;;;;x
faction_veloth_title;Благородный данмерский Дом;;;;;;;;;;;;;x
faction_sul;Дом Сул;;;;;;;;;;;;;x
faction_sul_title;Благородный данмерский Дом;;;;;;;;;;;;;x
faction_sadras;Дом Садрас;;;;;;;;;;;;;x
faction_sadras_title;Благородный данмерский Дом;;;;;;;;;;;;;x
faction_telvanni;Дом Телванни;;;;;;;;;;;;;x
faction_telvanni_title;Благородный данмерский Дом;;;;;;;;;;;;;x
faction_redoran;Дом Редоран;;;;;;;;;;;;;x
faction_redoran_title;Благородный данмерский Дом;;;;;;;;;;;;;x
faction_indoril;Дом Индорил;;;;;;;;;;;;;x
faction_indoril_title;Благородный данмерский Дом;;;;;;;;;;;;;x
faction_hlaalu;Дом Хлаалу;;;;;;;;;;;;;x
faction_hlaalu_title;Благородный данмерский Дом;;;;;;;;;;;;;x
faction_dres;Дом Дрес;;;;;;;;;;;;;x
faction_dres_title;Благородный данмерский Дом;;;;;;;;;;;;;x
kmane3d;Мой народ кланяется и раболепствует каждой прихоти, и я забочусь о них, как строгий отец заботится о своих своенравных детей. Это обязанность Гривы, далее вести своих людей, чтобы найти новые земли, чтобы работать без горечей и распространять нашу философию во всех четырёх сторонах Нирна.;;;;;;;;;;;;;x
kmane3o;Я сильный, могучий Грива!;;;;;;;;;;;;;x
kmane4d;Путь Гривы, это не путь господства. Он нужен, чтобы направлять своих людей и показать им путь Риддл'Тар, чтобы побудить их играть свободно в песках и джунглях родного дома... и защищать его от тех, кто принесёт вред. Чтобы сделать это, я должен объединить свой народ. Сделав шаг, переступив наши границы, мы станем причиной бед для меров и людей.;;;;;;;;;;;;;x
kmane4o;Я придерживаюсь традиционных воззрений о смысле Гривы.;;;;;;;;;;;;;x
kmane5d;Я не очень забочусь о делах политики, мог бы многое, но проще просто бездельничать и кормить слуг моих. Должность Гривы такая, такая утомительная...;;;;;;;;;;;;;x
kmane5o;Даже если они называют меня слабым, я всё равно ГРИВА!;;;;;;;;;;;;;x
flea_theft1d;Руководитель заговора сообщают, что у заговорщика есть шанс украсть артефакт, отправив воров, пока хозяин артефакта находится в отъезде.;;;;;;;;;;;;;x
flea_theft10d;Лидер заговора  сообщает заговорщику, что существует шанс украсть артефакт, если подкупить прислугу.;;;;;;;;;;;;;x
flea_theft2d;[From.GetBestName] (лидер заговорщиков) сообщает вам о том, что будет предпринята попытка похитить артефакт, наняв нескольких воров, пока хозяин артефакта находится в отъезде.;;;;;;;;;;;;;x
flea_theft11d;[From.GetBestName] (лидер заговорщиков) сообщает вам о том, что будет предпринята попытка похитить артефакт, подкупив одного из слуг, пока хозяин артефакта находится в отъезде.;;;;;;;;;;;;;x
flea_theft2o1;Сделать так.;;;;;;;;;;;;;x
flea_theft2o2;Я не думаю, что это хорошая идея.;;;;;;;;;;;;;x
flea_theft3d;С прискорбием сообщаем, что ваш артефакт был украден.;;;;;;;;;;;;;x
flea_theft3o;О, нет!;;;;;;;;;;;;;x
flea_theft2tt1;Кража прошла успешно.;;;;;;;;;;;;;x
flea_theft2tt2;Кража не удалась.;;;;;;;;;;;;;x
flea_theft2tt3;Кража не удалась, и наше участие было раскрыто.;;;;;;;;;;;;;x
flea_theft4d;Потерпевший сообщает о неудачной попытке кражи, организатор неизвестен.;;;;;;;;;;;;;x
flea_theft5d;Потерпевший сообщает о неудачной попытке кражи, и организатор известен.;;;;;;;;;;;;;x
flea_theft6d;Запланированная вами кража прошла успешно!;;;;;;;;;;;;;x
flea_theft7d;Попытка кражи не удалась, хотя мое участие осталось нераскрытым.;;;;;;;;;;;;;x
flea_theft8d;Попытка кражи не удалась. К сожалению, один из негодяев, нанятых для выполнения этого задания, рассказал о моем участии!;;;;;;;;;;;;;x
flea_theft8o;Это плохо.;;;;;;;;;;;;;x
flea_theft30d;Какой артефакт вы хотите заполучить (путем кражи)?;;;;;;;;;;;;;x
dov;Дов;;;;;;;;;;;;;x
dovah;Дова;;;;;;;;;;;;;x
culture_dovah;Дова;;;;;;;;;;;;;x
cultureish_dovah;Дова;;;;;;;;;;;;;x
dragon_paarthurnax;Партурнакс;;;;;;;;;;;;;x
dragon_paarthurnax_desc;Некогда жестокий лейтенант Алдуина во время Войны Драконов и ответственный за неописуемые зверства и разрушения, Паартурнакс отвернулся от жестоких и разрушительных действий своего брата, обучая смертных использованию ту'ума таким образом позволив им изгнать Алдуина из времени и уничтожить его собственную расу. В конце Войны Драконов, Паартурнакс стал учеником Пути Голоса и, в конечном счете, стал Учителем Серобородых.;;;;;;;;;;;;;x
dragon_alduin;Алдуин, Пожиратель Мира;;;;;;;;;;;;;x
dragon_alduin_desc;Первенец и когда-то величайшее из творений Акатоша. В своей гордости он стремился покорить Мундус для себя и претендовать на божественность, что привело к восстанию среди его родственников против его правления. Как Пожиратель Мира, Алдуин рассматривается как злая сила, которая периодически разрушает мир, и его возвращение рассматривается Нордами как конец времен.;;;;;;;;;;;;;x
dragon_3;Древний Дракон;;;;;;;;;;;;;x
dragon_3_desc;Страшными и почти неудержимыми являются Древние Драконы, те немногие, которые пережили Войну Драконов и изгнание Алдуина, и дожившие до сумеречных лет Второй Эры и, возможно даже до более поздних времён. Чтобы победить такого врага, понадобится великая хитрость, магия или армия.;;;;;;;;;;;;;x
dragon_2;Старший Дракон;;;;;;;;;;;;;x
dragon_2_desc;Могущественные Драконы, которые видели столетия, взлеты и падения Королей и их Королевств, называются просто Старшими Драконами.;;;;;;;;;;;;;x
dragon_1;Дракон;;;;;;;;;;;;;x
dragon_1_desc;Крупное рептилойдное существо, способное летать, многие воспринимают как их, как немного больше, чем дикие существа и монстры, однако, на самом деле они мудры и способны на великие магические подвиги.;;;;;;;;;;;;;x
