secret_religious_society_daedra_nocturnal;Соловьи;;;;;;;;;;;;;x;
secret_religious_society_daedra_mephala;Пауки Мефалы;;;;;;;;;;;;;x;
secret_religious_society_daedra_vaermina;Призыватели Ночи;;;;;;;;;;;;;x;
secret_religious_society_riddlethar;Лунная Сетка;;;;;;;;;;;;;x;
secret_religious_society_baan_dar;Чтимые разбойники;;;;;;;;;;;;;x;
secret_religious_society_alkosh;Стая Кота-Дракона;;;;;;;;;;;;;x;
secret_religious_society_old_gods;Изгои;;;;;;;;;;;;;x;
secret_religious_society_forsworn_heresy;Вересковые Сердца;;;;;;;;;;;;;x;
secret_religious_society_king_of_worms_cult;Ученики Короля Червей;;;;;;;;;;;;;x;
secret_religious_society_animism;Слышащие духов;;;;;;;;;;;;;x;
secret_religious_society_anuic_skaal;Рабы Всесоздателя;;;;;;;;;;;;;x;
secret_religious_society_dragon_cult;Жрецы Драконов;;;;;;;;;;;;;x;
secret_religious_society_sithis;Приверженцы Отца Ужаса;;;;;;;;;;;;;x;
secret_religious_society_ideal_masters;Идеальные ученики;;;;;;;;;;;;;x;
secret_religious_society_pyandoneaic;Пиандонейцы;;;;;;;;;;;;;x;
secret_religious_society_postorgnumic;Укротители Змей;;;;;;;;;;;;;x;
secret_religious_society_five_courts;Пять Путей;;;;;;;;;;;;;x;
secret_religious_society_tangmo_pantheon;Поклонники Тысячи Обезъян;;;;;;;;;;;;;x;
secret_religious_society_bhut_cult;Тайные последователи Бхата;;;;;;;;;;;;;x;
secret_religious_society_night_court;Слуги Ночного Двора;;;;;;;;;;;;;x;
secret_religious_society_sun_court;Солнцепоклонники;;;;;;;;;;;;;x;
secret_religious_society_shani_cult;Тайные поклонники Шани;;;;;;;;;;;;;x;
secret_religious_society_tiger_pantheon;Кулаки Великого Тигра;;;;;;;;;;;;;x;
secret_religious_society_black_dragon;Монахи Чёрного Дракона;;;;;;;;;;;;;x;
secret_religious_society_kapotun_pantheon;Хвалящие Тигро-Дракона;;;;;;;;;;;;;x;
secret_religious_society_kamal_pantheon;Наездники Четырёх Ветров;;;;;;;;;;;;;x;
secret_religious_society_winter_wind;Шаманы Зимней Стужи;;;;;;;;;;;;;x;
secret_religious_society_sea_worship;Пловцы;;;;;;;;;;;;;x;
secret_religious_society_brethren;Воины Глубоководных;;;;;;;;;;;;;x;
secret_religious_society_hist_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_eight_divines_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_nine_divines_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_maruhkati_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_auriel_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_satakal_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_alikr_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_reclamationist_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_almsivi_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_sixth_house_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_green_pact_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_blacksap_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_almsivi_old_velothi_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_nerevarine_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_daedra_azura_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_daedra_boethiah_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_daedra_meridia_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_daedra_sanguine_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_daedra_peryite_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_daedra_hermaeus_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_daedra_malacath_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_daedra_hircine_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_daedra_clavicus_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_daedra_jyggalag_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_daedra_sheogorath_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_daedra_molag_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_daedra_mehrunes_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_daedra_namira_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_daedra_nocturnal_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_daedra_mephala_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_daedra_vaermina_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_riddlethar_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_baan_dar_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_alkosh_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_old_gods_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_forsworn_heresy_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_king_of_worms_cult_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_animism_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_anuic_skaal_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_dragon_cult_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_sithis_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_ideal_masters_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_pyandoneaic_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_postorgnumic_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_five_courts_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_tangmo_pantheon_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_bhut_cult_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_night_court_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_sun_court_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_shani_cult_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_tiger_pantheon_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_black_dragon_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_kapotun_pantheon_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_kamal_pantheon_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_winter_wind_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_sea_worship_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_brethren_currency;Сила сообщества;;;;;;;;;;;;;x;
secret_religious_society_template_desc;Открытая практика незаконных верований чрезвычайно опасна. Члены этотого тайного общества стремятся подорвать устои религии, которую они исповедуют открыто, дабы проложить путь тому, чему они молятся в тайне.;;;;;;;;;;;;;x;
secret_religious_society_template_rank_1_female;Неофит;;;;;;;;;;;;;x;
secret_religious_society_template_rank_1_male;Неофит;;;;;;;;;;;;;x;
secret_religious_society_template_rank_2_female;Последовательница;;;;;;;;;;;;;x;
secret_religious_society_template_rank_2_male;Последователь;;;;;;;;;;;;;x;
secret_religious_society_template_rank_3_female;Наставница;;;;;;;;;;;;;x;
secret_religious_society_template_rank_3_male;Наставник;;;;;;;;;;;;;x;
secret_religious_society_template_rank_4_female;Повелительница;;;;;;;;;;;;;x;
secret_religious_society_template_rank_4_male;Повелитель;;;;;;;;;;;;;x;
secret_religious_society_hist_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_eight_divines_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_nine_divines_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_maruhkati_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_auriel_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_satakal_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_alikr_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_reclamationist_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_almsivi_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_sixth_house_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_green_pact_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_blacksap_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_almsivi_old_velothi_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_nerevarine_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_daedra_azura_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_daedra_boethiah_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_daedra_meridia_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_daedra_sanguine_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_daedra_peryite_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_daedra_hermaeus_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_daedra_malacath_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_daedra_hircine_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_daedra_clavicus_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_daedra_jyggalag_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_daedra_sheogorath_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_daedra_molag_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_daedra_mehrunes_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_daedra_namira_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_daedra_nocturnal_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_daedra_mephala_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_daedra_vaermina_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_riddlethar_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_baan_dar_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_alkosh_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_old_gods_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_forsworn_heresy_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_king_of_worms_cult_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_animism_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_anuic_skaal_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_dragon_cult_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_sithis_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_ideal_masters_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_pyandoneaic_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_postorgnumic_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_five_courts_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_tangmo_pantheon_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_bhut_cult_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_night_court_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_sun_court_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_shani_cult_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_tiger_pantheon_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_black_dragon_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_kapotun_pantheon_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_kamal_pantheon_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_winter_wind_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_sea_worship_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_religious_society_brethren_leader_desc;Это лицо - руководитель тайного культа.;;;;;;;;;;;;;x;
secret_hist_community;Тайная роща Хиста;;;;;;;;;;;;;x;
secret_eight_divines_community;Заброшенная часовенка Восьмерых;;;;;;;;;;;;;x;
secret_nine_divines_community;Покинутый приорат Девяти;;;;;;;;;;;;;x;
secret_maruhkati_community;Пещера последователей Марукати;;;;;;;;;;;;;x;
secret_auriel_community;Тайное святилище Аури-Эля;;;;;;;;;;;;;x;
secret_satakal_community;Логово Змея;;;;;;;;;;;;;x;
secret_alikr_community;Старое редгардское посольство;;;;;;;;;;;;;x;
secret_reclamationist_community;Тайная община Истребований;;;;;;;;;;;;;x;
secret_almsivi_community;Тайная община АЛЬМСИВИ;;;;;;;;;;;;;x;
secret_sixth_house_community;Тайная община Шестого Дома;;;;;;;;;;;;;x;
secret_green_pact_community;Община, скрытая в листве;;;;;;;;;;;;;x;
secret_almsivi_old_velothi_community;Зал собраний велотийцев;;;;;;;;;;;;;x;
secret_nerevarine_community;Грот Святого Неревара;;;;;;;;;;;;;x;
secret_daedra_azura_community;Башня Сумерек;;;;;;;;;;;;;x;
secret_daedra_boethiah_community;Подпольная арена;;;;;;;;;;;;;x;
secret_daedra_meridia_community;Древнее святилище Солнца;;;;;;;;;;;;;x;
secret_daedra_sanguine_community;Обвалившаяся казарма;;;;;;;;;;;;;x;
secret_daedra_peryite_community;Древняя тюрьма;;;;;;;;;;;;;x;
secret_daedra_hermaeus_community;Полусгнившая библиотека;;;;;;;;;;;;;x;
secret_daedra_malacath_community;Орочий анклав;;;;;;;;;;;;;x;
secret_daedra_hircine_community;Священная поляна Хирсина;;;;;;;;;;;;;x;
secret_daedra_clavicus_community;Непримечательный рынок;;;;;;;;;;;;;x;
secret_daedra_jyggalag_community;Тайное святилище Порядка;;;;;;;;;;;;;x;
secret_daedra_sheogorath_community;Разрушенный амфитеатр;;;;;;;;;;;;;x;
secret_daedra_molag_community;Шатёр работорговца;;;;;;;;;;;;;x;
secret_daedra_mehrunes_community;Подпольная арена;;;;;;;;;;;;;x;
secret_daedra_namira_community;Старое кладбище;;;;;;;;;;;;;x;
secret_daedra_nocturnal_community;Забытая дворянская усадьба;;;;;;;;;;;;;x;
secret_daedra_mephala_community;Сгоревший цех ткачей;;;;;;;;;;;;;x;
secret_daedra_vaermina_community;Пустая сторожевая башня;;;;;;;;;;;;;x;
secret_riddlethar_community;Каджитский караван;;;;;;;;;;;;;x;
secret_baan_dar_community;Воровской притон;;;;;;;;;;;;;x;
secret_alkosh_community;Тайное святилище Кота-Дракона;;;;;;;;;;;;;x;
secret_old_gods_community;Лагерь Изгоев;;;;;;;;;;;;;x;
secret_forsworn_heresy_community;Ведьмовской ковен;;;;;;;;;;;;;x;
secret_king_of_worms_cult_community;Пещера Некроманта;;;;;;;;;;;;;x;
secret_animism_community;Пещера Духов;;;;;;;;;;;;;x;
secret_anuic_skaal_community;Замшелый менгир;;;;;;;;;;;;;x;
secret_dragon_cult_community;Гробница дракона;;;;;;;;;;;;;x;
secret_sithis_community;Опустевший колодец;;;;;;;;;;;;;x;
secret_ideal_masters_community;Тайная община;;;;;;;;;;;;;x;
secret_pyandoneaic_community;Анклав маормеров;;;;;;;;;;;;;x;
secret_postorgnumic_community;Анклав маормеров;;;;;;;;;;;;;x;
secret_five_courts_community;Квартал цаэцки;;;;;;;;;;;;;x;
secret_tangmo_pantheon_community;Гетто Танг-Мо;;;;;;;;;;;;;x;
secret_bhut_cult_community;Гетто Танг-Мо;;;;;;;;;;;;;x;
secret_night_court_community;Квартал цаэцки;;;;;;;;;;;;;x;
secret_sun_court_community;Прибежище акавирцев;;;;;;;;;;;;;x;
secret_shani_cult_community;Гетто Танг-Мо;;;;;;;;;;;;;x;
secret_tiger_pantheon_community;Подозрительная статуя Тигра;;;;;;;;;;;;;x;
secret_black_dragon_community;Гробница дракона;;;;;;;;;;;;;x;
secret_kapotun_pantheon_community;Тайное убежище Ка-По-Тун;;;;;;;;;;;;;x;
secret_kamal_pantheon_community;Убежище камаль;;;;;;;;;;;;;x;
secret_winter_wind_community;Убежище камаль;;;;;;;;;;;;;x;
secret_sea_worship_community;Рынок специй;;;;;;;;;;;;;x;
secret_brethren_community;Позабытый храм;;;;;;;;;;;;;x;
imperial_geographical_society;Имперское Географическое Общество;;;;;;;;;;;;;x;
imperial_geographical_society_desc;Имперское Географическое Общество - это научная организация, ответственный за распространение и сохранение истории Тамриэля и создания картины всего известного мира, для просвящения народов Нирна.;;;;;;;;;;;;;x;
imperial_geographical_society_rank_1_male;Научный сотрудник;;;;;;;;;;;;;x;
imperial_geographical_society_rank_2_male;Старший научный сотрудник;;;;;;;;;;;;;x;
imperial_geographical_society_rank_3_male;Лауреат;;;;;;;;;;;;;x;
imperial_geographical_society_rank_4_male;Казначей;;;;;;;;;;;;;x;
imperial_geographical_society_rank_5_male;Председатель;;;;;;;;;;;;;x;
imperial_geographical_society_rank_1_female;Научная сотрудница;;;;;;;;;;;;;x;
imperial_geographical_society_rank_2_female;Старшая научная сотрудница;;;;;;;;;;;;;x;
imperial_geographical_society_rank_3_female;Лауреат;;;;;;;;;;;;;x;
imperial_geographical_society_rank_4_female;Казначей;;;;;;;;;;;;;x;
imperial_geographical_society_rank_5_female;Председатель;;;;;;;;;;;;;x;
igs.2.d1;Я сделал это! Я закончил свой доклад, названный мною [Root.IGS_essay_title]. Теперь я должен представить его своим соратникам в Имперском географическом обществе для обзора.;;;;;;;;;;;;;x;
igs.2.d2;Я сделал это! Разумеется, Общество обязано признать гениальность моего труда, приложенных к нему пиктограмм, подробных фонологических исследований и глубоких метафизиологических идей. Я должен немедленно отправить его на рассмотрение!;;;;;;;;;;;;;x;
igs.3.d1;[From.GetBestName] представил доклад как [Root.GetSocietyRank] Имперского географического общества. Меня попросили стать одним из рецензентов. Документ под названием [Root.IGS_essay_title] совершенен, он соперничает или даже превосходит труды самых прославленных членов нашего Общества. Вопрос в том, должен ли я одобрить документ или отказать,чтобы он не затмил мои собственные достижения?;;;;;;;;;;;;;x;
igs.3.d2;[From.GetBestName] представил доклад как [Root.GetSocietyRank] Имперского географического общества. Меня попросили стать одним из рецензентов. Документ под названием [Root.IGS_essay_title] отличного качества, и достоин войти в анналы нашего Общества. Вопрос в том, должен ли я одобрить документ или отказать,чтобы он не затмил мои собственные достижения?;;;;;;;;;;;;;x;
igs.3.d3;[From.GetBestName] представил доклад как [Root.GetSocietyRank] Имперского географического общества. Меня попросили стать одним из рецензентов. Документ под названием [Root.IGS_essay_title] приемлим, типичная работа среднего уровня. Вопрос в том, должен ли я одобрить документ или позволить ему кануть в забвение?;;;;;;;;;;;;;x;
igs.3.d4;[From.GetBestName] представил доклад как [Root.GetSocietyRank] Имперского географического общества. Меня попросили стать одним из рецензентов. Документ под названием [Root.IGS_essay_title] имеет... сомнительное качество, мало того, он кажется мне чрезмерно упрощённым. Должен ли я одобрить его, несмотря на его недостатки, или позволить ему впасть в заслуженную безвестность?;;;;;;;;;;;;;x;
igs.3.d5.1;[From.GetBestName] отправил... нечто вроде документа для обзора, как [Root.GetSocietyRank] Имперского географического общества, а меня попросили стать одним из рецензентов. Тем не менее, этот так называемый «документ» -  запутанное описание архитектуры нужников в борделях низкого качества. Что о себе возомнил этот [From.GetBestName]?! Он думает, здесь общество Современных Искусств? Это серьёзное заведение!;;;;;;;;;;;;;x;
igs.3.d5.2;"[From.GetBestName] отправил... нечто вроде документа для обзора, как [Root.GetSocietyRank] Имперского географического общества, а меня попросили стать одним из рецензентов. Тем не менее, этот так называемый «документ» - каталогизированное наблюдение [From.GetBestName] за тем, как родинка перемещается по лицу его же собственного слуги. Предположим, движения родинки связаны с астрофизическими показателями Мессера и Секунды, но этот труд явно не годится для библиотеки Общества!""";;;;;;;;;;;;;x;
igs.3.d5.3;[From.GetBestName] отправил... нечто вроде документа для обзора, как [Root.GetSocietyRank] Имперского географического общества, а меня попросили стать одним из рецензентов. Тем не менее, этот так называемый «документ» - коллекция причудливых, но красочных детских рисунков: [From.GetBestName], очевидно, приложил(а) некое усилие... чёрт, что я говорю...;;;;;;;;;;;;;x;
igs.3.d5.4;[From.GetBestName] отправил... нечто вроде документа для обзора, как [Root.GetSocietyRank] Имперского географического общества, а меня попросили стать одним из рецензентов. Тем не менее, этот так называемый «документ» - обычный, пустой лист бумаги. Возможно, [From.GetBestName] выражает некий скрытый протест против несправедливого судейства в нашем Обществе?;;;;;;;;;;;;;x;
igs.3.d5.5;"[From.GetBestName] отправил... нечто вроде документа для обзора, как [Root.GetSocietyRank] Имперского географического общества, а меня попросили стать одним из рецензентов. Тем не менее, этот так называемый «документ» - подробно выполненная карта так называемых Дрожащих Островов, вырезанная на циклопическом круге козьего сыра. Детализация [From.GetBestName] похвальна, если я долго всматриваюсь в него, то вижу, как маленькие точки - люди - двигаются по улицам огромного города. Например, сейчас я наблюдаю, как Тёмный Соблазнитель мучает иссохшего бедняка. Вероятно, еда заколдована.""";;;;;;;;;;;;;x;
region_akavir;Акавир;;;;;;;;;;;;;x;
region_argonia;Аргония;;;;;;;;;;;;;x;
region_atmora;Атмора;;;;;;;;;;;;;x;
region_cyrodiil;Сиродилл;;;;;;;;;;;;;x;
region_elsweyr;Эльсвейр;;;;;;;;;;;;;x;
region_hammerfell;Хаммерфелл;;;;;;;;;;;;;x;
region_highrock;Хай Рок;;;;;;;;;;;;;x;
region_morrowind;Морровинд;;;;;;;;;;;;;x;
region_pyandonea;Пиандонея;;;;;;;;;;;;;x;
region_skyrim;Скайрим;;;;;;;;;;;;;x;
region_summerset;Саммерсет;;;;;;;;;;;;;x;
region_valenwood;Валенвуд;;;;;;;;;;;;;x;
region_vvardenfell;Вварденфелл;;;;;;;;;;;;;x;
region_yokuda;Йокуда;;;;;;;;;;;;;x;
river_bjoulsae;Бйолса;;;;;;;;;;;;;x;
river_brena;Брена;;;;;;;;;;;;;x;
river_corbolo;Корболо;;;;;;;;;;;;;x;
river_darkwater;Чёрная Река;;;;;;;;;;;;;x;
river_harstrad;Харстрад;;;;;;;;;;;;;x;
river_hjaal;Хьялл;;;;;;;;;;;;;x;
river_iggnir;Иггнир;;;;;;;;;;;;;x;
river_isild;Исильд;;;;;;;;;;;;;x;
river_karth;Карф;;;;;;;;;;;;;x;
river_nabia;Набия;;;;;;;;;;;;;x;
river_niben;Нибен;;;;;;;;;;;;;x;
river_odai;Одай;;;;;;;;;;;;;x;
river_panther;Пантера;;;;;;;;;;;;;x;
river_reed;Рид;;;;;;;;;;;;;x;
river_silverfish;Серебрянка;;;;;;;;;;;;;x;
river_strid;Стрид;;;;;;;;;;;;;x;
river_treva;Трева;;;;;;;;;;;;;x;
river_white;Белая;;;;;;;;;;;;;x;
river_whiterose;Белая Роза;;;;;;;;;;;;;x;
river_xylo;Ксило;;;;;;;;;;;;;x;
river_yorgrim;Йоргрим;;;;;;;;;;;;;x;
continent_tamriel;Тамриэль;;;;;;;;;;;;;x;
continent_akavir;Акавир;;;;;;;;;;;;;x;
culture_akaviri;Акавирск.;;;;;;;;;;;;;x;
culture_altmer;Альтмерск.;;;;;;;;;;;;;x;
culture_anequinan;Анеквинск.;;;;;;;;;;;;;x;
culture_argonian;Аргонианск.;;;;;;;;;;;;;x;
culture_ashlander;Эшлендерск.;;;;;;;;;;;;;x;
culture_atmoran;Атморск.;;;;;;;;;;;;;x;
culture_ayleid;Айлейдск.;;;;;;;;;;;;;x;
culture_bosmer;Босмерск.;;;;;;;;;;;;;x;
culture_breton;Бретонск.;;;;;;;;;;;;;x;
culture_chimer;Кимерск.;;;;;;;;;;;;;x;
culture_colovian;Коловианск.;;;;;;;;;;;;;x;
culture_crown;Венценосн.;;;;;;;;;;;;;x;
culture_dremora;Киназск.;;;;;;;;;;;;;x;
culture_dunmer;Данмерск.;;;;;;;;;;;;;x;
