#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;;;;;x
ERA_CHAR_INFO_36001;Хайделлит, король альтмеров Алинора, правил землями высоких эльфов в эпоху, после вошедшую в историю как золотой век мудрого и благого правления Короля Хайделлита. Он очень любил традиционные церемонии, известные по древним Свиткам Праксиса. В то время, как большая часть Тамриэля была опустошена войнами, Алинор оставался богатым и процветающим. Однако, правление Хайделлита сделало его мишенью для амбициозных молодых и дальновидных альтмеров, которые считают его причудливые методы правления устаревшими, не говоря уже и о зарубежных противниках, полагающих, что король предсказуем, и, следовательно, уязвим.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_30003;Король Эрасмо;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_30003;Эрасмо - босмерский король Фалинести. В первом году Первой Эры был основан Дом Каморан. Исторические влияние Каморанов неоспоримо, но власть Дома постепенно увядает. Король Эрасмо не хочет, чтобы его запомнили как правителя, при котором произошел крах великой династии, а потому намеревается отвоевать территории, которыми когда-то правила его семья. Для пожилого короля Фалинести задуманное будет трудной задачей, но если он начнет действовать до того, как его соперники успеют усилиться, то сможет восстановить власть Каморанов над всем Валенвудом.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_100;Лорд-Протектор Кай;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_100;Кай - Лорд-Протектор Хартленда в период Междуцарствия. В это время постоянные войны были чем-то обыденным, и Лорд-Протектор успел нажиться в период раздора и потрясений, возможно, намного больше, чем любой другой человек в Сиродиле. Он не является императором, но обладает властью торгового принца, поскольку под его властью находится богатый Имперский Остров и все торговые пути озера Румаре и реки Нибен. Доходы, получаемые Каем с этих земель, очень высокие. Тем не менее, его прямое политической влияние на землях Сиродила является незначительным, а его армия слаба. Кай должен быстро укрепить свою власть, иначе столкнется с натиском множества врагов, желающих заполучить богатства Имперского Острова.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_66001;Грива Ма'ранду-джо;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_66001;Ма'ранду-джо, Грива Эльсвейра, является непосредственным приемником Рид-Т'ар-ри'Датты, первого Гривы Каджитов, и считается его реинкарнацией. Каждое его действие за 60 лет правления было тщательно изучено поддаными в надежде, что он достигнет величия своего прошлого воплощения. Правление Ма'ранду-джо было благополучным, но Эльсвейр находился в непростом положении. Сенчал и Оркрест признали Гриву в качестве законного правителя, но отказались подчиниться его власти. Поклонники Алкоша на севере и вовсе не обращают внимания на Гриву и его указы. Эльфийские и сиродильские иноземцы часто устраивают на земли каджитов набеги и вторжения. Дабы защитить свой народ и провести его к процветанию, Гриве придется победить всех их.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_66753;Джа'арана Бахдраши;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_66753;Бахдраши, пеллетинская Джа'арана из Коринта - единственное выжившее дитя Гривы Ма'ранджу-джо. Бахдраши была воспитана в роскоши и считается одним из главных союзников своего отца. Именно по его велению она пришла к власти в Коринте, где она успешно правит в течении нескольких лет. Так как Грива стареет, Бахдраши понимает, что в ближайшее время она потеряет своего отца и главного покровителя. Ей известно, что после обнаружения нового Гривы другие вассалы могут попытаться использовать его в качестве своей пешки, но почему Бахдраши должна дожидаться, пока другие вершат судьбы мира, когда она сама может увеличить свою силу и расширить свое влияние? Она не Грива, но имеет на Эльсвейр такие же притязания, как и любой другой каджит.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_120577;Ва-Ции Ирия;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_120577;Ирия - Ва-Ции народа цаэски в Горлинге. Мир и стабильность древних матриархий цаэски прошли с воцарением Ирии Коу, беспощадной садистки и разжигательницы войн. Она хочет быть правительницей всех цаэски - совершить то, чего в истории ещё никто не добился. Большинство других матриархов лишь насмехаются над предложением присягнуть на верность Ирии, но Ва-Ции Горлинга уже захватила две области Мераланга и намерена покорить оставшиеся земли. Собственные вассалы Ирии не симпатизируют ей, и потому ей нужно найти новых союзников, чтобы продлить власть своей династии над Горлингом. Только после этого она может покорить остальные земли цаэски.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_18040;Император Дуркорах;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_18040;Дуркорах Черный Селезень - ричменский император Сиродила. Несколько лет назад этот, тогда ещё слабый, но крайне амбициозный вождь спустился с туманных утесов Предела и с неистовой яростью прорубил себе кровавую дорогу к Рубиному Трону через весь Скайрим и Сиродил. Теперь Дуркорах называет себя императором Сиродила и, благодаря контролю над Имперским Островом и браком с семьей Тарн, он действительно является куда более могущественным претендентом, чем многие те, кто предшествовал ему. Тем не менее, как ричмен, поклоняющийся даэдра, и в не меньшей степени как император, Дуркорах имеет множество врагов. В частности, многие правители Хай Рока относятся к нему с большой враждебностью. Черному Селезню придется уничтожить их армии, сжечь земли и стереть с земли целые города, если он желает подчинить себе непокорный народ бретонцев.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_15522;Король Хесеф;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_15522;Хесеф - бретонский правитель Эвермора, королевства, расположенного на границах с Хаммерфеллом и потому часто являющегося мишенью для вражеских набегов. Однако, Королю Хесефу пришлось столкнуться с гораздо более страшной угрозой, чем обычные налеты иноземцев. Войска объединенного Предела осадили его столицу, и король был вынужден призвать на помощь остальных правителей Хай Рока, дабы сдержать надвигающуюся бурю. Слишком гордый, чтобы сбежать, Король Хесеф, последний представитель древнего рода Мойле, готов принять свой последний бой с неравным противником.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_15028;Король Бальдрик;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_15028;Бальдрик - бретонский король Вэйреста. Он является одним из богатейших бретонских королей - это и благословление, и проклятие богов одновременно. С одной стороны, он чрезвычайно богат и могущественен по сравнению с остальными соседними правителями. С другой стороны, правители малых бретонских государств постоянно давят на него, дабы он вмешался в тот момент, когда иноземные завоеватели представляют угрозу для Хай Рока. В настоящее время Бальдрик находится в незавидном положении: будучи лидером шаткой коалиции, созданной для противостояния ричменам Дуркораха, он должен быстро объединить разрозненные бретонские силы и дать отпор интервентам-даэдропоклонникам, уже осадившим Эвермор, пока Черный Селезень не превратил города Хай Рока в дымаящиеся руины.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_3600;Король Абнур;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_3600;Абнур, Король Нибенейский, считается самым загадочным патриархом семьи Тарнов - легендарной династии, обладающей репутацией строгих прагматичных политиков и сильных волшебников. У короля-мага Нибенея все эти черты выражены возможно даже ярче, чем у любого из его предков. Когда Абнур примкнул к Дуркораху и его ричменам, он сделал это сугубо ради политической выгоды. Когда его новый правитель призвал к своей армии, он бесцеременно присоединился к войскам даэдропоклонников. Когда он получил шанс продлить себе жизнь с помощью магии, то сделал это с безупречным мастерством, фактически став бессмертным. Мотивы многих его поступков мало понятны, но ясно, что он является невероятно могущественным союзником и смертельно опасным врагом.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_9112;Королева Мэбъярн;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_9112;Мэбъярн - нордская королева Истмарка. Молодая и неопытная Мэбъярн столкнулась с весьма незавидной политической ситуацией. Она, возможно, контролирует самое сильное королевство Скайрима, но её страна соседствует с разрастающейся и амбициозной Империей Сиродила. Норды и ричмены исторически являются врагами, и поскольку армии Дуркораха выигрывают битву за битвой, существует большая вероятность, что они двинутся на восток и атакуют три королевства нордов. Мэбъярн вскоре может быть призвана для защиты своих соотечественников, или, ещё хуже, будет напрямую атакована врагами с запада. К счастью, её сила в её молодости, и если она сможет преодолеть вызовы судьбы, то впереди её ждут десятилетия мудрого правления и успешных завоеваний.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_124502;Король Бардак;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_124502;Бардак - король камаль Казедирика. Менее десяти лет назад Бардак Нимиди был обычным фермером и пастухом. Но преследование его братьев по вере, поклоняющихся Зимнему Ветру, довело его до поднятия мятежа, в результате которого недовольные свергли правящую династию Секбин и возвели на престол самого Бардака. Несмотря на отсутствие какой-либо военной подготовки (или личных боевых качеств), он по праву считается военным гением с большой харизмой и терпением. Бардак хочет сместить всех независимых правителей, исповедующих Четыре Ветра, и его первая цель - могущественный сосед, король Сум Дир-Камаль. Объявление войны, сделанное в первые дни зимы, стало символическим жестом Бардака, предупреждающим, что Зимний Ветер вскоре будет властвовать над всеми.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_123093;Император Ада'Сум;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_123093;"Ада'Сум, Император Камаль, обладает ледяными глазами, грозным татуированным лицом и огромной армией бесстрашных воинов. Ада'Сум Дир-Камаль известен в народе как Акавирский демон"". Несколько месяцев назад Ада'Сум и его грозные полчища камаль вторглись в Скайрим и Морровинд, намереваясь покорить Тамриэль, истребляя всех, кто осмелиться встать у них на пути. Он нанес серьезный удар по Скайриму, убив Верховную Королеву Мэбъярн и её дочь (и кратковременную преемницу) Нурнхильду. Однако, норды вновь собрались в Рифтене и полны решимости на этот раз одержать победу. Ада'Сум, возможно, приостановит свое вторжение в Скайриме, чтобы сначала победить данмеров Морровинда, а затем двинуться на запад.""";;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_9115;Король Йорунн;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_9115;Йорунн, Верховный Король нордов Скайрима, занял место Верховного Короля после смерти своей матери Мэбъярн и старшей сестры Нурнхильды, погибших от рук камальских завоевателей. Его не обучали ни как политика, ни как воина, но как барда. Йорунн живет в суровое время, и его находчивость и смелость идут ему на пользу. В эти страшные дни его благословили сами Седобородые. Если он сможет сделать преодолеть испытания и привести своей народ к процветанию, Йорунна, возможно, запомнят как одного из самых величайших защитников и героев Скайрима.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_48307;Архимагистер Манел;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_48307;Манел - данмерский архимагистер Великого Дома Телванни. Такие, как Манел, обычно славятся своей спесью, абразивностью и любовью к изоляции. Но ни одно из этих качеств не помогло Манелу отбиться от воинств Камаль, разоривших земли Телваннии. Архимагистру пришлось проглотить свою гордость и попросить помощи у остальных великих домов, но даже с их помощью и помощью Храма Трибунала ситуация для его дома выглядит плачевной. Возможно, ему понадобится помощь иноземцев, но народы Сиродила погрязли в междусобицах, а норды заняты войной с основными силами Ада'Сума Дир-Камаля. И только аргониане, заклятые враги данмеров, пребывают в мире и могут помочь победить в этой войне.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_60200;Верховная правительница Хейта Мин;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_60200;Хейта-Мин, Верховная правительница Сарпы, является аргонианской мятежницей, которая совсем недавно сбежала из рабства, свергла данмеров-поработителей и освободила свой народ. Теперь она стремится помириться со старыми противниками своего народа, поскольку война бушует по всему Тамриэлю. Видения, посылаемые Хистом, заставили её отправить помощь против захватчиков-камаль. И хотя теперь аргониане не считают данмеров своими самыми заклятыми врагами, они все ещё разобщены и им нужен сильный предводитель. К счастью, Хейта-Мин является одним из таких лидеров с исключительной харизмой и силой воли. Возможно, эта бывшая мятежница станет по-настоящему достойной королевой Аргонии?;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_39000;Король Оргнум;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_39000;Оргнум, король маормеров Пиандонеи, утверждает, что является альдмерским богом, силы которого сопоставимы с Аури-Эль, Тринимаком или Магнусом. И хотя его предполагаемая божественность, безусловно, оспаривается, никто не отрицает, что он является бессмертным королем-магом, наделенным огромной властью, большой алчностью и целым островом маормеров-поклонников, считающих, что даже посмотреть на его лицо будет великой честью. Оргнум желает править Алинором, и, как известно, периодически отправляет армию и флот на земли альтмеров, но никогда не достигает конечной цели. Однако, Оргнум бессмертен и практически вечен, а потому он всегда может попытаться ещё раз... и ещё... и ещё...;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_301010;Императрица Кливия;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_301010;"Кливия Тарн является опытным политический игроком. Она выросла среди интриг и козней своего отца, но так же была обучена основам дипломатии, политики и риторики. Кливия ревностно охраняет и цепляется за свое положение регентши после таинственного исчезновения своего мужа Варена. Но со Взрывом Душ в Имперском Городе, оный был захвачен армией культистов, нежити и даэдра под командованием Маннимарко. Кливия должна собрать войска и восстановить власть в своих владениях, потому как если не остановить прислужников даэдрического принца Молаг Бала, весь Тамриэль может быть ""вытащен"" в Хладную Гавань.";;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_300116;Вестник Маннимарко;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_300116;Маннимарко, могущественный чародей, который известен многим некромантам как Король Червей. Маннимарко ответственен за одну из самых ужасных катастроф в Истории Тамриэля - именно он повредил Амулет Королей во время коронации императора Варена, в результате чего произошел Взрыв Душ. Будучи союзником и эмиссаром даэдрического принца Молаг Бала, Маннимарко ныне командует огромной армией, в задачи которой входит противостояние всем тем, кто захочет остановить Слияние Планов. Однако, до сих пор неизвестно, каковы настоящие мотивы Маннимарко, и вполне возможно, что в будущем он использует весь творящийся хаос, дабы занять место своего хозяина и стать правителем Хладной Гавани и всего Нирна.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_36007;Верховная Королева Эйренн;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_36007;Эйренн - Верховная Королева Альдмерского Доминиона. В отличие от руководителей двух других альянсов, позиция Эйренн как главы Альдмерского Доминиона держится не только на принципах уважения и харизмы, но и с точки зрения закона. Совсем недавно Эйренн, набравшись сил, завершила борьбу в Валенвуде и передала регион одному из Каморанов, который с благодарностью признал Эйренн своим сюзереном. Через некоторое время она же получила верность каджитов, искавших союзников после Взрыва Душ. В отличе от остальных соперничающих альянсов, новосозданный Эйренн Альдмерский Доминион волнует только одна проблема - объединение всего Тамриэля под властью эльфов, её властью, которая, как она полагает, вернет континент в безмятежные времена Меретической Эры.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_15123;Король Эмерик;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_15123;Эмерик - бретонский Верховный Король Ковенанта Даггерфолла. Когда Кнахатенский грипп опустошил Вэйрест и уничтожил династию Гарднер, Эмерик, ветеран войны с ричменами и верноподданый погибшей династии, взошел на престол Вэйреста. Намериваясь защитить Хай Рок от будущих нашествий даэдропоклонников, Эмерик искусно создал альянс своими соотечественниками, орками  из Роттарианских гор и Королевством Синтенель. Фактически, он является лидером этой коалиции. Дворяне и ученые по всему Тамриэлю интересуются, сможет ли этот человек превратить свой альянс в силу, сопоставимую с могуществом Империи Реманов времен своего апогея?;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_6629B;Король Аттребус;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_6629B;Аттребус, коловианский король Фолкрита - вырос на раздираемом войной пограничье холда Фолкрит и Предела, Аттребус возвысился, в результате нападений и охоты на колдунов-налетчиков. Он свидетель некоторых из худших злодеяний, совершенных ричменами - и позже, даэдрическими воинами - во время войны Альянсов, поэтому сердце Аттребуса словно превратилось в камень. Разгневанный гибелью своей матери во время одной из заключительных стычек Войны Альянсов, Аттребус поклялся совершить поход, для отмщения ричменам и всем прочим прислужникам Молаг Бала. Он объявил Сиродил страной гниющей коррупции, и сплотив армию авантюристов, бывших наемников и бывших фермеров, сделав первый шаг на пути к Рубиновому Трону.;;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_18088;Король Алабкейн;;;;;;;;;;;;;x;;;;
ERA_CHAR_INFO_18088;"Алабкейн, король ричменов Предела - безжалостный Алабкейн известен как ""деспот Маркарта,"" и не зря. Он бескомпромиссный, неотесанный и не боится делать врагов, при условии, что по его мнению, он способен уничтожить их. Алабкейн правит железной рукой раздробленными кланами ричменов, организуя амбициозные авантюры, в Скайриме и Хай Роке, такие как грабительские рейды во время Войны Альянсов. Несмотря на свой печально известный статус одного из немногих независимых правителей, присоединившихся к Маннимарко и Молаг Балу, он сумел защитить Предел от ответных атак. После распада всех великих альянсов, Алабкейн заинтересовался, наступило ли подходящее время, чтобы расширить границы Предела.";;;;;;;;;;;;;x;;;;
ERA_CHAR_NAME_42104;Король Базраг;;;;;;;;;;;;;x;;;;
