LOAD_GFX;Болтаем с Магнусом...;Chargement des graphismes…;Grafiken werden geladen ...;Wczytywanie grafiki...;Cargando grбficos...;Caricamento grafica in corso...;Grafikбk betцltйse…;;;;;;;x
CREATING_THE_WORLD;Образуем Тамриэль...;Crйation du monde…;Die Welt wird erstellt ...;Tworzenie њwiata...;Creando el mundo...;Creazione mondo in corso...;Vilбg lйtrehozбsa…;;;;;;;x
CREATING_TREES;Исследуем Валенвуд...;Crйation des arbres...;Wald wird erstellt ...;Tworzenie drzew...;Creando бrboles...;Creazione alberi in corso...;Fбk lйtrehozбsa…;;;;;;;x
CREATING_BORDERS;Посещаем Залив Илиак...;Crйation des frontiиres...;Grenzen werden erstellt ...;Tworzenie granic...;Creando fronteras...;Creazione confini in corso...;Orszбghatбrok lйtrehozбsa…;;;;;;;x
CREATING_RIVERS;Вытаскиваем проклятых Драконов из Подземелий...;Crйation des fleuves...;Wasser wird erstellt...;Tworzenie rzek...;Creando rнos...;Creazione fiumi in corso...;Folyуk lйtrehozбsa…;;;;;;;x
MAP_PROPERLY_INIT;Обучаем грязекраба торговать...;Carte initialisйe…;Karte korrekt initialisiert ...;Mapa uruchomiona prawidіowo...;Mapa iniciado correctamente...;Mappa inizializzata correttamente...;A pбlya betцltve…;;;;;;;x
CREATING_PROVINCE;Приводим мятежников к покорности;Crйation de province;Erstellung der Provinz;Tworzenie prowincji;Creando provincia... ;Creazione provincia in corso...;Provincia lйtrehozбsa…;;;;;;;x
CREATING_TEXTS;Обворовываем Имперскую Библиотеку...;Crйation des textes…;Texte werden erstellt ...;Tworzenie tekstуw...;Creando textos...;Creazione testi in corso...;Szцvegek lйtrehozбsa…;;;;;;;x
ADAPTING_HISTORY;Прорыв Дракона...;Adaptation de l'Histoire…;Geschichte wird angepasst ...;Przystosowywanie historii...;Adaptando la historia...;Adattamento storia in corso...;Tцrtйnelmi fбjlok betцltйse…;;;;;;;x
LOAD_CITY;Возводим Имперский Город...;Chargement ville…;Stadt wird geladen ...;Wczytywanie miasta...;Cargando villa...;Caricamento cittа in corso...;Pбlya betцltйse…;;;;;;;x
LOAD_GFX_PDXMAP_SHADERS;Зарисовываем Глотку Мира...;Chargement de la carte (Crйation des ombres)...;Karte wird geladen (Shader-Erstellung) ...;;Cargando mapa(Creando shaders)...;;;;;;;;;x
LOAD_GFX_PDXMAP_TERRAIN;Изучаем Скайрим...;Chargement de la carte (Crйation du terrain)...;Karte wird geladen (Gelдnde-Erstellung) ...;;Cargando mapa(Creando terreno)...;;;;;;;;;x
LOAD_GFX_PDXMAP_BORDERS;Наблюдаем за ничтожествами в Морровинде...;Chargement de la carte (Crйation des frontiиres)...;Karte wird geladen (Grenzen-Erstellung) ...;;Cargando mapa(Creando bordes)...;;;;;;;;;x
LOAD_GFX_PDXMAP_TEXTURES;Используем Искусство Дибеллы...;Chargement de la carte (Crйation des textures)...;Karte wird geladen (Texturen-Erstellung) ...;;Cargando mapa(Creando texturas)...;;;;;;;;;x
LOAD_GFX_PDXMAP_TREES;Знакомимся с Валенвудом...;Chargement de la carte (Crйation des arbres)...;Karte wird geladen (Baum-Erstellung) ...;;Cargando mapa(Creando бrboles)...;;;;;;;;;x
LOAD_GFX_PDXMAP_RIVERS;Прокапываем реки...;Chargement de la carte (Crйation des riviиres)...;Karte wird geladen (Fluss-Erstellung) ...;;Cargando mapa(Creando rнos)...;;;;;;;;;x
LOAD_GFX_PDXMAP_STATIC_OBJECTS;Колдуем над вещами...;Chargement de la carte (Crйation des objets)...;Karte wird geladen (Objekt-Erstellung) ...;;Cargando mapa (Creando objetos)...;;;;;;;;;x
LOADING_CALC_NAVAL;Снаряжаем флотилию...;Calcul de la portйe navale…;Berechnnung der Flotten-Reichweiten…;;Calculando Distancias Navales…;;;;;;;;;x
LOAD_INIT;Готовимся к битве...;Initialisation du jeu...;Spiel wird initialisiert ...;;Inicializando juego...;;;;;;;;;x
LOADING_GAME;Входим в Тамриэль...;Charger partie;Spiel wird geladen;;Cargando juego;;;;;;;;;x
LOADING_TIP_0;Даже самые малые титулы могут быть полезны.  Раздавайте их по возможности!;;;;;;;;;;;;;x
LOADING_TIP_1;Вам стоит отыскать каких-нибудь головорезов и назначить их в качестве убийц. Если не хочется платить Тёмному Братству!;;;;;;;;;;;;;x
LOADING_TIP_2;Малые королевства теперь являются титулярными владениями, а верховные королевства де-юре обладают всеми территориями.;;;;;;;;;;;;;x
LOADING_TIP_3;Нашли баги? Сообщите о них на наш Дискорд @ elderkings.de;;;;;;;;;;;;;x
LOADING_TIP_4;Посещайте форумы Elder Kings и paradoxplaza.com!;;;;;;;;;;;;;x
LOADING_TIP_5;Этот мод основан на вселенной Древних Свитков,  показанной в таких играх как Морровинд, Обливион и Скайрим.;;;;;;;;;;;;;x
LOADING_TIP_6;Заклинания подводят вас? Так найдите себе другие.;;;;;;;;;;;;;x
LOADING_TIP_7;Не ищите полезных советов на этой строке.;;;;;;;;;;;;;x
LOADING_TIP_8;Наколдовал? Доволен? Не забудь закрыть книгу заклинаний!;;;;;;;;;;;;;x
LOADING_TIP_9;Не забудьте закрыть свиток Занятости, когда закончите подбор кадров!;;;;;;;;;;;;;x
LOADING_TIP_10;Некоторые малые титулы теперь имеют свой функционал. Проверьте решения, чтобы увидеть то, на что они способны.;;;;;;;;;;;;;x
LOADING_TIP_11;Смена де-юре границ территорий в Elder Kings происходит не чаще, чем через 300 лет.;;;;;;;;;;;;;x
LOADING_TIP_12;Зачастую советник по интригам сам ведёт интриги против вас!;;;;;;;;;;;;;x
LOADING_TIP_13;Должности придворного волшебника и священника теперь объединены в  должность магистра.;;;;;;;;;;;;;x
LOADING_TIP_14;Пожалуйста, убедитесь, что вы поставили мод правильно!;;;;;;;;;;;;;x
LOADING_TIP_15;Вы должны владеть по крайней мере тремя смежными королевствами в регионе, чтобы создать Верховное королевство. Подсказка особо нетерпеливым: вы можете создать это королевство даже не выполняя данное требование!;;;;;;;;;;;;;x
LOADING_TIP_16;Если будешь истошно биться головой во имя кого-то из Принцев Даэдра, можешь получить кошерный артефакт.;;;;;;;;;;;;;x
LOADING_TIP_17;Оборотни не плохие! Их просто не поняли.;;;;;;;;;;;;;x
LOADING_TIP_18;Теперь вы можете подстрекать восстание в провинциях противника при помощи действия маршала, которое разжигает недовольство жителей.;;;;;;;;;;;;;x
LOADING_TIP_19;С датами всё очень плохо. Но если что, Вторая Эпоха с 2921, Третья Эпоха с 3817, а уж Четвёртая в 4250.;;;;;;;;;;;;;x
LOADING_TIP_20;Если ты Норд, то можешь отправится в паломничество в самую Глотку этого мира, дабы попытаться изучить Ту'ум (магию голоса).;;;;;;;;;;;;;x
LOADING_TIP_21;Если где-то найдут Драконорождённого, вам обязательно сообщат! Честно!;;;;;;;;;;;;;x
LOADING_TIP_22;Драконорождённые встречаются редко. Но их Сила велика.;;;;;;;;;;;;;x
LOADING_TIP_23;Вообще-то, Довакинов наугад выбирают боги. И их потомки сохраняют могущество Небес.;;;;;;;;;;;;;x
LOADING_TIP_24;Оглашается информация только о благородных Довакинах. Или о тех, кто имеет при себе надел...;;;;;;;;;;;;;x
LOADING_TIP_25;Только рептилоидам-аргонианам везёт во время Кнахатенского Гриппа. По моим подсчётам, вероятность смерти -- 99,99%. Но ты хотя бы не станешь зомби.;;;;;;;;;;;;;x
LOADING_TIP_26;Неосторожные персонажи могут подхватить разные заболевания, такие как Адская подагра, Кровавое лёгкое или Болотная лихорадка.;;;;;;;;;;;;;x
LOADING_TIP_27;Близкие контакты третьей степени с оборотнями могут привести к… волчьим последствиям!;;;;;;;;;;;;;x
LOADING_TIP_28;Заболевание порфириновой гемофилией приводит к вампиризму!;;;;;;;;;;;;;x
LOADING_TIP_29;Следите за упырями и оборотнями в своей столице. А то как напрыгнут!;;;;;;;;;;;;;x
LOADING_TIP_30;Расы и культуры в этом моде разделены. Можно быть орком на лицо, но коловианцем в душе.;;;;;;;;;;;;;x
LOADING_TIP_31;Аргониане устойчивы к болезням. И к ранам. А что делать, когда живёшь в болоте?;;;;;;;;;;;;;x
LOADING_TIP_32;Будь осторожен на войне! Можно потерять до двух третей своего тела!;;;;;;;;;;;;;x
LOADING_TIP_33;Если ты Варвар, ещё и образованный, это даст огромный бонус к… варварству?;;;;;;;;;;;;;x
LOADING_TIP_34;В каждом крупном городе Тамриэля можно нанять Гладиаторов. Но с этим нужно быть поосторожнее.;;;;;;;;;;;;;x
LOADING_TIP_35;Нибенеем называют восточную часть Сиродиила. Коловией - западную.;;;;;;;;;;;;;x
LOADING_TIP_36;Фалмеры сами собой в игре не появятся.;;;;;;;;;;;;;x
LOADING_TIP_37;Имперская культура - сплав нибенейских и коловианских традиций с айлейдскими примесями.;;;;;;;;;;;;;x
LOADING_TIP_38;Каждый умный норд знает, что в Скайриме бывает холодно. Вообще, норды не слишком смекалисты, зато выносливы.;;;;;;;;;;;;;x
LOADING_TIP_39;Норды приплыли в Тамриэль с далёкой Атморы, прежде чем она превратилась в замерзшую пустошь.;;;;;;;;;;;;;x
LOADING_TIP_40;Скаалами называют уединённую группу нордов,  которые предпочли холодному Скайриму ещё более холодный Солстхейм.;;;;;;;;;;;;;x
LOADING_TIP_41;В Скайриме холодно. Полно двемерских городов и нордских захоронений. Суровое место..;;;;;;;;;;;;;x
LOADING_TIP_42;Предел с древних времён населяют даэдропоклонники-ричмены. Но нордам он тоже нравится.;;;;;;;;;;;;;x
LOADING_TIP_43;Бретонцами называют коренных жителей Хай Рока. Там же находится знаменитая Адамантиновая Башня, подчинённая клану Диренни.;;;;;;;;;;;;;x
LOADING_TIP_44;Смуглокожие редгарды населяют Хаммерфелл. Их города разбросаны по пустыне Алик'р. И мечи у них кривые.;;;;;;;;;;;;;x
LOADING_TIP_45;Алинор, известный также как Саммерсет, это крупный островной архипелаг, дом альтмеров  высоких эльфов Тамриэля.;;;;;;;;;;;;;x
LOADING_TIP_46;Тёмные эльфы, известные так же как данмеры, обитают в Морровинде. Многие считают их земли чуждыми и не гостеприимными.;;;;;;;;;;;;;x
LOADING_TIP_47;В самом центре Вварденфелла находится Красная Гора, самый крупный вулкан на всём Тамриэле.;;;;;;;;;;;;;x
LOADING_TIP_48;Лесные эльфы (или Босмеры) - жители Валенвуда. В этих густых джунглях растут странные гигантские мигрирующие деревья, на которых построены их города..;;;;;;;;;;;;;x
LOADING_TIP_49;Орки, орсимеры (отверженный народ)  - выходцы из Орсиниума, небольшого горного королевства в Хай Роке. Орсинимум разрушался и отстраивался много раз.;;;;;;;;;;;;;x
LOADING_TIP_50;Меры также известны как эльфы.;;;;;;;;;;;;;x
LOADING_TIP_51;Двемеры (или гномы) - народ эльфов, который давно исчез из Тамриэля. Но после себя они оставили артефакты которые до сих пор можно найти в руинах двемерских городов.;;;;;;;;;;;;;x
LOADING_TIP_52;Аргониане - раса рептилий. Живут они в Чернотопье.;;;;;;;;;;;;;x
LOADING_TIP_53;Каджитами называют кошколюдей Эльсвейра. Земля эта печально известна лунным сахаром, из которого гонят вкусный, но смертоносный наркотик - скууму.;;;;;;;;;;;;;x
LOADING_TIP_54;Древние, давно исчезнувшие двемеры построили множество устройств и приборов, которые продолжают функционировать до сих пор, благодаря передовым знаниям двемеров по части технологии и магии. Это делает исследование гномских развалин опасным занятием.;;;;;;;;;;;;;x
LOADING_TIP_55;В чёрном-чёрном уголке Тамриэля обычно можно найти белых-белых скелетов, оживлённых чёрной-чёрной магией. Убей их. Нет, правда.;;;;;;;;;;;;;x
LOADING_TIP_56;Виндхельм - старейший город в Скайриме. А может и старейший город людей на континенте.;;;;;;;;;;;;;x
LOADING_TIP_57;Школа Изменения занимается магией, основанной на изменении физического мира . В основном это манипуляция с материей, которая может приводить к левитации, или чему хуже.;;;;;;;;;;;;;x
LOADING_TIP_58;Школа Колдовства использует магию, чтобы поднимать мертвецов и призывать существ из планов Обливиона.;;;;;;;;;;;;;x
LOADING_TIP_59;В Школе Разрушения любят разрушение. Большие взрывы, стрельба молниями, создание ледяных стрел..;;;;;;;;;;;;;x
LOADING_TIP_60;В школе Иллюзий вас научат иллюзиям. Это самый высокий уровень уличной магии, позволяет путать разум смертных, доводя их до экстаза или чего похуже.;;;;;;;;;;;;;x
LOADING_TIP_61;Школа Восстановления учит тебя восстанавливать и заживлять. Конечности. Раны. Прочее.;;;;;;;;;;;;;x
LOADING_TIP_62;Акатош - верховный бог времени, возглавляет Восьмёрку и Девятку. Эльфы называют его Аури-Элем, богом-отцом, а сам Акатош изображается в виде дракона.;;;;;;;;;;;;;x
LOADING_TIP_63;Аркей -- бог жизни и смерти. Его жрецы нетерпимы к некромантии. Так же он олицетворяет смену времён года.;;;;;;;;;;;;;x
LOADING_TIP_64;Дибелла - богиня красоты. Среди женщин у неё имеется огромное количество культов. Искусство Дибеллы очень… приятно влияет на мужской организм.;;;;;;;;;;;;;x
LOADING_TIP_65;Джулианос - бог-покровитель мудрости и логики, отец языков. Ему поклоняются книжники, чародеи и учёные.;;;;;;;;;;;;;x
LOADING_TIP_66;Кинарет - добродетельная богиня небесных потоков, ветра и живой природы.;;;;;;;;;;;;;x
LOADING_TIP_67;Из всех богов именно Мара взяла на себя тяжёлую роль божества любви. Именно она при обрядах заключает браки на небесах.;;;;;;;;;;;;;x
LOADING_TIP_68;Стендарр - бог праведных законов, смирения и справедливости. Он покровительствует воинам-защитникам, Имперскому Легиону, например.;;;;;;;;;;;;;x
LOADING_TIP_69;Талос - бог-император человечества. Великий герой, некогда ходивший по земле, но потом вознёсшийся на небеса. Норды обожают его, а эльфы - ненавидят.;;;;;;;;;;;;;x
LOADING_TIP_70;Зенитар - бог торговли и тяжкого труда. Он покровительствует купцам и среднему дворянству, уважает всякое дело. Его символом является не шестиконечная звезда (как ни странно!) а наковальня.;;;;;;;;;;;;;x
LOADING_TIP_71;Стендарр говорит: Будь добр и щедр к людям Тамриэля. Защищай слабых, лечи больных, и помогай нуждающимся.\n- Десять заповедей Девяти богов;;;;;;;;;;;;;x
LOADING_TIP_72;Аркей говорит: Чти землю и созданий её, живущих и умерших. Храни и оберегай подаренное миру смертных, и не тревожь души усопших.\n- Десять заповедей Девяти богов;;;;;;;;;;;;;x
LOADING_TIP_73;Мара говорит: Живи спокойно и мирно. Чти родителей своих, оберегай мир и спокойствие семьи своей и дома своего.\n- Десять заповедей Девяти богов;;;;;;;;;;;;;x
LOADING_TIP_74;Зенитар говорит: Работай усердно. и будешь награжден. Трать разумно, и будешь пребывать в довольстве. Никогда не воруй, или будешь наказан.\n- Десять заповедей Девяти богов;;;;;;;;;;;;;x
LOADING_TIP_75;Талос говорит: Будь силен в войне. Будь отважен в бою с врагами и злом, и защищай народ Тамриэля.\n- Десять заповедей Девяти богов;;;;;;;;;;;;;x
LOADING_TIP_76;Кинарет говорит: Пользуйся дарами природы с умом. Уважай ее мощь и бойся её ярости.\n- Десять заповедей Девяти Богов;;;;;;;;;;;;;x
LOADING_TIP_77;Дибелла говорит: Открой свое сердце благим тайнам искусства и любви. Цени дары дружбы. Ищи радость и вдохновение в мистериях любви.\n- Десять заповедей Девяти Богов;;;;;;;;;;;;;x
LOADING_TIP_78;Джулианос говорит: Стремись к истине. Соблюдай закон. Будучи в сомнении, ищи совета у мудрых.\n- Десять заповедей Девяти Богов;;;;;;;;;;;;;x
LOADING_TIP_79;Акатош говорит: Служи и повинуйся Императору твоему. Изучай Заветы. Почитай Девять богов, исполняй долг свой, прислушивайся к наказам праведников и служителей церкви.\n Десять заповедей Девяти Богов;;;;;;;;;;;;;x
LOADING_TIP_80;Девять говорят: Кроме всего этого, будь добр к ближнему своему.\n- Десять заповедей Девяти богов;;;;;;;;;;;;;x
LOADING_TIP_81;Принцы Даэдра обитают в разнообразных планах Обливиона. Большинство из них весьма злобны, и хотят сожрать твою душу.;;;;;;;;;;;;;x
LOADING_TIP_82;Азура - даэдрическая княгиня сумерек и рассвета, одна из немногих даэдра, которую нельзя назвать злой. Данмеры обожают её.;;;;;;;;;;;;;x
LOADING_TIP_83;Боэтия - даэдрический принц коварства, интриг и убийств с целью выгоды. Многие тёмные эльфы считают его своим покровителем.;;;;;;;;;;;;;x
LOADING_TIP_84;Клавикус Вайл - принц даэдра, божество сделок и договоров, обратная сторона Зенитара. Он обожает вмешиваться в дела смертных. С печальным для них исходом.;;;;;;;;;;;;;x
LOADING_TIP_85;Хермеус Мора. Таинственный владыка-даэдра, принц судеб и тайных знаний, которому ведомо всякое на свете. Он представляется в облике многочисленных щупалец. Крайне обаятелен в личном общении.;;;;;;;;;;;;;x
LOADING_TIP_86;Хирсин, воплощение вечной Охоты и угроза всякому зверю. Этот принц даэдра создал ликантропию, и считается отцом зверолюдей.;;;;;;;;;;;;;x
LOADING_TIP_87;Малакат - принц даэдра проклятий и клятв. Его нельзя назвать злым, но суровым точно. Орки считают его богом-отцом, бывшим Тринимаком.;;;;;;;;;;;;;x
LOADING_TIP_88;Мерунес Дагон - повелитель Разрушений, революций и свержения власти. Он крайне агрессивен и чрезвычайно злобен. Не слушайте его.;;;;;;;;;;;;;x
LOADING_TIP_89;Мефала - принцесса даэдра, покровительница интриг и заговоров. За её любовь к запутанным сетям крамолы, зачастую именуется Паучихой или Прядильщицей.;;;;;;;;;;;;;x
LOADING_TIP_90;Меридия - даэдра священного Света, сияния, ненавидящая всякое проявление нежити. Она явно не является злой, но характер у неё не слишком приятный.;;;;;;;;;;;;;x
LOADING_TIP_91;Повелителем рабства и подчинения, называют Молага Бала. Он мастер по части порабощения душ, и по легендам именно он даровал Тамриэлю вампиризм.;;;;;;;;;;;;;x
LOADING_TIP_92;Намира - владычица гнили и вечного мрака. Её имя ассоциируется со смрадными тварями, вроде пауков и личинок. Нищие и каннибалы шепчут ей молитвы, в надежде на благословение.;;;;;;;;;;;;;x
LOADING_TIP_93;Ноктюрнал - таинственная принцесса даэдра, владычица Сумерек, покровительница скрытности и воров.;;;;;;;;;;;;;x
LOADING_TIP_94;Периайт - тюремщик ям Обливиона, даэрический принц эпидемий и моровых болезней. Он считается крайне слабым Принцем, пусть и изображается в виде дракона.;;;;;;;;;;;;;x
LOADING_TIP_95;Сангвин - даэдрический принц разврата, гедонизма, пьянства и прочих тёмных сторон натуры. Он часто лезет в жизнь смертных. Его нельзя назвать злым, ведь он олицетворяет обе стороны страсти.;;;;;;;;;;;;;x
LOADING_TIP_96;Шеогорат - даэдрический Принц Безумия, его мотивы не постижимы. Он покровитель искусств, совершенно непредсказуем и может как помочь, так и помешать любому смертному, который попадётся ему на пути.;;;;;;;;;;;;;x
LOADING_TIP_97;Вермина - даэдрическая принцесса снов, ночных кошмаров и дурных предзнаменований. Её жрецы, носящие лиловые робы - превосходные сноходцы и алхимики.;;;;;;;;;;;;;x
LOADING_TIP_98;Я королева Солитьюда, дочь Императора! Призываю даэдра! Я отдам тысячи душ, любого из подданных принесу в жертву. Лишь бы получить своё.\n- Королева Потема, 3E 97;;;;;;;;;;;;;x
LOADING_TIP_99;Война Красного Алмаза началась в 3Е 121, когда Уриэль III захватил трон вместе с матерью, королевой Потемой. Она закончилась в 3E 127 полным разгромом Потемы, во время осады Солитьюда.;;;;;;;;;;;;;x
LOADING_TIP_100;Тайбер Септим принёс мир в Тамриэль в 2Е 896, захватив все известные земли континента. Так началась Третья Эра.;;;;;;;;;;;;;x
LOADING_TIP_101;В 389 году Третьей Эры император Уриэль VII был заключён в тюрьму имперским боевым магом,\n Джагаром Тарном, который затем принял его облик и правил от его имени в течение многих лет. Этот период принято называть Имперским Симулякром.;;;;;;;;;;;;;x
LOADING_TIP_102;Третья Эра закончилась в 3Е 433 после смерти Мартина Септима. Он пожертвовал собой, чтобы закончить кризис Обливиона и оградить Тамриэль от разрушений. Последний из Септимов.;;;;;;;;;;;;;x
LOADING_TIP_103;Пусть они позже стали элитной гвардией Императора Тамриэля, но по началу Клинки были непревзойденными драконоборцами.;;;;;;;;;;;;;x
LOADING_TIP_104;Что это такое там происхо... - Потентат Савириен-Чорак, 2E 430;;;;;;;;;;;;;x
LOADING_TIP_105;Милосердная Матушка, пошли мне свое дитя, ибо грехи недостойных должны быть омыты в крови и страхе\n- Тёмное Таинство;;;;;;;;;;;;;x
LOADING_TIP_106;Дракон? Ерунда. Драконы не водятся в наших краях уже тысячу лет!;;;;;;;;;;;;;x
LOADING_TIP_107;Люди из плоти и крови, значит они умрут\n вот только не знают, когда. - Император Уриэль VII;;;;;;;;;;;;;x
LOADING_TIP_108;Убеждённость сводит людей с ума. Они готовы на убийство, лишь бы поддержать хрупкую мысль о том, что только они видят мир по настоящему;;;;;;;;;;;;;x
LOADING_TIP_109;С синего неба твердой рукой Драконам погибель несет он и боль. \n Как северный ветер, как дождь ледяной, В короне зубчатой верховный король!\n- древний нордский стих;;;;;;;;;;;;;x
LOADING_TIP_110;Уберите мечи в ножны. Положите щиты на землю. Вам не нужны ни оружие ни доспехи. Отныне магия будет защищать и направлять вас. - Раминус Полус;;;;;;;;;;;;;x
LOADING_TIP_111;Я занят — делаю рыбные палочки. Тут нужно тонкое состояние души!\n- Шеогорат, Принц Безумия;;;;;;;;;;;;;x
LOADING_TIP_112;Послушай Анисси. Ты больше не мяукающий котенок.;;;;;;;;;;;;;x
LOADING_TIP_113;Тёмное Братство знает...;;;;;;;;;;;;;x
LOADING_TIP_114;Последние мысли Норда всегда должны быть о доме;;;;;;;;;;;;;x
LOADING_TIP_115;Победа в сражении – это самая незначительная победа. Победа без сражения – вот высочайшее мастерство.\n - Зурин Арктус.;;;;;;;;;;;;;x
LOADING_TIP_116;Человек смертен и приговорен поражению, потерям и забвению. Но мы не можем понять — почему вы не отчаиваетесь?;;;;;;;;;;;;;x
LOADING_TIP_117;"Алессия молила Кин о появлении Морихауса, её сына, который смог бы победить Айлейдов. Но вместо него Кин послала Алессии красный алмаз, сочащийся кровью эльфов. Это был Пелинал, облаченный в броню из будущего.\n - "Песнь о Пелинале". Том II.";;;;;;;;;;;;;x
LOADING_TIP_118;Всем… сыра!\n- Шеогорат, Принц Безумия;;;;;;;;;;;;;x
LOADING_TIP_119;Лучшая техника боя - техника выживших.\n - Гайден Шинджи, 1E 946;;;;;;;;;;;;;x
LOADING_TIP_120;Морнхолд — город света, город магии. Он является столицей Дома Индорил и всего Морровинда. Именно здесь живет богиня-мать Альмалексия.;;;;;;;;;;;;;x
LOADING_TIP_121;Добрые дела наказуемы, чужеземец!\n - Тавину Тедран;;;;;;;;;;;;;x
LOADING_TIP_122;Ноги мои были поставлены на камень... но камень обратился глиной...и поглотил меня...\n - Cептимий Сегоний;;;;;;;;;;;;;x
LOADING_TIP_123;Я делаю то, что должен делать. Я не могу остаться, чтобы восстановить Тамриэль. Эта задача ляжет на плечи других.\n- Император Мартин Септим;;;;;;;;;;;;;x
LOADING_TIP_124;Как ты смеешь прерывать меня? Только я могу прерывать себя. Вот как сейчас.\n- Шеогорат, Принц Безумия;;;;;;;;;;;;;x
LOADING_TIP_125;Что лучше? Родится добрым, или преодолеть своё злое начало, чтобы придти к Свету? - Партурнакс;;;;;;;;;;;;;x
LOADING_TIP_126;Вабриа френса, са белле, са бауне, амаралдане альдмерис адонеи.\n Пенящаяся волна, такая грозная, такая мощная, возвещает о прибытии благородных эльфов.\n - из айлейдских легенд.;;;;;;;;;;;;;x
LOADING_TIP_127;Я не распространяю слухи. Я создаю их.\n- Люсьен Лашанс;;;;;;;;;;;;;x
LOADING_TIP_128;Ты выбрал неверный путь, твоя смерть меня не радует, но ты сам так решил, ещё есть время передумать, пока я тебя не убил...Что ты делаешь?...Я считал тебя другом.\n- Дагот Ур;;;;;;;;;;;;;x
LOADING_TIP_129;Помните это всегда, сыны севера. Норда судят не по тому, как он жил, но по тому, как умер.\n- Исграмор;;;;;;;;;;;;;x
LOADING_TIP_130;Бравил — это важный торговый центр Империи, здесь тесно перемешаны имперская, каджитская и аргонианская культуры;;;;;;;;;;;;;x
LOADING_TIP_131;Но наши братья, двемеры, презирали Даэдра, и насмехались над нашими глупыми обрядами, предпочитая поклонятся Разуму и Логике.\n- Вивек;;;;;;;;;;;;;x
LOADING_TIP_132;Когда ты входишь в Обливион, Обливион входит в тебя.\n- Най Тирол-Ллар;;;;;;;;;;;;;x
LOADING_TIP_133;Я не часто разрушаю города, но когда приходится делать это - использую Нумидиум \n- Тайбер Септим;;;;;;;;;;;;;x
LOADING_TIP_134;Здесь нет ни неба, ни земли, ни воздуха - только прах, который летит, падает, кружится вокруг меня...\n- Мориан Зенас о плане Малаката;;;;;;;;;;;;;x
LOADING_TIP_135;М’Айк слышал об этом. Они забрали все деньги. Грязекрабы забирают всё. Они уже добрались до Пелагиада;;;;;;;;;;;;;x
LOADING_TIP_136;Вверху - Небо. Внутри - Голос.\n Седобородый Арнгейр.;;;;;;;;;;;;;x
LOADING_TIP_137;Я полагаю, что это мой официальный титул. Но он для меня почти ничего не значит. Я уже была королевой дважды, и у меня нет никакого желания участвовать в каких бы то ни было интригах.\n- Барензия о титуле королевы-матери;;;;;;;;;;;;;x
