AmuletOfKings42;"Прости меня," говорю я [From.GetFirstName]. Прежде, чем [From.GetSheHe] успевает отреагировать, я наношу по [From.GetHerHim] удар скрытым лезвием. Но рана только поверхностная, и [From.GetFirstName] атакует меня [From.GetHerHis] оружием, и я падаю на землю, смертельно раненый.;;;;;;;;;x
AmuletOfKings42Accept;Как холодно...;;;;;;;;;x
AmuletOfKings43;"Прости меня," говорю я [From.GetFirstName]. Прежде, чем я успеваю нанести удар скрытым клинком, [From.GetFirstName] достает свое оружие и наносит мне смертельную рану. Я падаю на землю, уронив оружие.;;;;;;;;;x
AmuletOfKings43Accept;Как холодно...;;;;;;;;;x
AmuletOfKings45;"Прости меня," говорю я [From.GetFirstName]. Прежде, чем [From.GetSheHe] успевает отреагировать, я закалываю [From.GetHerHim] скрытым лезвием. [From.GetSheHeCap] падает на пол, и я отбираю Амулет Королей, после чего убегаю.;;;;;;;;;x
AmuletOfKings45Accept;Амулет королей мой!;;;;;;;;;x
AmuletOfKings46;"Прости меня," говорю я [From.GetFirstName]. Прежде, чем [From.GetSheHe] успевает отреагировать, я наношу удар по [From.GetHerHim] скрытым лезвием. [From.GetSheHeCap] падает на пол, но успевает ранить меня [From.GetHerHis] клинком. Я отбираю Амулет Королей и поспешно убегаю.;;;;;;;;;x
AmuletOfKings46Accept;Амулет королей мой!;;;;;;;;;x
AmuletOfKings47;"Прости меня," говорит [FromFrom.GetFirstName]. Предвидев удар, я достаю свое оружие и быстро атакую [FromFrom.GetHerHim]. [FromFrom.GetSheHeCap] умирая, падает на землю, уронив [FromFrom.GetHerHim] клинок. Мои ощущения никогда меня не подводили.;;;;;;;;;x
AmuletOfKings47Accept;Еще один мертвец...;;;;;;;;;x
AmuletOfKings48;"Прости меня,," говорит [FromFrom.GetFirstName]. Предвидев удар, я достаю свое оружие и быстро атакую [FromFrom.GetHerHim].[FromFrom.GetSheHeCap] наносит мне удар скрытым клинком, но его раны гораздо серъезнее, чем мои, из-за чего [FromFrom.GetFirstName] падает замертво. Мои ощущения никогда меня не подводили.;;;;;;;;;x
AmuletOfKings48Accept;Еще один мертвец...;;;;;;;;;x
AmuletOfKings50A;Заполучив Амулет Королей, я вхожу в Имперский Город и направляюсь в Храмовый район. Внутри Храма Единого я смогу разжечь Драконьи Огни.;;;;;;;;;x
AmuletOfKings50B;Никто не заметил моего возвращения в Имперский город. Сохраняя анонимность, я направляюсь в Храмовый район. Внутри Храма Единого я смогу разжечь Драконьи Огни.;;;;;;;;;x
AmuletOfKings50Accept;Быть по сему.;;;;;;;;;x
AmuletOfKings55;В то время, как я раздумываю свой следующий шаг, странный  [amulet_blades_agent.GetManWoman], одетый в монашескую робу, подходит ко мне и берет меня за руку, наклоняется к моему уху. "Меня зовут [amulet_blades_agent.GetFirstName]. Я знаю, чем вы занимаетесь и хочу помочь," шепчет [amulet_blades_agent.GetSheHe]. "Только герой, благославленный Акатошем, должен владеть Амулетом. Ты тот самый герой. Завтра он будет твоим". [amulet_blades_agent.GetFirstName] велит мне ждать дальнейших распоряжений в таверне.;;;;;;;;;x
AmuletOfKings55Accept;Это того стоит.;;;;;;;;;x
AmuletOfKings60;Амулет Королей был украден ворами! Я не знаю кто именно забрал Амулет, но подозреваю, что это был агент [From.GetFirstName]!;;;;;;;;;x
AmuletOfKings60Accept;Вот мерзавец!;;;;;;;;;x
AmuletOfKings65;Таверна грязна и разрушена. Я едва дышу этим зловонным воздухом... внезапно [amulet_blades_agent.GetFirstName] подходит ко мне и передает тканый мешок. "Не открывай его здесь", говорит [amulet_blades_agent.GetSheHe]. "Это принесет пользу в ближайшие дни.";;;;;;;;;x
AmuletOfKings65Accept;Что...спасибо...;;;;;;;;;x
AmuletOfKings70;Я прибыл в Имперский город с [FromFrom.GetBestName]. Изображая телохранителя [FromFrom.GetFirstName], я буду единственным, кто сопровождает [FromFrom.GetHerHim] в Храм Единого. То, что произойдет там, останется между нами.;;;;;;;;;x
AmuletOfKings70Accept;Очень хорошо. Приступим.;;;;;;;;;x
AmuletOfKings75;Пройдя от ворот до Храмового района, мое окружение достигло Храма Единого. [From.GetFirstName] и я входим, оставив остальных ждать снаружи. Я передаю Амулет Королей [From.GetFirstName] и, стоя над древней жаровней, мы завершаем ритуал. Пламя поднимается ввысь, [From.GetFirstName] и я смотрим одобрительно друг на друга.;;;;;;;;;x
AmuletOfKings75Accept;Я сделал это!;;;;;;;;;x
AmuletOfKings80;Ритуал прошел успешно! [From.GetFirstName] и смотрим на Драконьи Огни, озаряющие Храм. Спустя мгновение я осознаю, что если бы моя кровь была ключом к разжиганию Драконьих Огней, а [From.GetFirstName] не мог бы носить Амулет Королей, то [From.GetSheHe] изжил бы цели [From.GetHerHis]. Я мог бы убить [From.GetHerHim] прямо здесь, и Драконьи Огни продолжали бы гореть.;;;;;;;;;x
AmuletOfKings80OptA;Было бы неправильно убивать [From.GetHerHim].;;;;;;;;;x
AmuletOfKingsGoHome;Ваша задача выполнена, вернутся домой.;;;;;;;;;x
AmuletOfKings80OptB;Эта шарада - позор. И Амулет мой!;;;;;;;;;x
AmuletOfKings90;Я оборачиваюсь, чтобы посмотреть на горящие Драконьи Огни. Для всего Нирна будет лучше, если мы сохраним эту тайну. Но... вдруг в почувствовал ужасную боль. [FromFrom.GetFirstName] вонзил в меня кинжал! Я пытаюсь бороться, крича о помощи, но кровь течет слишком быстро и я умирая, падаю на пол.;;;;;;;;;x
AmuletOfKings90Accept;[FromFrom.GetFirstName]...ты...предатель...;;;;;;;;;x
AmuletOfKings91;Я оборачиваюсь, чтобы посмотреть на горящие Драконьи Огни. Для всего Нирна будет лучше, если мы сохраним эту тайну. Но... вдруг я почувствовал ужасную боль. [FromFrom.GetFirstName] вонзил в меня кинжал! Я достаю свое оружие и отбиваюсь, мне удалось ранить [FromFrom.GetFirstName], но я быстро теряю кровь и умирая, падаю на пол.;;;;;;;;;x
AmuletOfKings91Accept;[FromFrom.GetFirstName]...ты...предатель...;;;;;;;;;x
AmuletOfKings92;[From.GetFirstName] оборачивается к Драконьим Огням, глядя на священное пламя. Осознав возможности, я достаю скрытый кинжал, но [From.GetSheHe] замечает это и достает [From.GetHerHis] оружие. Хоть мне и удалось сильно ранить [From.GetFirstName], мои раны гораздо серъезнее, и я внезапно падаю на пол.;;;;;;;;;x
AmuletOfKings92Accept;Ты глупец! Ты не заслуживаешь это...;;;;;;;;;x
AmuletOfKings93;[From.GetFirstName] оборачивается к Драконьим Огням, глядя на священное пламя. Осознав возможности, я достаю скрытый кинжал, но  [From.GetSheHe] замечает это и достает [From.GetHerHis] оружие. Я атакую  [From.GetFirstName], но вдруг внезапно падаю на пол от нанесенных ран на последнем издыхании.;;;;;;;;;x
AmuletOfKings93Accept;Ты глупец! Ты не заслуживаешь это...;;;;;;;;;x
AmuletOfKings95;[From.GetFirstName] оборачивается к Драконьим Огня, глядя на священное пламя. Осознав возможности, я достаю скрытый кинжал и вонзаю его в [From.GetHerHim]. [From.GetSheHeCap] вырывается и зовет на помощь, но все это напрасно. Я забираю амулет у [From.GetHerHis] трупа и надеваю себе на шею.;;;;;;;;;x
AmuletOfKings95Accept;Все закончилось.;;;;;;;;;x
AmuletOfKings96;[From.GetFirstName] оборачивается к Драконьим Огня, глядя на священное пламя. Осознав возможности, я достаю скрытый кинжал и вонзаю его в [From.GetHerHim]. [From.GetSheHeCap] отбивается и зовет на помощь, и, хотя я ранен, [From.GetHerHis] действия напрасны. Я забираю Амулет у [From.GetHerHis] трупа и надеваю себе на шею.;;;;;;;;;x
AmuletOfKings96Accept;Все закончилось.;;;;;;;;;x
AmuletOfKings97;Я оборачиваюсь, чтобы посмотреть на горящие Драконьи Огни. Для всего Нирна будет лучше, если мы сохраним эту тайну. Но вдруг я замечаю, как [FromFrom.GetFirstName] достает кинжал и смотрит прямо на меня! Я достаю меч и пытаюсь отбиваться. Мне удается убить [FromFrom.GetFirstName], но я был сильно ранен в процессе.;;;;;;;;;x
AmuletOfKings97Accept;Паршивый предатель!;;;;;;;;;x
AmuletOfKings98;Я оборачиваюсь, чтобы посмотреть на горящие Драконьи Огни. Для всего Нирна будет лучше, если мы сохраним эту тайну. Но вдруг я замечаю, как [FromFrom.GetFirstName] достает кинжал и смотрит прямо на меня! Я достаю меч и пытаюсь отбиваться. Мне удалось убить [FromFrom.GetFirstName], который падает замертво.;;;;;;;;;x
AmuletOfKings98Accept;Паршивый предатель!;;;;;;;;;x
AmuletOfKings100;Стража спешит на крики. Они видят меня, покрытого кровью, с Амулетом Королей на шее и тело [FromFrom.GetFirstName] у моих ног, но атакуют. Они смотрят на Драконьи Огни и на мгновение замирают, после чего выводят меня из Храма. Там капитан стражи поднимает свое оружие и восклицает: "Слава Драконорожденному! Слава [Root.GetBestName]!" Другие стражники последовали его примеру, и вскоре горожане, собравшиеся вокруг Храма, присоединяются к ним.;;;;;;;;;x
AmuletOfKings100Accept;Драконья кровь сильна во мне.;;;;;;;;;x
AmuletOfKings101;[From.GetFirstName] и я открываем двери Храма Единого. Толпа, собравшаяся снаружи, видит яркие Драконьи Огни. Хотя я и не могу носить Амулет Королей, Драконьи Огни зажглись!;;;;;;;;;x
AmuletOfKings101Accept;Я сделал это ради своего народа.;;;;;;;;;x
AmuletOfKings105;Мои стражники спешат на помощь, услышав крики. Они видят меня, покрытого кровью, с Амулетом Королей на шее и тело [FromFrom.GetFirstName] у моих ног, и удостоверяются, что я невредим. Их облегчение быстро сменяется ужасом, когда они предстали свидетелями того, как Драконьи Огни, полыхающие мгновение назад, погасли. Мои стражники выводят меня из Храма и города.;;;;;;;;;x
AmuletOfKings105Accept;С горящими Огнями барьеры запечатаны;;;;;;;;;x
AmuletOfKings150Title;В поисках Амулета;;;;;;;;;x
AmuletOfKings150;Ведомый своей целью, я отправляюсь в Санкр-Тор, место, где, как говорят, расположена гробница Реманских императоров. Я надеюсь, что смогу найти Амулет, захороненный внутри него...;;;;;;;;;x
AmuletOfKings150Accept;Я не должен потерпеть неудачу!;;;;;;;;;x
AmuletOfKings151;Прямо за руинами Санкр-Тора я понимаю, что меня окружают. Стая голодных волков подошла ко мне вплотную. Я достаю свое оружие.;;;;;;;;;x
AmuletOfKings151Accept;Умрите, животные!;;;;;;;;;x
AmuletOfKings152;Некоторые волки бросаются вперед и атакуют с разных сторон. Я убиваю их по одному. В конце концов, все волки мертвы, а выжившие, поджав хвосты, убегают в горы. Я направляюсь к воротам Санкр-Тора и открываю их.;;;;;;;;;x
AmuletOfKings152Accept;Вперед!;;;;;;;;;x
AmuletOfKings155;Прочесывая пыльные старые коридоры Санкр-Тора, я вдруг замечаю троих вооруженных солдат. Я готовлюсь к бою, но один из них, по всей видимости, предводитель, поднимает [sancre_tor_blade.GetHerHis] руку и говорит. "Не доставай оружие, герой", требует [sancre_tor_blade.GetSheHe]. "Меня зовут [sancre_tor_blade.GetFirstName]. Глава нашего ордена, [sancre_tor_blade.Liege.GetFirstName], отправил нас сюда охранять Амулет Королей и передать его тебе, когда ты явишься сюда. Мы сопроводим тебя в гробницу Реманских императоров и обезвредим ловушки, используемые для охраны Амулета.";;;;;;;;;x
AmuletOfKings155Accept;Ведите.;;;;;;;;;x
AmuletOfKings160;Я следую за воинами через каменные коридоры, пока мы не добираемся до магически запечатанных гробниц. "Это здесь," говорит [sancre_tor_blade.GetFirstName]. "Дай нам немного времения и мы сломаем печати". После короткого ритуала печати распадаются, и я открываю дверь. Мы проходим мимо каменных саркофагов, пока [sancre_tor_blade.GetFirstName] не останавливает меня, указывая на один из них. "Реман III, Амулет находится у него." Воины открывают саркофаг, и я вижу на шее богато одетого скелета Амулет Королей!;;;;;;;;;x
AmuletOfKings160Accept;Невероятно.;;;;;;;;;x
AmuletOfKings165;Я наклоняюсь и хватаю Амулет, после чего протираю и надеваю на шею. [sancre_tor_blade.GetFirstName] и другие смотрят на меня с опаской, но, когда они замечают, что Амулет крепко висит на моей шее, они падают на колени. "[Root.GetEmpressEmperor]," говорят они в унисон. "Вы должны немедленно отправиться в Имперский Город, независимо от того, ждут вас там или нет, это не имеет значения. Вы истинный Драконорожденный. Вы должны зажечь Драконьи Огни. Вам следует торопиться!";;;;;;;;;x
AmuletOfKings165Accept;В Имперский Город!;;;;;;;;;x
