restore_d_oldgods;Восстановить [Root.Religion.GetName] религиозную главу;;;;;;;;;x
restore_d_oldgods_desc;Верующие в [Root.Religion.GetName] нуждаются в настоящем религиозном лидере, который бы руководил ими. Контролируя достаточное количество ключевых территорий, важных для нашей веры, мы можем восстановить нашу религиозную главу.;;;;;;;;;x
restore_d_hagraven;Восстановить [Root.Religion.GetName] религиозную главу;;;;;;;;;x
restore_d_hagraven_desc;Верующие в [Root.Religion.GetName] нуждаются в настоящем религиозном лидере, который бы руководил ими. Контролируя достаточное количество ключевых территорий, важных для нашей веры, мы можем восстановить нашу религиозную главу.;;;;;;;;;x
restore_d_greenpact;Восстановить [Root.Religion.GetName] религиозную главу;;;;;;;;;x
restore_d_greenpact_desc;Верующие в [Root.Religion.GetName] нуждаются в настоящем религиозном лидере, который бы руководил ими. Контролируя достаточное количество ключевых территорий, важных для нашей веры, мы можем восстановить нашу религиозную главу.;;;;;;;;;x
restore_d_blacksap;Восстановить [Root.Religion.GetName] религиозную главу;;;;;;;;;x
restore_d_blacksap_desc;Верующие в [Root.Religion.GetName] нуждаются в настоящем религиозном лидере, который бы руководил ими. Контролируя достаточное количество ключевых территорий, важных для нашей веры, мы можем восстановить нашу религиозную главу.;;;;;;;;;x
restore_d_auriel;Восстановить [Root.Religion.GetName] религиозную главу;;;;;;;;;x
restore_d_auriel_desc;Верующие в [Root.Religion.GetName] нуждаются в настоящем религиозном лидере, который бы руководил ими. Контролируя достаточное количество ключевых территорий, важных для нашей веры, мы можем восстановить нашу религиозную главу.;;;;;;;;;x
restore_d_pyandoneaic;Восстановить [Root.Religion.GetName] религиозную главу;;;;;;;;;x
restore_d_pyandoneaic_desc;Верующие в [Root.Religion.GetName] нуждаются в настоящем религиозном лидере, который бы руководил ими. Контролируя достаточное количество ключевых территорий, важных для нашей веры, мы можем восстановить нашу религиозную главу.;;;;;;;;;x
restore_d_fivecourts;Восстановить [Root.Religion.GetName] религиозную главу;;;;;;;;;x
restore_d_fivecourts_desc;Верующие в [Root.Religion.GetName] нуждаются в настоящем религиозном лидере, который бы руководил ими. Контролируя достаточное количество ключевых территорий, важных для нашей веры, мы можем восстановить нашу религиозную главу.;;;;;;;;;x
restore_d_suncourt;Восстановить [Root.Religion.GetName] религиозную главу;;;;;;;;;x
restore_d_suncourt_desc;Верующие в [Root.Religion.GetName] нуждаются в настоящем религиозном лидере, который бы руководил ими. Контролируя достаточное количество ключевых территорий, важных для нашей веры, мы можем восстановить нашу религиозную главу.;;;;;;;;;x
restore_d_nightcourt;Восстановить [Root.Religion.GetName] религиозную главу;;;;;;;;;x
restore_d_nightcourt_desc;Верующие в [Root.Religion.GetName] нуждаются в настоящем религиозном лидере, который бы руководил ими. Контролируя достаточное количество ключевых территорий, важных для нашей веры, мы можем восстановить нашу религиозную главу.;;;;;;;;;x
restore_d_wormorder;Восстановить [Root.Religion.GetName] религиозную главу;;;;;;;;;x
restore_d_wormorder_desc;Верующие в [Root.Religion.GetName] нуждаются в настоящем религиозном лидере, который бы руководил ими. Контролируя достаточное количество ключевых территорий, важных для нашей веры, мы можем восстановить нашу религиозную главу.;;;;;;;;;x
restore_d_riddle;Восстановить Гриву;;;;;;;;;x
restore_d_riddle_desc;Верующие в [Root.Religion.GetName] нуждаются в настоящем религиозном лидере, который бы руководил ими. Контролируя провинции Торвал, Веркарт или Кенарти и связанные с ними храмы, мы можем восстановить Гриву.;;;;;;;;;x
