secret_religious_society_taoist_desc_REAL;Последователи даосизма почитают Дао, основополагающий естественный порядок Вселенной - активное выражение Дао для индивидуума - это Дэ, внутренняя добродетель. Сторонники стремятся укрепить своё Дэ и подготовиться к тому дню, когда им больше не нужно будет скрываться.;x
secret_religious_society_jewish_desc_REAL;Тайные иудейские общины возникли ещё во время Вавилонского пленения. Они принимают, как тех, кто вынужден отказаться от иудаизма (анусимов), так и тех, кто тайно решил исповедовать его (гер цедек). Община всегда заботится о своих, зная, что пройдут годы, прежде чем истинная вера восстановится, с Божьей помощью.;x
secret_religious_society_zoroastrian_desc_REAL;Считая себя защитниками знания и понимания в мире, подвергнутом заклятью невежества, которое навёл на него Ахриман, зороастрийцы тайно собираются, чтобы распространять истину и свет Ахура Мазды. Вдохновлённые своим пророком на защиту воды, земли, огня и воздуха, они просвящают других, рассказывая о борьбе тёмного хаоса со светлым добром. Даже скрываясь от других, они по-прежнему верят, что победят в этой битве.;x
secret_religious_society_norse_pagan_reformed_desc_REAL;Зная о неизбежном приходе Рагнарёка, как это было предсказано в сагах, последователи скандинавской веры продолжают работать даже в тайне, чтобы подготовить мир к снежному аду Фимбульветра и великим битвам всепоглощающего огня. Исполняя свои тайные ритуалы во им Всеотца, они примут в свои ряды любого воина, который выстоит против хаоса и опустошения, который готовы принести в мир другие религии.;x
secret_religious_society_slavic_pagan_reformed_desc_REAL;Личности этих подпольных славянских язычников отмечены скрытыми амулетами в форме топорика. Они молятся среди диких бурь, а их голоса сливаются со звуком грома. Со временем они понимают, что любой, кто преследует их бессилен перед приходом Перуна, как дуб перед ударом молнии.;x
secret_religious_society_baltic_pagan_reformed_desc_REAL;Тайные последователи балтийской веры знают, что всё в этом мире связано духовной силой, даже то, что преследует их. Они неуклонно продолжают свою работу, распространяя слова Первосвященника даже среди тех, кто поначалу не желает слушать. Они верят, что посредством божественной общности Перкунаса, Сауле и Даугавы, любой может найти согласие с ними.;x
secret_religious_society_tengri_pagan_reformed_desc_REAL;Не важно, как далеко Вы путешествуете, и что Вам говорят люди, Вы всегда находитесь под Небесным Отцом и стоите на Матери Земле. Это помогает последователям Тенгри быть столь уверенными, сталкиваясь с преследователями своей веры. Всё, что от них требуется, чтобы доказать истинность своей веры, это поднять глаза, дабы узреть небо, почувствовать защиту природы и позволить Коням Ветра умчать их в лучшее место.;x
secret_religious_society_finnish_pagan_reformed_desc_REAL;Даже под властью другой религии в пантеон богов Суоми по-прежнему живёт в некоторых людях. Общаясь с природой, они находят своих богов в тихих уголках мира. Среди деревьев и ручьев, при свете луны, они поклоняются своим божественным владыкам втайне. Но тишина не длится вечно, и вскоре она будет нарушена, когда прибудет Укко на своей громовой колеснице - его молнии обратят неверных в пепел.;x
secret_religious_society_west_african_pagan_reformed_desc_REAL;Они притворяются, что внимают фанатичным речам проповедников, но на самом деле они лишь играют роль, а втайне обращаются к силам вокруг них. Никакие другие боги не показывали им маленьких чудес мира и явно божественных чудес жизни и существования. Они рассказывают друг другу историио том, что вера не находится в каком-то потустороннем мире, а в деревьях вокруг них, в камнях под их ногами и воде, которую они пьют.;x
secret_religious_society_zun_pagan_reformed_desc_REAL;У тайных последователей Зуна нет никакой потребности в иноземных религиях. Ответ на любой богословский вызов или мимолетное сомнение находится прямо на небе, над их головой, каждый день напоминая о себе. Это то, что приносит жизнь и надежду, и заслуживает всякого почета. Подобно тому, как Зун никогда не перестает приносить тепло на землю и отгонять тьму, его последователи не сойдут со своего пути, зная, что ночь всегда сменяется днем.;x
secret_religious_society_catholic_desc_REAL;С самых ранних этапов становления, христиане были отмечены твёрдой решимостью не отказываться от своей веры, даже под страхом преследований. Поэтому неудивительно, что традиции мученичества и тайных приходов могут дать надежду группам последователей в самые тёмные времена, независимо от того, что они исповедуют, ведь для каждого из них Бог есть любовь.;x
secret_religious_society_orthodox_desc_REAL;С самых ранних этапов становления, христиане отличались твёрдой решимостью не отказываться от своей веры, даже под страхом преследований. Поэтому неудивительно, что традиции мученичества и тайных приходов могут дать надежду группам последователей в самые тёмные времена, независимо от того, что они исповедуют, ведь для каждого из них Бог есть любовь.;x
secret_religious_society_sunni_desc_REAL;Сунниты тайно следуют учению Корана, веря, что он был устно передан Мухаммеду от Аллаха. Они заявляют, что Мухаммед выбран Аллахом, как Пророк и первый имам.;x
secret_religious_society_shiite_desc_REAL;Шииты следуют учению Корана, веря, что он был устно передан Мухаммеду от Аллаха. Они заявляют, что Мухаммед выбран Аллахом, как Пророк и первый имам. Распространяя веру в то, что Аллах избрал Али преемником Мухаммеда, тем самым они утвеждают его первым халифом ислама.;x
secret_religious_society_hindu_desc_REAL;Последователи индуизма считают, что это Вечный Путь, и даже когда они вынуждены произносить благословения чужим божествам, некоторые из них знают, что в сансаре всё проходит, и естественный порядок вещей всегда возвращается. В круговороте разрушения и созидания, смерти и возрождения, окончаний и начал, никакая другая истина кроме этой, не достигнет окончательной победы.;x
secret_religious_society_buddhist_desc_REAL;Те, кто тайно следуют учению Будды, сосредоточены на аскетизме и дистанцировании себя от мирских забот настолько, насколько это возможно, дабы не привлекать внимание. Вера в перерождение, в колесо жизни и смерти, заставляет их дистанцироваться от всех желаний, которые в конечном счётё приносят только боль. Есть те, кто предпочел бы посадить хорошее кармическое семя посредством перерождения, чем отказаться от этих учений, поскольку открытая демонстрация веры не всегда нужна, чтобы приблизиться к Нирване.;x
secret_religious_society_jain_desc_REAL;Чтобы победить все внутренние страсти, став Джиной, джайны принимают пять обетов самодисциплины и аскетизма в поисках духовного развития. Ахмиса: любить и не причинять вреда другим живым существам. Сатья: всегда говорить правду. Астея: никогда не принимать то, что не охотно предлагается. Брахмачарья: принять целомудрие или безбрачие. Апариграха: отказ от мирских владений. Быть джайном означает никогда не нарушать такие клятвы, даже если это само по себе является секретом, который ставит Сатью на грань допустимого.;x
secret_religious_society_cathar_desc_REAL;Катаризм - это гностическая секта, сконцентрированная вокруг дуалистической доктрины. Добрые христиане, как называют себя катары, верят в двух богов - доброго Бога, сотворившего Небесное царство, и злого бога, создателя материального мира со всеми его искушениями и страданиями.;x
secret_religious_society_fraticelli_desc_REAL;С самых ранних этапов становления, христиане были отмечены твёрдой решимостью не отказываться от своей веры, даже под страхом преследований. Поэтому неудивительно, что традиции мученичества и тайных приходов могут дать надежду группам последователей в самые тёмные времена, независимо от того, что они исповедуют, ведь для каждого из них Бог есть любовь.;x
secret_religious_society_lollard_desc_REAL;С самых ранних этапов становления, христиане были отмечены твёрдой решимостью не отказываться от своей веры, даже под страхом преследований. Поэтому неудивительно, что традиции мученичества и тайных приходов могут дать надежду группам последователей в самые тёмные времена, независимо от того, что они исповедуют, ведь для каждого из них Бог есть любовь.;x
secret_religious_society_waldensian_desc_REAL;С самых ранних этапов становления, христиане были отмечены твёрдой решимостью не отказываться от своей веры, даже под страхом преследований. Поэтому неудивительно, что традиции мученичества и тайных приходов могут дать надежду группам последователей в самые тёмные времена, независимо от того, что они исповедуют, ведь для каждого из них Бог есть любовь.;x
secret_religious_society_bogomilist_desc_REAL;Гностическая секта богомилов сконцентрирована вокруг дуалистической доктрины. Они верят в двух богов - доброго Бога, сотворившего Небесное царство, и злого бога, создателя материального мира со всеми его искушениями и страданиями.;x
secret_religious_society_monothelite_desc_REAL;Видя себя идущими по стопам апостолов, построивших первую Церковь во имя Христа, были и такие христиане, которые не отказались от своей веры даже под давлением обстоятельств, вынуждающих их пересмотреть свои слова. Они продолжили свои добрые дела, строя свою церковь и поддерживая свою веру, будучи непреклонными в стремлении следовать Божьей воле.;x
secret_religious_society_iconoclast_desc_REAL;Видя себя идущими по стопам апостолов, построивших первую Церковь во имя Христа, были и такие христиане, которые не отказались от своей веры даже под давлением обстоятельств, вынуждающих их пересмотреть свои слова. Они продолжили свои добрые дела, строя свою церковь и поддерживая свою веру, будучи непреклонными в стремлении следовать Божьей воле.;x
secret_religious_society_paulician_desc_REAL;Гностическая секта павликиан сконцентрирована вокруг дуалистической доктрины. Они верят в двух богов - доброго Бога, сотворившего Небесное царство, и злого бога, создателя материального мира со всеми его искушениями и страданиями.;x
secret_religious_society_miaphysite_desc_REAL;Видя себя идущими по стопам апостолов, построивших первую Церковь во имя Христа, были и такие христиане, которые не отказались от своей веры даже под давлением обстоятельств, вынуждающих их пересмотреть свои слова. Они продолжили свои добрые дела, строя свою церковь и поддерживая свою веру, будучи непреклонными в стремлении следовать Божьей воле.;x
secret_religious_society_monophysite_desc_REAL;Видя себя идущими по стопам апостолов, построивших первую Церковь во имя Христа, были и такие христиане, которые не отказались от своей веры даже под давлением обстоятельств, вынуждающих их пересмотреть свои слова. Они продолжили свои добрые дела, строя свою церковь и поддерживая свою веру, будучи непреклонными в стремлении следовать Божьей воле.;x
secret_religious_society_nestorian_desc_REAL;Видя себя идущими по стопам апостолов, построивших первую Церковь во имя Христа, были и такие христиане, которые не отказались от своей веры даже под давлением обстоятельств, вынуждающих их пересмотреть свои слова. Они продолжили свои добрые дела, строя свою церковь и поддерживая свою веру, будучи непреклонными в стремлении следовать Божьей воле.;x
secret_religious_society_messalian_desc_REAL;Мессалиане (те, кто молятся) принадлежат христианской секте. Они верят, что совершенство может быть достигнуто только через восприятие Бога, когда Он открывает Себя плотским чувствам. Единственный способ получить такие откровения - это молитва, ни церковь, ни крещение, ни какое-либо другое таинство не могут отогнать желания от души, чтобы приблизить её к Богу.;x
secret_religious_society_zikri_desc_REAL;Зикрийцы следуют учению Корана, веря, что он был устно передан Мухаммеду от Бога. Они заявляют, что Мухаммед выбран Богом, как пророк и первый имам.;x
secret_religious_society_yazidi_desc_REAL;Езиды верят, что Бог сотворил мир и поручил семи ангелам оберегать его. Первый из ангелов - амбивалентный Малак Тавус, Ангел-Павлин, который приносит и хорошее, и плохое в назидание своим смертным подданным.;x
secret_religious_society_druze_desc_REAL;Друзы следуют учению Посланий Мудрости, которое включает Ветхий Завет, Коран и философские труды Платона. Они верят, что Бог есть всё существование, неограниченное и вездесущее. Для того, чтобы объединиться с Космическим Разумом и достичь конечного счастья, друзы должны пройти множество перерождений.;x
secret_religious_society_hurufi_desc_REAL;Хуруфиты следуют учению Корана, веря, что он был устно передан Мухаммеду от Бога. Они заявляют, что Мухаммед выбран Богом, как пророк и первый имам. Распространяя веру в то, что Бог избрал Али преемником Мухаммеда, тем самым они утвеждают его первым халифом ислама.;x
secret_religious_society_ibadi_desc_REAL;Считается, что вере ибадитов предшествовала как суннитская, так и шиитская школы ислама. Есть несколько доктринальных различий между более поздними ветвями и ортодоксальным учением ибадитов, например, они не считают, что у всех мусульман должен быть только один лидер. Однако горячая вера в Аллаха присуща им всем.;x
secret_religious_society_kharijite_desc_REAL;Хариджиты следуют учению Корана, веря, что он был устно передан Мухаммеду от Бога. В отличие от многих других исламских течений, они верят, что любой праведный и благочестивый мусульманин может стать халифом, более того, восстать против правителя, отклонившегося от их толкования ислама - его святой долг. Мученичество и смерть во имя Аллаха весьма свойственны им.;x
secret_religious_society_samaritan_desc_REAL;Самаритяне верят, что следуют истинной религии израильтян, той, какой она была до Вавилонского пленения. Их обычаи весьма схожи с иудейскими, но у них есть своя версия Торы. Они молятся в направлении горы Гаризим, которую считают единственным истинным святилищем, избранным Богом.;x
secret_religious_society_karaite_desc_REAL;Тайные общины караитов возникли ещё во время Вавилонского пленения. Они принимают, как тех, кто вынужден отказаться от иудаизма (анусимов), так и тех, кто тайно решил исповедывать его (гер цедек). Община всегда заботится о своих, зная, что пройдут годы, прежде чем истинная вера восстановится, с Божьей помощью.;x
secret_religious_society_mazdaki_desc_REAL;Маздакийцы верят, что есть два основополагающих принципа Вселенной - Свет (добро) и Тьма (зло). В результате происшествия космических масштабов, эти два начала смешались, отсквернив всё, кроме Бога. Целью человечества, по их мнению, является рапространение мудрости благого Бога посредством освобождения своего Внутреннего Света совершением добрых дел.;x
secret_religious_society_manichean_desc_REAL;Манихеи верят, что есть два основополагающих принципа Вселенной - Свет (добро) и Тьма (зло). В результате происшествия космических масштабов, эти два начала смешались, отсквернив всё, кроме Бога. Целью человечества, по их мнению, является рапространение мудрости благого Бога посредством освобождения своего Внутреннего Света совершением добрых дел.;x
secret_religious_society_norse_pagan_desc_REAL;Зная о неизбежном приходе Рагнарёка, как это было предсказано в сагах, последователи скандинавской веры продолжают работать даже в тайне, чтобы подготовить мир к снежному аду Фимбульветра и великим битвам всепоглощающего огня. Исполняя свои тайные ритуалы во им Всеотца, они примут в свои ряды любого воина, который выстоит против хаоса и опустошения, который готовы принести в мир другие религии.;x
secret_religious_society_baltic_pagan_desc_REAL;Тайные последователи балтийской веры знают, что всё в этом мире связано духовной силой, даже то, что преследует их. Они неуклонно продолжают свою работу, распространяя слова Первосвященника даже среди тех, кто поначалу не желает слушать. Благодаря божественной общности Перкунаса, Сауле или Даугавы, они считают, что любой может найти согласие с ними.;x
secret_religious_society_finnish_pagan_desc_REAL;Даже под властью другой религии, финская вера сильна в сердцах некоторых людей. Общаясь с природой, они находят своих богов в тихих уголках мира. Среди деревьев и ручьев, при свете луны, они поклоняются своим божественным владыкам втайне. Но тишина не длится вечно, и вскоре она будет нарушена, когда прибудет Укко на своей громовой колеснице - его молнии обратят неверных в пепел.;x
secret_religious_society_slavic_pagan_desc_REAL;Личности этих подпольных славянских язычников отмечены скрытыми амулетами в форме топорика. Они молятся среди диких бурь, а их голоса сливаются со звуком грома. Со временем они понимают, что любой, кто преследует их бессилен перед приходом Перуна, как дуб перед ударом молнии.;x
secret_religious_society_tengri_pagan_desc_REAL;Не имеет значени, как далеко Вы путешествует, и что Вам говорят люди, Вы всегда находитесь под Небесным Отцом и стоите на Матери Земле. Это помогает последователям Тенгри быть столь уверенными, сталкиваясь с преследователями своей веры. Всё, что от них требуется, чтобы доказать истинность своей веры, это поднять глаза, дабы узреть небо, почувствовать защиту природы и позволить Коням Ветра умчать их в лучшее место.;x
secret_religious_society_aztec_desc_REAL;Ацтеки храбро следуют за своим верховным Богом, воином Уицилопочтли, даже будучи окружёнными врагами со всех сторон. Если они останутся верны ему и принесут в дар человеческие жертвы, он приведёт их к новой заре, славному завоеванию огня и крови.;x
secret_religious_society_aztec_reformed_desc_REAL;Ацтеки храбро следуют за своим верховным Богом, воином Уицилопочтли, даже будучи окружёнными врагами со всех сторон. Если они останутся верны ему и принесут в дар человеческие жертвы, он приведёт их к новой заре, славному завоеванию огня и крови.;x
secret_religious_society_west_african_pagan_desc_REAL;Среди проповедников прозелитизов, есть те, которых играют свою роль, но втайне обращаются к окружающим их силам. Никакой другой бог не показал им маленькие чудеса мира или явную божественность жизни и существования. Они рассказывают друг другу истории о том, что вера не пребывает в каком-то потустороннем мире, но проявляет себя в деревьях вокруг них, камнях у ног и воде, которую они пьют.;x
secret_religious_society_zun_pagan_desc_REAL;У тайных последователей Зуна нет никакой потребности в иноземных религиях. Ответ на любой богословский вызов или мимолетное сомнение находится прямо на небе, над их головой, каждый день напоминая о себе. Это то, что приносит жизнь и надежду, и заслуживает всякого почета. Подобно тому, как Зун никогда не перестает приносить тепло на землю и отгонять тьму, его последователи не сойдут со своего пути, зная, что ночь всегда сменяется днем.;x

secret_khurmazta_community;Тайная община сторонников [_Хурмазты];x
secret_catholic_community;Тайная [католиче]ская община;x
secret_orthodox_community;Тайная [_православная] община;x
secret_sunni_community;Тайная [суннит]ская община;x
secret_shiite_community;Тайная [шиит]ская обшина;x
secret_jewish_community;Тайная [иудей]ская община;x
secret_zoroastrian_community;Тайная [зороастрий]ская община;x
secret_hindu_community;Тайная [индуист]ская община;x
secret_buddhist_community;Тайная [буддист]ская община;x
secret_jain_community;Тайная [джайнист]ская община;x
secret_norse_pagan_reformed_community;Тайная община [__асатру];x
secret_baltic_pagan_reformed_community;Тайная [ромуван]ская община;x
secret_finnish_pagan_reformed_community;Тайная [суомен]ская община;x
secret_slavic_pagan_reformed_community;Тайная [родовер]ская община;x
secret_tengri_pagan_reformed_community;Тайная [тенгриан]ская община;x
secret_west_african_pagan_reformed_community;Тайная [сахелиан]ская община;x
secret_zun_pagan_reformed_community;Тайная [зун]ская община;x
secret_bon_community;Тайная [бон]ская община;x
secret_taoist_community;Тайная [даос]ская община;x
secret_cathar_community;Тайная община [катар]ов;x
secret_fraticelli_community;Тайная община [_фратичелли];x
secret_waldensian_community;Тайная община [_вальденс]ов;x
secret_lollard_community;Тайная община [_лоллард]ов;x
secret_miaphysite_community;Тайная [миафизит]ская община;x
secret_monophysite_community;Тайная [монофизит]ская община;x
secret_bogomilist_community;Тайная община [_богомил]ов;x
