b_deepwoods;Глубокие леса;;;;;;;;;;;;;x;
b_vulkwasten;Вулквастен;;;;;;;;;;;;;x;
b_valeguard;Страж Долины;;;;;;;;;;;;;x;
b_crimsoncove;Багровая бухта;;;;;;;;;;;;;x;
b_starwalk;Аллея Звёзд;;;;;;;;;;;;;x;
b_riveredge;Край реки;;;;;;;;;;;;;x;
b_chancel;Алтарь Божественной Мольбы;;;;;;;;;;;;;x;
b_redfur;Редфур;;;;;;;;;;;;;x;
b_horseshoe;Остров Подковы;;;;;;;;;;;;;x;
b_remansbluff;Утёс Ремана;;;;;;;;;;;;;x;
b_wormroot;Корневой Червь;;;;;;;;;;;;;x;
b_goldfolly;Голдфолли;;;;;;;;;;;;;x;
b_valanir;Валанир;;;;;;;;;;;;;x;
b_laeloria;Лаэлория;;;;;;;;;;;;;x;
b_telacar_ossuary;Оссуарий Телакара;;;;;;;;;;;;;x;
b_burroot;Колючий Корень;;;;;;;;;;;;;x;
b_rootsunder;Корневой Разлом;;;;;;;;;;;;;x;
b_vineshade;Тень лозы;;;;;;;;;;;;;x;
b_brackenleaf;Лист Папоротника;;;;;;;;;;;;;x;
b_nesalas;Не Салас;;;;;;;;;;;;;x;
b_brokensails;Разорванный парус;;;;;;;;;;;;;x;
b_mobar;Мобар;;;;;;;;;;;;;x;
b_zantonius;Оплот Зантониус;;;;;;;;;;;;;x;
b_gray_mire;Серое болото;;;;;;;;;;;;;x;
b_bone_orchard;Сад костей;;;;;;;;;;;;;x;
b_karthdar;Картдар;;;;;;;;;;;;;x;
b_eldentree;Элденское Древо;;;;;;;;;;;;;x;
b_eldenhollow;Элденская нора;;;;;;;;;;;;;x;
b_eldenseed;Элденсид;;;;;;;;;;;;;x;
b_golden_path;Золотой Путь;;;;;;;;;;;;;x;
b_grimwatch;Гримвотч;;;;;;;;;;;;;x;
b_paalat;Па'алат;;;;;;;;;;;;;x;
b_abadir;Абадир;;;;;;;;;;;;;x;
b_senalana;Сеналана;;;;;;;;;;;;;x;
b_dawnmead;Давнмид;;;;;;;;;;;;;x;
b_greenhill;Гринхилл;;;;;;;;;;;;;x;
b_abagarlas;Абагарлас;;;;;;;;;;;;;x;
b_vinedusk;Сумеречная лоза;;;;;;;;;;;;;x;
b_srenja;С'рен-джа;;;;;;;;;;;;;;
b_abbarbas;Аббарбас;;;;;;;;;;;;;x;
b_caher;Кахер;;;;;;;;;;;;;x;
b_al;Аль;;;;;;;;;;;;;x;
b_doon;Дун;;;;;;;;;;;;;x;
b_ravenrock;Воронья Скала;;;;;;;;;;;;;x;
b_abdir;Абдир;;;;;;;;;;;;;x;
b_aberdaron;Абердарон;;;;;;;;;;;;;x;
b_aberyst;Аберист;;;;;;;;;;;;;x;
b_koeglin;Коэглин;;;;;;;;;;;;;x;
b_shattered_grove;Разрушенная роща;;;;;;;;;;;;;x;
b_glistervale;Сверкающая долина;;;;;;;;;;;;;x;
b_tanzelwil;Танзелвил;;;;;;;;;;;;;x;
b_southbeacon;Южный маяк;;;;;;;;;;;;x;;
b_phaer;Фаер;;;;;;;;;;;;;x;
b_entilasfolly;Глупость Энтилы;;;;;;;;;;;;;x;
b_torinaan;Торинан;;;;;;;;;;;;;x;
b_dawnbreak;Рассветная Заря;;;;;;;;;;;;;x;
b_bewan;Беван;;;;;;;;;;;;;x;
b_ezduiin;Эздуин;;;;;;;;;;;;;x;
b_errinorne;Эрринорн;;;;;;;;;;;;;x;
b_mathiisen;Матисен;;;;;;;;;;;;;x;
b_nine_prow;Высадка Девяти челнов;;;;;;;;;;;;;x;
b_buraniim;Бураним;;;;;;;;;;;;;x;
b_greenwater;Бухта Зелёная вода;;;;;;;;;;;;;x;
b_wansalen;Вансален;;;;;;;;;;;;;x;
b_quendeluun;Квенделун;;;;;;;;;;;;;x;
b_northbeacon;Северный маяк;;;;;;;;;;;;;x;
b_banished_cells;Камеры изгнанных;;;;;;;;;;;;;x;
b_steelheart;Причалы Стального Сердца;;;;;;;;;;;;;x;
b_pariah_abbey;Аббатство Отверженных;;;;;;;;;;;;;x;
b_danobia;Данобия;;;;;;;;;;;;;x;
b_windkeep;Ветреная крепость;;;;;;;;;;;;;x;
b_abidan;Абидан;;;;;;;;;;;;;x;
b_mahjong;Махйонг;;;;;;;;;;;;;x;
b_tengdo;Тенг До;;;;;;;;;;;;;x;
b_abidon;Абибон-Гора;;;;;;;;;;;;;x;
b_lombok;Ломбок;;;;;;;;;;;;;x;
b_atraka;Атрака;;;;;;;;;;;;;x;
b_westtry;Вестри;;;;;;;;;;;;;x;
b_enduum;Эндуум;;;;;;;;;;;;;x;
b_tunggal;Тунггал;;;;;;;;;;;;;x;
b_ika;Ика;;;;;;;;;;;;;x;
b_koror;Корор;;;;;;;;;;;;;x;
b_babel;Бабел;;;;;;;;;;;;;x;
b_daob;Даоб;;;;;;;;;;;;;x;
b_abuca;Абука;;;;;;;;;;;;;x;
b_aulap;Аулап;;;;;;;;;;;;;x;
b_deino;Дейно;;;;;;;;;;;;;x;
b_juventa;Джувента;;;;;;;;;;;;;x;
b_hebron;Хеброн;;;;;;;;;;;;;x;
b_melaina;Мелайна;;;;;;;;;;;;;x;
b_themis;Фемис;;;;;;;;;;;;;x;
b_oino;Ойно;;;;;;;;;;;;;x;
b_nona;Нона;;;;;;;;;;;;;x;
b_malu;Малу;;;;;;;;;;;;;x;
b_bhin;Бхин;;;;;;;;;;;;;x;
b_odang;Оданг;;;;;;;;;;;;;x;
b_widodo;Видодо;;;;;;;;;;;;;x;
b_binneka;Биннека;;;;;;;;;;;;;x;
b_abul;Абул;;;;;;;;;;;;;x;
b_abuwe;Абуве;;;;;;;;;;;;;x;
b_abyalia;Абуалия;;;;;;;;;;;;;x;
b_acacyn;Акацин;;;;;;;;;;;;;x;
b_acarsaid;Акарсаид;;;;;;;;;;;;;x;
b_accra;Аккра;;;;;;;;;;;;;x;
b_acer;Акер;;;;;;;;;;;;;x;
b_ackniet;Аскниэт;;;;;;;;;;;;;x;
b_acolhuas;Аколхуас;;;;;;;;;;;;;x;
b_acreswamp;Акресвамп;;;;;;;;;;;;;x;
b_aculius;Акулий;;;;;;;;;;;;;x;
b_adaira;Адайра;;;;;;;;;;;;;x;
b_adalatya;Адалатия;;;;;;;;;;;;;x;
b_adamen;Адамен;;;;;;;;;;;;;x;
b_adana;Адана;;;;;;;;;;;;;x;
b_adanakar;Аданакар;;;;;;;;;;;;;x;
b_adanhu;Аданху;;;;;;;;;;;;;x;
b_adansaybin;Адансайбин;;;;;;;;;;;;;x;
b_adanurum;Аданурум;;;;;;;;;;;;;x;
b_adapagol;Адапагол;;;;;;;;;;;;;x;
b_adapahir;Адапахир;;;;;;;;;;;;;x;
b_adapamal;Адапамаль;;;;;;;;;;;;;x;
b_adapanbul;Адапанбул;;;;;;;;;;;;;x;
b_adaparum;Адапарум;;;;;;;;;;;;;x;
b_adapincan;Адапинцан;;;;;;;;;;;;;x;
b_adapistan;Адапистан;;;;;;;;;;;;;x;
b_adarica;Адарика;;;;;;;;;;;;;x;
b_adavan;Адаван;;;;;;;;;;;;;x;
b_adbenore;Ад Бенор;;;;;;;;;;;;;x;
b_addura;Аддура;;;;;;;;;;;;;x;
b_addvild;Аддвильд;;;;;;;;;;;;;x;
b_adeniet;Адениэт;;;;;;;;;;;;;x;
b_adhir;Адхир;;;;;;;;;;;;;x;
b_adhisar;Адхисар;;;;;;;;;;;;;x;
b_adipur;Адипур;;;;;;;;;;;;;x;
b_adivas;Адивас;;;;;;;;;;;;;x;
b_adiyisar;Адивисар;;;;;;;;;;;;;x;
b_adiymal;Адиумаль;;;;;;;;;;;;;x;
b_adiyursa;Адивурса;;;;;;;;;;;;;x;
b_adluparev;Адлупарев;;;;;;;;;;;;;x;
b_adoma;Адома;;;;;;;;;;;;;x;
b_adounwer;Адо'анвер;;;;;;;;;;;;;x;
b_adraleria;Адралерия;;;;;;;;;;;;;x;
b_adselinc;Ад-Селинк;;;;;;;;;;;;;x;
b_aduk;Адук;;;;;;;;;;;;;x;
b_adurada;Адурада;;;;;;;;;;;;;x;
b_aduran;Адуран;;;;;;;;;;;;;x;
b_adurdurin;Адурдурин;;;;;;;;;;;;;x;
b_adurin;Адурин;;;;;;;;;;;;;x;
b_adurora;Адурора;;;;;;;;;;;;;x;
b_adurra;Адурра;;;;;;;;;;;;;x;
b_adurusa;Адуруса;;;;;;;;;;;;;x;
b_advar;Адвар;;;;;;;;;;;;;x;
b_aelariadru;Элариадру;;;;;;;;;;;;;x;
b_aelcot;Элкот;;;;;;;;;;;;;x;
b_aelfield;Этельфилд;;;;;;;;;;;;;x;
b_aelmead;Эльмед;;;;;;;;;;;;;x;
b_aendril;Аэндрил;;;;;;;;;;;;;x;
b_aerin;Эйрин;;;;;;;;;;;;;x;
b_aerino;Аэрино;;;;;;;;;;;;;x;
b_aethelred;Этелред;;;;;;;;;;;;;x;
b_aetherian;Эфирианский Архив;;;;;;;;;;;;;x;
b_aetherius;Камень Этериуса;;;;;;;;;;;;;x;
b_aetolia;Этолия;;;;;;;;;;;;;x;
b_aferien;Афериен;;;;;;;;;;;;;x;
b_afrin;Африн;;;;;;;;;;;;;x;
b_afsin;Афсин;;;;;;;;;;;;;x;
b_afyerlesim;Афиерлесим;;;;;;;;;;;;;x;
b_afyfa;Афифа;;;;;;;;;;;;;x;
b_afyhir;Афинхир;;;;;;;;;;;;;x;
b_agadem;Агадем;;;;;;;;;;;;;x;
b_agah;Агах;;;;;;;;;;;;;x;
b_agali;Агали;;;;;;;;;;;;;x;
b_aganna;Аганна;;;;;;;;;;;;;x;
b_bonerock;Bonerock;;;;;;;;;;;;;x;
b_agatnam;Агатнам;;;;;;;;;;;;;x;
b_agdam;Агдам;;;;;;;;;;;;;x;
b_agdash;Агдаш;;;;;;;;;;;;;x;
b_agea;Агея;;;;;;;;;;;;;x;
b_agen;Аген;;;;;;;;;;;;;x;
b_agnar;Пик Агнара;;;;;;;;;;;;;x;
b_agon;Агон;;;;;;;;;;;;;x;
b_agralin;Агралин;;;;;;;;;;;;;x;
b_agsu;Агсу;;;;;;;;;;;;;x;
b_ahasou;Ахасоу;;;;;;;;;;;;;x;
b_ahemmusa;Ахеммуза;;;;;;;;;;;;;x;
b_ahvaz;Ахваз;;;;;;;;;;;;;x;
b_aichan;Айчан;;;;;;;;;;;;;x;
b_aidar;Айдар;;;;;;;;;;;;;x;
b_aidhab;Айдхаб;;;;;;;;;;;;;x;
b_aii;Айи;;;;;;;;;;;;;x;
b_aiken;Айкен;;;;;;;;;;;;;x;
b_aikeni;Айкени;;;;;;;;;;;;;x;
b_aiklam;Айклам;;;;;;;;;;;;;x;
b_aikuan;Айкуан;;;;;;;;;;;;;x;
b_aimae;Аймае;;;;;;;;;;;;;x;
b_airag;Айраг;;;;;;;;;;;;;x;
b_airmae;Айрмае;;;;;;;;;;;;;x;
b_aisalal;Айсалал;;;;;;;;;;;;;x;
b_ait;Айт;;;;;;;;;;;;;x;
b_ajalil;Аджалил;;;;;;;;;;;;;x;
b_ajare;Аджаре;;;;;;;;;;;;;x;
b_akada;Акада;;;;;;;;;;;;;x;
b_akaha;Акаха;;;;;;;;;;;;;x;
b_akato;Акато;;;;;;;;;;;;;x;
b_akeu;Акеу;;;;;;;;;;;;;x;
b_akhinbul;Ахинбул;;;;;;;;;;;;;x;
b_akhirlu;Ахирлу;;;;;;;;;;;;;x;
b_akhirum;Ахирум;;;;;;;;;;;;;x;
b_akhium;Ахиум;;;;;;;;;;;;;x;
b_akinabe;Акинабе;;;;;;;;;;;;;x;
b_akisak;Акисак;;;;;;;;;;;;;x;
b_akkar;Аккар;;;;;;;;;;;;;x;
b_akrum;Акрум;;;;;;;;;;;;;x;
b_aksakisehir;Аксакисехир;;;;;;;;;;;;;x;
b_aksana;Аксана;;;;;;;;;;;;;x;
b_aksantep;Аксантеп;;;;;;;;;;;;;x;
b_aksarazig;Аксаразиг;;;;;;;;;;;;;x;
b_aksarcuk;Аксаркук;;;;;;;;;;;;;x;
b_aksaregli;Аксарегли;;;;;;;;;;;;;x;
b_aksarili;Аксарили;;;;;;;;;;;;;x;
b_aksarkale;Аксаркейл;;;;;;;;;;;;;x;
b_aksarsa;Аксарса;;;;;;;;;;;;;x;
b_aksaybin;Аксайбин;;;;;;;;;;;;;x;
b_aksum;Аксум;;;;;;;;;;;;;x;
b_aktau;Актау;;;;;;;;;;;;;x;
b_aktyube;Актиубе;;;;;;;;;;;;;x;
b_akuna;Акуна;;;;;;;;;;;;;x;
b_akure;Акуре;;;;;;;;;;;;;x;
b_alabaster;Алабастр;;;;;;;;;;;;;x;
b_alabori;Алабори;;;;;;;;;;;;;x;
b_aladon;Аладон;;;;;;;;;;;;;x;
b_alagna;Алагна;;;;;;;;;;;;;x;
b_alahar;Алахар;;;;;;;;;;;;;x;
b_alain;Аль'аин;;;;;;;;;;;;;x;
b_alakhar;Алахар;;;;;;;;;;;;;x;
b_alammu;Аламму;;;;;;;;;;;;;x;
b_alammuruhn;Аламмурухн;;;;;;;;;;;;;x;
b_aland;Аланд;;;;;;;;;;;;;x;
b_alanthe;Алантхе;;;;;;;;;;;;;x;
b_alar;Алар;;;;;;;;;;;;;x;
b_alara;Алара;;;;;;;;;;;;;x;
b_alaves;Алавес;;;;;;;;;;;;;x;
b_alcaire;Алькаир;;;;;;;;;;;;;x;
b_alchemistshack;Привал Алхимиков;;;;;;;;;;;;;x;
b_alcoa;Алкоа;;;;;;;;;;;;;x;
b_alcoman;Алкоман;;;;;;;;;;;;;x;
b_alcrest;Алкрест;;;;;;;;;;;;;x;
b_alda;Альда;;;;;;;;;;;;;x;
b_aldaheru;Альд-Ахеру;;;;;;;;;;;;;x;
b_aldaim;Альдайм;;;;;;;;;;;;;x;
b_aldakkad;Альдаккад;;;;;;;;;;;;;x;
b_aldalexa;Альдалекса;;;;;;;;;;;;;x;
b_aldamaur;Альд-Амаур;;;;;;;;;;;;;x;
b_aldaren;Альдарен;;;;;;;;;;;;;x;
b_aldareon;Альдареон;;;;;;;;;;;;;x;
b_aldbranor;Альдбранор;;;;;;;;;;;;;x;
b_aldcasus;Альдкасус;;;;;;;;;;;;;x;
b_aldchorra;Альд-Чорра;;;;;;;;;;;;;x;
b_alddaedroth;Альд Даэдрот;;;;;;;;;;;;;x;
b_alddibelus;Альд Дибелус;;;;;;;;;;;;;x;
b_aldera;Альдера;;;;;;;;;;;;;x;
b_alderhorn;Алдерхорн;;;;;;;;;;;;;x;
b_alderon;Альдерон;;;;;;;;;;;;;x;
b_aldiriat;Альдириат;;;;;;;;;;;;;x;
b_aldiron;Алдирон;;;;;;;;;;;;;x;
b_aldiuval;Альд Лувал;;;;;;;;;;;;;x;
b_aldkaeso;Альд-Каесо;;;;;;;;;;;;;x;
b_aldlexia;Альдлексия;;;;;;;;;;;;;x;
b_aldlipari;Альдлипари;;;;;;;;;;;;;x;
b_aldloren;Альдлорен;;;;;;;;;;;;;x;
b_aldmatara;Альдматара;;;;;;;;;;;;;x;
b_aldmelina;Альд Мелина;;;;;;;;;;;;;x;
b_aldmgarr;Альд-Мгарр;;;;;;;;;;;;;x;
b_aldmoab;Альдмоаб;;;;;;;;;;;;;x;
b_aldmuris;Альдмурис;;;;;;;;;;;;;x;
b_aldnator;Альд-Натор;;;;;;;;;;;;;x;
b_aldnineveh;Альдниневех;;;;;;;;;;;;;x;
b_aldora;Альдора;;;;;;;;;;;;;x;
b_aldos;Алдос;;;;;;;;;;;;;x;
b_aldranis;Алдранис;;;;;;;;;;;;;x;
b_aldredaynia;Альд Редайния;;;;;;;;;;;;;x;
b_aldrethem;Альдретем;;;;;;;;;;;;;x;
b_aldruan;Альдруан;;;;;;;;;;;;;x;
b_aldruhn;Альд'рун;;;;;;;;;;;;;x;
b_aldsotha;Альдсота;;;;;;;;;;;;;x;
b_aldtaneth;Альд-Танетх;;;;;;;;;;;;;x;
b_aldteig;Альдтейг;;;;;;;;;;;;;x;
b_aldteraria;Альд Терария;;;;;;;;;;;;;x;
b_aldthan;Альдтхан;;;;;;;;;;;;;x;
b_aldtoril;Альдторил;;;;;;;;;;;;;x;
b_aldusa;Альдуса;;;;;;;;;;;;;x;
b_aldvelothi;Альд Велоти;;;;;;;;;;;;;x;
b_aleradon;Алерадон;;;;;;;;;;;;;x;
b_alerian;Алериан;;;;;;;;;;;;;x;
b_aleru;Алеру;;;;;;;;;;;;;x;
b_ales;Алес;;;;;;;;;;;;;x;
b_alessia;Алессия;;;;;;;;;;;;;x;
b_alesund;Алесунд;;;;;;;;;;;;;x;
b_aleswell;Эльсвелл;;;;;;;;;;;;;x;
b_aleudian;Алеудиан;;;;;;;;;;;;;x;
b_aleveran;Алеверан;;;;;;;;;;;;;x;
b_alftand;Альфтанд;;;;;;;;;;;;;x;
b_algasba;Алгасба;;;;;;;;;;;;;x;
b_algran;Алгран;;;;;;;;;;;;;x;
b_aliaric;Алиарик;;;;;;;;;;;;;x;
b_alidril;Алидрил;;;;;;;;;;;;;x;
b_alimahera;Алимахера;;;;;;;;;;;;;x;
b_alinor;Алинор;;;;;;;;;;;;;x;
b_alion;Алион;;;;;;;;;;;;;x;
b_alkanet;Алканнет;;;;;;;;;;;;;x;
b_alkarth;Алкарт;;;;;;;;;;;;;x;
b_alked;Алкед;;;;;;;;;;;;;x;
b_alkmaar;Алкмаар;;;;;;;;;;;;;x;
