ambitious_desc;Амбициозные люди много работают, чтобы быть лучшими во всем. Тем не менее, в их стремлении достичь вершин они делают своих вассалов несчастными...;;;;;;;;;;;;;x
arbitrary;Самодур;;;;;;;;;;;;;x
arbitrary_desc;Этот персонаж не беспокоится о справедливости, которую так ценят вассалы и придворные.;;;;;;;;;;;;;x
architect;Архитектор;;;;;;;;;;;;;x
architect_desc;Постройка зданий, осадных орудий и других конструкций является самой большой страстью этого персонажа.;;;;;;;;;;;;;x
assassin_0;Неуклюжий убийца;;;;;;;;;;;;;x
assassin_0_desc;Этот персонаж, очевидно, убийца, хотя из-за некоторых своих проблем он часто совершает ошибки в своем ремесле.;;;;;;;;;;;;;x
bad_priest_christian;Нечестивый священник;Mauvais prкtre;Der gottlose Priester;;Sacerdote malvado;;;;;;;;;x;
bad_priest_christian_desc;Личность и привычки этого священника совершенно не соответствуют его положению. И что хуже, он не может скрыть их от глаз публики.;La personnalitй et les mњurs de ce prкtre sont trиs inappropriйes pour un homme de sa fonction. Pire encore, il est incapable de faire cela discrиtement.;Die Persцnlichkeit und Gewohnheiten des Priesters sind дuЯerst unpassend fьr seinen Stand. Auch vermag er es keineswegs, seine schlechten Eigenschaften vor der Allgemeinheit zu verbergen.;;La personalidad y hбbitos de este sacerdote son muy inapropiados para esta posiciуn. Y lo peor es que no es capaz de esconderlos en pъblico.;;;;;;;;;x;
bad_priest_muslim;Нечестивый священник;Mauvais calife;Der gottlose Kalif;;Califa malvado;;;;;;;;;x;
bad_priest_muslim_desc;Личность и привычки этого священника совершенно не соответствуют его положению. И что хуже, он не может скрыть их от глаз публики.;La personnalitй et les mњurs de ce calife sont trиs inappropriйes pour un homme de sa fonction. Pire encore, il est incapable de faire cela discrиtement.;Die Persцnlichkeit und Gewohnheiten des Kalifen sind дuЯerst unpassend fьr seine Position. Auch vermag er es keineswegs, seine schlechten Eigenschaften vor der Allgemeinheit zu verbergen.;;La personalidad y hбbitos de este califa son muy inapropiados para esta posiciуn. Y lo peor es que no es capaz de esconderlos en pъblico.;;;;;;;;;x;
bad_priest_norse;Недостойный священник;Prкtre indigne;Der unwьrdige Priester;;Sacerdote indigno;;;;;;;;;x;
bad_priest_norse_desc;Личность и привычки этого священника совершенно не соответствуют его положению. И что хуже, он не может скрыть их от глаз публики.;La personnalitй et les mњurs de ce prкtre sont trиs inappropriйes pour un homme de sa fonction. Pire encore, il est incapable de faire cela discrиtement.;Die Persцnlichkeit und Gewohnheiten des Priesters sind дuЯerst unpassend fьr seinen Stand. Auch vermag er es keineswegs, seine schlechten Eigenschaften vor der Allgemeinheit zu verbergen.;;La personalidad y hбbitos de este sacerdote son muy inapropiados para esta posiciуn. Y lo peor es que no es capaz de esconderlos en pъblico.;;;;;;;;;x;
bad_priest_tengri;Недостойный священник;Prкtre indigne;Der unwьrdige Priester;;Sacerdote indigno;;;;;;;;;x;
bad_priest_tengri_desc;Личность и привычки этого священника совершенно не соответствуют его положению. И что хуже, он не может скрыть их от глаз публики.;La personnalitй et les mњurs de ce prкtre sont trиs inappropriйes pour un homme de sa fonction. Pire encore, il est incapable de faire cela discrиtement.;Die Persцnlichkeit und Gewohnheiten des Priesters sind дuЯerst unpassend fьr seinen Stand. Auch vermag er es keineswegs, seine schlechten Eigenschaften vor der Allgemeinheit zu verbergen.;;La personalidad y hбbitos de este sacerdote son muy inapropiados para esta posiciуn. Y lo peor es que no es capaz de esconderlos en pъblico.;;;;;;;;;x;
bad_priest_zoroastrian;Аморальный священник;Prкtre immoral;Der unmoralische Priester;;Sacerdote inmoral;;;;;;;;;x;
bad_priest_zoroastrian_desc;Личность и привычки этого священника совершенно не соответствуют его положению. И что хуже, он не может скрыть их от глаз публики.;La personnalitй et les mњurs de ce prкtre sont trиs inappropriйes pour un homme de sa fonction. Pire encore, il est incapable de faire cela discrиtement.;Die Persцnlichkeit und Gewohnheiten des Priesters sind дuЯerst unpassend fьr seinen Stand. Auch vermag er es keineswegs, seine schlechten Eigenschaften vor der Allgemeinheit zu verbergen.;;La personalidad y hбbitos de este sacerdote son muy inapropiados para esta posiciуn. Y lo peor es que no es capaz de esconderlos en pъblico.;;;;;;;;;x;
bad_priest_aztec;Недостойный священник;Prкtre indigne;Der unwьrdige Priester;;Sacerdote indigno;;;;;;;;;x;
bad_priest_aztec_desc;Личность и привычки этого священника совершенно не соответствуют его положению. И что хуже, он не может скрыть их от глаз публики.;La personnalitй et les mњurs de ce prкtre sont trиs inappropriйes pour un homme de sa fonction. Pire encore, il est incapable de faire cela discrиtement.;Die Persцnlichkeit und Gewohnheiten des Priesters sind дuЯerst unpassend fьr seinen Stand. Auch vermag er es keineswegs, seine schlechten Eigenschaften vor der Allgemeinheit zu verbergen.;;La personalidad y hбbitos de este sacerdote son muy inapropiados para esta posiciуn. Y lo peor es que no es capaz de esconderlos en pъblico.;;;;;;;;;x;
barbarian_0;Слабый варвар;;;;;;;;;;;;;x
barbarian_0_desc;"Этот персонаж - ""варвар"" только по одежке.";;;;;;;;;;;;;x
bard_0;Бездарный бард;;;;;;;;;;;;;x
bard_0_desc;Жил да был бард… Бардтон… у которого был очень большой… бар...;;;;;;;;;;;;;x
battlemage_0;Плохой боевой маг;;;;;;;;;;;;;x
battlemage_0_desc;Этот персонаж пытался изучить искусство магии и боя, но стал лишь подражателем настоящих боевых магов.;;;;;;;;;;;;;x
bisexual;Бисексуал;;;;;;;;;;;;;x
bisexual_desc;У этого персонажа пол не является препятствием для романтических отношений.;;;;;;;;;;;;;x
blight;Чахлый;;;;;;;;;;;;;x
blight_desc;Этот персонаж постепенно видоизменяется, его внутренние органы скручиваются и причиняют боль всему организму.;;;;;;;;;;;;;x
blind;Слепой;;;;;;;;;;;;;x
blinded_desc;Этот персонаж был ослеплён и не может видеть.;;;;;;;;;;;;;x
blind_desc;Это персонаж либо родился слепым, либо потерял зрение в результате несчастного случая.;;;;;;;;;;;;;x
blood_lung;Кровавое лёгкое;;;;;;;;;;;;;x
blood_lung_desc;Этот персонаж страдает серьезным заболеванием легких и кашляет кровью с чёрным гноем.;;;;;;;;;;;;;x
brave;Храбрый;;;;;;;;;;;;;x
brave_desc;Этот персонаж не боится опасностей. Он пользуется уважением у вассалов и завистью у трусов.;;;;;;;;;;;;;x
briarheart;Вересковое сердце;;;;;;;;;;;;;x
briarheart_desc;Сердце с шипами... кости дикие... оживают. Изгой, восстань из мёртвых, кровь от нашей крови.;;;;;;;;;;;;;x
cannibal_trait_desc;Этот персонаж ест мясо разумных существ.;;;;;;;;;;;;;x
cartographer;Картограф;;;;;;;;;;;;;x
cartographer_desc;Картограф - это тип художника, составляющего замысловатые чертежи и рисующего картины земель и миров, как вымешленных, так и настоящих. ;;;;;;;;;;;;;x
charitable;Щедрый;;;;;;;;;;;;;x
chicken_loc;Цыпленок;;;;;;;;;;;;;x
craven_loc;Трусливый;;;;;;;;;;;;;x
craven_loc_desc;[Root.GetFirstName] это малодушный и трусливый.;;;;;;;;;;;;;x
chicken_loc_desc;[Root.GetFirstName] большой цыпленок!;;;;;;;;;;;;;x
charitable_desc;Этот персонаж известен своей щедростью - чертой, которая нравится священникам. Это, пожалуй, самая рыцарская черта.;;;;;;;;;;;;;x
chaste;Целомудренный;;;;;;;;;;;;;x
chaste_desc;Этот персонаж принял обет целомудрия. Целомудренными людьми восхищались во все времена. Они вряд ли будут иметь внебрачные связи.;;;;;;;;;;;;;x
chills;Лихорадка;;;;;;;;;;;;;x
chills_desc;Лихорадка - весьма опасное заболевание, влияющее на интеллект и силу воли больного. Симптомы: неуклюжесть, спутанность сознания.;;;;;;;;;;;;;x
clone;Клон;;;;;;;;;;;;;x
clone_desc;Этот персонаж является бесплодным клоном, которого создал могущественный маг.;;;;;;;;;;;;;x
clubfooted;Косолапый;;;;;;;;;;;;;x
clubfooted_desc;Этот персонаж был рожден косолапым - непривлекательная черта.;;;;;;;;;;;;;x
content;Удовлетворенный;;;;;;;;;;;;;x
content_desc;Удовлетворенные персонажи довольны своей жизненной судьбой. Они - верные вассалы и совершенно не подходят для интриг.;;;;;;;;;;;;;x
craven;Трусливый;;;;;;;;;;;;;x
craven_desc;[Root.GetCravenDesc].;;;;;;;;;;;;;x
cruel;Жестокий;;;;;;;;;;;;;x
cruel_desc;Этот персонаж - жестокий садист, получающий удовольствие от чужих страданий.;;;;;;;;;;;;;x
cynical;Циничный;;;;;;;;;;;;;x
cynical_desc;Этот персонаж - циничный скептик. Таких не любит духовенство, зато эта черта помогает плести интриги.;;;;;;;;;;;;;x
dark_brotherhood;Тёмное Братство;;;;;;;;;;;;;x
dark_brotherhood_desc;Темное Братство - это гильдия убийц, готовых избавиться от любого, пока у нанимателя есть достаточно золота для оплаты их услуг. Они - извращенное ответвление легальной организации наемных убийц, известной как Мораг Тонг.;;;;;;;;;;;;;x
dawnguard;Стража Рассвета;;;;;;;;;;;;;x
dawnguard_desc;Стража Рассвета известны как группа охотников на вампиров с собственным фортом в Рифте. Во Вторую эру ярл Рифтена сформировал Стражей и построил им крепость для содержания своего сына, заразившегося вампиризмом. Но со временем Стражи расширили свои полномочия и стали охотниками на вампиров, путешествующими по всему Скайриму в поисках своего главного врага. ;;;;;;;;;;;;;x
deaf;Глухой;;;;;;;;;;;;;x
deaf_desc;Этот персонаж стал глухим либо в силу каких-либо травм или заболеваний, либо он просто родился таким.;;;;;;;;;;;;;x
deceitful;Коварный;;;;;;;;;;;;;x
deceitful_desc;Это бесчестный индивидуум, легко манипулирующий другими персонажами. Это отличная черта для тайного советника... до тех пор, пока он остается лояльным.;;;;;;;;;;;;;x
depressed;В депрессии;;;;;;;;;;;;;x
depressed_desc;Жизнь потеряла смысл для этого персонажа.;;;;;;;;;;;;;x
diligent;Усердный;;;;;;;;;;;;;x
diligent_desc;[Root.GetDiligentDesc].;;;;;;;;;;;;;x
dishonourable;Бесчестный;;;;;;;;;;;;;x
dishonourable_desc;У этого персонажа весьма непорядочный характер и он известен своей неблагонадёжностью.;;;;;;;;;;;;;x
disloyal;Нелояльный;;;;;;;;;;;;;x
disloyal_desc;Этот персонаж не лоялен.;;;;;;;;;;;;;x
dragonborn;Драконорождённый;;;;;;;;;;;;;x
dragonborn_desc;Этот персонаж был рождён с душой и кровью дракона. Драконорождённые считаются избранниками богов.;;;;;;;;;;;;;x
dragonborn_descendant;Драконокровный;;;;;;;;;;;;;x
dragonborn_descendant_desc;Этот персонаж - потомок Драконорожденного, хотя его происхождение настолько отдаленное,  что почти не имеет значение. Тем не менее, какая-то небольшая часть силы предка течёт по его жилам и, вероятно, может быть пробуждена при должном поощрении.;;;;;;;;;;;;;x
dragonborn_g_1;Драконокровный;;;;;;;;;;;;;x
dragonborn_g_1_desc;Этот персонаж - потомок Драконорожденного, и как считается, имеет некоторую долю драконьей крови, что течет по его жилам, дарующую своему носителю небольшую часть могущества предков.;;;;;;;;;;;;;x
dragonborn_g_2;Драконокровный;;;;;;;;;;;;;x
dragonborn_g_2_desc;Этот персонаж - потомок Драконорожденного, и как считается, имеет некоторую долю драконьей крови, что течет по его жилам, дарующую своему носителю небольшую часть могущества предков.;;;;;;;;;;;;;x
dragonborn_g_3;Драконокровный;;;;;;;;;;;;;x
dragonborn_g_3_desc;Этот персонаж - потомок Драконорожденного, и как считается, имеет некоторую долю драконьей крови, что течет по его жилам, дарующую своему носителю небольшую часть могущества предков.;;;;;;;;;;;;;x
dragonborn_g_4;Драконокровный;;;;;;;;;;;;;x
dragonborn_g_4_desc;Этот персонаж - потомок Драконорожденного, и как считается, имеет некоторую долю драконьей крови, что течет по его жилам, дарующую своему носителю небольшую часть могущества предков.;;;;;;;;;;;;;x
dragonborn_g_5;Драконокровный;;;;;;;;;;;;;x
dragonborn_g_5_desc;Этот персонаж - потомок Драконорожденного, и как считается, имеет некоторую долю драконьей крови, что течет по его жилам, дарующую своему носителю небольшую часть могущества предков.;;;;;;;;;;;;;x
drunkard;Пьяница;;;;;;;;;;;;;x
drunkard_desc;Этот персонаж не в силах справиться со своей страстью к спиртным напиткам.;;;;;;;;;;;;;x
duelist;Дуэлянт;;;;;;;;;;;;;x
duelist_desc;Этот персонаж - упрямый спорщик и любитель решать проблемы дракой. Он ведет опасный образ жизни, будьте уверены.;;;;;;;;;;;;;x
dwarf;Карлик;;;;;;;;;;;;;x
dwarf_desc;Этот несчастный персонаж был рожден карликом.;;;;;;;;;;;;;x
dwemer;Двемер;;;;;;;;;;;;;x
dwemer_desc;"Народ глубин - легендарная исчезнувшая раса Двемеров, проживавшая в основном на территории современного Морровинда, но так же имевшая поселения в Хаммерфелле, Хай-Роке и Скайриме. Вымешленная, но очень популярная серия рассказов ""Древние легенды двемеров"" заложила в массовом сознании ложный образ глубинного народа, рисуя их понятными и похожими на людей. В реальности двемеры представляли из себя грозных, непостижимых обычному уму и даже жестоких, но и очень внимательных, умных и трудолюбивых меров.";;;;;;;;;;;;;x
envious;Завистливый;;;;;;;;;;;;;x
envious_desc;Данный персонаж завистлив. Эти эмоции повышают его навык интриги.;;;;;;;;;;;;;x
excommunicated;Отлучен от Церкви;;;;;;;;;;;;;x
excommunicated_desc;Этот персонаж был отлучен от Церкви - страшное пятно на его чести и репутации.;;;;;;;;;;;;;x
exslave;Бывший раб;;;;;;;;;;;;;x
exslave_desc;Некогда закованный в цепи, этот человек получил свободу. Несмотря на это, клеймо раба все еще выжжено на нем. ;;;;;;;;;;;;;x
extreme_terrain_leader;Военачальник Суровых Земель;;;;;;;;;;;;;x
extreme_terrain_leader_desc;Этот персонаж изучал тактику и стратегию, касающиеся ведения военных действий в самых экстремальных условиях, таких как пустыни или заснеженная арктическая тундра.;;;;;;;;;;;;;x
fair;Привлекательный;;;;;;;;;;;;;x
fair_desc;У этого персонажа красивая внешность, привлекательная для противоположного пола.;;;;;;;;;;;;;x
fashionable;Модный;;;;;;;;;;;;;x
fashionable_desc;Этот персонаж любит красивую одежду и богатые вещи. Но эта увлеченность плохо сказывается на его казне.;;;;;;;;;;;;;x
fighters_guild;Гильдия Бойцов;;;;;;;;;;;;;x
fighters_guild_desc;Гильдия Бойцов - это братство воинов. Мы оказываем услугу всему Тамриэлю, за плату помогая своим мечом и щитом тем, кто нуждается в помощи. Будь-то избавление города от надвигающейся угрозы или защита беспомощного мага - мы возьмемся за  любой контракт. ;;;;;;;;;;;;;x
fortitude;Стойкий к болезням;;;;;;;;;;;;;x
fortitude_desc;Этот персонаж обладает удивительным здоровьем и вряд-ли когда-нибудь заболеет.;;;;;;;;;;;;;x
generous;Великодушный;;;;;;;;;;;;;x
generous_desc;Этот персонаж является великодушным. Он не боится делиться своим богатством или знаниями со своей семьей и друзьями.;;;;;;;;;;;;;x
genius;Гений;;;;;;;;;;;;;x
genius_desc;Этот персонаж одарен блестящим умом.;;;;;;;;;;;;;x
gladiator;Гладиатор;;;;;;;;;;;;;x
gladiator_desc;[This.GetName] выбрал(а) образ жизни гладиатора. Физическая подготовка и сражения стали практически повседневной деятельностью для [Root.GetFirstName], всё ради готовности к битвам на Арене. ;;;;;;;;;;;;;x
gluttonous;Обжора;;;;;;;;;;;;;x
gluttonous_desc;Этот персонаж  очень любит вкусно и много поесть разнообразной пищи . Из-за своего обширного рациона, обжора, как правило, здоровее других, потребляя больше питательных веществ. Обжор, как правило, не слишком любит противоположный пол.;;;;;;;;;;;;;x
greedy;Жадный;;;;;;;;;;;;;x
greedy_desc;Этот персонаж известен своей жадностью. Это качество не особо уважают, но оно помогает немного увеличить доходы от налогов.;;;;;;;;;;;;;x
gregarious;Общительный;;;;;;;;;;;;;x
gregarious_desc;Этот персонаж очень общителен и известен в обществе.;;;;;;;;;;;;;x
greybeard;Седобородый;;;;;;;;;;;;;x
greybeard_desc;Этот персонаж принадлежит к ордену молчаливых монахов - мастеров Пути Голоса, живущих в полной изоляции на вершине самой высокой горы Скайрима.;;;;;;;;;;;;;x
heavy_infantry_leader;Командир тяжелой пехоты;;;;;;;;;;;;;x
heavy_infantry_leader_desc;Этот персонаж обладает навыками в командовании тяжелой пехотой.;;;;;;;;;;;;;x
homosexual;Гомосексуальный;;;;;;;;;;;;;x
homosexual_desc;Этот персонаж неравнодушен к представителям своего пола...;;;;;;;;;;;;;x
honest;Честный;;;;;;;;;;;;;x
honest_desc;Ложь нелегко дается тем персонажам, которые ценят истину превыше всего. Это плохая черта для шпионов и заговорщиков, но уважаемая в среде дипломатов.;;;;;;;;;;;;;x
honourable;Уважаемый;;;;;;;;;;;;;x
honourable_desc;Этот персонаж имеет славу особо респектабельной личности и известен как надёжный и достойный уважения.;;;;;;;;;;;;;x
houseless_dunmer;Данмер без Дома;;;;;;;;;;;;;x
houseless_dunmer_desc;Этот данмер отказался участвовать в политике Дома.;;;;;;;;;;;;;x
house_dres;Дом Дрес;;;;;;;;;;;;;x
house_dres_desc;Этот персонаж является членом Великого Дома Дрес.;;;;;;;;;;;;;x
house_sadras;Дом Садрас;;;;;;;;;;;;;x
house_sadras_desc;Этот персонаж является членом Великого Дома Садрас.;;;;;;;;;;;;;x
house_hlaalu;Дом Хлаалу;;;;;;;;;;;;;x
house_hlaalu_desc;Этот персонаж является членом Великого Дома Хлаалу.;;;;;;;;;;;;;x
house_indoril;Дом Индорил;;;;;;;;;;;;;x
house_indoril_desc;Этот персонаж является членом Великого Дома Индорил.;;;;;;;;;;;;;x
house_redoran;Дом Редоран;;;;;;;;;;;;;x
house_redoran_desc;Этот персонаж является членом Великого Дома Редоран.;;;;;;;;;;;;;x
house_telvanni;Дом Телванни;;;;;;;;;;;;;x
house_telvanni_desc;Этот персонаж является членом Великого Дома Телванни.;;;;;;;;;;;;;x
house_dagoth;Дом Дагот;;;;;;;;;;;;;x
house_dagoth_desc;Этот персонаж является членом Великого Дома Дагот.;;;;;;;;;;;;;x
house_sul;Дом Сул;;;;;;;;;;;;;x
house_sul_desc;Этот персонаж является членом Великого Дома Сул.;;;;;;;;;;;;;x
house_veloth;Дом Велот;;;;;;;;;;;;;x
house_veloth_desc;Этот персонаж является членом Великого Дома Велот.;;;;;;;;;;;;;x
humble;Скромный;;;;;;;;;;;;;x
humble_desc;Скромные люди благочестивы там, где гордецы извлекают личную выгоду. Скромным людям, как правило, гордецы не нравятся.;;;;;;;;;;;;;x
hunchback;Горбатый;;;;;;;;;;;;;x
hunchback_desc;Этот персонаж горбат. Противоположный пол находит его отвратительным, а вассалы - презирают.;;;;;;;;;;;;;x
ill;Больной;;;;;;;;;;;;;x
ill_desc;Болезнь мучает этого персонажа. Это может быть серьезно или просто неприятная простуда.;;;;;;;;;;;;;x
imbecile;Слабоумный;;;;;;;;;;;;;x
imbecile_desc;Этот персонаж - просто слюнявый идиот.;;;;;;;;;;;;;x
immortal;Бессмертный;;;;;;;;;;;;;x
immortal_desc;Этот персонаж настолько могуществен, что он может пережить даже самих богов.;;;;;;;;;;;;;x
colovian_desc;Железная рука Сиродила: твердая, непоколебимая и постоянно бдительная. Коловианцы происходят от Сиро-нордов - потомков северных завоевателей и местных недийских народов. Имея очень организованное общество, коловианцы больше всего заботятся о военном ремесле и лидерстве, чем остальные расы (по крайне мере им так нравится думать). ;;;;;;;;;;;;;x
impure_altmer;Нечистокровный;;;;;;;;;;;;;x
impure_altmer_desc;[Root.GetImpureDesc];;;;;;;;;;;;;x
inbred;Выродок;;;;;;;;;;;;;x
inbred_desc;Этот бедный персонаж страдает от последствий кровосмешения, что может привести к увечьям, умственной отсталости и большой вероятности бесплодия.;;;;;;;;;;;;;x
incapable;Недееспособный;;;;;;;;;;;;;x
incapable_desc;В связи с преклонным возрастом, черепно-мозговой травмой или иными психическими расстройствами, этот персонаж не подходит для любого вида деятельности. Недееспособные правители должны иметь регента.;;;;;;;;;;;;;x
industrious;Трудолюбивый;;;;;;;;;;;;;x
industrious_desc;Этот персонаж обладает навязчивой идеей по созданию величайших в мире чудес, которых Тамриэль никогда не видел. Данный персонаж будет управлять строительными проектами, но имеет меньше свободного времени для других занятий.;;;;;;;;;;;;;x
infected_injury;Заражённая рана;;;;;;;;;;;;;x
infected_injury_death;от заражённой раны;;;;;;;;;;;;;x
infected_injury_desc;Этот персонаж страдает из-за загноившейся раны. Если он не посетит хирурга или придворного священника, то вскоре вполне может потерять или конечность, или собственную жизнь. ;;;;;;;;;;;;;x
infertile;Бесплодный;;;;;;;;;;;;;x
infertile_desc;От рождения или в результате несчастного случая, этот персонаж страдает бесплодием и не может иметь детей, как в браке, так и вне его.;;;;;;;;;;;;;x
infertile_oldage;Бесплодный (старость);;;;;;;;;;;;;x
infertile_oldage_desc;Преклонный возраст этого персонажа значительно уменьшает его шансы продолжить род.;;;;;;;;;;;;;x
infirm;Немощный;;;;;;;;;;;;;x
infirm_desc;Этот персонаж немощен и страдает от предрасположенности к болезням.;;;;;;;;;;;;;x
inspiring_leader;Вдохновляющий на победу;;;;;;;;;;;;;x
inspiring_leader_desc;Этот персонаж знает, как проникнуть прямо в сердца и умы воинов на поле боя, и не только мечом.;;;;;;;;;;;;;x
islander_desc;Этот персонаж - Айлендер, обычный житель островов между Тамриэлем и Акавиром. Айлендеры хороши в торговле и заговорах, но весьма изолированы от остальной цивилизации.;;;;;;;;;;;;;x
jouster;Турнирный боец;;;;;;;;;;;;;x
jouster_desc;Этот персонаж мастер по части рыцарских турниров.;;;;;;;;;;;;;x
jungle_terrain_leader;Эксперт по джунглям;;;;;;;;;;;;;x
jungle_terrain_leader_desc;Этот персонаж - эксперт по управлению войсками в джунглях.;;;;;;;;;;;;;x
just;Справедливый;;;;;;;;;;;;;x
just_desc;У этого персонажа сильно развито чувство справедливости - очень уважаемая черта среди вассалов и придворных.;;;;;;;;;;;;;x
kind;Добрый;;;;;;;;;;;;;x
kind_desc;Этот персонаж полон добра и сочувствия к окружающим. Это нравится вассалам, но недопустимо для тайных советников.;;;;;;;;;;;;;x
kinslayer;Убийца родичей;;;;;;;;;;;;;x
kinslayer_desc;Этот персонаж убил близкого родственника - непростительное преступление в глазах богов и смертных.;;;;;;;;;;;;;x
knight_0;Своенравный рыцарь;;;;;;;;;;;;;x
knight_0_desc;Этот персонаж является рыцарем, хотя его моральному кодексу не достаёт благородства.;;;;;;;;;;;;;x
known_vampire_descendant;Известный потомок вампира;;;;;;;;;;;;;x
known_vampire_descendant_desc;Этот персонаж имеет предка, который является или в прошлом был вампиром. Все знают об этом факте.;;;;;;;;;;;;;x
legit_bastard;Узаконенный бастард;;;;;;;;;;;;;x
legit_bastard_desc;Этот персонаж был рожден вне брака, но был узаконен. Узаконенные бастарды могут наследовать трон, хотя пятно от рождения вне брака никогда не сможет быть полностью смыто.;;;;;;;;;;;;;x
lich;Лич;;;;;;;;;;;;;x
lich_desc;Лич - это могущественный колдун-нежить, который ходит на грани жизни и смерти, приняв бессмертную форму и сохранив свои воспоминания, способности и большую часть личности. Почти все личи представляют абсолютное зло, но если даже нет, они все равно презирают все живое.;;;;;;;;;;;;;x
lisp;Шепелявый;;;;;;;;;;;;;x
lisp_desc;Шепелявость этого персонажа понижает его авторитет и является источником большого веселья для окружающих.;;;;;;;;;;;;;x
loyal;Преданный;;;;;;;;;;;;;x
loyal_desc;Этот персонаж лоялен.;;;;;;;;;;;;;x
lunatic;Сумасшедший;;;;;;;;;;;;;x
