EVTDESC_HFP_11025_dog;"[Root.GetClumsilyElegantly] Размахивая своим клинком передо собой, пока мои доверенные [ek_battle_pet.GetName] грызут ноги моих врагов, битва бушует на  [battlefield_location.GetThroughOver] [battlefield_location.GetTerrain]. Затем поблизости раздался крик солдата. Вражеские стрелки! Мой[Root.GetLordLady], берегись! Подождите, что это [ek_battle_pet.GetName]-"" *удар*""";;;;;;;;;x;;
EVTDESC_HFP_11025_cat;Мой [ek_battle_pet.GetName] стал настоящим сокровищем здесь [battlefield_location.GetInOn] [battlefield_location.GetTerrain],  доброжелательно оказывая помощ любому раненому солдату. Конечно, я был раздражен, когда впервые обнаружил, что он заснул в одной из моих седельных сумок, и последовал за мной в бой, но теперь я действительно собираюсь- *удар*;;;;;;;;;x;;
EVTDESC_HFP_11025_killer_mammal;Я, конечно, был удивлен, когда обнаружил, что мой маленький [ek_battle_pet.GetName] прячется в одной из моих седельных сумок в эпицентре боя. Но я был еще более удивлен, когда он вылез и с пронзительным воплем прыгнул на вражеские войска, отрывая их плоть от костей. Враги в панике бегут, и победоносное существо, залитое кровью моих врагов, тихо возвращается в сумку, откуда оно пришло.;;;;;;;;;x;;
EVTDESC_HFP_11025_horse;"Мой [ek_battle_pet.GetName] и я одно целое. После долгих совместных тренеровок, враги начали бояться нас обоих. Осторожно, это [Root.GetTitledFirstName] и [ek_battle_pet.GetName]! говорят они друг другу.  Когда я сплю, мой [ek_battle_pet.GetName] тоже спит. Когда лезвие ранит моего любимого [ek_battle_pet.GetName], я чувствую, что кровь идёт и у меня...""";;;;;;;;;x;;
EVTDESC_HFP_11025_badger;"[Root.GetClumsilyElegantly] Размахивая своим клинком перед собой, пока мой грозный [ek_battle_pet.GetName] грызет ноги моих врагов, битва бушует на  [battlefield_location.GetThroughOver] [battlefield_location.GetTerrain]. Затем поблизости раздался крик солдата. Вражеские стрелки! Мой [Root.GetLordLady],берегись! Подождите, что это [ek_battle_pet.GetName]-"" *удар*""";;;;;;;;;x;;
EVTDESC_HFP_11025_mudcrab;"Острые, мощные когти моего питомца [ek_battle_pet.GetName] были проклятием многих вражеских солдат в этот день. Тот, кто посчитал его  скромным зверьком, оказывался застигнутыми врасплох, что приводит к летальным последствиям. Внезапно один из солдат зовет меня. ""Огненные шары приближаются быстро! Мы подготовили наше укрытие!"" Но за защитой магического укрытия моих охранников сидит мой [ek_battle_pet.GetName], поскольку огненные шары быстро падают ...";;;;;;;;;x;;
EVTDESC_HFP_11025_capybara;Мой [ek_battle_pet.GetName] стал настоящим сокровищем здесь [battlefield_location.GetInOn] [battlefield_location.GetTerrain],  доброжелательно оказывая помощ любому раненому солдату. Увы, это доброе существо настолько привязано, что последовало за мной даже в самую гущу битвы, и я боюсь, что оно может *удар *;;;;;;;;;x;;
EVTDESC_HFP_11025_horker;"Хотя мои слуги были не уверены относительно моего решения о том, чтобы в бой вступил такой неуклюжий зверь, мой [ek_battle_pet.GetName] убил больше врагов, чем почти любой из охранников, назначенных для моей защиты. Внезапно один из солдат зовет меня. ""Огненные шары приближаются быстро! Мы подготовили наше укрытие!"" Но за магическимм укрытием моих охранников сидит мой [ek_battle_pet.GetName], поскольку огненные шары быстро падают ...";;;;;;;;;x;;
EVTDESC_HFP_11025_owl;"Некоторые спорили, когда мой [ek_battle_pet.GetName] пришло с нами в эту кампанию, но между утешительным присутствием, которое приносит наши стратегические встречи, и отвлекающим визгом, которое он предлагает нашим врагам, протесты прекратились. Атака!"" Кричу я [battlefield_location.GetThroughOver] [battlefield_location.GetTerrain], и мой [ek_battle_pet.GetName] крутится над моей головой. Тогда я вижу стрелы.""";;;;;;;;;x;;
EVTDESC_HFP_11025_vulture;Были некоторые, кто утверждал, что взять [ek_battle_pet.GetName] вместе с нашей армией было ужасным предзнаменованием, но забавные выходки существа оказали успокаивающее действие на войска. В самый разгар битвы мой [ek_battle_pet.GetName] спускается с неба и вступает в бой, нападая на вражеского воина своим острым клювом. Именно тогда в моего [ek_battle_pet.GetName] стреляет молния ...;;;;;;;;;x;;
EVTDESC_HFP_11025_goose;Какие-то опасения насчет того, чтобы взять моего питомца [ek_battle_pet.GetName] с собой в поход, были подавлены, когда он предупредил наш отряд о потенциальных ворах, когда они попытались проникнуть в наш лагерь. Хотя я оставляю его позади, прежде чем идти в бой, я замечаю, что он скользит ко мне как раз в тот момент, когда начинается самое страшное сражение. Он пускается на ближайшего вражеского солдата, шипя и кусаясь. Внезапно ледяной шип из вражеской линии летит мимо меня и в сторону моего [ek_battle_pet.GetName]...;;;;;;;;;x
EVTDESC_HFP_11025_lungshark;Несмотря на то, что он был буквально рыбой из воды, мой [ek_battle_pet.GetName] представляет собой настоящую угрозу на поле боя - даже самые хорошо бронированные враги имеют мало защиты от его сокрушительных челюстей. Однако, несмотря на свою свирепость, отсутствие ловкости делает его неспособным избежать большинства атак, и глубокий порез от вражеского меча кажется, может быть смертельным...;;;;;;;;;x
EVTDESC_HFP_11025_bees;Во время этой кампании солдаты, находящиеся под моим командованием, решили не подходить слишком близко к моей палатке из-за риска привлечь моих волшебных шершней, которые живут внутри. Я принес сумку с ними в бой ... на всякий случай. В разгар битвы я нахожусь в окружении вражеских воинов. Не долго думая, шершни выливаются из ранца, яростно жгут моих врагов и заставляют их убегать!;;;;;;;;;x;;
EVTDESC_HFP_11025_khajiit;Нет никого, кому я доверяю больше, чем моему дорогому другу - это [ek_battle_pet.GetName], который служит моим конем в битве. Мы всегда прикрываем друг друга, и в этой напряженной битве я знаю, что во многом обязан своим выживанием свирепости и преданности этого храброго солдата. И тут мой друг-каджит восклицает: "Осторожно, мой [Root.GetLordLady]! Ледяные шипы приближаются!" Как только замороженные шипы приблизились к нам, [ek_battle_pet.GetName] сбросил меня, защитив меня от обстрела!;;;;;;;;;x
EVTOPTA_HFP_11025_scamp;Черт! Мой [ek_battle_pet.GetName]!;;;;;;;;;x;;
EVTOPTA_HFP_11025_TT_scamp;Ваше [ek_battle_pet.GetName] погибает в бою\n;;;;;;;;;x;;
EVTOPTA_HFP_11025_dog;Нееет! Мой [ek_battle_pet.GetName]! Ты был слишком хорош для этого мира ...!;;;;;;;;;x;;
EVTOPTA_HFP_11025_TT_dog;Ваш [ek_battle_pet.GetName]принимает стрелу на себя.;;;;;;;;;x;;
EVTOPTA_HFP_11025_cat;Это была стрела ?! [ek_battle_pet.GetName], НЕТ !!!;;;;;;;;;x;;
EVTOPTA_HFP_11025_TT_cat;Ваш [ek_battle_pet.GetName] добавлен в список жертв.;;;;;;;;;;x;
EVTOPTA_HFP_11025_killer_mammal;Посмотрите на КОСТИ!;;;;;;;;;x;;
EVTOPTA_HFP_11025_TT_killer_mammal;У вашего [ek_battle_pet.GetName] порочная полоса шириной в милю!\n;;;;;;;;;;x;
EVTOPTA_HFP_11025_horse;Мой [ek_battle_pet.GetName], нет! Ваша жертва не будет забыта ...!;;;;;;;;;x;;
EVTOPTA_HFP_11025_TT_horse;Ваш [ek_battle_pet.GetName] погибает в бою.\n;;;;;;;;;x;;
EVTOPTA_HFP_11025_badger;Нет! Мой бедный [ek_battle_pet.GetName]!;;;;;;;;;x;;
EVTOPTA_HFP_11025_TT_badger;Ваш [ek_battle_pet.GetName] доблестно сражаясь умирает.\n;;;;;;;;;x;;
EVTOPTA_HFP_11025_mudcrab;НЕТ! Не моего [ek_battle_pet.GetName]!;;;;;;;;;x;;
EVTOPTA_HFP_11025_TT_mudcrab;Ваш храбрый [ek_battle_pet.GetName] запечен тайным огнем.\n;;;;;;;;;x;;
EVTOPTA_HFP_11025_capybara;О нет. Нет нет нет! Только нее мой [ek_battle_pet.GetName]!;;;;;;;;;x;;
EVTOPTA_HFP_11025_TT_capybara;Ваш заветный [ek_battle_pet.GetName] убит ледяным шипом.\n;;;;;;;;;x;;
EVTOPTA_HFP_11025_horker;Нееет! Мой [ek_battle_pet.GetName]!;;;;;;;;;x;;
EVTOPTA_HFP_11025_TT_horker;Ваш питомец [ek_battle_pet.GetName] поглощен смертельным огненным шаром.\n;;;;;;;;;x;;
EVTOPTA_HFP_11025_owl;Нееет! Мой надежный компаньон!;;;;;;;;;x;;
EVTOPTA_HFP_11025_TT_owl;Ваш [ek_battle_pet.GetName] добавлен в список жертв.\n;;;;;;;;;x;;
EVTOPTA_HFP_11025_vulture;Мой бедный [ek_battle_pet.GetName]! НЕТ!;;;;;;;;;x;;
EVTOPTA_HFP_11025_TT_vulture;Удар молнии валит ваше [ek_battle_pet.GetName].\n;;;;;;;;;x;;
EVTOPTA_HFP_11025_goose;Нееет! Только не мой бедный [ek_battle_pet.GetName]!;;;;;;;;;x
EVTOPTA_HFP_11025_TT_goose;Ледяной шип убивает [ek_battle_pet.GetName].\n;;;;;;;;;x
EVTOPTA_HFP_11025_lungshark;Проклятие! Только не моя [ek_battle_pet.GetName]!;;;;;;;;;x
EVTOPTA_HFP_11025_TT_lungshark;Твоя [ek_battle_pet.GetName] погибает в бою.\n;;;;;;;;;x
EVTOPTA_HFP_11025_bees;Вы, дураки, не убьете меня сегодня! Даже не близко!;;;;;;;;;x;;
EVTOPTA_HFP_11025_TT_bees;Это жало!\n;;;;;;;;;x;;
EVTOPTA_HFP_11025_khajiit;Друг мой, НЕТ!;;;;;;;;;x;;
EVTOPTA_HFP_11025_TT_khajiit;Ваш верный компаньон [ek_battle_pet.GetName] приносит последнюю жертву.\n;;;;;;;;;x;;
EVTOPTA_HFP_11025_fallback;Я ... Что случилось? Я не нахожу здесь.;;;;;;;;;x;;
EVTOPTA_HFP_11025_TT_fallback;Вы будете бороться в будущем, чтобы преодолеть эти события ...\n;;;;;;;;;x;;
