book_pocket_guide_3_desc;"Автор: [event_target:pg3_author.GetDynName], от имени Императорского Географического общества\n3-е издание Карманного Путеводителя стало наиболее популярным текстом, опубликованным Императорским Географическим Обществом.3-е издание вернулось к корням 1-го издания, сократив большую часть информации из второго и обновив её для нового поколения.Большая часть предвзятости из старых Путеводителей была заменена более оптимистичным взглядом на различные культуры, более справедливым описанием. Некоторые предубеждения, конечно, все ещё присутствовали, но критики рассматривают их скорее как простодушие и наивность автора, чем намеренное унижение меньших" народов."";;;;;;;;;;;;;x;
book_pocket_guide_4_desc;"Автор: [event_target:pg4_author.GetDynName], от имени Императорского Географического общества\n4-ое издание знаменитого карманного путеводителя, вышло по поручению Императорского географического общества, чтобы заменить 3-е издание. 4-ое, как правило, считается довольно плоским",  среди прочих путеводителей, предлагая мало новой информации, хотя иллюстрации и карты, предоставленные в путеводителе были очень популярны у путешественников."";;;;;;;;;;;;;x;
book_pocket_guide_5_desc;"Автор: [event_target:pg5_author.GetDynName], от имени Императорского Географического общества\n5-е издание знаменитого Карманного Путеводителя, на сегодняшний день, считается наиболее полным и беспристрастным изданием Путеводителя. Краткий, но исчерпывающий Путеводитель содержит удивительно непредвзятое представление о культурах, истории и местах Тамриэля, хотя критики утверждают, что из-за стремления к справедливости и фактологии, большая часть колорита" и художественного оформления предыдущих изданий была утрачена."";;;;;;;;;;;;;x;
book_abcs_for_barbarians;Букварь для варваров;;;;;;;;;;;;;x;
book_abcs_for_barbarians_desc;Этот иллюстрированное руководство по Сиродильскому алфавиту представляет собой простую, легкую в  чтении книгу для элементарной грамотности. Её рисованные картинки основаны на фауне, флоре и других знакомых достопримечательностях Морровинда.;;;;;;;;;;;;;x;
book_boethiah_pillow_book;В постели с Боэтой;;;;;;;;;;;;;x;
book_boethiah_pillow_book_desc;Никакие слова не могут описать того, что вы видите. Или того, что вы думаете, что видите.;;;;;;;;;;;;;x;
book_chances_folly;Ловушка Судьбы;;;;;;;;;;;;;x;
book_chances_folly_desc;Ловушка Судьбы - это история, написанная Зилмоком Голджем о невероятно высокомерном, талантливом воре и её гибели. Вор, чье альтер-эго известно как Судьба, пытается ограбить гробницу предков данмеров с помощью сумасшедшего бретона, который действует силовыми методами, пока она взламывает замки. Судьба недооценивает своего партнера, а также защиту гробницы, погибает внутри, но перед этим обходит бесчисленные замки и ловушки.;;;;;;;;;;;;;x  
book_father_of_the_niben;Отец Нибена;;;;;;;;;;;;;x;
book_father_of_the_niben_desc;Труд составленный Флорином Джалилом, являющийся переводом Альдмерского Удендра Нибену, относится к Альдмерскому исследователю Топалу Кормчему и его экспедиции по поиску Старого Эльнофея;;;;;;;;;;;;;x;
book_fundaments_of_alchemy;Основы Алхимии;;;;;;;;;;;;;x;
book_fundaments_of_alchemy_desc;Вводный трактат по алхимии Альянда Матьери представляет собой краткое, легко понятное изложение основных концепций алхимического исследования, включая  инструменты торговли, выборки ингредиентов и составление простых зелий.;;;;;;;;;;;;;x ;
book_fall_of_the_snow_prince;Падение Снежного Принца;;;;;;;;;;;;;x;
book_fall_of_the_snow_prince_desc;Падение Снежного Принца - это драматический пересказ древней битвы при Моэсринге, переписанный Локхаймом, летописцем вождя Ингьяльда Белого глаза. Это произведение примечательно тем, что рассказ идет о предводителе Фалмеров, являющимся главным персонажем, который мужественно повёл своих людей в последнюю злополучную битву против Атморских захватчиков и который был захоронен своими врагами с почтением и достоинством.;;;;;;;;;;;;;x;
book_liminal_bridges;Пороговые Мосты;;;;;;;;;;;;;x;
book_liminal_bridges_desc;Написанный Камилонви Алинорской, этот научный труд содержит теоретическую и практическую информацию, касающуюся переходов между Мундусом и Обливионом, подкрепленную дополнительной документацией. Особо стоит отметить заметку, о том как открыть врата Обливиона с помощью сигильского камня.;;;;;;;;;;;;;x;
book_hanging_gardens;Висячие Сады Опустошённого Коридейла;;;;;;;;;;;;;x
book_hanging_gardens_desc;Хотя по-видимому, это лишь описание простого путешествия, сия книга написана на альдмерисе и двемерисе, и являет для читателей сокровищницу древних лингвистических и литературных приёмов.;;;;;;;;;;;;;x
book_nchunaks_fire_and_faith;Пламя и Вера Нчунака;;;;;;;;;;;;;x;
book_nchunaks_fire_and_faith_desc;Перевод предпологаемых рассказов путешственника Нчунака, в этом тексте описаны культурные и философские ценности двемеров, живших во времена Кагренака, включая их некоторые взгляды на теории Кагренака.;;;;;;;;;;;;;x;
book_ngasta_kvata_kvakis;Н'Гаста! Квата! Квакис!;;;;;;;;;;;;;x;
book_ngasta_kvata_kvakis_desc;Этот эзотерический том, автором которого является некромант Н'Гаста, содержит множество магических знаний, понятных лишь для тех, кто владеет сложным языком Слоадов.;;;;;;;;;;;;;x;
book_notes_on_racial_phylogeny;Заметки о Расовом Филогенезе;;;;;;;;;;;;;x;
book_notes_on_racial_phylogeny_desc;Этот трактат, составленный Советом Целителей Имперского Университета рассматривает некоторые из биологических различий между различными расами Тамриэля, их репродуктивную совместимость и несовместимость, а также природу "расы" - через научный взгляд.;;;;;;;;;;;;;x;
book_rislav_the_righteous;Рислав Праведный;;;;;;;;;;;;;x;
book_rislav_the_righteous_desc;"Автор: Синжин. Это ретроспективная биография о жизни Рислава Ларика, короля Скинграда в Первую Эру. Книга "Рислав Праведный" подробно рассказывает о приходе к власти Коловианского монарха, его политических деяниях и потрясающей победе над силами Алессианской Империи. Подробности, описанные в книге, включают анализ военного снаряжения и тактики коловинцев Первой Эры.";;;;;;;;;;;;;x;
book_smithing_a_worthy_endeavor;Кузнечное дело - достойное ремесло;;;;;;;;;;;;;x;
book_smithing_a_worthy_endeavor_desc;В Трактате Куинамо о кузнечном деле, сосредоточено внимание на духовной стороне правильного кузнечного дела, меньше отвлекаясь на физическую часть, требующуюся для ковки оружия и доспехов, и вместо этого делая акцент на правильном мышлении читателя, дабы преуспеть в создании снаряжения. Книга сравнивает кузнечное дело с умением изучать магию, наставляя читателя оставаться позитивным и решительным на пути к освоению своего ремесла.;;;;;;;;;;;;;x;
book_strakes_and_futtocks;Ширстреки и штаг-путенсы;;;;;;;;;;;;;x;
book_strakes_and_futtocks_desc;В этом кратком путеводителе корабельщика Кюрли Лейнлина, содержатся краткие инструкции по правильному построению морского судна.  Он подчеркивает стандартизованную методологию судостроения и объясняет цель таких методов, как обрезка пиломатериалов и вырубка пиломатериалов из угловых стволов для использования их естественной кривизны.;;;;;;;;;;;;;x;
book_the_buying_game;Игра Торговли;;;;;;;;;;;;;x;
book_the_buying_game_desc;Это руководство по торговле от Адабеля Тимсар-Дадисуна, описывает торговлю как игру, в которой 'каждый может победить' и содержит советы о том, как взаимодействовать с торговцами - что искать, что сказать и знать правильные обстоятельства для совершения покупки;;;;;;;;;;;;;x;
book_the_lusty_argonian_maid;Похотливая Аргонианская Дева;;;;;;;;;;;;;x;
book_the_lusty_argonian_maid_desc;Нескромная и слегка вульгарная пьеса в двух томах, под автороством Красиуса Курио рассказывает о сексуальных приключениях дворянина и его аргонианской служанки и их попытках скрыть свой роман от ревнивой жены дворянина.;;;;;;;;;;;;;x;
book_wulfmares_guide;Руководство умного вора от Вульфмара;;;;;;;;;;;;;x;
book_wulfmares_guide_desc;Хотя достижения автора данного опуса Вульфмара невозможно проверить. Руководство умного вора лучшим образом отражает понятие того, как правильно совершать акты подрывной деятельности. Тщательно описаны основы карманных краж и взлома замков, двух основных навыков воровства.;;;;;;;;;;;;;x;
book_gods_and_worship;Божества и культы Тамриэля;;;;;;;;;;;;;x
book_gods_and_worship_desc;Это вводное руководство по теологии и духовности Тамриэля, написанное братом Хетчельдом из Имперского Университета. Выдвинувшим несколько гипотез о природе божеств Тамриэля, он не утверждает, что кто-либо из них является более справедливым, нежели любой другой, возможно, чтобы помочь читателю прийти к собственным выводам.;;;;;;;;;;;;;x
book_remanada;Реманада;;;;;;;;;;;;;x
book_remanada_desc;Реманада - это мифологический пересказ рождения Ремана - героя, который остановил вторжение акавирцев в Тамриэль, основал Сиродильскую империю, кроме того книга описывает и хаос, последовавший после падения его династии.;;;;;;;;;;;;;x
book_spirit_of_nirn;Дух Нирна;;;;;;;;;;;;;x
book_spirit_of_nirn_desc;Этот краткий текст объясняет религиозную важность Лорхана и фундаментальные разногласия, возникшие в результате его участия в создании плана смертных. Кроме того, в книге исследуются спорные гипотезы относительно цели самого Нирна.;;;;;;;;;;;;;x
book_song_of_askelde_men;Песнь аскельдов;;;;;;;;;;;;;x
book_song_of_askelde_men_desc;Традиционная нордская поэма, Песнь аскельдов  рассказывает историю о попытке неприкаянного призрака отомстить людям, ответственным за его смерть - через взгляд самого призрака. Хотя произведение является вымыслом, оно дает ценную информацию о нордских погребальных обрядах и верованиях, касательно умерших.;;;;;;;;;;;;;x
book_withershins;Против часовой стрелки;;;;;;;;;;;;;x
book_withershins_desc;Сказка, рассказанная Йакутом Таваши, в которой говорится про незадачливого аргонианского портного по имени Заки, который уверен, что все разговоры происходят  в алфавитном порядке. Он приходит за советом к целителю, который исцеляет его, применив чары - правда с побочным эффектом - Заки начинает говорить слова и ходить наоборот.;;;;;;;;;;;;;x
badger;Коловианский Барсук (Питомец);;;;;;;;;;;;;x;
badger_desc;Это коварное существо не многим больше ладони, о нём легко заботиться,  но оно свирепо и очень опасно для любого, кто посмеет угрожать его хозяину.;;;;;;;;;;;;;x;
blackhands_dagger;Кинжал чёрных рук;;;;;;;;;;;;;x;
blackhands_dagger_desc;Кинжал чёрных рук является малым артефактом, особенно подходящим для ассасинов.;;;;;;;;;;;;;x;
black_star;Чёрная Звезда;;;;;;;;;;;;;x;
black_star_desc;Чёрная Звезда - это порченная версия Звезды Азуры:  неразрушимый, многократно используемый камень душ,  способный содержать в себе души разумных существ, таких как люди и меры.;;;;;;;;;;;;;x;
head_crown_jagged;Зубчатая корона;;;;;;;;;;;;;x;
head_crown_jagged_desc;Зубчатая корона - это уникальный шлем и древняя реликвия, служившая символом власти и лидерства для королей и королев Скайрима во времена Первой Эры.;;;;;;;;;;;;;x;
blade_of_woe;Клинок Горя;;;;;;;;;;;;;x;
blade_of_woe_desc;Клинок Горя - старый кинжал с пугающей славой, чаще всего встречается в руках талантливых ассасинов, членов Тёмного Братства.;;;;;;;;;;;;;x;
bodyguard;Телохранитель (Слуга);;;;;;;;;;;;;x;
bodyguard_desc;Тяжело вооруженный, устрашающий телохранитель всегда следует за этим персонажем по пятам.;;;;;;;;;;;;;x;
boots_of_silence;Сапоги Тишины;;;;;;;;;;;;;x;
boots_of_silence_desc;Эти зачарованные сапоги высоко ценятся среди воров и любителей двигаться скрытно.;;;;;;;;;;;;;x;
bow_shadows;Лук Теней;;;;;;;;;;;;;x;
bow_shadows_desc;Это легендарное оружие, принадлежащее принцессе даэдра Ноктюрнал. Знаменитый рейнджер Раэрлас Гайл получил этот лук для выполнения какого-то секретного задания. Задание он провалил, а лук был утерян. Этот лук дает носителю возможность становиться невидимым и увеличивает его скорость, позволяя уничтожать множество врагов.;;;;;;;;;;;;;x;
pet_cat;Кот (Питомец);;;;;;;;;;;;;x;
pet_cat_desc;Кот составляет компанию этому персонажу, и по-видимому любим своим хозяином.;;;;;;;;;;;;;x;
weapon_chrysamere;Хризамер;;;;;;;;;;;;;x;
weapon_chrysamere_desc;Хризамер или Клинок Паладина — это древняя клеймора, чьи способности к нападению перекрываются только её же способностями к защите. Она придаёт носителю здоровья, защищает его от огня, и отражает любые направленные на него заклинания обратно на мага. Хризамер не слишком перебирает носителей, служа хозяину в течение неограниченного времени.;;;;;;;;;;;;;x;
weapon_clutterbane;Погибель паники;;;;;;;;;;;;;x;
weapon_clutterbane_desc;Всё должно исчезнуть!;;;;;;;;;;;;;x;
conjuration_staff;Посох Колдовства;;;;;;;;;;;;;x;
conjuration_staff_desc;Редкий и труднодоступный посох магии Колдовства.;;;;;;;;;;;;;x;
crown_argonia;Корона Болот;;;;;;;;;;;;;x;
crown_argonia_desc;Корона Болот является символом власти в королевстве Аргония, или Чернотопье.;;;;;;;;;;;;;x;
crown_lilmoth;Корона Лилмота (Корона);;;;;;;;;;;;;x;
crown_lilmoth_desc;Традиционный символ власти королевства Лилмот.;;;;;;;;;;;;;x;
crown_skyrim;Шлем Верховного короля (Корона);;;;;;;;;;;;;x;
crown_skyrim_desc;Шлем верховного короля, согласно преданию, носил сам Исграмор во время сражений и становления Скайрима. Он давно служит важным символом королевской власти.;;;;;;;;;;;;;x;
crown_soulrest;Корона Душ (Корона);;;;;;;;;;;;;x;
crown_soulrest_desc;Корона Душ является традиционным символом власти в королевстве Соулрест.;;;;;;;;;;;;;x;
crown_stormhold;Штормовая корона (Корона);;;;;;;;;;;;;x;
crown_stormhold_adj;Штормовая корона - традиционный символ власти в королевстве Штормхолд.;;;;;;;;;;;;;x;
crown_thorn;Корона Шипов (Корона);;;;;;;;;;;;;x;
crown_thorn_desc;Корона Шипов - традиционный символ власти в королевстве Торн.;;;;;;;;;;;;;x;
crown_valenwood;Корона Валенвуда (Корона);;;;;;;;;;;;;x;
crown_valenwood_desc;Это корона Валенвуда, символ власти лесного короля.;;;;;;;;;;;;;x;
weapon_daedric_crescent;Даэдрический полумесяц;;;;;;;;;;;;;x;
weapon_daedric_crescent_desc;Один из самых редких, и практически объявленный вне закона артефакт. Такие клинки использовала армия Мехруна Дагона при захвате Бэтлспайра. Практически все такие клинки были уничтожены после возвращения Бэтлспайра Империи. Но один, похоже, остался. Хотя Империя заверяет, что все они уничтожены, слухи говорят, что один такой клинок остался цел, и находится где-то в Тамриэле, хотя никто его толком не видел. Клинок дает своему обладателю возможность наносить врагам страшные раны, парализовать противника, и наносить сильные повреждения его доспеху.;;;;;;;;;;;;;x;
weapon_dawnbreaker;Сияние Рассвета;;;;;;;;;;;;;x;
weapon_dawnbreaker_desc;Мощный меч даэдрической принцессы Меридии, с помощью которого проще уничтожать нежить, ибо свет Меридии карает нечисть, не обладающую энергией живых существ.;;;;;;;;;;;;;x;
weapon_sword_of_edge;Клинок Границы;;;;;;;;;;;;x;;
weapon_sword_of_edge_desc;Чёрно-красный меч, покрытый бесполезными шипами. Он настолько острый, что вам необходимо защитноё снаряжение, чтобы пользоваться им.;;;;;;;;;;;;;x;
destruction_staff;Посох Разрушения;;;;;;;;;;;;;x;
destruction_staff_desc;Редкий и труднодоступный посох магии Разрушения.;;;;;;;;;;;;;x;
pet_dog;Гончая (Питомец);;;;;;;;;;;;;x;
pet_dog_desc;Этого персонажа сопровождает гончая псина, прирученная им.;;;;;;;;;;;;;x;
dragonbone_armor;Драконьи доспехи;;;;;;;;;;;;;x;
dragonbone_armor_desc;Эти доспехи - один из величайших артефактов, которым мечтает завладеть любой коллекционер или герой, ибо сия броня создана из драконьих костей. Это действительно уникальная вещь, и очень многие хотели бы обладать ею.;;;;;;;;;;;;;x;
dragonbone_misc;Кости дракона;;;;;;;;;;;;;x;
dragonbone_misc_desc;Это древняя коллекция драконьих костей.;;;;;;;;;;;;;x;
dragonclaw_ornament;Декоративный драконий коготь;;;;;;;;;;;;;x;
dragonclaw_ornament_desc;Пережиток ушедшей эпохи в истории Скайрима. Его точное предназначение не известно.;;;;;;;;;;;;;x;
dres_banner;Знамя дома Дрес;;;;;;;;;;;;;x;
dres_banner_desc;Старое пыльное знамя дома Дрес. Согласно легендам,  знамя получило известность во время Войны Четырёх Счетов. С тех пор оно присутствует на всех официальных мероприятиях и событиях.;;;;;;;;;;;;;x;
dres_lizardskin;Шкура Короля-Ящера;;;;;;;;;;;;;x;
dres_lizardskin_desc;Старая хрупка шкура аргонианского вождя, который стремился сплотить свой народ в борьбе против данмеров. Его бунт не увенчался успехом, а рабовладельцы дома Дрес, в назидание остальным, содрали с него кожу перед его армией, закованной в цепи. С тех пор, его шкура украшает стену возле трона в особняке Дрес.;;;;;;;;;;;;;x;
dres_shield;Щит Основателя;;;;;;;;;;;;;x;
dres_shield_desc;Простой данмерский щит. Согласно преданию, это последний оставшийся артефакт основателя дома Дрес.;;;;;;;;;;;;;x;
dres_vinewhip;Кнут Харрады;;;;;;;;;;;;;x;
dres_vinewhip_desc;Зловещий колючий кнут, сделанный из заколдованного корня Харрады. Жизнь этого растения до сих пор продолжается в этом кнуте,  когда его используют, он извивается взад и вперед, хватая жертву за шею. Это уникальное оружие - артефакт, изначально принадлежащий Дому Дрес Морровинда, и по-видимому им владел один из первых рабовладельцев этого Великого Дома.;;;;;;;;;;;;;x;
dwarven_armour;Доспехи двемеров;;;;;;;;;;;;;x;
dwarven_armour_desc;Такие доспехи можно найти глубоко под землей, в двемерских руинах.;;;;;;;;;;;;;x;
dwarven_sword;Оружие двемеров;;;;;;;;;;;;;x;
dwarven_sword_desc;Такое оружие можно найти глубоко под землей, в двемерских руинах.;;;;;;;;;;;;;x;
dwemer_puzzle;Двемерский куб-головоломка;;;;;;;;;;;;;x;
dwemer_puzzle_desc;Довольно сложное изобретение двемеров. Возможно, это была детская игрушка, а может быть важный ключ. Размышления об этом скрашивают серые будни в замке.;;;;;;;;;;;;;x;
dwemer_schematics;Двемерские Схемы;;;;;;;;;;;;;x;
dwemer_schematics_desc;Коллекция переведенных двемерских схем, чертежей, и строительных планов, найденных в древних руинах. Эти тексты предоставляют нам много информации о технике проектирования и строительства у исчезнувшего глубинного народа.;;;;;;;;;;;;;x;
easter_egg_t;Пасхальное яйцо;;;;;;;;;;;;;x;
easter_egg_t_desc;Это пасхальное яйцо. Оно абсолютно ничего не делает.;;;;;;;;;;;;;x;
ebonymail;Эбонитовая Кольчуга;;;;;;;;;;;;;x;
ebonymail_desc;Артефакт, созданный даэдрическим принцем Боэтией. Внешне похож на обычную эбонитовую кирасу среднего и тяжелого веса. Обеспечивает значительную защиту от вражеской магии и оружия, устойчивость к огню,  а так же отравляет врагов, которые подбираются слишком близко.;;;;;;;;;;;;;x;
ebony_armour;Эбонитовый доспех;;;;;;;;;;;;;x;
ebony_armour_desc;Редкий эбонитовый доспех.;;;;;;;;;;;;;x;
ebony_battleaxe;Эбонитовое оружие;;;;;;;;;;;;;x;
ebony_battleaxe_desc;Редкое, искусно сделанное эбонитовое оружие.;;;;;;;;;;;;;x;
weapon_ebonyblade;Эбонитовый Клинок;;;;;;;;;;;;;x;
weapon_ebonyblade_desc;Эбонитовый Клинок — даэдрический артефакт, созданный Принцессой Даэдра Мефалой. Иногда его называют Вампиром или Пиявкой из-за его особых чар. Он похож на эбонитовую катану, но сила его воистину темна. Всякий раз, когда Эбонитовый Клинок поражает оппонента, часть нанесённого урона передается владельцу в виде грубой необработанной энергии. Клинок, по своей сути, не может быть злее, чем тот, кто его использует, но в какой-то момент его долгого существования на меч были наложены особые чары, так что он не останется долго при одном владельце. Волшебник, сотворивший эти чары, старался спасти души тех, кто слишком увлёкся клинком и, возможно, был прав.;;;;;;;;;;;;;x;
elder_scroll;Древний свиток;;;;;;;;;;;;;x;
elder_scroll_desc;Древние Свитки -  артефакты неизвестного происхождения и количества, являются одновременно архивами прошлого и будущего. Лишь избранные могут читать свитки, но за это приходится платить высокую цену.;;;;;;;;;;;;;x;
shield_eleidon;Символ Элеидона;;;;;;;;;;;;;x;
shield_eleidon_desc;Символ Элеидона — щит героя. Элеидон — святой рыцарь, легенда истории бретонов. Он постоянно боролся со злом и пытался исправить его. Согласно легенде, он спас дочь одного барона от верной смерти в руках злого вождя. В награду барон потратил чуть ли не все свое богатство, чтобы создать магический щит специально для Элеидона. Этот щит позволял ему быстро исцелять свои раны.;;;;;;;;;;;;;x;
elven_armour;Эльфийская броня;;;;;;;;;;;;;x;
elven_armour_desc;Комплект редкой позолоченной эльфийской брони. Отличается от обычной эльфийской брони сложными узорами и позолотой.;;;;;;;;;;;;;x;
elven_bow;Эльфийское оружие;;;;;;;;;;;;;x;
elven_bow_desc;Шедевр эльфийских мастеров со сложной гравировкой.;;;;;;;;;;;;;x;
empire_declaration;Декларация о создании Империи;;;;;;;;;;;;;x;
empire_declaration_desc;Оригинальный документ об объявлении Империи Тамриэля, подготовленный Советом Старейшин и подписанный первым императором.;;;;;;;;;;;;;x;
fists_of_randagulf;Кулаки Рандагульфа;;;;;;;;;;;;;x;
fists_of_randagulf_desc;Рандагульф из Клана Бегалина вошел в историю Тамриэля как один из самых сильных воинов Скайрима. Он был известен храбростью и свирепостью в бою и сыграл важную роль в ходе не одной битвы. Свою судьбу он встретил, когда король Харальд завоевал Скайрим. Король проявил уважение к герою и оставил перчатки Рандагульфа себе. После смерти короля они пропали.;;;;;;;;;;;;;x;
glass_armour;Стеклянная броня;;;;;;;;;;;;;x;
glass_armour_desc;Редкий стеклянный доспех, созданный одним из лучших мастеров Нирна.;;;;;;;;;;;;;x;
glass_bow;Стеклянный лук;;;;;;;;;;;;;x;
glass_bow_desc;Редкий стеклянный лук , созданный одним из лучших мастеров Нирна.;;;;;;;;;;;;;x;
glass_sword;Стеклянное оружие;;;;;;;;;;;;;x;
glass_sword_desc;Редкое стеклянное оружие, созданное одним из лучших мастеров Нирна.;;;;;;;;;;;;;x;
weapon_goldbrand;Золотая Марка;;;;;;;;;;;;;x;
weapon_goldbrand_desc;Этот меч покрыт тайной. Воры рассказывают истории о том, что он сделан из чистого золота и выкован драконами. По легенде, драконы даровали меч рыцарю, который присягнул защищать их. Меч обладает силой даэдрического принца Боэтии и дает владельцу способность поражать врагов огнем. С другой стороны, ходят слухи, что этот клинок никогда не задерживается надолго у одного человека, а иной раз может стать и причиной гибели того, кому служит, так что носителю Золотой Марки следует быть осторожным со своим любимым оружием....;;;;;;;;;;;;;x;
goldcoast_sabre;Мачете короля пиратов;;;;;;;;;;;;;x;
goldcoast_sabre_desc;Небольшой артефакт с дурной славой. Этот мачете принадлежал мифическому королю пиратов, который терроризировал весь западный берег Тамриэля много веков назад.;;;;;;;;;;;;;x;
hasedoki;Посох Хаседоки;;;;;;;;;;;;;x;
hasedoki_desc;Посох Хаседоки – оружие, принадлежавшее могущественному волшебнику. Хаседоки был волшебником, в котором жил дух соперничества. Он странствовал по земле в поисках мага, который был бы сильнее его. Но Хаседоки был очень силен, и так и не встретил никого, кто принял бы его вызов. В итоге он стал одиноким и несчастным – настолько много людей боялось его – и заключил собственную жизненную силу в этот посох, где его душа остается по сей день. Маги всего Тамриэля страстно ищут этот волшебный посох. Он дает владельцу защиту от магии – а это подарок для любого волшебника.;;;;;;;;;;;;;x;
