court_teacher;Придворный учитель;;;;;;;;;;;;;x
idun_fish_13d;Мужчина спросил меня, есть ли то, что я хотел бы получить. Я подумал некоторое время, а затем ответил, сказав чего хочу.;;;;;;;;;;;;x
idun_fish_13o1;Я хочу собачку!;;;;;;;;;;;;x
idun_fish_13o2;Я хочу лошадь!;;;;;;;;;;;;x
idun_fish_13o3;Я хочу котёнка!;;;;;;;;;;;;x
idun_fish_13o4;На самом деле, мне ничего не нужно.;;;;;;;;;;;;x
idun_fish_14d;Мои родители, или мои стражники, либо ещё кто-то, сказали мне, что я не должен ходить с незнакомыми людьми. Я должен был принять их слова всерьез, я сожалею, что не последовал этому совету. Хотите ли вы знать, что случилось?\ Вы этого не сделаете, поверьте мне.;;;;;;;;;;;;x
idun_fish_14o;[ROOT.GetRandomGodName] спаси меня!;;;;;;;;;;;;x
idun_fish_15d;Мужчина хочет пригласить меня на вечеринку в свой дворец. - Ты никогда не видел такого празднества! - утверждает он.;;;;;;;;;;;;x
idun_fish_15o1;Конечно, я пойду!;;;;;;;;;;;;x
idun_fish_15o2;Нет, спасибо, я должен быть дома к ужину.;;;;;;;;;;;;x
idun_fish_16d;Мужчина выглядит грозно и устрашающе, но то о чем он говорит - очень важно. Он говорит мне, о том, как быть сильным противником для врагов своих, и что он может помочь мне стать ещё сильнее.;;;;;;;;;;;;x
idun_fish_16o1;Я слушаю!;;;;;;;;;;;;x
idun_fish_16o2;Мне страшно! Оставьте меня в покое!;;;;;;;;;;;;x
idun_fish_17d;Я зашёл в тёмный, роскошно обставленный зал, оформленный в красных и бронзовых тонах. Празднество было довольно небольшое, помимо меня была всего несколько гостей, их одежды намекают на происхождение со всей Империи. Похоже, они только что прибыли. Мне поднесли серебренный кубок с вином.;;;;;;;;;;;;x
idun_fish_17o1;Сесть и выпить!;;;;;;;;;;;;x
idun_fish_17o2;Отправлюсь изучать это место!;;;;;;;;;;;;x
idun_fish_18d;У меня было много времени, чтобы пообщаться с другими молодыми людьми со всех уголков страны. После эля и вина мы стали веселыми и шумными. Мы пели и танцевали, и время прошло слишком быстро.;;;;;;;;;;;;x
idun_fish_18o1;Я воздержусь.;;;;;;;;;;;;x
idun_fish_18o2;Я слишком много выпил.;;;;;;;;;;;;x
idun_fish_19d;Вы познакомились с [From.GetBestName] на вечернике, и провели время с [From.GetHimHer].;;;;;;;;;;;;x
idun_fish_19o;Я нашёл друга!;;;;;;;;;;;;x
idun_fish_20d;Вы познакомились с [From.GetBestName] на вечеринке, и вам очень не понравился [From.GetHimHer].;;;;;;;;;;;;x
idun_fish_20o;У меня появился недоброжелатель!;;;;;;;;;;;;
idun_fish_21d;[From.GetBestName] теперь считает меня другом.;;;;;;;;;;;;
idun_fish_21o;Ура!;;;;;;;;;;;;
idun_fish_22d;[From.GetBestName] теперь считает меня соперником.;;;;;;;;;;;;
idun_fish_22o;Угу.;;;;;;;;;;;;
idun_fish_24d;Я хорошенько осматриваю этот странный зал, и заглядываю в каждый угол и в каждое окно. Рядом с нишей скудно одетая девушка манит меня присоединится к ней и сыграть в карты.;;;;;;;;;;;;x
idun_fish_24o1;Конечно!;;;;;;;;;;;;x
idun_fish_24o2;Никогда!;;;;;;;;;;;;x
idun_fish_24o3;Я заинтригован.;;;;;;;;;;;;x
idun_fish_25d;Я хорошенько осматриваю этот странный зал, и заглядываю в каждый угол и в каждое окно. Рядом с нишей скудно одетый парень зовёт меня присоединится к нему и сыграть в карты.;;;;;;;;;;;;x
idun_fish_26d;Сажусь на беседку, чтобы сыграть. Мой новый друг объясняет правила: на каждый раунд ставим часть своей одежды. При этом игра, конечно, не заканчивается...;;;;;;;;;;;;x
idun_fish_26d;Мы прекрасно провели время! Кого заботят возможные последствия?;;;;;;;;;;;;x
idun_fish_26o;Давайте сделаем это снова!;;;;;;;;;;;;x
idun_fish_27d;Я никогда не думал, что вступлю в интимную связь с представителем своего пола!;;;;;;;;;;;;x
idun_fish_27o1;В ближайшее время я не буду заниматься этим снова.;;;;;;;;;;;;x
idun_fish_27o2;Мне это понравилось.;;;;;;;;;;;;x
idun_fish_27o3;Это то, чего я хочу!;;;;;;;;;;;;x
idun_fish_29d;Хозяин дворца находит меня в конце вечеринки и спрашивает меня, понравилось ли мне проводить здесь время. Он выглядит так, будто не против пообщаться со мной наедине.;;;;;;;;;;;;x
idun_fish_29o1;Хм... я думаю, это было бы неплохо?;;;;;;;;;;;;x
idun_fish_29o2;Возможно, я смогу поблагодарить особым образом?;;;;;;;;;;;;x
idun_fish_30d;[From.GetFirstName] согласился прийти, и мы отправились к озеру, где быстро нашли хорошее место, чтобы начать рыбачить.;;;;;;;;;;;;x
idun_fish_30o;Теперь мы просто подождем.;;;;;;;;;;;;x
idun_fish_31d;[From.GetFirstName] не хочет идти со мной на рыбалку. [From.GetSheHeCap] сказал [From.GetSheHe] что у него есть занятия получше.;;;;;;;;;;;;x
idun_fish_31o;Я немного разочарован.;;;;;;;;;;;;x
idun_fish_32d;Мы сидели у пруда весь день и поймали несколько рыб, но [From.GetFirstName] поймал самую большую форель.;;;;;;;;;;;;x
idun_fish_32o1;Я не против.;;;;;;;;;;;;x
idun_fish_32o2;Теперь я завидую!;;;;;;;;;;;;x
idun_fish_33d;Мы вернулись домой с уловом. Независимо от того, что было во второй половине дня, мы хорошо провели время!;;;;;;;;;;;;x
idun_fish_33o;Мне нравиться рыбалка.;;;;;;;;;;;;x
idun_fish_34d;Мы сидели у водоёма весь день, но ничего не поймали. Мы оба немного разочарованы.;;;;;;;;;;;;x
idun_fish_34o;Ох.;;;;;;;;;;;;x
idun_fish_35d;Вдруг мы услышали рычание из кустов, и когда обернулись, то увидели, как стая огромных серых волков смотрит на нас! Мы быстро взобрались на дерево, и, сидя на ветках, позвали на помощь.;;;;;;;;;;;;x
idun_fish_35o;[ROOT.Religion.GetRandomGodName] помоги нам!;;;;;;;;;;;;x
idun_decision_friend_1;Найти друга;;;;;;;;;;;;x
idun_friend_1d;Я чувствую себя немного одиноко в большом поместье, в котором живу. Я хочу найти друга, чтобы играть с ним!;;;;;;;;;;;;x
idun_friend_1o1;Ты хочешь быть моим другом?;;;;;;;;;;;;x
idun_friend_1o2;Я буду искать кого-то похожего на меня, чтобы наладить с ним дружбу.;;;;;;;;;;;;x
idun_friend_1o3;В моём государстве нет никого, кто мог бы стать моим другом!;;;;;;;;;;;;x
idun_friend_2d;[From.GetFullName] хочет быть моим другом!;;;;;;;;;;;;x
idun_friend_2o1;Вы мне тоже нравитесь!;;;;;;;;;;;;x
idun_friend_2o2;Вы странно пахнете!;;;;;;;;;;;;x
idun_friend_3d;Я нашёл друга!;;;;;;;;;;;;x
idun_friend_3o;Я счастлив.;;;;;;;;;;;;x
idun_friend_4d;[From.GetFirstName] не хочет быть моим другом.;;;;;;;;;;;;x
idun_friend_4o;Meh.;;;;;;;;;;;;x
idun_friend_6d;[From.GetFirstName] так сильно изменился, и мы продолжаем обсуждать события. Я не уверен, что всё ещё хочу дружить с [From.GetHerHim]!;;;;;;;;;;;;x
idun_friend_6o1;Я больше не хочу быть другом для [From.GetFirstName].;;;;;;;;;;;;x
idun_friend_6o2;Я всё равно останусь другом для [From.GetFirstName].;;;;;;;;;;;;x
idun_friend_7d;[From.GetFirstName] больше не хочет быть моим другом.;;;;;;;;;;;;x
idun_friend_7o;Я так изменился?;;;;;;;;;;;;x
idun_gay_1d;Я думал об обнаженных девушка, и понял, что предпочел бы им моего голого друга-мужчину... Что же мне делать?!;;;;;;;;;;;;x
idun_gay_1o1;Я поговорю с ним.;;;;;;;;;;;;x
idun_gay_1o2;Я не знаю никого, кто испытывает ко мне такие же чувства!;;;;;;;;;;;;x
idun_gay_1o3;Ничего не делать.;;;;;;;;;;;;x
idun_gay_2d;Мой друг [From.GetFirstName] любит меня!;;;;;;;;;;;;x
idun_gay_2o1;Ура!;;;;;;;;;;;;x
idun_gay_2o2;Я ничего не чувствую к нему.;;;;;;;;;;;;x
idun_gay_3d;Он тоже меня любит!;;;;;;;;;;;;x
idun_gay_3o3;[ROOT.GetRandomGodName]! Как это грубо-;;;;;;;;;;;;x
idun_gay_3o;Ура!;;;;;;;;;;;;x
idun_gay_4d;Он видит во мне только друга.;;;;;;;;;;;;x
idun_gay_4o;Ладно...;;;;;;;;;;;;x
idun_gay_5d;Меня привлекают представители моего собственного пола. Возможно, пришло то время, когда я должен найти кого-то, кто чувствует тоже самое.;;;;;;;;;;;;x
idun_gay_5o1;Отправится на поиски.;;;;;;;;;;;;x
idun_gay_5o2;Остаться дома.;;;;;;;;;;;;x
idun_guardian_100d;После того, как я пришёл, мой учитель сказал, что мой лучший друг [From.GetHerHis] прогуливает школу и залез на дерево за школьным окном, пытаясь спрятаться там.;;;;;;;;;;;;x
idun_guardian_100o1;Меня и правда не волнует, что делает [From.GetSheHe].;;;;;;;;;;;;x
idun_guardian_100o2;Я поговорю с [From.GetFirstName] у дерева.;;;;;;;;;;;;x
idun_guardian_100o3;Если что, я полезу вслед за ним...;;;;;;;;;;;;x
idun_guardian_10d;Дж;;;;;;;;;;;;x
idun_guardian_10o;В;;;;;;;;;;;;x
idun_guardian_11d;К;;;;;;;;;;;;x
idun_guardian_11o;Дабл-ю;;;;;;;;;;;;x
idun_guardian_12d;Л;;;;;;;;;;;;x
idun_guardian_12o;Икс;;;;;;;;;;;;x
idun_guardian_13d;М;;;;;;;;;;;;x
idun_guardian_13o;У;;;;;;;;;;;;x
idun_guardian_14d;Н;;;;;;;;;;;;x
idun_guardian_14o;З;;;;;;;;;;;;x
idun_guardian_15d;О;;;;;;;;;;;;x
idun_guardian_15o;1;;;;;;;;;;;;x
idun_guardian_16d;p;;;;;;;;;;;;x
idun_guardian_16o;2;;;;;;;;;;;;x
idun_guardian_17d;Г;;;;;;;;;;;;x
idun_guardian_17o;3;;;;;;;;;;;;x
idun_guardian_18d;Р;;;;;;;;;;;;x
idun_guardian_18o;4;;;;;;;;;;;;x
idun_guardian_19d;С;;;;;;;;;;;;x
idun_guardian_19o;5;;;;;;;;;;;;x
idun_guardian_1d;А;;;;;;;;;;;;x
idun_guardian_1o;М;;;;;;;;;;;;x
idun_guardian_20d;Т;;;;;;;;;;;;x
idun_guardian_20o;6;;;;;;;;;;;;x
idun_guardian_21d;Ю;;;;;;;;;;;;x
idun_guardian_21o;7;;;;;;;;;;;;x
idun_guardian_22d;В;;;;;;;;;;;;x
idun_guardian_22o;8;;;;;;;;;;;;x
idun_guardian_23d;Дабл-ю;;;;;;;;;;;;x
idun_guardian_23o;9;;;;;;;;;;;;x
idun_guardian_24d;Икс;;;;;;;;;;;;x
idun_guardian_24o;10;;;;;;;;;;;;x
idun_guardian_25d;У;;;;;;;;;;;;x
idun_guardian_25o;11;;;;;;;;;;;;x
idun_guardian_26d;З;;;;;;;;;;;;x
idun_guardian_26o;12;;;;;;;;;;;;x
idun_guardian_27d;А;;;;;;;;;;;;x
idun_guardian_27o;13;;;;;;;;;;;;x
idun_guardian_28d;Б;;;;;;;;;;;;x
idun_guardian_28o;14;;;;;;;;;;;;x
idun_guardian_29d;Ц;;;;;;;;;;;;x
idun_guardian_29o;15;;;;;;;;;;;;x
idun_guardian_2d;Б;;;;;;;;;;;;x
idun_guardian_2o;Н;;;;;;;;;;;;x
idun_guardian_30d;Д;;;;;;;;;;;;x
idun_guardian_30o;16;;;;;;;;;;;;x
idun_guardian_31d;Е;;;;;;;;;;;;x
idun_guardian_31o;17;;;;;;;;;;;;x
idun_guardian_32d;Ф;;;;;;;;;;;;x
idun_guardian_32o;18;;;;;;;;;;;;x
idun_guardian_33d;Г;;;;;;;;;;;;x
idun_guardian_33o;19;;;;;;;;;;;;x
idun_guardian_34d;Х;;;;;;;;;;;;x
idun_guardian_34o;20;;;;;;;;;;;;x
idun_guardian_35d;Дж;;;;;;;;;;;;x
idun_guardian_35o;21;;;;;;;;;;;;x
idun_guardian_36d;И;;;;;;;;;;;;x
idun_guardian_36o;22;;;;;;;;;;;;x
idun_guardian_37d;К;;;;;;;;;;;;x
idun_guardian_37o;23;;;;;;;;;;;;x
idun_guardian_3d;Ц;;;;;;;;;;;;x
idun_guardian_3o;О;;;;;;;;;;;;x
idun_guardian_4d;Д;;;;;;;;;;;;x
idun_guardian_4o;Р;;;;;;;;;;;;x
idun_guardian_5d;Е;;;;;;;;;;;;x
idun_guardian_5o;Кью;;;;;;;;;;;;x
idun_guardian_6d;Ф;;;;;;;;;;;;x
idun_guardian_6o;Р;;;;;;;;;;;;x
idun_guardian_7d;Г;;;;;;;;;;;;x
idun_guardian_7o;Т;;;;;;;;;;;;x
idun_guardian_8d;Х;;;;;;;;;;;;x
idun_guardian_8o;С;;;;;;;;;;;;x
idun_guardian_9d;И;;;;;;;;;;;;x
idun_guardian_9o;У;;;;;;;;;;;;x
idun_jaded_1d;Я так устал от образа жизни своего отца, от его привычек, взглядов и развлечений! Я не хочу быть похожим на него, он такой старый и скучный.;;;;;;;;;;;;x
idun_jaded_1o1;Его ничего не заботит!;;;;;;;;;;;;x
idun_jaded_1o2;Он думает, что владеет миром!;;;;;;;;;;;;x
idun_jaded_1o3;Он мерзкий трус!;;;;;;;;;;;;x
idun_jaded_1o4;Он просто ужасный человек!;;;;;;;;;;;;x
idun_jaded_2d;Я очень устал от моего опекуна [Root.Guardian.GetFirstName], устал от методов воспитания [Root.Guardian.GetHerHis], устал от [Root.Guardian.GetHerHis] привычек, [Root.Guardian.GetHerHis] взглядов, [Root.Guardian.GetHerHis] развлечений! Я не хочу быть похожим на [Root.Guardian.GetHerHim], он такой старый и скучный.;;;;;;;;;;;;x
idun_jaded_2o1;[Root.Guardian.GetSheHeCap] ничего не заботит!;;;;;;;;;;;;x
idun_jaded_2o2;[Root.Guardian.GetSheHeCap] думает, что владеет миром!;;;;;;;;;;;;x
idun_jaded_2o3;[Root.Guardian.GetSheHeCap] мерзкий трус!;;;;;;;;;;;;x
idun_jaded_2o4;[Root.Guardian.GetSheHeCap] просто ужасный человек!;;;;;;;;;;;;x
idun_jaded_3d;Я так устал(а) от образа жизни своей матери, от её привычек, взглядов и развлечений! Я не хочу походить на неё, она такая старая и скучная.;;;;;;;;;;;;x
idun_jaded_3o1;Её ничего не заботит!;;;;;;;;;;;;x
idun_jaded_3o2;Она думает, что владеет миром!;;;;;;;;;;;;x
idun_jaded_3o3;Она мерзкая трусиха!;;;;;;;;;;;;x
idun_jaded_3o4;Она просто ужасный человек!;;;;;;;;;;;;x
idun_pastimes_0d;Чем мне заняться сегодня в свободное время? Я должен быстро решить, пока никто не увидел, что я не занят, и не свалил на меня свои хлопоты!;;;;;;;;;;;;x
idun_pastimes_0o1;Исследовать замок.;;;;;;;;;;;;x
idun_pastimes_0o2;Посетить кухню.;;;;;;;;;;;;x
idun_pastimes_0o3;Улучшить мои навыки шитья.;;;;;;;;;;;;x
idun_pastimes_0o4;Ничего из вышеперечисленного.;;;;;;;;;;;;x
idun_pastimes_1d;Я крался по замку, стремясь лучше его исследовать. Ведь всегда можно найти тайные проходы и увидеть неизведанные комнаты. Кто знает, может быть где-нибудь я найду забытые сокровища?;;;;;;;;;;;;x
idun_pastimes_1o;Я не боюсь пауков!;;;;;;;;;;;;x
idun_pastimes_2d;Я захожу на кухню, чтобы посмотреть, как повара готовят пищу. Шеф-повар показывает мне свои кладовки и книгу бухгалтерского учёта, и позволяет мне подсчитать, во сколько обойдется сегодняшний ужин.;;;;;;;;;;;;x
idun_pastimes_2o;Я люблю цифры!;;;;;;;;;;;;x
idun_pastimes_3d1;После полудня я вышивал(а) новый корсаж. Я слушал(а), как фрейлины говорили о всяких вещах. Было бы очень интересно поговорить с ними о событиях, которые происходят при дворе.;;;;;;;;;;;;x
idun_pastimes_3d2;После полудня я вышивал(а) новую рубашку. Я слушал(а), как фрейлины говорили о всяких вещах, но, почему-то у меня сложилось впечатление, что им не очень комфортно находится рядом со мной.;;;;;;;;;;;;x
idun_pastimes_3o1;Я узнал(а) много нового.;;;;;;;;;;;;x
idun_pastimes_3o2;Они не любят меня.;;;;;;;;;;;;x
idun_pastimes_4d;Я отправляюсь в поход! Возможно, я даже смогу спать в маленькой палатке, которая у меня есть. А снаружи так тепло и солнечно!;;;;;;;;;;;;x
idun_pastimes_4o1;[From.GetFirstName] думает, что я храбрый!;;;;;;;;;;;;x
idun_pastimes_4o2;[From.GetFirstName] думает, что я сумасшедший!;;;;;;;;;;;;x
idun_pastimes_4o3;Давайте найдем хорошее место!;;;;;;;;;;;;x
idun_pastimes_5d;Я поставил свою палатку в лесу, рядом с речкой. Это было тихое и спокойное место, я даже установил капкан, чтобы поймать какого-нибудь зверя, которого можно съесть!;;;;;;;;;;;;x
idun_pastimes_5o;Так много нужно сделать!;;;;;;;;;;;;x
idun_pastimes_6d;[From.GetFirstName] до сих пор не вернулся домой! Я не видел [From.GetHerHim] весь день. Я начинаю волноваться...;;;;;;;;;;;;x
idun_pastimes_6o1;Ах, с [From.GetFirstName] всё будет хорошо.;;;;;;;;;;;;x
idun_pastimes_6o2;Стража, найдите [From.GetFirstName]!;;;;;;;;;;;;x
idun_pastimes_7d;Я переночевал(а) на улице в своем маленьком лагере. За это время я слышал(а) жуткие звуки, видел(а) странные огни и даже ощущал(а) запахи, которые я никогда раньше не чувствовал(а)!;;;;;;;;;;;;x
idun_pastimes_7o1;Это просто совы, и вода капает.;;;;;;;;;;;;x
idun_pastimes_7o2;Я не знаю, что это было!;;;;;;;;;;;;x
idun_pastimes_8d1;Меня забрали стражники моего отца, утверждавшие, что я слишком молод(а) чтобы проводить ночь на улице.;;;;;;;;;;;;x
idun_pastimes_8d2;Меня забрали стражники моей матери, утверждавшие, что я слишком молод(а) чтобы проводить ночь на улице.;;;;;;;;;;;;x
idun_pastimes_8d3;Меня забрали стражники моего опекуна [FROM.GetBestName], утверждавшие, что я слишком молод(а) чтобы проводить ночь на улице.;;;;;;;;;;;;x
idun_pastimes_8o1;Это было славно, [From.GetHerHim].;;;;;;;;;;;;x
idun_pastimes_8o2;Я достаточно взрослый, чтобы самостоятельно решать!;;;;;;;;;;;;x
idun_ride_1d;На улице прекрасная погода, самая лучшая в этом сезоне. Я могу взять лошадь, чтобы объехать свои владения.;;;;;;;;;;;;x
idun_ride_1o1;Давайте отправимся!;;;;;;;;;;;;x
idun_ride_1o2;Я слишком занят(а)!;;;;;;;;;;;;x
idun_ride_2d;Я неспешно езжу на лошади по полям, медленным галопом, для разминки. Затем час тренируюсь с рыцарским копьем и мишенью. Позже, я мчался по лесу, вверх по узкой тропинке, которой взрослые пользуются во время охоты. Так был преодолён весь путь к вершине следующего холма, а оттуда открывался великолепный вид!;;;;;;;;;;;;x
idun_ride_2o;Я люблю свою родину!;;;;;;;;;;;;x
