#CODE;ENGLISH;x
family_palace_king_female_east_slavic;Барышня;x
family_palace_baron_female_ilmenian;Барышня;x
family_palace_count_female_ilmenian;Барышня;x
family_palace_duke_female_ilmenian;Барышня;x
family_palace_king_female_ilmenian;Барышня;x
family_palace_baron_female_severian;Барышня;x
family_palace_count_female_severian;Барышня;x
family_palace_duke_female_severian;Барышня;x
family_palace_king_female_severian;Барышня;x
family_palace_baron_female_volhynian;Барышня;x
family_palace_count_female_volhynian;Барышня;x
family_palace_duke_female_volhynian;Барышня;x
family_palace_king_female_volhynian;Барышня;x
family_palace_baron_female_russian;Барышня;x
family_palace_count_female_russian;Барышня;x
family_palace_duke_female_russian;Барышня;x
family_palace_king_female_russian;Барышня;x
city_baron_female_east_slavic;Барышня;x
city_count_female_east_slavic;Посадница;x
city_duke_female_east_slavic;Посадница;x
city_king_female_east_slavic;Посадница;x
city_emperor_female_east_slavic;Посадница;x
family_palace_count_east_slavic;Боярин;x
family_palace_count_foa_east_slavic;Ваше Благородие;x
city_emperor_foa_east_slavic;Посадник;x
city_king_foa_east_slavic;Посадник;x
city_duke_foa_east_slavic;Посадник;x
city_count_foa_east_slavic;Посадник;x
city_baron_female_ilmenian;Барышня;x
city_count_female_ilmenian;Посадница;x
city_duke_female_ilmenian;Посадница;x
city_king_female_ilmenian;Посадница;x
city_emperor_female_ilmenian;Посадница;x
family_palace_count_ilmenian;Боярин;x
family_palace_count_foa_ilmenian;Ваше Благородие;x
city_emperor_foa_ilmenian;Посадник;x
city_king_foa_ilmenian;Посадник;x
city_duke_foa_ilmenian;Посадник;x
city_count_foa_ilmenian;Посадник;x
city_baron_female_severian;Барышня;x
city_count_female_severian;Посадница;x
city_duke_female_severian;Посадница;x
city_king_female_severian;Посадница;x
city_emperor_female_severian;Посадница;x
family_palace_count_severian;Боярин;x
family_palace_count_foa_severian;Ваше Благородие;x
city_emperor_foa_severian;Посадник;x
city_king_foa_severian;Посадник;x
city_duke_foa_severian;Посадник;x
city_count_foa_severian;Посадник;x
city_baron_female_volhynian;Барышня;x
city_count_female_volhynian;Посадница;x
city_duke_female_volhynian;Посадница;x
city_king_female_volhynian;Посадница;x
city_emperor_female_volhynian;Посадница;x
family_palace_count_volhynian;Боярин;x
family_palace_count_foa_volhynian;Ваше Благородие;x
city_emperor_foa_volhynian;Посадник;x
city_king_foa_volhynian;Посадник;x
city_duke_foa_volhynian;Посадник;x
city_count_foa_volhynian;Посадник;x
city_baron_female_russian;Барышня;x
city_count_female_russian;Посадница;x
city_duke_female_russian;Посадница;x
city_king_female_russian;Посадница;x
city_emperor_female_russian;Посадница;x
family_palace_count_russian;Боярин;x
family_palace_count_foa_russian;Ваше Благородие;x
city_emperor_foa_russian;Посадник;x
city_king_foa_russian;Посадник;x
city_duke_foa_russian;Посадник;x
city_count_foa_russian;Посадник;x
emperor_title_prince_foa;Ваше Высочество;x #Императорское
emperor_title_prince_foa_female;Ваше Высочество;x #Императорское
king_title_prince_foa;Ваше Высочество;x
king_title_prince_foa_female;Ваше Высочество;x
duke_title_prince_foa;Ваше Высочество;x
duke_title_prince_foa_female;Ваше Высочество;x
family_palace_count_female;Леди;x
city_count_female;Леди;x
barony_of_east_slavic;Имение;x
barony_east_slavic;Имение;x
baron_east_slavic;Боярин;x
baron_female_east_slavic;Боярыня;x
baron_title_ruler_consort_east_slavic;Боярин;x
baron_title_ruler_consort_female_east_slavic;Боярыня;x
tribal_baron_east_slavic;Боярин;x
tribal_baron_female_east_slavic;Боярыня;x
tribal_baron_title_ruler_consort_east_slavic;Боярин;x
tribal_baron_title_ruler_consort_female_east_slavic;Боярыня;x
tribal_county_of_east_slavic;Удел;x
tribal_county_east_slavic;Удел;x
county_of_east_slavic;Удельное княжество;x
county_east_slavic;Удельное княжество;x
count_east_slavic;Удельный князь;x
count_female_east_slavic;Удельная княгиня;x
count_title_ruler_consort_east_slavic;Удельный князь;x
count_title_ruler_consort_female_east_slavic;Удельная княгиня;x
duchy_of_east_slavic;Княжество;x
duchy_east_slavic;Княжество;x
duke_east_slavic;Князь;x
duke_female_east_slavic;Княгиня;x
duke_title_ruler_consort_east_slavic;Князь;x
duke_title_ruler_consort_female_east_slavic;Княгиня;x
kingdom_of_east_slavic;Великое княжество;x
kingdom_east_slavic;Великое княжество;x
king_east_slavic;Великий князь;x
king_female_east_slavic;Великая княгиня;x
king_title_prince_east_slavic;Великий княжич;x
king_title_prince_female_east_slavic;Великая княжна;x
empire_of_east_slavic;Царство;x
empire_east_slavic;Царство;x
emperor_east_slavic;Царь;x
emperor_female_east_slavic;Царица;x
emperor_title_prince_east_slavic;Царевич;x
emperor_title_prince_female_east_slavic;Царевна;x
tribal_empire_of_east_slavic;Царство;x
tribal_empire_east_slavic;Царство;x
tribal_emperor_east_slavic;Царь;x
tribal_emperor_female_east_slavic;Царица;x
tribal_emperor_title_ruler_consort_female_east_slavic;Царица;x
city_baron_east_slavic;Тысяцкий;x
city_count_east_slavic;Посадник;x
city_duke_east_slavic;Посадник;x #Главный посадник
city_count_title_ruler_consort_female_east_slavic;Посадница;x
city_duke_title_ruler_consort_female_east_slavic;Посадница;x
city_king_title_ruler_consort_female_east_slavic;Посадница;x
city_emperor_title_ruler_consort_female_east_slavic;Посадница;x
city_kingdom_of_east_slavic;Торговый союз;x
city_kingdom_east_slavic;Торговый союз;x
city_king_east_slavic;Посадник;x #Верховный посадник
city_emperor_east_slavic;Посадник;x
job_marshal_east_slavic;Воевода;x
job_treasurer_east_slavic;Тиун;x
job_chancellor_east_slavic;Дьяк;x
city_job_marshal_east_slavic;Воевода;x
city_job_treasurer_east_slavic;Тиун;x
city_job_chancellor_east_slavic;Дьяк;x
tribal_job_marshal_east_slavic;Воевода;x
tribal_job_treasurer_east_slavic;Тиун;x
tribal_job_chancellor_east_slavic;Дьяк;x
tribal_job_spiritual_slavic_pagan;Волхв;x
tribal_job_spiritual_slavic_pagan_reformed;Волхв;x
vice_royalty_barony_of_east_slavic;Поместье;x
vice_royalty_county_of_east_slavic;Погост;x
vice_royalty_duchy_of_east_slavic;Уезд;x
vice_royalty_kingdom_of_east_slavic;Наместничество;x
vice_royalty_empire_of_east_slavic;Великое наместничество;x
vice_royalty_baron_east_slavic;Подручник;x
vice_royalty_count_east_slavic;Наместник;x
vice_royalty_duke_east_slavic;Князь-наместник;x
vice_royalty_king_east_slavic;Государев наместник;x
vice_royalty_emperor_east_slavic;Великий наместник;x
vice_royalty_baron_female_east_slavic;Подручница;x
vice_royalty_count_female_east_slavic;Наместница;x
vice_royalty_duke_female_east_slavic;Княгиня-наместница;x
vice_royalty_king_female_east_slavic;Государева наместница;x
vice_royalty_emperor_female_east_slavic;Великая наместница;x
tribal_vice_royalty_barony_of_east_slavic;Поместье;x
tribal_vice_royalty_county_of_east_slavic;Погост;x
tribal_vice_royalty_duchy_of_east_slavic;Уезд;x
tribal_vice_royalty_kingdom_of_east_slavic;Наместничество;x
tribal_vice_royalty_empire_of_east_slavic;Великое наместничество;x
tribal_vice_royalty_baron_east_slavic;Подручник;x
tribal_vice_royalty_count_east_slavic;Наместник;x
tribal_vice_royalty_duke_east_slavic;Князь-наместник;x
tribal_vice_royalty_king_east_slavic;Государев наместник;x
tribal_vice_royalty_emperor_east_slavic;Великий наместник;x
tribal_vice_royalty_baron_female_east_slavic;Подручница;x
tribal_vice_royalty_count_female_east_slavic;Наместница;x
tribal_vice_royalty_duke_female_east_slavic;Княгиня-наместница;x
tribal_vice_royalty_king_female_east_slavic;Государева наместница;x
tribal_vice_royalty_emperor_female_east_slavic;Великая наместница;x
city_vice_royalty_county_of_east_slavic;Погост;x
barony_of_ilmenian;Имение;x
barony_ilmenian;Имение;x
baron_ilmenian;Боярин;x
baron_female_ilmenian;Боярыня;x
baron_title_ruler_consort_ilmenian;Боярин;x
baron_title_ruler_consort_female_ilmenian;Боярыня;x
tribal_baron_ilmenian;Боярин;x
tribal_baron_female_ilmenian;Боярыня;x
tribal_baron_title_ruler_consort_ilmenian;Боярин;x
tribal_baron_title_ruler_consort_female_ilmenian;Боярыня;x
tribal_county_of_ilmenian;Удел;x
tribal_county_ilmenian;Удел;x
county_of_ilmenian;Удельное княжество;x
county_ilmenian;Удельное княжество;x
count_ilmenian;Удельный князь;x
count_female_ilmenian;Удельная княгиня;x
count_title_ruler_consort_ilmenian;Удельный князь;x
count_title_ruler_consort_female_ilmenian;Удельная княгиня;x
duchy_of_ilmenian;Княжество;x
duchy_ilmenian;Княжество;x
duke_ilmenian;Князь;x
duke_female_ilmenian;Княгиня;x
duke_title_ruler_consort_ilmenian;Князь;x
duke_title_ruler_consort_female_ilmenian;Княгиня;x
kingdom_of_ilmenian;Великое княжество;x
kingdom_ilmenian;Великое княжество;x
king_ilmenian;Великий князь;x
king_female_ilmenian;Великая княгиня;x
king_title_prince_ilmenian;Великий княжич;x
king_title_prince_female_ilmenian;Великая княжна;x
empire_of_ilmenian;Царство;x
empire_ilmenian;Царство;x
emperor_ilmenian;Царь;x
emperor_female_ilmenian;Царица;x
emperor_title_prince_ilmenian;Царевич;x
emperor_title_prince_female_ilmenian;Царевна;x
tribal_empire_of_ilmenian;Царство;x
tribal_empire_ilmenian;Царство;x
tribal_emperor_ilmenian;Царь;x
tribal_emperor_female_ilmenian;Царица;x
tribal_emperor_title_ruler_consort_female_ilmenian;Царица;x
city_baron_ilmenian;Тысяцкий;x
city_count_ilmenian;Посадник;x
city_duke_ilmenian;Посадник;x #Главный посадник
city_count_title_ruler_consort_female_ilmenian;Посадница;x
city_duke_title_ruler_consort_female_ilmenian;Посадница;x
city_king_title_ruler_consort_female_ilmenian;Посадница;x
city_emperor_title_ruler_consort_female_ilmenian;Посадница;x
city_kingdom_of_ilmenian;Торговый союз;x
city_kingdom_ilmenian;Торговый союз;x
city_king_ilmenian;Посадник;x #Верховный посадник
city_emperor_ilmenian;Посадник;x
job_marshal_ilmenian;Воевода;x
job_treasurer_ilmenian;Тиун;x
job_chancellor_ilmenian;Дьяк;x
city_job_marshal_ilmenian;Воевода;x
city_job_treasurer_ilmenian;Тиун;x
city_job_chancellor_ilmenian;Дьяк;x
tribal_job_marshal_ilmenian;Воевода;x
tribal_job_treasurer_ilmenian;Тиун;x
tribal_job_chancellor_ilmenian;Дьяк;x
tribal_job_spiritual_slavic_pagan;Волхв;x
tribal_job_spiritual_slavic_pagan_reformed;Волхв;x
vice_royalty_barony_of_ilmenian;Поместье;x
vice_royalty_county_of_ilmenian;Погост;x
vice_royalty_duchy_of_ilmenian;Уезд;x
vice_royalty_kingdom_of_ilmenian;Наместничество;x
vice_royalty_empire_of_ilmenian;Великое наместничество;x
vice_royalty_baron_ilmenian;Подручник;x
vice_royalty_count_ilmenian;Наместник;x
vice_royalty_duke_ilmenian;Князь-наместник;x
vice_royalty_king_ilmenian;Государев наместник;x
vice_royalty_emperor_ilmenian;Великий наместник;x
vice_royalty_baron_female_ilmenian;Подручница;x
vice_royalty_count_female_ilmenian;Наместница;x
vice_royalty_duke_female_ilmenian;Княгиня-наместница;x
vice_royalty_king_female_ilmenian;Государева наместница;x
vice_royalty_emperor_female_ilmenian;Великая наместница;x
tribal_vice_royalty_barony_of_ilmenian;Поместье;x
tribal_vice_royalty_county_of_ilmenian;Погост;x
tribal_vice_royalty_duchy_of_ilmenian;Уезд;x
tribal_vice_royalty_kingdom_of_ilmenian;Наместничество;x
tribal_vice_royalty_empire_of_ilmenian;Великое наместничество;x
tribal_vice_royalty_baron_ilmenian;Подручник;x
tribal_vice_royalty_count_ilmenian;Наместник;x
tribal_vice_royalty_duke_ilmenian;Князь-наместник;x
tribal_vice_royalty_king_ilmenian;Государев наместник;x
tribal_vice_royalty_emperor_ilmenian;Великий наместник;x
tribal_vice_royalty_baron_female_ilmenian;Подручница;x
tribal_vice_royalty_count_female_ilmenian;Наместница;x
tribal_vice_royalty_duke_female_ilmenian;Княгиня-наместница;x
tribal_vice_royalty_king_female_ilmenian;Государева наместница;x
tribal_vice_royalty_emperor_female_ilmenian;Великая наместница;x
city_vice_royalty_county_of_ilmenian;Погост;x
barony_of_severian;Имение;x
barony_severian;Имение;x
baron_severian;Боярин;x
baron_female_severian;Боярыня;x
baron_title_ruler_consort_severian;Боярин;x
baron_title_ruler_consort_female_severian;Боярыня;x
tribal_baron_severian;Боярин;x
tribal_baron_female_severian;Боярыня;x
tribal_baron_title_ruler_consort_severian;Боярин;x
tribal_baron_title_ruler_consort_female_severian;Боярыня;x
tribal_county_of_severian;Удел;x
tribal_county_severian;Удел;x
county_of_severian;Удельное княжество;x
county_severian;Удельное княжество;x
count_severian;Удельный князь;x
count_female_severian;Удельная княгиня;x
count_title_ruler_consort_severian;Удельный князь;x
count_title_ruler_consort_female_severian;Удельная княгиня;x
duchy_of_severian;Княжество;x
duchy_severian;Княжество;x
duke_severian;Князь;x
duke_female_severian;Княгиня;x
duke_title_ruler_consort_severian;Князь;x
duke_title_ruler_consort_female_severian;Княгиня;x
kingdom_of_severian;Великое княжество;x
kingdom_severian;Великое княжество;x
king_severian;Великий князь;x
king_female_severian;Великая княгиня;x
king_title_prince_severian;Великий княжич;x
king_title_prince_female_severian;Великая княжна;x
empire_of_severian;Царство;x
empire_severian;Царство;x
emperor_severian;Царь;x
emperor_female_severian;Царица;x
emperor_title_prince_severian;Царевич;x
emperor_title_prince_female_severian;Царевна;x
tribal_empire_of_severian;Царство;x
tribal_empire_severian;Царство;x
tribal_emperor_severian;Царь;x
tribal_emperor_female_severian;Царица;x
tribal_emperor_title_ruler_consort_female_severian;Царица;x
city_baron_severian;Тысяцкий;x
city_count_severian;Посадник;x
city_duke_severian;Посадник;x #Главный посадник
city_count_title_ruler_consort_female_severian;Посадница;x
city_duke_title_ruler_consort_female_severian;Посадница;x
city_king_title_ruler_consort_female_severian;Посадница;x
city_emperor_title_ruler_consort_female_severian;Посадница;x
city_kingdom_of_severian;Торговый союз;x
city_kingdom_severian;Торговый союз;x
city_king_severian;Посадник;x #Верховный посадник
city_emperor_severian;Посадник;x
job_marshal_severian;Воевода;x
job_treasurer_severian;Тиун;x
job_chancellor_severian;Дьяк;x
city_job_marshal_severian;Воевода;x
city_job_treasurer_severian;Тиун;x
city_job_chancellor_severian;Дьяк;x
tribal_job_marshal_severian;Воевода;x
tribal_job_treasurer_severian;Тиун;x
tribal_job_chancellor_severian;Дьяк;x
tribal_job_spiritual_slavic_pagan;Волхв;x
tribal_job_spiritual_slavic_pagan_reformed;Волхв;x
vice_royalty_barony_of_severian;Поместье;x
vice_royalty_county_of_severian;Погост;x
vice_royalty_duchy_of_severian;Уезд;x
vice_royalty_kingdom_of_severian;Наместничество;x
vice_royalty_empire_of_severian;Великое наместничество;x
vice_royalty_baron_severian;Подручник;x
vice_royalty_count_severian;Наместник;x
vice_royalty_duke_severian;Князь-наместник;x
vice_royalty_king_severian;Государев наместник;x
vice_royalty_emperor_severian;Великий наместник;x
vice_royalty_baron_female_severian;Подручница;x
vice_royalty_count_female_severian;Наместница;x
vice_royalty_duke_female_severian;Княгиня-наместница;x
vice_royalty_king_female_severian;Государева наместница;x
vice_royalty_emperor_female_severian;Великая наместница;x
tribal_vice_royalty_barony_of_severian;Поместье;x
tribal_vice_royalty_county_of_severian;Погост;x
tribal_vice_royalty_duchy_of_severian;Уезд;x
tribal_vice_royalty_kingdom_of_severian;Наместничество;x
tribal_vice_royalty_empire_of_severian;Великое наместничество;x
tribal_vice_royalty_baron_severian;Подручник;x
tribal_vice_royalty_count_severian;Наместник;x
tribal_vice_royalty_duke_severian;Князь-наместник;x
tribal_vice_royalty_king_severian;Государев наместник;x
tribal_vice_royalty_emperor_severian;Великий наместник;x
tribal_vice_royalty_baron_female_severian;Подручница;x
tribal_vice_royalty_count_female_severian;Наместница;x
tribal_vice_royalty_duke_female_severian;Княгиня-наместница;x
tribal_vice_royalty_king_female_severian;Государева наместница;x
tribal_vice_royalty_emperor_female_severian;Великая наместница;x
city_vice_royalty_county_of_severian;Погост;x
barony_of_volhynian;Имение;x
barony_volhynian;Имение;x
baron_volhynian;Боярин;x
baron_female_volhynian;Боярыня;x
baron_title_ruler_consort_volhynian;Боярин;x
baron_title_ruler_consort_female_volhynian;Боярыня;x
tribal_baron_volhynian;Боярин;x
tribal_baron_female_volhynian;Боярыня;x
tribal_baron_title_ruler_consort_volhynian;Боярин;x
tribal_baron_title_ruler_consort_female_volhynian;Боярыня;x
tribal_county_of_volhynian;Удел;x
tribal_county_volhynian;Удел;x
county_of_volhynian;Удельное княжество;x
county_volhynian;Удельное княжество;x
count_volhynian;Удельный князь;x
count_female_volhynian;Удельная княгиня;x
count_title_ruler_consort_volhynian;Удельный князь;x
count_title_ruler_consort_female_volhynian;Удельная княгиня;x
duchy_of_volhynian;Княжество;x
duchy_volhynian;Княжество;x
duke_volhynian;Князь;x
duke_female_volhynian;Княгиня;x
duke_title_ruler_consort_volhynian;Князь;x
duke_title_ruler_consort_female_volhynian;Княгиня;x
kingdom_of_volhynian;Великое княжество;x
kingdom_volhynian;Великое княжество;x
king_volhynian;Великий князь;x
king_female_volhynian;Великая княгиня;x
king_title_prince_volhynian;Великий княжич;x
king_title_prince_female_volhynian;Великая княжна;x
empire_of_volhynian;Царство;x
empire_volhynian;Царство;x
emperor_volhynian;Царь;x
emperor_female_volhynian;Царица;x
emperor_title_prince_volhynian;Царевич;x
emperor_title_prince_female_volhynian;Царевна;x
tribal_empire_of_volhynian;Царство;x
tribal_empire_volhynian;Царство;x
tribal_emperor_volhynian;Царь;x
tribal_emperor_female_volhynian;Царица;x
tribal_emperor_title_ruler_consort_female_volhynian;Царица;x
city_baron_volhynian;Тысяцкий;x
city_count_volhynian;Посадник;x
city_duke_volhynian;Посадник;x #Главный посадник
city_count_title_ruler_consort_female_volhynian;Посадница;x
city_duke_title_ruler_consort_female_volhynian;Посадница;x
city_king_title_ruler_consort_female_volhynian;Посадница;x
city_emperor_title_ruler_consort_female_volhynian;Посадница;x
city_kingdom_of_volhynian;Торговый союз;x
city_kingdom_volhynian;Торговый союз;x
city_king_volhynian;Посадник;x #Верховный посадник
city_emperor_volhynian;Посадник;x
job_marshal_volhynian;Воевода;x
job_treasurer_volhynian;Тиун;x
job_chancellor_volhynian;Дьяк;x
city_job_marshal_volhynian;Воевода;x
city_job_treasurer_volhynian;Тиун;x
city_job_chancellor_volhynian;Дьяк;x
tribal_job_marshal_volhynian;Воевода;x
tribal_job_treasurer_volhynian;Тиун;x
tribal_job_chancellor_volhynian;Дьяк;x
tribal_job_spiritual_slavic_pagan;Волхв;x
tribal_job_spiritual_slavic_pagan_reformed;Волхв;x
vice_royalty_barony_of_volhynian;Поместье;x
vice_royalty_county_of_volhynian;Погост;x
vice_royalty_duchy_of_volhynian;Уезд;x
vice_royalty_kingdom_of_volhynian;Наместничество;x
vice_royalty_empire_of_volhynian;Великое наместничество;x
vice_royalty_baron_volhynian;Подручник;x
vice_royalty_count_volhynian;Наместник;x
vice_royalty_duke_volhynian;Князь-наместник;x
vice_royalty_king_volhynian;Государев наместник;x
vice_royalty_emperor_volhynian;Великий наместник;x
vice_royalty_baron_female_volhynian;Подручница;x
vice_royalty_count_female_volhynian;Наместница;x
vice_royalty_duke_female_volhynian;Княгиня-наместница;x
vice_royalty_king_female_volhynian;Государева наместница;x
vice_royalty_emperor_female_volhynian;Великая наместница;x
tribal_vice_royalty_barony_of_volhynian;Поместье;x
tribal_vice_royalty_county_of_volhynian;Погост;x
tribal_vice_royalty_duchy_of_volhynian;Уезд;x
tribal_vice_royalty_kingdom_of_volhynian;Наместничество;x
tribal_vice_royalty_empire_of_volhynian;Великое наместничество;x
tribal_vice_royalty_baron_volhynian;Подручник;x
tribal_vice_royalty_count_volhynian;Наместник;x
tribal_vice_royalty_duke_volhynian;Князь-наместник;x
tribal_vice_royalty_king_volhynian;Государев наместник;x
tribal_vice_royalty_emperor_volhynian;Великий наместник;x
tribal_vice_royalty_baron_female_volhynian;Подручница;x
tribal_vice_royalty_count_female_volhynian;Наместница;x
tribal_vice_royalty_duke_female_volhynian;Княгиня-наместница;x
tribal_vice_royalty_king_female_volhynian;Государева наместница;x
tribal_vice_royalty_emperor_female_volhynian;Великая наместница;x
city_vice_royalty_county_of_volhynian;Погост;x
barony_of_russian;Имение;x
barony_russian;Имение;x
baron_russian;Боярин;x
baron_female_russian;Боярыня;x
baron_title_ruler_consort_russian;Боярин;x
baron_title_ruler_consort_female_russian;Боярыня;x
tribal_baron_russian;Боярин;x
tribal_baron_female_russian;Боярыня;x
tribal_baron_title_ruler_consort_russian;Боярин;x
tribal_baron_title_ruler_consort_female_russian;Боярыня;x
tribal_county_of_russian;Удел;x
tribal_county_russian;Удел;x
county_of_russian;Удельное княжество;x
county_russian;Удельное княжество;x
count_russian;Удельный князь;x
count_female_russian;Удельная княгиня;x
count_title_ruler_consort_russian;Удельный князь;x
count_title_ruler_consort_female_russian;Удельная княгиня;x
duchy_of_russian;Княжество;x
duchy_russian;Княжество;x
duke_russian;Князь;x
duke_female_russian;Княгиня;x
duke_title_ruler_consort_russian;Князь;x
duke_title_ruler_consort_female_russian;Княгиня;x
kingdom_of_russian;Великое княжество;x
kingdom_russian;Великое княжество;x
king_russian;Великий князь;x
king_female_russian;Великая княгиня;x
king_title_prince_russian;Великий княжич;x
king_title_prince_female_russian;Великая княжна;x
empire_of_russian;Царство;x
empire_russian;Царство;x
emperor_russian;Царь;x
emperor_female_russian;Царица;x
emperor_title_prince_russian;Царевич;x
emperor_title_prince_female_russian;Царевна;x
tribal_empire_of_russian;Царство;x
tribal_empire_russian;Царство;x
tribal_emperor_russian;Царь;x
tribal_emperor_female_russian;Царица;x
tribal_emperor_title_ruler_consort_female_russian;Царица;x
city_baron_russian;Тысяцкий;x
city_count_russian;Посадник;x
city_duke_russian;Посадник;x #Главный посадник
city_count_title_ruler_consort_female_russian;Посадница;x
city_duke_title_ruler_consort_female_russian;Посадница;x
city_king_title_ruler_consort_female_russian;Посадница;x
city_emperor_title_ruler_consort_female_russian;Посадница;x
city_kingdom_of_russian;Торговый союз;x
city_kingdom_russian;Торговый союз;x
city_king_russian;Посадник;x #Верховный посадник
city_emperor_russian;Посадник;x
job_marshal_russian;Воевода;x
job_treasurer_russian;Тиун;x
job_chancellor_russian;Дьяк;x
city_job_marshal_russian;Воевода;x
city_job_treasurer_russian;Тиун;x
city_job_chancellor_russian;Дьяк;x
tribal_job_marshal_russian;Воевода;x
tribal_job_treasurer_russian;Тиун;x
tribal_job_chancellor_russian;Дьяк;x
tribal_job_spiritual_slavic_pagan;Волхв;x
tribal_job_spiritual_slavic_pagan_reformed;Волхв;x
vice_royalty_barony_of_russian;Поместье;x
vice_royalty_county_of_russian;Погост;x
vice_royalty_duchy_of_russian;Уезд;x
vice_royalty_kingdom_of_russian;Наместничество;x
vice_royalty_empire_of_russian;Великое наместничество;x
vice_royalty_baron_russian;Подручник;x
vice_royalty_count_russian;Наместник;x
vice_royalty_duke_russian;Князь-наместник;x
vice_royalty_king_russian;Государев наместник;x
vice_royalty_emperor_russian;Великий наместник;x
vice_royalty_baron_female_russian;Подручница;x
vice_royalty_count_female_russian;Наместница;x
vice_royalty_duke_female_russian;Княгиня-наместница;x
vice_royalty_king_female_russian;Государева наместница;x
vice_royalty_emperor_female_russian;Великая наместница;x
tribal_vice_royalty_barony_of_russian;Поместье;x
tribal_vice_royalty_county_of_russian;Погост;x
tribal_vice_royalty_duchy_of_russian;Уезд;x
tribal_vice_royalty_kingdom_of_russian;Наместничество;x
tribal_vice_royalty_empire_of_russian;Великое наместничество;x
tribal_vice_royalty_baron_russian;Подручник;x
tribal_vice_royalty_count_russian;Наместник;x
tribal_vice_royalty_duke_russian;Князь-наместник;x
tribal_vice_royalty_king_russian;Государев наместник;x
tribal_vice_royalty_emperor_russian;Великий наместник;x
tribal_vice_royalty_baron_female_russian;Подручница;x
tribal_vice_royalty_count_female_russian;Наместница;x
tribal_vice_royalty_duke_female_russian;Княгиня-наместница;x
tribal_vice_royalty_king_female_russian;Государева наместница;x
tribal_vice_royalty_emperor_female_russian;Великая наместница;x
city_vice_royalty_county_of_russian;Погост;x
king_north_germanic;Конунг;x
king_female_north_germanic;Дроттнинг;x
tribal_king_north_germanic;Конунг;x
tribal_king_female_north_germanic;Дроттнинг;x
county_of_north_germanic;Фюльке;x
county_north_germanic;Фюльке;x
count_north_germanic;Хэрсир;x
count_female_north_germanic;Хэрсир;x
