nick_the_traitor;Предатель;;;;;;;;;;;;;x
nick_the_unbroken;Несломленный;;;;;;;;;;;;;x
nick_the_undying;Неугасающий;;;;;;;;;;;;;x
nick_the_unending;Бесконечный;;;;;;;;;x
nick_the_unhappy;Несчастный;;;;;;;;;;;;;x
nick_the_unminded;Игнорируемый;;;;;;;;;;;;;x
nick_the_unseen;Невидимый;;;;;;;;;;;;;x
nick_the_vampire;Вампир;;;;;;;;;;;;;x
nick_the_wanderer;Странник;;;;;;;;;;;;;x
nick_the_warlock;Чернокнижник;;;;;;;;;;;;;x
nick_the_warrior;Воин;;;;;;;;;;;;;x
nick_the_werewolf;Оборотень;;;;;;;;;;;;;x
nick_the_wolf_queen;Королева-Волчица;;;;;;;;;;;;;x
nick_the_seer;Провидец;;;;;;;;;;;;;x
nick_the_white;Белый;;;;;;;;;;;;;x
nick_the_wide;Широкий;;;;;;;;;;;;;x
nick_the_wild;Дикий;;;;;;;;;;;;;x
nick_the_willful;Упрямый;;;;;;;;;;;;;x
nick_the_wizard;Волшебник;;;;;;;;;;;;;x
nick_the_wolf_of_solitude;Волк Солитьюда;;;;;;;;;;;;;x
nick_the_wood_elf;Лесной Эльф;;;;;;;;;;;;;x
nick_the_world_weary;Усталый;;;;;;;;;;;;;x
nick_the_worm;Червь;;;;;;;;;;;;;x
nick_the_skald;Скальд;;;;;;;;;;;;;x
nick_the_skaldprince;Принц-Скальд;;;;;;;;;;;;;x
nick_the_skaldking;Король-Скальд;;;;;;;;;;;;;x
nick_the_righteous;Праведный;;;;;;;;;;;;;x
nick_the_unforeseen;Непредсказуемая;;;;;;;;;;;;;x
nick_the_northener;Северянин;;;;;;;;;;;;;x
nick_the_outlaw;Отверженный;;;;;;;;;;;;;x
nick_the_gifted;Одарённый;;;;;;;;;;;;;x
nick_oneeye;Одноглазый;;;;;;;;;;;;;x
nick_merkiller;Убийца Меров;;;;;;;;;;;;;x
nick_dragon_of_the_north;Дракон Севера;;;;;;;;;;;;;x
nick_iceking;Ледяной Король;;;;;;;;;;;;;x
nick_the_exalted;Возвышенный;;;;;;;;;;;;;x
nick_blade_serrator;Зазубренный Меч;;;;;;;;;;;;;x
nick_the_farmer;Земледелец;;;;;;;;;;;;;x
nick_strongprince;Сильный Принц;;;;;;;;;;;;;x
nick_the_veiled_queen;Скрытая Королева;;;;;;;;;;;;;x
nick_the_divine;Божественный;;;;;;;;;;;;;x
nick_the_writer;Писатель;;;;;;;;;;;;x;
nick_the_volte_face;Двуликий;;;;;;;;;;;;;x
nick_the_unfeathered;Неоперённый;;;;;;;;;;;;;x
nick_the_despot;Деспот;;;;;;;;;;;;;x
nick_the_genocidal;Сеющий Геноцид;;;;;;;;;;;;;x
nick_the_genocidal_maniac;Маньяк Геноцида;;;;;;;;;;;;;x
nick_plays_with_kittens;Играющий-с-котятами;;;;;;;;;;;;;x
nick_the_golden;Золотой;;;;;;;;;;;;;x
nick_goldfang;Золотой Клык;;;;;;;;;;;;;x
nick_the_golden_beast;Золотой Зверь;;;;;;;;;;;;;x
nick_the_hairless;Безволосый;;;;;;;;;;;;;x
nick_the_living_saint;Живой Святой;;;;;;;;;;;;;x
nick_the_barefooted;Босой;;;;;;;;;;;;;x
nick_the_gibbering;Невнятно Бормочущий;;;;;;;;;;;;;x
nick_the_pilot;Кормчий;;;;;;;;;;;;;x
nick_the_immolant;Жертвенный;;;;;;;;;;;;;x
nick_the_tenacious;Упорный;;;;;;;;;;;;;x
nick_the_random;Случайный;;;;;;;;;;;;;x
nick_the_sightless;Невидящий;;;;;;;;;;;;;x
nick_the_lover;Любовник;;;;;;;;;;;;;x
nick_the_teacher;Учитель;;;;;;;;;;;;;x
nick_the_gambler;Игрок;;;;;;;;;;;;;x
nick_the_putrid;Гнилой;;;;;;;;;;;;;x
nick_the_dank;Холодный;;;;;;;;;;;;;x
nick_the_malodorous;Зловонный;;;;;;;;;;;;;x
nick_the_biteless;Безрезультатный;;;;;;;;;;;;;x
nick_the_presentable;Презентабельный;;;;;;;;;;;;;x
nick_head_rolling;Крутящий Голову;;;;;;;;;;;;;x
nick_the_impassive;Бесстрастный;;;;;;;;;;;;;x
nick_the_ghostmaker;Создающий Призраков;;;;;;;;;;;;;x
