HOSPITAL_LEVEL;Уровень Святилища;;;;;;;;;;x
PROVINCE_NO_HOSPITAL_LEVEL;В этом округе §Rнет Святилища§!;;;;;;;;;x
PROVINCE_NO_HOSPITAL_LEVEL_DESC;Не имея §YСвятилища§!, этот округ не может защищаться от эпидемий и мора. Святилища могут быть построены через расширенное меню округа.;;;;;;;;;x
PROVINCE_HOSPITAL_ICON_LEVEL;§YСвятилище $LEVEL$ уровня§!;;;;;;;;;x
PROVINCE_HOSPITAL_ICON_LEVEL_DESC;Местное §YСвятилище§! даёт $DISEASE_RESISTANCE$ защиты от эпидемий и $DEPOPULATION_PROTECTION$.;;;;;;;;;x
PROVINCE_HOSPITAL_VIEW_DISEASE_DESC;Защита от эпидемий: $VALUE$;;;;;;;;;x
PROVINCE_HOSPITAL_VIEW_DEPOP_DESC;Защита от мора: $VALUE|Y$;;;;;;;;;x
BUILD_HOSPITAL_DESC;Святилища могут быть построены в любом контролируемом Вами округе, и это обойдётся Вам в §Y$COST$§!¤. Они повышают §Yзащиту от эпидемий§! в том округе, где находятся, что снижает вероятность вспышек заболеваний, а также их распространения по стране. Кроме того, святилища, облегчают §Yмор§!.;;;;;;;;;x
BUILD_PRESTIGE_OR_PIETY_HOSPITAL_DESC;Святилища могут быть построены во всех округах, контролируемых Вами, если известна необходимая технология. Они уменьшают шанс вспышек эпидемий и смягчают последствия мора. Строительство святилища обойдётся в §Y$COST$§! золотых.;;;;;;;;;x
HOSPITAL_LEVEL_LESSTHAN;§YУровень Святилища§! в округе меньше чем $VALUE|Y$;;;;;;;;;x
HOSPITAL_LEVEL_ATLEAST;§YУровень Святилища§! в округе НЕ меньше чем $VALUE|Y$;;;;;;;;;x
PROVINCE_HOSPITAL_LEVEL;§YУровень святилища§! - $VALUE|G$;;;;;;;;;x
prisoner_torture_desc;§Y[Root.GetTitledName]§! - Ваш[Root.GetEndA] заключённ[Root.GetAyaYy], и Вы можете пытать [Root.GetHersHis], если отдадите соответствующий приказ. Используя наказания вы можете пытать [Root.GetHerHim], дабы принудить [Root.GetHerHis] отказаться от претензий на ваши титулы, если это необходимо. Однако, есть шанс, что ваши усилия будут тщетны, и [Root.GetHerHis] не станет отказываться от своих претензий.;;;;;;;;;x
EVTDESC6010;Каждую ночь, я пытаюсь заснуть, но продолжаю бодрствовать в течение нескольких часов. Моё тело чувствует онемение во всех своих частях, но я ощущаю, как что-то гложет меня.;;;;;;;;;x
EVTOPTA6010;Я думаю, что подхватил(а) Бурую гниль...;;;;;;;;;x
EVTNAME_RIP_10002;Bести об эпидемии;;;;;;;;;x
EVTDESC_RIP_10002;Мы получили расплывчатые известия об эпидемии, которая началась в [plague_outbreak_location.Realm.GetName]. Информация весьма невнятная, однако, уже сейчас понятно, что эта болезнь крайне тяжела и, вероятно, неизлечима. Люди мрут словно мухи, а страх и паника распространяются быстрее, чем сама зараза. При отсутствии явных причин начала эпидемии, одни люди стали обращаться к богам, а другие начали искать виновных среди окружающих. Многие считают эту болезнь похожей на грипп, только гораздо хуже...;;;;;;;;;x
EVTDESC_RIP_10003;Мы получили извести о страшной эпидемии, начавшейся в области [plague_outbreak_location.GetName], что находится в землях [plague_outbreak_location.Realm.GetName]. Сначала все слухи о ней казались преувеличением, но с тех пор в наши земли прибыло огромное количество беженцев. Мы больше не можем игнорировать эти вести. Отправленные нами гонцы принесли вести о симптомах:  красная сыпь по всему телу, постоянный кашель, кровь из глаз, носа, и рта. Ужас распространяется по обитаемым землям, обгоняя саму болезнь. До сих пор не было никаких вестей о случаях выздоровления... только массовые захоронения растут, словно грибы после дождя. Неужели [Root.Religion.GetHighGodName] мог(ла) послать нам эту кару?;;;;;;;;;x
EVTDESC_RIP_10001;Наши люди, живущие в землях [plague_outbreak_location.GetName] стали жертвами новой пугающей болезни. Те, кто болен ею, страдают от ярко-красной сыпи по всему телу и высокой температуры, у них течёт кровь из глаз, рта, и носа, после этого они умирают прямо посреди улиц. Болезнь быстро прогрессирует, и те, кто заболел пару дней назад сегодня могут быть уже мертвы. Эпидемия распространяется вглубь нашей страны, а врачеватели беспомощно разводят руками, не в силах найти нужное лекарство. Причина болезни неизвестна и потому каждый пытается спастись по-своему. Вокруг высятся охваченные гниением горы трупов, покрытых красной сыпью... Кнахатенский грипп уже на пороге.;;;;;;;;;x
EVTOPTA_RIP_10002;Бедные люди.;;;;;;;;;x
EVTOPTB_RIP_10002;Мы должны подготовиться.;;;;;;;;;x
EVTOPTC_RIP_10002;[Root.Religion.GetRandomGodName] заставит всех язычников страдать.;;;;;;;;;x
EVTOPTD_RIP_10002;Если я могу помочь - я помогу.;;;;;;;;;x
EVTOPTE_RIP_10002;Кнахатенский грипп сразит только слабых!;;;;;;;;;x
EVTOPTF_RIP_10002;Я знал(а), что это случится!;;;;;;;;;x
EVTOPTA_RIP_10003;[plague_outbreak_location.GetName] не так уж и далеко.;;;;;;;;;x
EVTNAME_RIP_10001;Cтрашная напасть;;;;;;;;;x
EVTOPTA_RIP_10001;[Root.Religion.GetRandomGodName] помоги нам!.;;;;;;;;;x
EVTNAME_RIP_10006;Cпасайтесь! Кнахатенский грипп!;;;;;;;;;x
EVTDESC_RIP_10006;Толпы беженцев прибывают в землю [bordering_province.GetName]. Большинство из них пришло из земли [infected_province.GetName], что сейчас охвачена эпидемией Кнахатенского гриппа. Некоторые из них потеряли свои семьи, некоторые спасаются от болезни вместе со своими родными, а кто-то ушёл с насиженных мест, едва услышав о заразе. Все эти люди несут на своих лицах печать ужасов, которые им пришлось повидать. Они мало говорят о том, что видели, а если и говорят - то лишь шёпотом. Они призывают местных прятаться, либо бежать от приближающегося ужаса.;;;;;;;;;x
EVTOPTA_RIP_10006;Мы должны пережить это.;;;;;;;;;x
EVTOPTB_RIP_10006;Наши целители должны неустанно трудиться, чтобы защитить страну.;;;;;;;;;x
EVTOPTC_RIP_10006;Это грязные язычники распространяют Кнахатенский грипп!;;;;;;;;;x
EVTOPTD_RIP_10006;Я надеюсь, мы можем верить этим людям.;;;;;;;;;x
EVTOPTE_RIP_10006;Пусть Кнахатенский грипп приходит.;;;;;;;;;x
EVTOPTF_RIP_10006;Кнахатенский грип идёт, чтобы забрать меня!;;;;;;;;;x
EVTNAME_RIP_10015;Аргония поражена чумой;;;;;;;;;x
EVTOPTA_RIP_10015;Когда же это закончится?;;;;;;;;;x
EVTNAME_RIP_10016;B Эльсвейре свирепствует Кнахатенский грипп;;;;;;;;;x
EVTNAME_RIP_10017;Морровинд разорён Кнахатенским гриппом;;;;;;;;;x
EVTNAME_RIP_10018;Сиродиил страдает от Кнахатенского гриппа;;;;;;;;;x
EVTNAME_RIP_10019;Скайрим разорён Кнахатенским гриппом;;;;;;;;;x
EVTNAME_RIP_10020;Хай Рок поражён Кнахатенским гриппом;;;;;;;;;x
EVTNAME_RIP_10021;B Хаммерфелл пришёл Кнахатенский грипп;;;;;;;;;x
EVTNAME_RIP_10022;Валенвуд поражён Кнахатенским гриппом;;;;;;;;;x
EVTNAME_RIP_10023;Алинор заражён Кнахатенским гриппом;;;;;;;;;x
EVTNAME_RIP_10024;Пиандонея во власти Кнахатенского гриппа;;;;;;;;;x
EKRip75Title;Цаэски поражены Кнахатенским гриппом;;;;;;;;;x
EKRip76Title;Камаль поражены Кнахатенским гриппом;;;;;;;;;x
EKRip77Title;Танг Мо поражены Кнахатенским гриппом;;;;;;;;;x
EKRip78Title;Ка По'Тун поражены Кнахатенским гриппом;;;;;;;;;x
EKRip79Title;Острова поражены Кнахатенским гриппом;;;;;;;;;x
EKRip80Title;Атмора поражена Кнахатенским гриппом;;;;;;;;;x
EKRip81Title;Роскреа поражена Кнахатенским гриппом;;;;;;;;;x
EKRip82Title;Йокуда поражена Кнахатенским гриппом;;;;;;;;;x
EVTDESC_RIP_4032_GREAT_1;[physician.GetTitledFirstName] опубликовал(а) [physician.GetHerHis] работу по магии Восстановления. [physician.GetHerHisCap] изложил(а) идеи о способах кастования заклинаний и увеличения  их эффективности, которые были хорошо приняты даже самыми выдающимися магами!;;;;;;;;;x
EVTDESC_RIP_4032_GREAT_2;[physician.GetTitledFirstName] опубликовал(а) [physician.GetHerHis] работу по алхимии. Этот трактат перечисляет многие алхимические реагенты и их эффекты, а также указывает, где они находятся, и как их собрать. Как новички, так и опытные алхимики считают данный трактат бесценным ресурсом!;;;;;;;;;x
EVTDESC_RIP_4032_GREAT_3;[Physician.GetTitledFirstName] опубликовал(а) [physician.GetHerHis] работу по хирургии. [Physician.GetHerHisCap] изложил(а) знания о том, как излечить телесные повреждения, без применения зелий или заклинаний. Солдаты, военные врачи и авантюристы одобряют этот трактат, как жизненно важный источник информации!;;;;;;;;;x
EVTDESC_RIP_4032_GOOD;[physician.GetTitledFirstName] опубликовал(а) результаты [physician.GetHerHis] медицинского исследования. Книга не получила какого-либо заметного внимания, но по крайней мере [physician.GetFirstName] улучшил(а) [physician.GetHerHis] врачебные навыки.;;;;;;;;;x
EVTDESC_RIP_4032_MEH;[physician.GetTitledFirstName] опубликовал(а) результаты [physician.GetHerHis] медицинского исследования. Книга не получила какого-либо заметного внимания. Она просто пылилась в моей библиотеке...;;;;;;;;;x
EVTDESC_RIP_4032_BAD;[physician.GetTitledFirstName] опубликовал(а) [physician.GetHerHis] новую теорию, и похоже, он(а) стал(а) посмешищем для всего медицинского сообщества! И теперь, ученые по всей стране читают её для развлечения...;;;;;;;;;x
EVTDESC_RIP_4033_GREAT_1;Я опубликовал(а) свою работу по магии Восстановления. Мои представления о способах кастования заклинаний, повышающие эффективность волшебства,  были хорошо приняты даже наиболее выдающимися магами-целителями!;;;;;;;;;x
EVTDESC_RIP_4033_GREAT_2;Я опубликовал(в) свою работу по алхимии. Мой трактат перечисляет многие алхимические реагенты и их эффекты, а также указывает, где они находятся, и как их собрать. Как новички, так и опытные алхимики считают данный трактат бесценным ресурсом!;;;;;;;;;x
EVTDESC_RIP_4033_GREAT_3;Я опубликовал(а) свою работу по хирургии.  В ней перечислены мои знания о том, как излечить телесные повреждения, без применения зелий или заклинаний. Солдаты, военные врачи и авантюристы одобряют этот трактат, как жизненно важный источник информации.;;;;;;;;;x
EVTDESC_RIP_4033_GOOD;Я опубликовал(а) результаты своих медицинских исследований. К сожалению, книга не получила заметного внимания, но я знаю, что оно того стоило. В любом случае, эта работа научила меня некоторым ценным навыкам.;;;;;;;;;x
EVTDESC_RIP_4033_MEH;После нескольких месяцев разочарований, денежные средства, предоставленные моим покровителем [FromFrom.GetTitledFirstName], закончились. Но я обещал(а) доделать и сдержал(а) своё слово. Книга получила внимание, близкое к нулю, и просто пылиться в библиотеке в [FromFrom.GetFirstName]...;;;;;;;;;x
EVTDESC_RIP_4033_BAD;Наконец-то я опубликовал(а) книгу о моих новых теориях, мой подарок для мира медицины, но другие ученые просто рассмеялись мне в лицо! Они говорят, что люди по всей стране читают эту книгу для развлечения...;;;;;;;;;x
EVTDESC_RIP_4041_BOOKS;Мой придворный врач [physician.GetTitledFirstName] предложил(а) мне купить для [physician.GetHerHim] несколько книг по алхимии и магии Восстановления, чтобы [physician.GetSheHe] помог(ла) улучшить навыки [physician.GetHerHis].;;;;;;;;;x
EVTDESC_RIP_4042_BOOKS;Мой повелитель [From.GetTitledFirstName] купил мне несколько книг по Восстановлению и алхимии. Прочитав их, я приобрел(а) новые знания, и мой разум полон идей. Мне не терпится воплотить их в жизнь!;;;;;;;;;x
EVTDESC_RIP_4043_BOOKS;Мой придворный врач [From.GetTitledFirstName] сообщил(а) мне, что новые книги, купленные мною для [From.GetHerHim] были очень полезны, и что у [From.GetSheHe] уже есть множество новых идей, которые [From.GetSheHe] хочет реализовать.;;;;;;;;;x
EVTDESC_RIP_4044_BOOKS;Мой сюзерен [From.GetTitledFirstName] купил(а) для меня несколько книг по восстановлению и алхимии. Прочитав их, меня осенили некоторые новые идеи, которые, как я думаю, могут быть полезны.;;;;;;;;;x
EVTDESC_RIP_4045_BOOKS;Мой придворный врач [From.GetTitledFirstName] сообщил(а) мне, что новые книги, купленные мною для [From.GetHerHim] были очень полезны, и что у [From.GetSheHe] уже есть несколько новых идей, которые [From.GetSheHe] хочет реализовать.;;;;;;;;;x
EVTDESC_RIP_4046_BOOKS;Мой сюзерен [From.GetTitledFirstName] считал(а), что будет хорошей идеей  купить для меня несколько книг по Восстановлению и алхимии, однако те тома, которые я получил(а) оказались слишком старыми! Я уже знаком(а) с большей частью этого материала, а остальное кажется абсурдным...;;;;;;;;;x
EVTDESC_RIP_4047_BOOKS;Мой придворный врач [From.GetTitledFirstName] неохотно объяснил(а) мне, что новые книги, купленные мною для [From.GetHerHim] оказались устаревшими, и не содержат ничего ценного. По-видимому, некоторые из методов, описанных в этих книгах, приводят к смертельным исходам!;;;;;;;;;x
EVTDESC_RIP_4100;К вам привели закованного в кандалы мага, который якобы прежде был священником в [origin_realm_of_missionary_physician_target.Realm.GetName] и проповедовал еретическое учение среди вашего народа! Священник утверждает, что выполнял миссию [missionary_physician_target.Religion.GetHighGodName], и ухаживал за больными в близлежащих деревнях. Что из этого является недопустимым для [missionary_physician_target.Religion.GetName]?;;;;;;;;;x
EVTOPTA_RIP_4100;Целитель? [Missionary_physician_target.GetSheHeCap] будет служить лично мне.;;;;;;;;;x
EVTOPTB_RIP_4100;Мы не можем позволить [missionary_physician_target.Religion.GetName] действовать в наших владениях, сжечь [missionary_physician_target.GetHerHim]!;;;;;;;;;x
EVTDESC_RIP_4101;Недели проходят, и ваш [missionary_physician_target.Religion.GetName] придворный врач продолжает говорить о вере, утверждая, что [missionary_physician_target.Religion.GetRandomGodName] может даровать вам здоровье и долголетие! Очевидно, это звучит слишком хорошо, чтобы быть правдой...;;;;;;;;;x
EVTDESCRIP.5011;Сухой кашель делает вас слабым, и красная сыпь покрывает ваше тело. Вы заболели Кнахатенским гриппом.;;;;;;;;;x
EVTDESC_EKRIP_520;Сыпь прошла, и я снова чувствую себя нормально. Мне удалось победить Кнахатенский грипп!;;;;;;;;;x
EVTOPTA_EKRIP_520;Замечательно!;;;;;;;;;x
EVTDESCRIP.5031;Вы страдаете от высокой температура и покраснения, сыпь постепенно распространяется по всему вашему телу. Вы заболели Кровавой чумой.;;;;;;;;;x
EVTDESCRIP.5040;Ваш разум затуманен и тускло-красная сыпь распространяется по всему вашему телу. Вы чувствуете жар, и боль в суставах. Вы заболели Разжижением мозга.;;;;;;;;;x
EVTDESCEKRIP.511;Вы истощены. Ваше тело болит, глаза слезятся, и красная сыпь покрывает ваше тело. Вы заразились Кнахатенским гриппом.;;;;;;;;;x
EVTDSC_RIP_5060_TYPHUS;Эти тёмные дни. Мой(я) [GetFromRelation], [From.GetTitledFirstName], был(а) подвержен(а) симптомам бреда и магической слабости в течение последних нескольких недель. Меня только что проинформировали, сообщив что недуг [From.GetHerHis] - это и правда Разжижение мозга.;;;;;;;x
EVTDSC_RIP_5060_MEASLES;Эти тёмные дни. Мой(я) [GetFromRelation], [From.GetTitledFirstName], страдает от красной сыпи и высокой температуры. Мне только что сообщили, о том что [From.GetHerHis] болезнь - это на самом деле Кровавая чума.;;;;;;;x
EVTDSC_RIP_5060_KNAHATEN_FLU;Эти тёмные дни. Когда мой(я) [GetFromRelation], [From.GetTitledFirstName], стал(а) покрываться ярко-красной сыпью и напряженно кашлять, мы боялись худшего. Теперь подозрения подтвердились. Болезнь [From.GetHerHisCap] - это и правда ужасный Кнахатенский грипп.;;;;;;;x
EVTDSC_RIP_5060_SWAMP_ROT;Эти тёмные дни. Мой(я) [GetFromRelation], [From.GetTitledFirstName], чувствует себя, с каждым днём, всё слабее и взволнованнее. Мне только что сообщили, что заболевание [From.GetHerHis] это и правда Болотная гниль.;;;;;;;x
EVTDSC_RIP_5060_CHOLERA;В последние несколько дней, мой(я) [GetFromRelation], [From.GetTitledFirstName], не выходит из уборной, по причине, кажется, бесконечного цикла диареи и рвоты. Я только что узнал(а), что причиной плохого самочувствия [From.GetHerHis] является холера.;;;;;;;x
EVTDSC_RIP_5060_DAMPWORM;Недавно, мой(я) [GetFromRelation], [From.GetTitledFirstName], стал(а) страдать от постоянных мышечных спазмов и судорог. По-видимому, [From.GetSheHe] заболел(а) Мокрым червём.;;;;;;;x
EVTDSC_RIP_5060_WITCHES_POX;В течение небольшого промежутка времени, мой(я) [GetFromRelation], [From.GetTitledFirstName], покрылся(-лась) волдырями и чувствует себя заметно слабее. Я только что узнал(а), что [From.GetSheHe] инфицирован(а) Ведьминой сыпью.;;;;;;;x
EVTDSC_RIP_5060_GREENSPORE;В последнее время, мой(я) [GetFromRelation], [From.GetTitledFirstName], бросает сердитые взгляды, когда подходит. Орёт на нас всякий раз, когда [From.GetSheHe] чувствует себя даже немного раздражённо, то есть большую часть времени. Очевидно, что причиной такого состояния  [From.GetHerHis] являются Зелёные споры.;;;;;;;x
EVTDSC_RIP_5060_ROCKJOINT;В последние несколько дней, мой(я) [GetFromRelation], [от.GetTitledFirstName], стал(а) жаловаться на боль и отёки в суставах, что делает жизнь [From.GetHerHim] весьма болезненной, и мешает продуктивной деятельности. Видимо, [From.GetSheHe] страдает от Каменной подагры.;;;;;;;x
EVTDSC_RIP_5060_STOMACH_ROT;Недавно, мой(я) [GetFromRelation], [From.GetTitledFirstName], стал(а) страдать от сильной боли в животе, которая затрудняет пищеварение [From.GetHerHim]. Предположительно, причиной недомогания [From.GetHerHis] является Желудочная гниль.;;;;;;;x
EVTDSC_RIP_5060_CHRONDIASIS;В последние несколько дней, мой(я) [GetFromRelation], [From.GetTitledFirstName], страдает от почти парализующей головной боли и тяжелого кашля. Теперь я узнал(а), что [From.GetSheHe] болеет Ипохондрией.;;;;;;;x
EVTDESC_RIP_10015;Кнахатенский грипп распространился по всей Аргонии, уничтожая не-аргонианское население во всём регионе. Так люди, меры, звери умирают тысячами, а их тела падают в близлежащие зловонные болота и водоёмы. Аргониане пытаются осмыслить окружающую их смерть. Не-аргонианские поселения на болотах превратились в города-призраки, некоторые из них лишены  даже одного-единственного жителя.;;;;;;;;;x
EVTDESC_RIP_10016;Торговые пути через Тамриэль вдруг потеряли большую часть своей прибыли, и причина этому известна. Говорят, по крупным городам  Эльсвейра прокатилась волна Кнахатенского гриппа. И окровавленные трупы заполняют некогда оживлённые улицы каджитских городов. Испуганные чиновники приказывают сносить целые кварталы, пытаясь остановить  распространение болезни.;;;;;;;;;x
EVTDESC_RIP_10017;Зловещая тень нависла над Морровиндом, ибо Кнахатенский грипп оставляет за собой лишь опустошение и трагедии. Даже самые крупные и древние данмерские семьи Морровинда едва цепляются за существование  и понесли большие жертвы. Верующие в [Root.Religion.GetHighGodName] собираются в храмах, ища исцеления, и спрашивая, почему становится так страшно, когда что-то случается.;;;;;;;;;x
EVTDESC_RIP_10018;Смерть пришла в Сиродиил, землю имперцев. Густо населённые города, некогда считавшиеся центрами цивилизации, покрыты трупами. Озеро Румаре, река Нибен и другие водоемы забиты кораблями, полными беженцев, стремящихся сбежать от эпидемии, и дороги усеяны вещами, которые бросили впавшие в панику путешественники.;;;;;;;;;x
EVTDESC_RIP_10019;Скайрим - земля, известная как дом гордых и выносливых нордов, впала в отчаяние, так как мучительные последствия Кнахатенского гриппа распространились по всей стране. Свежий горный воздух, пронизанный запахом полевых цветов, теперь воняет разлагающимися трупами, которыми покрыты оба берега Белой Реки и Реки Карт.;;;;;;;;;x
EVTDESC_RIP_10020;Смерть приходит ко всем, и для жителей Хай Рока это стало абсолютной истиной, так как земля их охвачена страшным Кнахатенским гриппом. Простолюдины и дворяне погибают в рекордных количествах, и когда-то богатый Илиак теперь полон судов, забитых беженцами, спасающихся от болезни. Даже величайшие герои региона- искатели приключений и бретонские крестоносцы,  не знают, как облегчить страдания своего народа.;;;;;;;;;x
EVTDESC_RIP_10021;По улицам городов, мерцающих красным от крови, в страхе бегут редгарды и другие жители, отступая в наспех разбитые лагеря, расположенные в горах и песках пустыни, в надежде переждать там эпидемию, избежав её гнева. Время покажет, сработают ли эти планы, но есть сведения, что многие в этих лагерях всё равно становятся жертвами Кнахатенского гриппа.;;;;;;;;;x
EVTDESC_RIP_10022;Крики гремят в лесах Валенвуда. Стебли Кнахатенского гриппа ползут с низу и забираются на ветви самых высоких деревьев, словно неизбежный хищник с ненасытным аппетитом. Независимо от того, на какие деревья забираются босмеры, имга и другие беженцы, разрушительный эффект Кнахатенского гриппа следует за ними и подлесок окрашивается кровью трупов.;;;;;;;;;x
EVTDESC_RIP_10023;Даже Альтмеры - сторонники изоляционистского пути не могут защитить свои острова от Кнахатенского гриппа и спасти заболевшее население, но их усилия, похоже, напрасны, так как многие из них сами заражаются.;;;;;;;;;x
EVTDESC_RIP_10024;Никто не застрахован от Кнахатенского гриппа, который пожинает свои жертвы в Пиандонее. Храмы [Root.Religion.GetHighGodName] заполнены корчащимися богомольцами, многие из которых страдают болезненным кровотечением. Они взывают к священникам, пытающимся найти исцеление. Быстрая гибель Маормерских Змеиных Магов, привела к тому что Эльфы потеряли контроль над своими некогда верными Морскими Змеями, многие из которых сейчас бродят по джунглям и водным путям, охотясь на неосторожных беженцев.;;;;;;;;;x
EKRip75Desc;От долины реки Мератсиес до устья Топары, Кнахатенский грипп терроризирует народ Цаэски. Кровь течёт из их глаз, носов и ртов. Пьющие кровь цаэски полагают, что их источники питания были отравлены. Теории заговора привели к тому, что многие мясные магазины и кухни, в которых готовят кровь для общественного потребления, были сожжены, но от этого было мало толку, и эпидемия не прекратилась.;;;;;;;;;x
EKRip76Desc;Даже разрушительные ветра камальской тундры не могут остановить безжалостный марш Кнахатенского гриппа. Клубящийся дым можно увидеть поднимающимся из-за горизонта, с любой стороны. Это бесчисленные погребальные костры, разожженные, чтобы уничтожить трупы несчастных жертв. Та небольшая торговля, что раньше велась здесь, нынче полностью прекращена, так как напуганные выжившие обыватели прячутся в отдаленных домиках и в крепостях, покрытых льдом.;;;;;;;;;x
EKRip77Desc;Острова тысячи обезьян, полные когда-то шумных городов, славящихся оживленными фестивалями, впали в панику и отчаяние. Приморские деревни и их порты были закрыты, в надежде замедлить распространение болезни, в результате чего многие из горожан Танг Мо остались на тех островах, на которых Кнахатенский грипп уничтожил почти всё, к чему прикасался.;;;;;;;;;x
EKRip78Desc;Облако смерти нависло над песчаной родиной По Тун. Несмотря на таланты лучших лекарей и волшебников, тысячи жителей По Тун погибли от Кнахатенского гриппа. Их труппы быстро заполонили улицы и запеклись под палящим солнцем. В результате этого зловоние пронизывает каждый город, высеченный в скалах, и толпы беженцев едут в негостеприимные пустыни и дикие земли.;;;;;;;;;x
